nId	nLevelMin	nLevelMax	szTimeBegin	szTimeEnd	tbAwardInfo	Desc
48	1	999			Item|7281	Trận Pháp Thí Luyện: Bí Quyển Trận Pháp Cổ
48	1	999			Item|7282	Trận Pháp Thí Luyện: Mật Tịch Trận Pháp Kế Thừa
48	1	999			Item|7283	Trận Pháp Thí Luyện: Mật Tịch Trận Pháp Hiếm
48	1	999			Item|7286	Trận Pháp Thí Luyện: Trận Pháp Thí Luyện-Rương Hoàng Kim
48	1	999			Item|7287	Trận Pháp Thí Luyện: Trận Pháp Thí Luyện-Rương Hỗ Trợ
49	1	999			Item|4056	Công Thành Liên SV: Đồng Hành-Hoàn Nhan Hồng Liệt
49	1	999			Item|4057	Công Thành Liên SV: Vũ Khí Bổn Mạng Hoàn Nhan Hồng Liệt
49	1	999	OpenLevel129		Item|1397	Công Thành Liên Server: Truyền Thuyết Lệnh
49	1	999			Item|1396	Công Thành Liên SV: Hoàng Đế Lệnh
49	1	999			Item|7394	Công Thành Liên Server: Nguyên Khí Tinh Hoa (5000)
49	1	999		OpenLevel139	Item|4053	Công Thành Liên SV: Đá Hồn Hoàn Nhan Hồng Liệt-Sơ
49	1	999			Item|7377	Công Thành Liên Server: Đá Hồn Ngu Doãn Văn-Sơ
49	1	999			Item|7648	Công Thành Liên Server: Đá Hồn Vương Đằng-Sơ
49	1	999			Item|7741	Công Thành Liên Server: Đá Hồn Không Tướng-Sơ
49	1	999			Item|7649	Công Thành Liên Server: Đá Hồn Vương Vân Tiêu-Sơ
49	1	999		OpenLevel129	Item|7650	Công Thành Liên Server: Đá Hồn Kinh Tuyết-Sơ
49	1	999	OpenLevel139		Item|9974	Công Thành Liên Server: Đá Hồn Phương Công Vọng-Sơ
50	1	999			Gold|0	Bí Cảnh Bang Hội: Nguyên Bảo
50	1	999			Contrib|0	Bí Cảnh Bang Hội: Cống hiến
50	1	999			Item|10014	Bí Cảnh Bang Hội:  Tùy Hầu Châu
50	1	999			Item|2424	Bí Cảnh Bang Hội:  Tín Vật Môn Phái
50	1	999			Item|3693	Bí Cảnh Bang Hội: Vũ khí bổn mạng đồng hành SS tùy chọn
50	1	999			Item|6149	Bí Cảnh Bang Hội: Bí Quyển Huyệt Nhâm Mạch-Khúc Cốt
50	1	999	OpenLevel89		Item|6150	Bí Cảnh Bang Hội: Bí Quyển Huyệt Đốc Mạch-Trường Cường
50	1	999	OpenLevel99		Item|6276	Bí Cảnh Bang Hội: Bí Quyển Huyệt Xung Mạch·U Môn
50	1	999	OpenLevel89		Item|7648	Bí Cảnh Bang Hội: Đá Hồn Vương Đằng-Sơ
50	1	999			Item|7649	Bí Cảnh Bang Hội: Đá Hồn Vương Vân Tiêu-Sơ
50	1	999			Item|7650	Bí Cảnh Bang Hội: Đá Hồn Thiên Âm-Sơ
50	1	999			Item|2804	Bí Cảnh Bang Hội: Hòa Thị Bích
50	1	999		OpenLevel109	Item|3714	Bí Cảnh Bang Hội: Tẩy Tủy Kinh·Thượng
50	1	999	OpenLevel109		Item|3715	Bí Cảnh Bang Hội: Tẩy Tủy Kinh·Trung
50	1	999	OpenLevel109		Item|3716	Bí Cảnh Bang Hội: Tẩy Tủy Kinh·Hạ
51	1	999			SilverBoard|0	Tâm Ma Tuyệt Địa: Ngân Sức
51	1	999			Gold|0	Tâm Ma Tuyệt Địa: Nguyên Bảo
51	1	999			Contrib|0	Tâm Ma Tuyệt Địa: Cống hiến
51	1	999			Item|1397	Tâm Ma Tuyệt Địa: Truyền Thuyết Lệnh
51	1	69			Item|2101	Tâm Ma Tuyệt Địa: Mảnh Nhẫn Hiếm T5
51	70	79			Item|2102	Tâm Ma Tuyệt Địa: Mảnh Nhẫn Hiếm T6
51	80	89			Item|2955	Tâm Ma Tuyệt Địa: Mảnh Nhẫn Hiếm T7
51	90	99			Item|2956	Tâm Ma Tuyệt Địa: Mảnh Nhẫn Hiếm T8
51	100	109			Item|2957	Tâm Ma Tuyệt Địa: Mảnh Nhẫn Hiếm T9
51	110	119			Item|3671	Tâm Ma Tuyệt Địa: Mảnh Nhẫn Hiếm T10
51	120	129			Item|5781	Tâm Ma Tuyệt Địa: Mảnh Nhẫn Hiếm T11
51	130	139			Item|5782	Tâm Ma Tuyệt Địa: Mảnh Nhẫn Hiếm T12
51	140	149			Item|5783	Tâm Ma Tuyệt Địa: Mảnh Nhẫn Hiếm T13
51	150	159			Item|5784	Tâm Ma Tuyệt Địa: Mảnh Nhẫn Hiếm T14
51	160	169			Item|5785	Tâm Ma Tuyệt Cảnh: Mảnh Nhẫn Hiếm T15
51	80	999			Item|3469	Tâm Ma Tuyệt Địa: Mảnh Yên-Cao
51	80	999			Item|3468	Tâm Ma Tuyệt Địa: Mảnh Yên-Trung
51	80	999			Item|3467	Tâm Ma Tuyệt Địa: Mảnh Yên-Thấp
51	1	999			Item|3494	Tâm Ma Tuyệt Địa: Tâm Ma Bảo Châu
51	120	999			Item|10449	Tâm Ma Tuyệt Cảnh: Đá Hồn Thiên Âm-Sơ
51	90	999			Item|3854	Tâm Ma Tuyệt Địa: Đá Hồn Hắc Diện Lang Quân-Sơ
52	1	999			Item|10014	Di Tích Tầm Bảo:Tùy Hầu Châu
52	1	999			Item|9398	Di Tích Tầm Bảo: Đá Hồn Lâm Thanh Vũ-Sơ
52	1	999			Item|7459	Di Tích Tầm Bảo:  Bùa Cường Hóa Phòng Cụ
52	1	999			Item|7463	Di Tích Tầm Bảo:  Bùa Cường Hóa Trang Sức
52	1	999	OpenLevel109		Item|9401	Di Tích Tầm Bảo: Đá Hồn Mạnh Thương Lam-Sơ
52	1	999	OpenLevel99	OpenLevel109	Item|8855	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Nón Bậc 8
52	1	999	OpenLevel99	OpenLevel109	Item|8881	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Hộ Uyển Bậc 8
52	1	999	OpenLevel99	OpenLevel109	Item|8894	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Đai Bậc 8
52	1	999	OpenLevel99	OpenLevel109	Item|8907	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Giày Bậc 8
52	1	999	OpenLevel99	OpenLevel109	ZhenQi|0	Di Tích Tầm Bảo:  Chân Khí
52	1	999	OpenLevel109	OpenLevel149	Item|9320	Di Tích Tầm Bảo: 【Kế Thừa】Mảnh Tuyệt Học
52	1	999	OpenLevel109	OpenLevel149	Item|9313	Di Tích Tầm Bảo: 【Kế Thừa】Bí Quyển Tuyệt Học
52	1	999	OpenLevel149		Item|9321	Di Tích Tầm Bảo:【Trác Việt】Mảnh Tuyệt Học
52	1	999	OpenLevel149		Item|9314	Di Tích Tầm Bảo:【Trác Việt】Bí Quyển Tuyệt Học
52	1	999	OpenLevel109	OpenLevel119	Item|8856	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Nón Bậc 9
52	1	999	OpenLevel109	OpenLevel119	Item|8882	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Hộ Uyển Bậc 9
52	1	999	OpenLevel109	OpenLevel119	Item|8895	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Đai Bậc 9
52	1	999	OpenLevel109	OpenLevel119	Item|8908	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Giày Bậc 9
52	1	999	OpenLevel119	OpenLevel129	Item|8857	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Nón Bậc 10
52	1	999	OpenLevel119	OpenLevel129	Item|8883	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Hộ Uyển Bậc 10
52	1	999	OpenLevel119	OpenLevel129	Item|8896	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Đai Bậc 10
52	1	999	OpenLevel119	OpenLevel129	Item|8909	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Giày Bậc 10
52	1	999	OpenLevel129	OpenLevel139	Item|8858	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Nón Bậc 11
52	1	999	OpenLevel129	OpenLevel139	Item|8884	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Hộ Uyển Bậc 11
52	1	999	OpenLevel129	OpenLevel139	Item|8897	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Đai Bậc 11
52	1	999	OpenLevel129	OpenLevel139	Item|8910	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Giày Bậc 11
52	1	999	OpenLevel139	OpenLevel149	Item|8859	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Nón Bậc 12
52	1	999	OpenLevel139	OpenLevel149	Item|8885	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Hộ Uyển Bậc 12
52	1	999	OpenLevel139	OpenLevel149	Item|8898	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Đai Bậc 12
52	1	999	OpenLevel139	OpenLevel149	Item|8911	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Giày Bậc 12
52	1	999	OpenLevel149	OpenLevel159	Item|8860	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Nón Bậc 13
52	1	999	OpenLevel149	OpenLevel159	Item|8886	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Hộ Uyển Bậc 13
52	1	999	OpenLevel149	OpenLevel159	Item|8899	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Đai Bậc 13
52	1	999	OpenLevel149	OpenLevel159	Item|8912	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Giày Bậc 13
52	1	999	OpenLevel159	OpenLevel169	Item|8861	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Nón Bậc 14
52	1	999	OpenLevel159	OpenLevel169	Item|8887	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Hộ Uyển Bậc 14
52	1	999	OpenLevel159	OpenLevel169	Item|8900	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Đai Bậc 14
52	1	999	OpenLevel159	OpenLevel169	Item|8913	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Giày Bậc 14
52	1	999	OpenLevel169	OpenLevel179	Item|8862	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Nón Bậc 15
52	1	999	OpenLevel169	OpenLevel179	Item|8888	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Hộ Uyển Bậc 15
52	1	999	OpenLevel169	OpenLevel179	Item|8901	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Đai Bậc 15
52	1	999	OpenLevel169	OpenLevel179	Item|8914	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Giày Bậc 15
52	1	999	OpenLevel179		Item|8863	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Nón Bậc 16
52	1	999	OpenLevel179		Item|8889	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Hộ Uyển Bậc 16
52	1	999	OpenLevel179		Item|8902	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Đai Bậc 16
52	1	999	OpenLevel179		Item|8915	Di Tích Tầm Bảo:【Trác Việt】Bùa Tẩy Luyện Giày Bậc 16
53	60	999	OpenLevel89		Energy|0	Bang Hội Chiến: Nguyên khí
53	60	999	OpenLevel89		ZhenQi|0	Bang Hội Chiến: Chân khí
53	60	999	OpenLevel89		Item|1346	Bang Hội Chiến; EXP
54	1	999			Item|9477	Nhiệm vụ Môn Khách: Độ thân mật
55	35	79			Item|1234	Nhiệm vụ Tình Duyên: Hoa Hồng
55	35	79			Item|1235	Nhiệm vụ Tình Duyên: Cỏ May Mắn
55	35	79			Item|1969	Nhiệm vụ Tình Duyên: Tư Chất Đơn (Khóa)
55	35	79	OpenLevel59		Item|9509	Nhiệm vụ Tình Duyên: Mèo Tình Duyên (3 Ngày)
56	1	999			Item|3693	Bảo Vệ Bang Hội: Vũ khí bổn mạng đồng hành SS tùy chọn
56	1	999		OpenLevel119	Item|6149	Bảo Vệ Bang Hội: Bí Quyển Nhâm Mạch-Khúc Cốt
56	1	999			Item|6150	Bảo Vệ Bang Hội: Bí Quyển Đốc Mạch-Trường Cường
56	1	999	OpenLevel99		Item|6276	Bảo Vệ Bang Hội: Bí Quyển Xung Mạch-U Môn
56	1	999	OpenLevel129		Item|6277	Bảo Vệ Bang Hội: Bí Quyển Dương Khiêu-Tinh Minh
56	1	999			Item|7648	Bảo Vệ Bang Hội: Đá Hồn-Sơ-Vương Đằng
56	1	999			Item|10128	Bảo Vệ Bang Hội: Đá Hồn-Sơ-Hoàn Nhan Tông Hàn
56	1	999			Item|7650	Bảo Vệ Bang Hội: Đá Hồn Kinh Tuyết-Sơ
56	1	999			Item|2804	Bảo Vệ Bang Hội: Hòa Thị Bích
56	1	999		OpenLevel99	Item|3714	Bảo Vệ Bang Hội: Tẩy Tủy Kinh-Thượng
56	1	999	OpenLevel109		Item|3715	Bảo Vệ Bang Hội: Tẩy Tủy Kinh-Trung
56	1	999	OpenLevel119		Item|3716	Bảo Vệ Bang Hội: Tẩy Tủy Kinh-Hạ
57	1	999			Item|1346	Quyết Chiến Lăng Tuyệt: EXP
57	1	999			Item|224	Lăng Tuyệt Phong: Thủy Tinh Tím
57	1	999			Energy|0	Quyết Chiến Lăng Tuyệt: Nguyên khí
57	1	999			Item|2804	Lăng Tuyệt Phong:Hòa Thị Bích
58	1	999			Item|10626	Lãnh Thổ Chiến: Đá Hồn Bản Trần-Sơ
58	1	999			Item|10627	Lãnh Thổ Chiến: Đá Hồn Đoàn Trí Hưng-Sơ
58	1	999			Energy|0	Lãnh Thổ Chiến: Nguyên Khí
58	1	999			Item|1397	Lãnh Thổ Chiến: Truyền Thuyết Lệnh
58	1	999			Item|10142	Lãnh Thổ Chiến: Hoàn Nhan Hồng Liệt-Phong Ấn Ưng
58	1	999			Item|3557	Lãnh Thổ Chiến: Đồng Hành-Trương Tam Phong
58	1	999			Item|4056	Lãnh Thổ Chiến: Đồng Hành-Hoàn Nhan Hồng Liệt
58	1	999			Item|10635	Lãnh Thổ Chiến: Rương Chọn Vũ Khí Bổn Mạng SSS
