szKind	nCount	nPoint	szAward		nKinMsg	nWorldMsg	szName	szDesc
HouseLevel_2	4	10	Gold|7000		1		Nhà Điêu Kho Khắc	Cấp Gia Viên đạt Lv4
HouseLevel_2	5	20	Gold|9000		1		Cung Vàng Điện Ngọc	Cấp Gia Viên đạt Lv5
HouseLevel_2	6	30	Gold|10000;item|9667|1		1		Thần Công Thiên Xảo	Cấp Gia Viên đạt Lv6
HouseComfort_1	5	5	Gold|6000				Nên Nhà Nên Cửa	Độ thoải mái Gia Viên đạt Lv5
HouseComfort_1	10	10	Gold|7000				Nhàn Đình Nhã Cư	Độ thoải mái Gia Viên đạt Lv10
HouseComfort_1	15	20	Gold|7000		1		Phúc Chỉ Doanh Môn	Độ thoải mái Gia Viên đạt Lv15
HouseComfort_1	20	30	Gold|9000		1		Tử Khí Đông Lai	Độ thoải mái Gia Viên đạt Lv20
HouseComfort_1	25	50	Gold|10000;item|9668|1		1		Danh Môn Vọng Đình	Độ thoải mái Gia Viên đạt Lv25
House_Hide	1	10	Gold|1000				Không Ai Thấy	Trốn vào tủ Gia Viên người chơi khác
House_Sleep	1	10	Gold|1000				Ngủ Trên Giường	Ngủ trên giường Gia Viên người chơi khác
House_Wash	1	10	Gold|1000				Tẩy Sạch	Tắm trong bồn tắm Gia Viên người chơi khác
House_SleepTogether	1	10	Gold|1000				Cùng Ngủ Chung	Cùng người chơi khác ngủ chung giường
House_Swing	1	10	Gold|1000				Trở Về Tuổi Thơ	Cùng người chơi khác chơi xích đu
House_Plant	1	3	Gold|2000				Mười Năm Trồng Cây	Cùng trồng 1 cây
House_TreeMature	1	5	Gold|1000				Ngày Thu Hoạch	Thu hoạch cây trưởng thành trong Gia Viên 1 lần
House_TreeMature	5	10	Gold|2000				Chăm Chỉ 1	Thu hoạch cây trưởng thành trong Gia Viên 5 lần
House_TreeMature	20	20	Gold|3000				Chăm Chỉ 2	Thu hoạch cây trưởng thành trong Gia Viên 20 lần
House_TreeMature	50	50	Gold|5000				Chăm Chỉ 3	Thu hoạch cây trưởng thành trong Gia Viên 50 lần
House_TreeMature	100	80	Gold|10000;item|9669|1		1		Chăm Chỉ 4	Thu hoạch cây trưởng thành trong Gia Viên 100 lần
House_TreeHelp	1	3	Gold|2000				Cứu cây trồng	Giúp hảo hữu nuôi dưỡng 1 lần
House_TreeHelp_Day	1	10	Gold|2000				Gia Viên Hoàn Mỹ	1 ngày thành công giúp hảo hữu nuôi dưỡng 10 lần
House_TreeHelp	50	10	Gold|2000				Tân Cần Viên Đinh 1	Giúp Hảo hữu nuôi dưỡng 50 lần
House_TreeHelp	200	20	Gold|3000				Tân Cần Viên Đinh 2	Giúp Hảo hữu nuôi dưỡng 200 lần
House_TreeHelp	500	30	Gold|5000				Tân Cần Viên Đinh 3	Giúp Hảo hữu nuôi dưỡng 500 lần
House_TreeHelp	1000	50	Gold|10000;item|9670|1		1		Tân Cần Viên Đinh 4	Giúp Hảo hữu nuôi dưỡng 1000 lần
Meditate_Empty	1	20	Gold|10000				Tứ Đại Giai Không	Tịnh Tâm đạt kết quả Giai Không
Bless_1	4	10	Gold|3000				Trời Ban Phúc	Chúc phúc xuất hiện trên 4 thuộc tính Cát
Bless_2	5	20	Gold|5000				Tu Bảo Thần Khí	Tụ Bảo Bồn tẩy đầy 5 thuộc tính
IDIPZan_1	10	5	Gold|1000				Bắn Tim	Thích trang cá nhân khác 10 lần
IDIPPopularity_1	50	10	Gold|2000				Có Chút Danh Tiếng	Điểm nổi tiếng đạt 50
IDIPPopularity_1	500	20	Gold|3000				Tài Năng	Điểm nổi tiếng đạt 500
IDIPPopularity_1	1000	50	Gold|5000				Ứng Viên Được Yêu Thích	Lượt like trang cá nhân đạt 1000
WhiteTiger_1	1	3	Gold|1000				Thám Thính Bạch Hổ Đường	Vào Bạch Hổ Đường 1
WhiteTiger_2	1	5	Gold|1000				Mở Sát Giới	Trong Bạch Hổ Đường diệt 1 người chơi
WhiteTiger_3	1	5	Gold|2000				Vượt Ải Bạch Hổ Đường 1	Vượt Bạch Hổ Đường 4
WhiteTiger_4	1	10	Gold|3000				Vượt Ải Bạch Hổ Đường 2	Vượt Ải Bạch Hổ Đường Tầng 5
WhiteTiger_2	100	20	Gold|5000				Sát Thủ Đáng Sợ	Trong Bạch Hổ Đường diệt 100 người chơi
WhiteTiger_2	500	50	Gold|10000;item|9671|1		1		Thợ Săn Bạch Hổ Đường	Trong Bạch Hổ Đường diệt 500 người chơi
DomainBattle_1	10	5	Gold|1000				Hào Kiệt 	Trong Công Thành Chiến diệt 10 người chơi địch
DomainBattle_1	50	10	Gold|3000				Truy Mệnh	Trong Công Thành Chiến diệt 50 người chơi địch
DomainBattle_1	200	20	Gold|5000;item|9672|1				Vô Tình	Trong Công Thành Chiến diệt 200 người chơi địch
DomainBattle_1	500	50	Gold|10000;item|9673|1				La Sát	Trong Công Thành Chiến diệt 500 người chơi địch
DomainBattle_1	1000	100	Gold|30000;item|9674|1		1		Chiến Thần	Trong Công Thành Chiến diệt 1000 người chơi địch
DomainBattleCombo_1	1	10	Gold|2000				Anh Dũng Thiện Chiến	Ở Công Thành Chiến đạt 10 Liên Trảm
DomainBattleCombo_2	1	20	Gold|3000				Năng Chinh Quán Chiến	Ở Công Thành Chiến đạt 20 Liên Trảm
DomainBattleCombo_3	1	50	Gold|5000				Đánh Đâu Thắng Đó	Ở Công Thành Chiến đạt 50 Liên Trảm
DomainBattleCombo_4	1	100	Gold|10000;item|9675|1		1		Định Quốc Trụ Thạch	Ở Công Thành Chiến đạt 100 Liên Trảm
DomainBattle_Car	1	10	Gold|2000				Trò chơi Đẩy Tháp	Trong Công Thành Chiến 1 lần lái Công Thành Xa
DomainBattle_CrossbowCar	1	10	Gold|2000				Gia Cát Nỏ	Trong Công Thành Chiến 1 lần lái Kình Nỏ Xa
DomainBattle_GunCar	1	10	Gold|2000				Thiết Pháo	Trong Công Thành Chiến 1 lần lái Thiết Pháo Xa
DomainBattle_Xiangyang	1	15	Gold|10000				Tương Dương Của Chúng Ta	Tham gia Công Thành Chiến và Bang Hội chiếm lĩnh Tương Dương
DomainBattle_Linan	1	20	Gold|30000				Lâm An Của Chúng Ta	Tham gia Công Thành Liên Server và Bang Hội chiếm lĩnh Lâm An
DomainBattle_XiangyangP	1	50	Gold|30000				Tương Dương Bá Chủ	Giúp Bang Hội chiếm Tương Dương liên tục 1 tháng
KinEscort_1	1	3	Gold|1000				Hành Tẩu Giang Hồ	Tham gia Vận Tiêu Bang Hội thành công 1 lần
KinEscort_2	1	5	Gold|1000				Tiễn Kính Cường Nhân	Vận Tiêu Bang Hội đoạt 1 Hàng Hóa Rơi
KinEscort_2	5	10	Gold|3000				Lục Lâm Cường Đạo	Vận Tiêu Bang Hội đoạt 5 Hàng Hóa Rơi
KinEscort_2	50	20	Gold|5000				Chiếm Núi Là Vua	Vận Tiêu Bang Hội đoạt 50 Hàng Hóa Rơi
KinEscort_3	1	10	Gold|2000				Vô Giá	Hộ tống 1 Tiêu Xa Tím trở lên đến đích
KinEscort_4	30	20	Gold|3000				Vận Tiêu	Hộ tống 30 Tiêu Xa về đích thành công
KinEscort_4	100	50	Gold|10000;item|9676|1		1		Tiêu Hành Thiên Hạ	Hộ tống 100 Tiêu Xa về đích thành công
ImperialTombEmperor_1	1	3	Gold|1000				Quỷ Đế Giáng Thế	Đã tham gia Thủy Hoàng Giáng Lâm/Nữ Đế Hồi Sinh 1 lần
ImperialTombEmperor_2	1	10	Gold|1000				Sát Đế 1	Bang hội diệt Tần Thủy Hoàng/Võ Tắc Thiên 1 lần
ImperialTombEmperor_2	5	20	Gold|2000				Sát Đế 2	Bang hội diệt Tần Thủy Hoàng/Võ Tắc Thiên 5 lần
ImperialTombEmperor_2	20	30	Gold|3000;item|9677|1				Sát Đế 3	Bang hội diệt Tần Thủy Hoàng/Võ Tắc Thiên 20 lần
ImperialTombEmperor_2	100	50	Gold|10000;item|9678|1				Sát Đế 4	Bang hội diệt Tần Thủy Hoàng/Võ Tắc Thiên 100 lần
ImperialTombEmperor_3	1	10	Gold|3000				Tiên Phong 1	Là người tấn công đầu tiên Tần Thủy Hoàng/Võ Tắc Thiên
ImperialTombEmperor_3	10	20	Gold|10000				Tiên Phong 2	Là người 10 lần tấn công đầu tiên Tần Thủy Hoàng/Võ Tắc Thiên
BossChallenge_1	1	3	Gold|500				Nghé Con Không Sợ Hổ	Khiêu chiến Minh Chủ Võ Lâm 1 lần
Boss_1	1	5	Gold|1000				Minh Chủ Thử Thách	Khiêu chiến Minh Chủ Võ Lâm hạng chung cuộc cá nhân Top 100
Boss_2	1	10	Gold|2000				Minh Chủ Tán Đồng	Khiêu chiến Minh Chủ Võ Lâm hạng chung cuộc cá nhân Top 30
Boss_3	1	20	Gold|3000;item|9679|1				Minh Chủ Xem Trọng	Khiêu chiến Minh Chủ Võ Lâm hạng chung cuộc cá nhân Top 10
Boss_4	1	30	Gold|5000;item|9680|1				Minh Chủ Khen Ngợi	Khiêu chiến Minh Chủ Võ Lâm hạng chung cuộc cá nhân Hạng 1
Boss_4	100	50	Gold|10000;item|9681|1				Minh Chủ Thán Phục	Nhận 100 lần khiêu chiến Minh Chủ Võ Lâm cá nhân đạt hạng 1 chung cuộc
Boss_4	200	100	Gold|50000;item|4248|1		1		Minh Chủ Võ Lâm	200 lần khiêu chiến Minh Chủ Võ Lâm sau cùng xếp hạng 1
BossRob_1	1	5	Gold|1000				Ỷ Mạnh Hiếp Yếu	Khiêu chiến Minh Chủ Võ Lâm đoạt điểm người khác 1 lần
BossRob_Cai	1	10	Gold|2000				Hừ! Yếu Quá	Trong Minh Chủ Võ Lâm có người đoạt điểm của bản thân nhưng thất bại
BossRob_Lucky	1	10	Gold|2000				Nguy Hiểm	Trong  Minh Chủ Võ Lâm bị người khác đoạt 5% điểm của bản thân
BossRob_UnLucky	1	10	Gold|2000				Điểm Của Ta!	Trong Minh Chủ Võ Lâm bị người khác đoạt 20% điểm của bản thân
BossNumberOne_1	1	20	Gold|3000				Chúng Ta Mạnh Nhất	Khiêu chiến Minh Chủ Võ Lâm Bang Hội đoạt hạng 1
FieldBoss_1	1	3	Gold|1000				Khiêu Chiến Danh Tướng	Tham gia Danh Tướng thành công 1 lần
FieldBoss_2	1	5	Gold|1000				Danh Tướng Công Nhận	Bang Hội tiêu diệt 1 lần Danh Tướng
FieldBoss_2	10	10	Gold|2000;item|9682|1				Danh Tướng Xem Trọng	Bang Hội tiêu diệt 10 lần Danh Tướng
FieldBoss_2	100	20	Gold|3000;item|9683|1		1		Danh Tướng Tán Thưởng	Bang Hội tiêu diệt 100 lần Danh Tướng
FieldBoss_2	500	50	Gold|10000;item|9684|1		1		Danh Tướng Kinh Ngạc	Bang Hội tiêu diệt 500 lần Danh Tướng
FieldBoss_First	1	10	Gold|2000				Xuất Kích 1	Tấn công đầu tiên Danh Tướng
FieldBoss_First	50	20	Gold|10000				Xuất Kích 2	50 lần tấn công đầu tiên Danh Tướng
FieldLeader_1	1	3	Gold|1000				Sờ Vào Lão Hổ	Tham gia 1 lần Thủ Lĩnh Dã Ngoại
FieldLeader_2	1	5	Gold|1000				Người diệt	Diệt 1 Thủ Lĩnh Dã Ngoại
FieldLeader_2	10	10	Gold|2000				Thợ Săn	Diệt 10 Thủ Lĩnh Dã Ngoại
FieldLeader_2	100	20	Gold|3000;item|9685|1				Trùm Săn Quái	Diệt 100 Thủ Lĩnh Dã Ngoại
FieldLeader_2	500	50	Gold|10000;item|9686|1		1		Dã Địa Vương	Diệt 500 Thủ Lĩnh Dã Ngoại
Clothes_1	1	3	Gold|3000				Quần Áo Chỉnh Tề 1	Nhận 1 Ngoại Trang Áo
Clothes_1	5	5	Gold|2000				Quần Áo Chỉnh Tề 2	Nhận 5 Ngoại Trang Áo
Clothes_1	10	10	Gold|3000				Quần Áo Chỉnh Tề 3	Nhận 10 Ngoại Trang Áo
Clothes_1	20	20	Gold|5000				Quần Áo Chỉnh Tề 4	Nhận 20 Ngoại Trang Áo
Clothes_1	30	30	Gold|10000				Quần Áo Chỉnh Tề 5	Nhận 30 Ngoại Trang Áo
Arms_1	1	3	Gold|3000				Thần Binh Lấp Lánh 1	Nhận 1 Ngoại Trang Vũ Khí
Arms_1	5	5	Gold|2000				Thần Binh Lấp Lánh 2	Nhận 5 Ngoại Trang Vũ Khí
Arms_1	10	10	Gold|3000				Thần Binh Lấp Lánh 3	Nhận 10 Ngoại Trang Vũ Khí
Arms_1	20	20	Gold|5000				Thần Binh Lấp Lánh 4	Nhận 20 Ngoại Trang Vũ Khí
Arms_1	30	30	Gold|10000				Thần Binh Lấp Lánh 5	Nhận 30 Ngoại Trang Vũ Khí
Hat_1	1	3	Gold|3000				Cao Quán Bác Đai 1	Nhận 1 Ngoại Trang Đầu
Hat_1	5	5	Gold|2000				Cao Quán Bác Đai 2	Nhận 5 Ngoại Trang Đầu
Hat_1	10	10	Gold|3000				Cao Quán Bác Đai 3	Nhận 10 Ngoại Trang Đầu
Hat_1	20	20	Gold|5000				Cao Quán Bác Đai 4	Nhận 20 Ngoại Trang Đầu
Hat_1	30	30	Gold|10000				Cao Quán Bác Đai 5	Nhận 30 Ngoại Trang Đầu
Charm_1	500	10	Gold|1000		1		Có Chút Nhan Sắc	Hấp dẫn đạt 500
Charm_1	2000	20	Gold|3000;Item|6990|1		1		Như Hoa Tự Ngọc	Hấp dẫn đạt 2000
Charm_1	5000	30	Gold|5000;Item|6991|1		1		Tuyệt Sắc Mỹ Nhân	Hấp dẫn đạt 5000
Charm_1	20000	50	Gold|10000;Item|6992|1		1		Khuynh Quốc Khuynh Thành	Hấp dẫn đạt 20000
Charm_1	100000	100	Gold|30000;item|9687|1		1		Ai Thấy Cũng Yêu	Hấp dẫn đạt 100000
CommerceTask_1	1	3	Gold|500				Thí Luyện	Hoàn thành 1 nhiệm vụ Thương Hội
CommerceTask_2	1	3	Gold|1000				Hãy Giúp Ta	Nhờ thành viên Bang Hội giúp đỡ thành công 1 lần
CommerceTask_3	1	5	Gold|1000				Hoàn thành thuận lợi	Hoàn thành 1 lần nhiệm vụ Thương Hội
CommerceTask_3	10	10	Gold|2000				Thương Gia Giỏi	Hoàn thành 10 lần nhiệm vụ Thương Hội
CommerceTask_3	100	20	Gold|5000;item|9688|1		1		Buôn Bán Khắp Nơi	Hoàn thành 100 lần nhiệm vụ Thương Hội
JuanZhou_1	1	5	Gold|1000				Thương Hội Ủy Thác	Hoàn thành 1 Quyển Nhiệm vụ 
JuanZhou_3	20	10	Gold|3000				Thương Hội Thường Khách	Hoàn thành 20 Quyển Nhiệm vụ 
JuanZhou_3	100	20	Gold|5000				Thương Hội Hảo Thủ	Hoàn thành 100 Quyển Nhiệm vụ 
JuanZhou_3	400	50	Gold|10000;item|9689|1				Thương Hội Mật Hữu	Hoàn thành 400 Quyển Nhiệm vụ 
JuanZhou_2	1	10	Gold|2000				Thương Hội Ủy Thác 1	Hoàn thành 1 Quyển Nhiệm Vụ Lam trở lên
JuanZhou_4	1	20	Gold|3000				Thương Hội Ủy Thác 2	Hoàn thành 1 Quyển Nhiệm Vụ Tím
JuanZhou_5	1	30	Gold|5000				Thương Hội Ủy Thác 3	Hoàn thành 1 Quyển Nhiệm Vụ Hồng
MoneyTree_1	1	3	Gold|500				Rung Cây Tiền	Dùng Rung Cây Tiền 1 lần
MoneyTree_1	10	5	Gold|1000				Tiền Bao La	Dùng Rung Cây Tiền 10 lần
MoneyTree_1	50	10	Gold|2000				Chiêu Tài Tấn Bảo	Dùng Rung Cây Tiền 50 lần
MoneyTree_1	200	20	Gold|3000;item|9690|1				Tài Nguyên Quảng Tiến	Dùng Rung Cây Tiền 200 lần
MoneyTree_1	1000	50	Gold|5000;item|9691|1		1		Thần Tài Đến	Dùng Rung Cây Tiền 1000 lần
MoneyTree_2	1	10	Gold|2000				Nhận x2	Dùng khi Rung Cây Tiền nhận x2
MoneyTree_10	1	10	Gold|2000				Nhận x10	Dùng khi Rung Cây Tiền nhận x10
TheBox_1	1	3	Gold|500				Rương Hoàng Kim	Mở 1 Rương Hoàng Kim
TheBox_1	10	5	Gold|1000				Bảo Rương Bảo Rương	Mở 10 Rương Hoàng Kim
TheBox_1	50	10	Gold|3000				Mở Tiếp 1 Rương	Mở 50 Rương Hoàng Kim
TheBox_1	300	20	Gold|5000;item|9692|1				Thích Bảo Rương	Mở 300 Rương Hoàng Kim
TheBox_1	1000	50	Gold|10000;item|9693|1		1		Cuồng Bảo Rương	Mở 1000 Rương Hoàng Kim
Angry_Normal	1	3	Gold|500				Nổi Giận	Thi triển 1 lần Kỹ năng Nộ Khí
BlackList	1	3	Gold|500				Ghét Ngươi	Chặn 1 người chơi
FirstAuctionDeal_2	1	5	Gold|2000				Đấu Giá Bảo Vật	Đấu giá thành công 1 vật phẩm
FirstAuctionDeal_4	1	10	Gold|2000				Quyết Định	Giá chót đấu giá được 1 vật phẩm
Market_Buy	1	10	Gold|2000				Tìm Bảo Vật	Mua 1 vật phẩm từ Bày Bán
Market_Sell	1	10	Gold|2000				Tận Dụng	Bán 1 vật phẩm từ Bày Bán
SearchFuben_1	1	3	Gold|500				Tìm Kho Báu	Bắt đầu tìm Kho Báu lần 1
Mystic_SixSixSIx	1	100	Gold|10000		1		Lục Lục Đại Thuận	Lửa Trại Bang Hội kết thúc ném Xúc Xắc được 3 viên 6 điểm
Mystic_Make14	1	100	Gold|10000		1		Không Dễ Dàng	1 trang bị chế tạo liên tục 14 lần mới được trang bị hiếm
Mystic_8Fire	1	100	Gold|10000		1		Chúc Dung	Ở trạng thái tu luyện nhận EXP tăng thêm từ 8 Lửa Trại
Mystic_MostIntimate	1	100	Gold|10000		1		Vô Cùng Thân Thiết	Cùng 1 người chơi khác có quan hệ phu thê, hảo hữu, sư đồ, kết bái, đồng thời cùng Bang Hội
Mystic_100Friend	1	100	Gold|20000		1		Thiên Hạ Biết Tiếng	Thân mật với 100 hảo hữu đạt Lv10
Mystic_10Teachers	10	100	Gold|10000		1		Sở Học Bác Tạp	Tích lũy bái sư 10 lần người chơi khác nhau
Mystic_10CareerWin	10	100	Gold|50000;item|9576|1		1		Tinh Thông	Trong Tâm Ma Ảo Cảnh tích lũy dùng 10 hệ phái khác nhau đều giành thắng lợi
Mystic_50InHouse	1	100	Gold|10000;item|9834|1		1		Khách Quý Đông Đúc	Đồng thời vượt qua 50 người chơi khác xuất hiện ở Gia Viên của bản thân
Mystic_AllBoss	1	100	Gold|10000		1		Chủ Bạch Hổ Đường	Trong 1 lần Bạch Hổ Đường, mỗi tầng đều diệt BOSS
Mystic_10InHouse	1	100	Gold|10000		1		Khiêu Chiến Liên Tục	Trong 1 lần Danh Tướng tấn công trên 10 Danh Tướng khác nhau
Mystic_General	1	100	Gold|10000		1		Bạo Nộ	Trong Sơn Tặc Mật Quật mở tất cả cơ quan
Mystic_SeriesKiller1	100	100	Gold|10000		1		Khắc Hệ Kim	Trong Tâm Ma Ảo Cảnh/Tuyệt Địa diệt 100 nhân vật hệ Kim
Mystic_SeriesKiller2	100	100	Gold|10000		1		Khắc Hệ Mộc	Trong Tâm Ma Ảo Cảnh/Tuyệt Địa diệt 100 nhân vật hệ Mộc
Mystic_SeriesKiller3	100	100	Gold|10000		1		Khắc Hệ Thủy	Trong Tâm Ma Ảo Cảnh/Tuyệt Địa diệt 100 nhân vật hệ Thủy
Mystic_SeriesKiller4	100	100	Gold|10000		1		Khắc Hệ Hỏa	Trong Tâm Ma Ảo Cảnh/Tuyệt Địa diệt 100 nhân vật hệ Hỏa
Mystic_SeriesKiller5	100	100	Gold|10000		1		Khắc hệ Thổ	Trong Tâm Ma Ảo Cảnh/Tuyệt Địa diệt 100 nhân vật hệ Thổ
Mystic_ZhenYuan5Skill	1	100	Gold|50000		1		Ngũ Lôi Chánh Pháp	Đồng thời có 5 Chân Nguyên với kỹ năng khác nhau
Mystic_10CareerNew	10	100	Gold|50000;item|9575|1;item|9694|1		1	1	Thập Toàn Năng	Đoạt được Tân Vương của 10 môn phái khác nhau
Mystic_BigShare	1	50	Gold|10000		1		Chia Cẩu Đầu Kim	Lợi tức 1 lần vượt quá 1000 Nguyên Bảo
Mystic_SexChange	1	50	Gold|5000		1		Thái Quốc Chi Lữ	Đổi giới tính bản thân 1 lần
Mystic_FourTimesRedBag	1	50	Gold|10000		1	1	Lì Xì Lớn 3	Lần đầu phát Lì Xì x3
Mystic_EightTimesRedBag	1	50	Gold|30000		1	1	Lì Xì Lớn 6	Lần đầu phát Lì Xì x6
Mystic_BeatTeacher	1	50	Gold|5000		1		Ưu Tú	Trong Khiêu Chiến Anh Hùng diệt sư phụ của bản thân 1 lần
Mystic_FiveOK	31	50	Gold|20000		1		Ngũ Hành Luân Chuyển	Trải nghiệm qua hệ phái thuộc tính ngũ hành khác nhau
Mystic_PeopleNetwork	1	50	Gold|10000		1		Cây Xanh Lá Tốt	Trong Quan Hệ Phổ không có chỗ trống
