Name	Path	IsPreLoad	Layer	Desc	BlackBg	AutoHideInFightMode	IsStay	OpenSound	CloseSound	OpenAni	CloseAni	BackBtnClose
WeddingWelcomeApplyPanel	UI/Prefabs/Marry/MarrySendPanel.prefab		LAYER_NORMAL	Giao diện mời vào hôn lễ								
WeddingDatePanel	UI/Prefabs/Marry/MarryDatePanel.prefab		LAYER_NORMAL	Giao diện chọn thời gian hôn lễ						NormalOpen		
WeddingSendPromisePanel	UI/Prefabs/Marry/MarrySwearPanel.prefab		LAYER_NORMAL	Giao diện lời thề kết hôn								
WeddingWelcomePanel	UI/Prefabs/Marry/MarryCardPanel.prefab		LAYER_NORMAL	Giao diện thông tin thiệp mời	1							
WeddingBlessingPanel	UI/Prefabs/Marry/MarryBlessing.prefab		LAYER_NORMAL	Giao diện tặng chúc phúc kết hôn								
RelationshipPanel	UI/Prefabs/SocialNew/RelationshipPanel.prefab		LAYER_NORMAL	Quan hệ phổ	1							
QQGroupPanel	UI/Prefabs/SocialNew/QQGroupPanel.prefab		LAYER_NORMAL	Danh sách nhóm Zalo	1							
NationalCollectPanel	UI/Prefabs/Calendar/NationalCollectPanel.prefab		LAYER_NORMAL	Hộp Thu Thập Ngày Lễ	1							
ActionBQPanel	UI/Prefabs/ActionPanel.prefab		LAYER_NORMAL	Động tác biểu cảm								
FrameSettingPanel	UI/Prefabs/FrameSettingPanel.prefab		LAYER_NORMAL	Giao diện thiết lập góc nhìn								
ViewPanel	UI/Prefabs/ViewPanel.prefab		LAYER_NORMAL	Giao diện điều chỉnh góc nhìn								
PhotographPanel	UI/Prefabs/PhotographPanel.prefab		LAYER_NORMAL	Giao diện chụp hình góc nhìn								
SelectScrollView	UI/Prefabs/Shop/DressTypePanel.prefab		LAYER_NORMAL	Danh sách lăn chọn								
ShopGiftPanel	UI/Prefabs/Shop/ShopGiftPanel.prefab		LAYER_NORMAL	Tặng Ngoại Trang								
DiscountCouponPanel	UI/Prefabs/Tips&notice/OnSalePopup.prefab		LAYER_NORMAL	Phiếu Giảm Giá								
SharePanelNew	UI/Prefabs/Role/SharePanelNew.prefab		LAYER_NORMAL	Giao diện chia sẻ mới						NormalOpen		1
WuLinDaShiZhanBao	UI/Prefabs/HomeScreen/HomeScreenBattlefield.prefab?		LAYER_HOME	Chiến Báo Võ Lâm Đại Sự								
QuestionAnswerPanel	UI/Prefabs/Calendar/MatrixAnswerPanel.prefab		LAYER_NORMAL	Giao diện Vấn Đáp								
JueYaoTips	UI/Prefabs/Tips&notice/PracticeTip.prefab		LAYER_NORMAL	Tip Yếu Quyết								
JueYaoCompareTips	UI/Prefabs/Tips&notice/PracticeTip.prefab		LAYER_NORMAL	Tip Yếu Quyết								
ZhenFaStrengthPanel	UI/Prefabs/Strengthen/PracticePanel.prefab		LAYER_NORMAL	Tu Luyện Trận Pháp								
ZhenFaBoxTips	UI/Prefabs/Tips&notice/PracticeTipPanel.prefab		LAYER_POPUP	Tips Rương Trận Pháp						NormalOpen		
ChristmasWishPanel	UI/Prefabs/Calendar/ChristmasWishPanel.prefab		LAYER_NORMAL		1							
ChristmasWishListPanel	UI/Prefabs/Calendar/ChristmasWishListPanel.prefab		LAYER_NORMAL									
QYHMatchingPanel	UI/Prefabs/QueYingHui/QYHMatchingPanel.prefab		LAYER_NORMAL	Giao diện ghép Quần Anh Hội Liên SV								
QYHChoicePanel	UI/Prefabs/QueYingHui/QYHChoicePanel.prefab		LAYER_NORMAL	Giao diện chọn môn phái Quần Anh Hội Liên SV	1							
QYHNewEntrance	UI/Prefabs/QueYingHui/QYHNewEntrance.prefab		LAYER_NORMAL	Giao diện vào Quần Anh Hội Liên SV	1							
TerritoryAssistPanel	UI/Prefabs/NewFamily/TerritoryAssistPanel.prefab		LAYER_NORMAL	Giao diện báo danh trợ chiến Thành Chiến Liên SV	1							
TerritoryFamilyAssistPanel	UI/Prefabs/NewFamily/TerritoryFamilyAssistPanel.prefab		LAYER_NORMAL	DS trợ chiến Thành Chiến Liên SV	1							
TerritoryCrossBattlefieldPanel	UI/Prefabs/NewFamily/TerritoryCrossBattlefieldPanel.prefab		LAYER_NORMAL	Chiến Báo Thành Chiến Liên SV								
TerritoryChangePanel	UI/Prefabs/NewFamily/TerritoryChangePanel.prefab		LAYER_NORMAL	Đổi Doanh Địa Thành Chiến Liên SV								
LabaFestivalPanel	UI/Prefabs/Calendar/LabaFestivalPanel.prefab		LAYER_NORMAL	Giao diện chính Bánh Chưng	1							
LabaFestivalFriendPanel	UI/Prefabs/Calendar/LabaFestivalFriendPanel.prefab		LAYER_NORMAL	Giao diện Hảo Hữu Bánh Chưng								
LabaFestivalAssistPanel	UI/Prefabs/Calendar/LabaFestivalAssistPanel.prefab		LAYER_NORMAL	Giao diện giúp đỡ người chơi Bánh Chưng								
LabaFestivalExchangePanel	UI/Prefabs/Calendar/LabaFestivalExchangePanel.prefab		LAYER_NORMAL	Giao diện trao đổi nguyên liệu Bánh Chưng								
LanternQuestionPanel	UI/Prefabs/NewYearCalendar/CoupletsPanel.prefab		LAYER_NORMAL	UI câu đố đèn	1							
MonsterNianRankPanel	UI/Prefabs/NewYearCalendar/NewYearMonsterPanel.prefab		LAYER_NORMAL	UI xếp hạng câu đố đèn	1							
PetOptUi	UI/Prefabs/Home/PetUsePanel.prefab		LAYER_POPUP	UI Gia Viên Thú Cưng sử dụng								
NewYearQAMainPanel	UI/Prefabs/NewYearCalendar/RedEnvelopesPanel.prefab		LAYER_NORMAL	ui Vấn Đáp Năm Mới								
NewYearQAAnswerPanel	UI/Prefabs/NewYearCalendar/QuestionAnsweringPanel.prefab		LAYER_NORMAL	ui trả lời Vấn Đáp Năm Mới								
NewYearQASetPanel	UI/Prefabs/NewYearCalendar/ProposeQuestionPanel.prefab		LAYER_NORMAL	ui ra đề Vấn Đáp Năm Mới								
NewYearQARedbagPanel	UI/Prefabs/Effect/RedPaperRain.prefab		LAYER_NORMAL	Mưa Lì Xì Vấn Đáp Năm Mới								
PetFeedPanel	UI/Prefabs/Home/PetFeedPanel.prefab		LAYER_NORMAL	Nuôi thú cưng	1							
PetChangeName	UI/Prefabs/Home/PetChangeNamePanel.prefab		LAYER_NORMAL	Đổi tên thú cưng	1							
ScreenFramePanel	UI/Prefabs/ScreenFramePanel.prefab		LAYER_INFO	Giao diện Iphone X								
DreamlandDangerInfoPanel	UI/Prefabs/Calendar/DreamlandDangerInfoPanel.prefab		LAYER_HOME	Giao diện chính Tuyệt Địa Tâm Ma Ảo Cảnh								
DreamlandDangerMapPanel	UI/Prefabs/Calendar/DreamlandDangerMapPanel.prefab		LAYER_NORMAL	Bản đồ Tuyệt Địa Tâm Ma Ảo Cảnh								
DreamlandDangerCollectionPanel	UI/Prefabs/Calendar/DreamlandDangerCollectionPanel.prefab		LAYER_NORMAL	Hiện Tuyệt Địa Tâm Ma						NormalOpen		
MagicBowlPanel	UI/Prefabs/Home/HomeCornucopiaPanel.prefab		LAYER_NORMAL	Giao diện Tụ Bảo Bồn	1					NormalOpen	NormalClose	1
MagicBowlRefinementPanel	UI/Prefabs/Home/Refinement2.prefab		LAYER_POPUP									1
KickPlayerPanel	UI/Prefabs/NewFamily/NearbyMemberPanel.prefab		LAYER_NORMAL	Giao diện đá bay						NormalOpen	NormalClose	1
PrisonRemainTimePanel	UI/Prefabs/Role/PrisonRemainTimePanel.prefab		LAYER_HOME	Giao diện đếm ngược Thiên Lao								
KinSecretSelectPanel	UI/Prefabs/NewFamily/FamilyMijingSelectPanel.prefab		LAYER_NORMAL	Giao diện chọn phòng Bí Cảnh Bang Hội	1							
MagicBowlSelectMaterialPanel	UI/Prefabs/Home/HomeInscriptionForgedPanel.prefab		LAYER_NORMAL	Tụ Bảo Bồn chọn nguyên liệu	1					NormalOpen	NormalClose	
MessageBoxSelect	UI/Prefabs/Tips&notice/MessageBoxSelect.prefab		LAYER_POPUP	Cửa sổ chọn 3				8002	8003	NormalOpen		1
MagicBowlPrayResultPanel	UI/Prefabs/Home/HomePrayChangePanel.prefab		LAYER_POPUP	Kết quả cầu phúc Tụ Bảo Bồn								
CharmTip	UI/Prefabs/Tips&notice/GlamourTip.prefab		LAYER_INFO									
MagicBowlHarvestPanel	UI/Prefabs/Home/HomeCornucopiaHarvestPanel.prefab		LAYER_HOME	Nhắc nhở nhận Minh Văn Tụ Bảo Bồn								
ZhouTianShowPanel	UI/Prefabs/Skill/SkillTipPanel2.prefab		LAYER_POPUP	Xem thông tin Chu Thiên						NormalOpen		
MedalFightWaitPanel	UI/Prefabs/Calendar/MedalReadyPanel.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	1
MedalFightPanel	UI/Prefabs/Calendar/MedalAnswerPanel.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	1
SpecialTips	UI/Prefabs/Tips&notice/SpecialTips.prefab		LAYER_INFO	Thông tin hiển thị 10 giây								
TerritoryRewardAdditionPanel	UI/Prefabs/NewFamily/TerritoryRewardAdditionPanel.prefab		LAYER_NORMAL	Giao diện tăng thưởng công thành								
DanceForestConferencePanel	UI/Prefabs/Calendar/DanceForestConferencePanel.prefab		LAYER_NORMAL	Giao diện Vũ Lâm Đại Hội								
AnniversaryPanel	UI/Prefabs/Calendar/AnniversaryPanel.prefab		LAYER_NORMAL	Giao diện hoạt động kỷ niệm	1							
AnniversaryTipPanel	UI/Prefabs/Calendar/AnniversaryTipPanel.prefab		LAYER_NORMAL	Giao diện hướng dẫn								
MibenBookTips	UI/Prefabs/Tips&notice/LostKnowledgeTip2.prefab		LAYER_NORMAL	Tips Bí Quyển								
MibenBookCompareTips	UI/Prefabs/Tips&notice/LostKnowledgeTip2.prefab		LAYER_NORMAL	Tips Bí Quyển								
DuanpianBookTips	UI/Prefabs/Tips&notice/LostKnowledgeTip1.prefab		LAYER_NORMAL	Hướng dẫn								
DuanpianBookCompareTips	UI/Prefabs/Tips&notice/LostKnowledgeTip1.prefab		LAYER_NORMAL	Hướng dẫn								
WorldCupPanel	UI/Prefabs/Calendar/WorldCupPanel.prefab		LAYER_NORMAL	Thu Thập Cup Thế Giới								
WorldCupGuessPanel	UI/Prefabs/NewInformation/WorldCupGuessingCompetition.prefab		LAYER_NORMAL	Dự Đoán Cúp TG								
WorldCupGuessSelPanel	UI/Prefabs/Calendar/WorldCupGuessPanel.prefab		LAYER_NORMAL	Chọn Dự Đoán Cúp TG								
WorldCupTransferPanel	UI/Prefabs/Calendar/WorldCupTransformationPanel.prefab		LAYER_NORMAL	Chuyển Đổi Cup Thế Giới								
WorldCupTransSelPanel	UI/Prefabs/Calendar/WorldCupChoicePanel.prefab		LAYER_NORMAL	Chọn Chuyển Đổi Cup Thế Giới								
RuinsTreasureEntrance	UI/Prefabs/Calendar/RuinsTreasureEntrance.prefab		LAYER_NORMAL	Tiểu Đội Tầm Bảo báo danh	1							
PartnerCardActivityPanel	UI/Prefabs/Companion/CompanionGuest/HomeGuestPanel.prefab		LAYER_NORMAL	Phái Môn Khách	1							
PartnerCardDetailTip	UI/Prefabs/Companion/CompanionGuest/CompanionGuestTip.prefab		LAYER_NORMAL	Gợi ý chi tiết Môn Khách								
PartnerCardDevilPanel	UI/Prefabs/Companion/CompanionGuest/CompanionGuestDevil.prefab		LAYER_NORMAL	Giao Diện Tâm Ma	1							
KinEncounterJoinPanel	UI/Prefabs/NewFamily/FamilyEngagementPanel.prefab		LAYER_NORMAL	Giao diện vào Bang Hội Chiến	1					NormalOpen	NormalClose	1
KinEncounterScreenPanel	UI/Prefabs/NewFamily/HomeScreenEngagementInfo.prefab		LAYER_HOME	Giao diện chính-Bang Hội Chiến								
KinEncounterRankPanel	UI/Prefabs/NewFamily/FamilyEngagementRankPanel.prefab		LAYER_NORMAL	Bang Hội Chiến-Hạng diệt địch								
KinEncounterResultPanel	UI/Prefabs/NewFamily/FamilyEngagementReport.prefab		LAYER_NORMAL	Giao diện tổng kết Bang Hội Chiến	1							
KinEncounterShopPanel	UI/Prefabs/NewFamily/FamilyEngagementStore.prefab		LAYER_NORMAL	Kho Quân Giới Bang Hội Chiến	1							
PartnerCardQuestionPanel	UI/Prefabs/Companion/CompanionGuest/HomeGuestQuestionPanel.prefab		LAYER_NORMAL	Giao diện Vấn Đáp Thăm Hỏi Môn Khách		··						
PartnerCardGetGuidePanel	UI/Prefabs/Companion/CompanionGuest/GetEntouragePanel.prefab		LAYER_NORMAL	Giao diện chỉ dẫn nhận Môn Khách								
ChuanZhenQiQiaoPanel	UI/Prefabs/Calendar/QiQiaoFestival.prefab		LAYER_NORMAL	Nối Tơ Duyên Nồng	1					NormalOpen	NormalClose	
PartnerCardAttribPanel	UI/Prefabs/Companion/CompanionGuest/CompanionGuestDetail.prefab		LAYER_NORMAL	Giao Diện Thuộc Tính	1							
WeddingProcessPanel	UI/Prefabs/Marry/WeddingProcessPanel.prefab		LAYER_NORMAL	Giao diện quy trình kết hôn								
KinDPTaskPanel	UI/Prefabs/Task/DinnerTaskPanel.prefab		LAYER_NORMAL	Giao diện nhiệm vụ Tiệc Bang Hội	1					NormalOpen	NormalClose	1
KinDPTaskHelpPanel	UI/Prefabs/Task/DinnerHelpPanel.prefab		LAYER_POPUP									
KinDinnerPartyGuessPanel	UI/Prefabs/NewFamily/FamilyIdiomInputPanel.prefab		LAYER_NORMAL	Nhập thành ngữ Tiệc Bang Hội						NormalOpen		1
WaiYiTryPanel	UI/Prefabs/Role/OutfitGuidePanel.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	1
LoverRecommondPanel	UI/Prefabs/SocialNew/LoverTaskPanel.prefab		LAYER_NORMAL	Giao diện Đề Cử Tình Duyên	1							
PeachPanel	UI/Prefabs/Calendar/PeachPanel.prefab		LAYER_NORMAL	Giao diện Cây Hoa Đào	1					NormalOpen		1
StrongerDetailsPanel	UI/Prefabs/BecomeStronger/StrongerDetailsPanel.prefab		LAYER_POPUP	Danh sách phụ kiện mạnh hơn						NormalOpen		1
StrongerDetailsHelpPanel	UI/Prefabs/BecomeStronger/StrongerDetailsHelpPanel.prefab		LAYER_POPUP	Danh sách đề cử phụ kiện mạnh hơn						NormalOpen		1
ToyPanel	UI/Prefabs/ToyPanel.prefab		LAYER_NORMAL	Đồ chơi								
AchievementLikePanel	UI/Prefabs/Achievement/AchievementCollectionPanel.prefab		LAYER_NORMAL	Danh sách thành tựu thu thập								
TaskQuestionPanel	UI/Prefabs/Task/TaskQuestionPanel.prefab		LAYER_NORMAL	Vấn đáp nhiệm vụ phân tuyến								
FiveElements3	UI/Prefabs/FiveElements3.prefab		LAYER_NORMAL	Quan hệ Ngũ Hành	1							
SimplifyItemPanel	UI/Prefabs/Tips&notice/SimplifyItemPanel.prefab		LAYER_POPUP	Giao diện thông tin đạo cụ thường						NormalOpen		1
ClueMapPanel	UI/Prefabs/Task/PoBaiTuJuanPanel.prefab		LAYER_NORMAL	Giao diện manh mối nhiệm vụ	1							
FiveElements2	UI/Prefabs/FiveElements2.prefab		LAYER_NORMAL	Quan hệ Ngũ Hành	1							
CeremonyPanel	UI/Prefabs/Calendar/CeremonyPanel.prefab		LAYER_NORMAL		1							
CeremonyInvitationPanel	UI/Prefabs/Calendar/CeremonyInvitationPanel.prefab		LAYER_NORMAL									
CeremonyPartitionGoldPanel	UI/Prefabs/Calendar/CeremonyPartitionGoldPanel.prefab		LAYER_NORMAL	Giao diện Ta muốn đến Thịnh Điển chia Nguyên Bảo	1					NormalOpen	NormalClose	
MaterialBoxPanel	UI/Prefabs/Calendar/WineBoxPanel.prefab		LAYER_NORMAL	Rương Ủ Rượu								
MaterialCollectPanel	UI/Prefabs/Calendar/AlcoholcollectPanel.prefab		LAYER_NORMAL	Giao diện thu thập Rượu Ngon								
YXJQ_SharePanel	UI/Prefabs/Calendar/GinkgoSensibilityShare.prefab		LAYER_NORMAL	Chia sẻ Ngân Hạnh Gửi Tình								
YXJQ_PlayerQS	UI/Prefabs/Calendar/GinkgoSustenancePanel.prefab		LAYER_NORMAL	Viết thư Ngân Hạnh Gửi Tình								
YXJQ_MainPanel	UI/Prefabs/Calendar/GinkgoLovePanel.prefab		LAYER_NORMAL	UI chính Ngân Hạnh Gửi Tình								
YXJQ_ChooseList	UI/Prefabs/Calendar/GinkgoChoicePanel.prefab		LAYER_NORMAL	Ngân Hạnh Gửi Tình chọn đối tượng			
DXZRankPanel	UI/Prefabs/BattleField/SnowHonorPanel.prefab		LAYER_NORMAL	Giao diện Vinh Dự Ném Tuyết	1					
ViewRoleJueXueTip	UI/Prefabs/Skill/LostKnowledgeTip.prefab		LAYER_NORMAL	Tuyệt Học								
PartnerCardComposePanel	UI/Prefabs/Companion/CompanionGuest/CompanionGuestCallPanel.prefab		LAYER_NORMAL	Giao diện Ghép Môn Khách								
KinDefendPanel	UI/Prefabs/NewFamily/FamilyDefendingWarJoinPanel.prefab		LAYER_NORMAL	Bảo Vệ Quốc Gia-Bang Hội chọn độ khó	1							
KinDefendApplyPanel	UI/Prefabs/NewFamily/FamilyDefendingWarApplyPanel.prefab		LAYER_NORMAL	Duyệt xin phép						NormalOpen	NormalClose	1
KinDefendStatePanel	UI/Prefabs/NewFamily/FamilyDefendingWarStatePanel.prefab		LAYER_NORMAL	Trạng thái								1
KinDefendSkillPanel	UI/Prefabs/NewFamily/FamilyDefendingWarSkillPanel.prefab		LAYER_NORMAL	Kỹ năng						NormalOpen	NormalClose	1
ToyReadyPanel	UI/Prefabs/ToyBtnPanel.prefab		LAYER_HOME									
