Desc	ActEventID	EventType	Frame	EventName	EventParam1	EventParam2	EventParam3	EventParam4	EventParam5	EventParamStr
Trương Lâm Tâm_Đánh Thường	2921	1		PlayEffect	2921					
Trương Lâm Tâm_Đánh Thường	2921	2	5	CastSkill	2921					
Trương Lâm Tâm_Đánh Thường	2921	3		UnbindEffect	2921					
Phương Miễn_Đánh Thường	2922	1		PlayEffect	2922					
Phương Miễn_Đánh Thường	2922	2	5	CastSkill	2922					
Phương Miễn_Đánh Thường	2922	3		UnbindEffect	2922					
Trương Phong_Đánh Thường	2923	1		PlayEffect	2923					
Trương Phong_Đánh Thường	2923	2	5	CastSkill	2923					
Trương Phong_Đánh Thường	2923	3		UnbindEffect	2923					
Lục Văn Long_Đánh Thường	2924	1		PlayEffect	2924					
Lục Văn Long_Đánh Thường	2924	2	5	CastSkill	2924					
Lục Văn Long_Đánh Thường	2924	3		UnbindEffect	2924					
Vô Tướng _Đánh Thường	2925	1		PlayEffect	2925					
Vô Tướng _Đánh Thường	2925	2	5	CastSkill	2925					
Vô Tướng _Đánh Thường	2925	3		UnbindEffect	2925					
Lâm Hải_Đánh Thường	2926	1		PlayEffect	2926					
Lâm Hải_Đánh Thường	2926	2	5	CastSkill	2926					
Lâm Hải_Đánh Thường	2926	3		UnbindEffect	2926					
Triệu Thăng Quyền_Đánh Thường	2927	1		PlayEffect	2927					
Triệu Thăng Quyền_Đánh Thường	2927	2	5	CastSkill	2927					
Triệu Thăng Quyền_Đánh Thường	2927	3		UnbindEffect	2927					
Triệu Tiết_Đánh Thường	2928	1		PlayEffect	2928					
Triệu Tiết_Đánh Thường	2928	2	5	CastSkill	2928					
Triệu Tiết_Đánh Thường	2928	3		UnbindEffect	2928					
Phong Ngọc Thư_Đánh Thường	2951	1		PlayEffect	2951					
Phong Ngọc Thư_Đánh Thường	2951	2	5	CastSkill	2951					
Phong Ngọc Thư_Đánh Thường	2951	3		UnbindEffect	2951					
Nỏ Xa Liên Nỏ	2955	1		CrossFade	1					
Nỏ Xa Liên Nỏ	2955	1		InstantDir	1000					
Nỏ Xa Liên Nỏ	2955	2	4	CastSkill	2955					
Nỏ Xa Liên Nỏ	2955	2	7	CastSkill	2955					
Nỏ Xa Liên Nỏ	2955	2	10	CastSkill	2955					
Kinh Kha_Đánh Thường	2957	1		CrossFade	1					
Kinh Kha_Đánh Thường	2957	1		InstantDir	1000					
Kinh Kha_Đánh Thường	2957	1		PlayEffect	6714					
Kinh Kha_Đánh Thường	2957	2	5	CastSkill	2957					
Ám Ảnh Thích	2958	2	5	PlayEffect	711				-1	
Ám Ảnh Thích	2958	2	5	CastSkill	2958					
Ám Ảnh Thích	2958	2	8	UnbindEffect	711					
Bối Thích _Phụ 1	2960	1		RetsetPos						
Bối Thích _Phụ 1	2960	1		CrossFade	1					
Bối Thích _Phụ 1	2960	1		InstantDir	1000					
Bối Thích _Phụ 1	2960	1		PlayEffect	508					
Bối Thích _Phụ 1	2960	2	2	PlayEffect	6715				-1	
Bối Thích _Phụ 1	2960	2	4	UnbindEffect	6715					
Bối Thích _Phụ 1	2960	2	5	CastSkill	2960					
Bối Thích _Phụ 2	2961	2	3	PlayEffect	508					
Bối Thích _Phụ 2	2961	3		CrossFade	1					
Bối Thích _Phụ 2	2961	3		UnbindEffect	508					
Thúy Yên Ngự Tản Quyết	2979	1		CrossFade	1					
Thúy Yên Ngự Tản Quyết	2979	1		InstantDir	1000					
Thúy Yên Ngự Tản Quyết	2979	1		LinkSkillInit	20	2980				
Thúy Yên Ngự Tản Quyết	2979	1		PlayEffect	801					
Thúy Yên Ngự Tản Quyết	2979	1		PlaySound	5901					
Thúy Yên Ngự Tản Quyết	2979	2	1	CanDoSkill						
Thúy Yên Ngự Tản Quyết	2979	2	4	CastSkill	2979					
Thúy Yên Ngự Tản Quyết	2979	2	4	PlayShake	30	100	1	1		
Thúy Yên Ngự Tản Quyết	2979	2	9	CastLinkSkill						
Thúy Yên Ngự Tản Quyết	2979	2	7	CanDoRun						
Thúy Yên Ngự Tản Quyết 2	2980	1		CrossFade	1					
Thúy Yên Ngự Tản Quyết 2	2980	1		InstantDir	1000					
Thúy Yên Ngự Tản Quyết 2	2980	1		LinkSkillInit	20	2981				
Thúy Yên Ngự Tản Quyết 2	2980	1		PlayEffect	802					
Thúy Yên Ngự Tản Quyết 2	2980	1		PlaySound	5902					
Thúy Yên Ngự Tản Quyết 2	2980	2	1	CanDoSkill						
Thúy Yên Ngự Tản Quyết 2	2980	2	2	CastSkill	2980					
Thúy Yên Ngự Tản Quyết 2	2980	2	2	PlayShake	30	100	1	1		
Thúy Yên Ngự Tản Quyết 2	2980	2	3	CanDoRun						
Thúy Yên Ngự Tản Quyết 2	2980	2	3	CastLinkSkill						
Thúy Yên Ngự Tản Quyết 3	2981	1		CrossFade	1					
Thúy Yên Ngự Tản Quyết 3	2981	1		InstantDir	1000					
Thúy Yên Ngự Tản Quyết 3	2981	1		LinkSkillInit	20	2982				
Thúy Yên Ngự Tản Quyết 3	2981	1		PlayEffect	803					
Thúy Yên Ngự Tản Quyết 3	2981	1		PlaySound	5903					
Thúy Yên Ngự Tản Quyết 3	2981	2	1	CanDoSkill						
Thúy Yên Ngự Tản Quyết 3	2981	2	3	CastSkill	2981					
Thúy Yên Ngự Tản Quyết 3	2981	2	4	PlayShake	30	100	1	1		
Thúy Yên Ngự Tản Quyết 3	2981	2	7	CastLinkSkill						
Thúy Yên Ngự Tản Quyết 3	2981	2	6	CanDoRun						
Thúy Yên Ngự Tản Quyết 4	2982	1		CrossFade	1					
Thúy Yên Ngự Tản Quyết 4	2982	1		InstantDir	1000					
Thúy Yên Ngự Tản Quyết 4	2982	1		PlayEffect	804					
Thúy Yên Ngự Tản Quyết 4	2982	1		PlaySound	5904					
Thúy Yên Ngự Tản Quyết 4	2982	2	1	CanDoSkill						
Thúy Yên Ngự Tản Quyết 4	2982	2	4	CastSkill	2982					
Thúy Yên Ngự Tản Quyết 4	2982	2	6	PlayShake	60	160	1	1		
Thúy Yên Ngự Tản Quyết 4	2982	2	6	CanDoRun						
Thúy Yên Ngự Tản Quyết 4	2982	3		CrossFade	500					
Tuyền Cơ La Vũ	2983	1		CrossFade	1					
Tuyền Cơ La Vũ	2983	1		InstantDir	1000					
Tuyền Cơ La Vũ	2983	1		PlayEffect	3806				-1	
Tuyền Cơ La Vũ	2983	1		PlaySound	5906					
Tuyền Cơ La Vũ	2983	2	3	UnbindEffect	3806					
Tuyền Cơ La Vũ	2983	2	2	CastSkill	2985					
Tuyền Cơ La Vũ	2983	2	3	CastSkill	2983					
Tuyền Cơ La Vũ	2983	2	4	PlayShake	80	180	1	1		
Tuyền Cơ La Vũ	2983	2	4	CanDoRun						
Tuyền Cơ La Vũ	2983	3		CrossFade	600					
Vũ Đả Lê Hoa	2986	1		PlayEffect	3808					
Vũ Đả Lê Hoa	2986	1		CrossFade	1					
Vũ Đả Lê Hoa	2986	1		InstantDir	1000					
Vũ Đả Lê Hoa	2986	1		PlaySound	5907					
Vũ Đả Lê Hoa	2986	2	1	UnbindEffect	3808					
Vũ Đả Lê Hoa	2986	2	4	CastSkill	2986					
Vũ Đả Lê Hoa	2986	2	4	PlayShake	60	160	1	1		
Vũ Đả Lê Hoa	2986	2	6	CanDoRun						
Triệu hồi	2991	1		CrossFade	1					
Triệu hồi	2991	1		InstantDir	1000					
Triệu hồi	2991	1		PlayEffect	810					
Triệu hồi	2991	1		PlaySound	5908					
Triệu hồi	2991	2	4	CastSkill	2991					
Triệu hồi	2991	2	4	CastSkill	2992					
Triệu hồi	2991	2	5	PlayShake	60	160	1	1		
Triệu hồi	2991	2	1	UnbindEffect	810					
Triệu hồi	2991	2	7	CanDoRun						
Băng Tung Vô Ảnh	2993	1		CrossFade	1					
Băng Tung Vô Ảnh	2993	1		InstantDir	1000					
Băng Tung Vô Ảnh	2993	1		PlaySound	5910					
Băng Tung Vô Ảnh	2993	2	4	PlayEffect	3816					
Băng Tung Vô Ảnh	2993	2	5	UnbindEffect	3816					
Băng Tung Vô Ảnh	2993	2	1	CastSkill	2993					
Băng Tung Vô Ảnh	2993	2	10	CanDoRun						
Băng Tung Vô Ảnh	2993	3		CrossFade	300					
Hùng Miêu Xung Đỉnh	2996	1		CrossFade	1					
Hùng Miêu Xung Đỉnh	2996	1		InstantDir	35					
Hùng Miêu Xung Đỉnh	2996	1		PlayEffect	833					
Hùng Miêu Xung Đỉnh	2996	1		PlaySound	5912					
Hùng Miêu Xung Đỉnh	2996	2	6	ClearEffect	833					
Hùng Miêu Xung Đỉnh	2996	2	6	CastSkill	2997					
Hùng Miêu Xung Đỉnh	2996	2	6	PlayEffect	834					
Hùng Miêu Xung Đỉnh	2996	2	7	UnbindEffect	834					
Quyền Khuynh Thiên Hạ-Đánh lui	3006	2	5	CastSkill	3006					
Quyền Khuynh Thiên Hạ-Đánh lui	3006	3		DoCommonAct	7			30		
Xích Hạt Độc_Phụ 1	3017	1		RetsetPos						
Xích Hạt Độc_Phụ 1	3017	1		CrossFade	1					
Xích Hạt Độc_Phụ 1	3017	1		InstantDir	1000					
Xích Hạt Độc_Phụ 1	3017	1		PlayEffect	508					
Xích Hạt Độc_Phụ 1	3017	2	4	CastSkill	3017					
Xích Hạt Độc_Phụ 2	3018	2	3	PlayEffect	508					
Xích Hạt Độc_Phụ 2	3018	3		CrossFade	1					
Xích Hạt Độc_Phụ 2	3018	3		UnbindEffect	508					
Bạch Khởi-Đánh Thường	3023	1		PlayEffect	2921					
Bạch Khởi-Đánh Thường	3023	2	5	CastSkill	3023					
Bạch Khởi-Đánh Thường	3023	3		UnbindEffect	2921					
Xé Nát	3024	1		CastSkill	3024					
Mai phục_Phụ 1	3027	1		RetsetPos						
Mai phục_Phụ 1	3027	1		CrossFade	1					
Mai phục_Phụ 1	3027	1		InstantDir	1000					
Mai phục_Phụ 1	3027	1		PlayEffect	18					
Mai phục_Phụ 1	3027	2	1	CastSkill	3037					
Mai phục_Phụ 1	3027	2	1	PlayEffect	2917					
Mai phục_Phụ 1	3027	2	4	CastSkill	3027					
Mai phục_Phụ 1	3027	2	3	UnbindEffect	18					
Mai phục_Phụ 1	3027	2	4	UnbindEffect	2917					
Mai phục_Phụ 2	3028	1		PlayEffect	18					
Mai phục_Phụ 2	3028	2	1	CastSkill	3037					
Mai phục_Phụ 2	3028	3		CrossFade	1					
Mai phục_Phụ 2	3028	3		UnbindEffect	18					
Loạn Ảnh Mê Thần	3035	2	5	PlayEffect	9009					
Loạn Ảnh Mê Thần	3035	2	5	CastSkill	3035					
Loạn Ảnh Mê Thần	3035	3		UnbindEffect	9009					
Phệ Thiên Hỏa	3053	1		IgnoreSpeState	1					
Phệ Thiên Hỏa	3053	1	0	PlaySound	6310					
Phệ Thiên Hỏa	3053	2	18	PlaySound	6310					
Phệ Thiên Hỏa	3053	2	35	PlaySound	6310					
Phệ Thiên Hỏa	3053	2	52	PlaySound	6310					
Phệ Thiên Hỏa	3053	2	1	CastSkill	3054					
Phệ Thiên Hỏa	3053	2	18	CastSkill	3054					
Phệ Thiên Hỏa	3053	2	35	CastSkill	3054					
Phệ Thiên Hỏa	3053	2	52	CastSkill	3054					
Phệ Thiên Hỏa	3053	2	69	CastSkill	3054					
Phệ Thiên Hỏa	3053	2	7	CastSkill	3055					
Phệ Thiên Hỏa	3053	2	15	CastSkill	3055					
Phệ Thiên Hỏa	3053	2	22	CastSkill	3055					
Phệ Thiên Hỏa	3053	2	30	CastSkill	3055					
Phệ Thiên Hỏa	3053	2	37	CastSkill	3055					
Phệ Thiên Hỏa	3053	2	45	CastSkill	3055					
Phệ Thiên Hỏa	3053	2	52	CastSkill	3055					
Phệ Thiên Hỏa	3053	2	60	CastSkill	3055					
Phệ Thiên Hỏa	3053	2	67	CastSkill	3055					
Phệ Thiên Hỏa	3053	2	75	CastSkill	3055					
Phệ Thiên Hỏa	3053	2	82	CastSkill	3055					
Xé Nát_Chuẩn Bị	3064	1		DoCommonAct	7	3024		20		
Hoàng Đế Lực	3066	2	5	CastSkill	3066					
Đứng 10 giây	3069	1		DoCommonAct	1			150		
Hiệu ứng Bạch Khởi Phân Thân	3073	1		PlayEffect	9009					
Hiệu ứng Bạch Khởi Phân Thân	3073	1		CastSkill	3073					
Đường Môn Ám Khí	3085	1		CrossFade	1					
Đường Môn Ám Khí	3085	1		InstantDir	1000					
Đường Môn Ám Khí	3085	1		PlaySound	5921					
Đường Môn Ám Khí	3085	2	0	PlayEffect	14001				-1	
Đường Môn Ám Khí	3085	2	2	CastSkill	3085					
Đường Môn Ám Khí	3085	2	2	UnbindEffect	14001					
Triền Thân Thích	3087	1		CrossFade	1					
Triền Thân Thích	3087	1		PlaySound	5923					
Triền Thân Thích	3087	2	2	PlayEffect	14006				-1	
Triền Thân Thích	3087	2	3	UnbindEffect	14006					
Triền Thân Thích	3087	2	4	CastSkill	3087					
Triền Thân Thích	3087	3		CrossFade	300					
Bạo Vũ Lê Hoa	3089	1		CrossFade	1					
Bạo Vũ Lê Hoa	3089	1		PlaySound	5925					
Bạo Vũ Lê Hoa	3089	2	2	PlayEffect	14008				-1	
Bạo Vũ Lê Hoa	3089	2	2	CastSkill	3089					
Bạo Vũ Lê Hoa	3089	2	3	UnbindEffect	14008					
Bạo Vũ Lê Hoa	3089	3		CrossFade	200					
Cửu Cung Phi Tinh	3092	1		CrossFade	1					
Cửu Cung Phi Tinh	3092	1		InstantDir	1000					
Cửu Cung Phi Tinh	3092	1		PlayEffect	14012				-1	
Cửu Cung Phi Tinh	3092	1		PlaySound	5928					
Cửu Cung Phi Tinh	3092	1		CastSkill	4026					
Cửu Cung Phi Tinh	3092	2	1	UnbindEffect	14012					
Cửu Cung Phi Tinh	3092	2	4	CastSkill	3092					
Cửu Cung Phi Tinh	3092	2	10	PlayEffect	14013				-1	
Cửu Cung Phi Tinh	3092	2	11	UnbindEffect	14013					
Cửu Cung Phi Tinh	3092	3		CrossFade	400					
Côn Lôn Kiếm Pháp 1	3096	1		CrossFade	1					
Côn Lôn Kiếm Pháp 1	3096	1		InstantDir	1000					
Côn Lôn Kiếm Pháp 1	3096	1		PlaySound	5941					
Côn Lôn Kiếm Pháp 1	3096	2	0	PlayEffect	14101				-1	
Côn Lôn Kiếm Pháp 1	3096	2	2	CastSkill	3096					
Côn Lôn Kiếm Pháp 1	3096	2	2	UnbindEffect	14101					
Côn Lôn Kiếm Pháp 1	3096	3		CrossFade	100					
Tiên Nhân Chỉ Lộ	3097	1		CrossFade	1					
Tiên Nhân Chỉ Lộ	3097	1		InstantDir	1000					
Tiên Nhân Chỉ Lộ	3097	1		PlaySound	5945					
Tiên Nhân Chỉ Lộ	3097	1		CastSkill	3098					
Tiên Nhân Chỉ Lộ	3097	1		PlayEffect	14106				-1	
Tiên Nhân Chỉ Lộ	3097	3		UnbindEffect	14106					
Tiên Nhân Chỉ Lộ_Phụ 1	3098	1		CastSkill	3098					
Hỗn Độn Kiếm Trận	3099	1		CrossFade	1					
Hỗn Độn Kiếm Trận	3099	1		InstantDir	1000					
Hỗn Độn Kiếm Trận	3099	1		PlaySound	5947					
Hỗn Độn Kiếm Trận	3099	2	4	PlayEffect	14108				-1	
Hỗn Độn Kiếm Trận	3099	2	5	CastSkill	3099					
Hỗn Độn Kiếm Trận	3099	2	6	UnbindEffect	14108					
Tiếu Phong Tam Liên	3101	1		CrossFade	1					
Tiếu Phong Tam Liên	3101	1		InstantDir	1000					
Tiếu Phong Tam Liên	3101	1		PlaySound	5946					
Tiếu Phong Tam Liên	3101	1		PlayEffect	14110				-1	
Tiếu Phong Tam Liên	3101	2	3	CastSkill	3101					
Tiếu Phong Tam Liên	3101	2	5	CastSkill	3101					
Tiếu Phong Tam Liên	3101	2	8	CastSkill	3101					
Tiếu Phong Tam Liên	3101	2	6	UnbindEffect	14110					
Lôi Động Cửu Thiên	3102	1		CrossFade	1					
Lôi Động Cửu Thiên	3102	1		InstantDir	1000					
Lôi Động Cửu Thiên	3102	1		PlaySound	5948					
Lôi Động Cửu Thiên	3102	2	4	CastSkill	3102					
Lôi Động Cửu Thiên	3102	2	4	PlayEffect	14112				-1	
Lôi Động Cửu Thiên	3102	2	5	UnbindEffect	14112					
Lôi Động Cửu Thiên	3102	3		CrossFade	500					
Đào Hoa Tiễn Thuật	3120	1		CrossFade	1					
Đào Hoa Tiễn Thuật	3120	1		InstantDir	1000					
Đào Hoa Tiễn Thuật	3120	1		PlayEffect	6401					
Đào Hoa Tiễn Thuật	3120	2	1	CastSkill	3120					
Đào Hoa Tiễn Thuật	3120	3		UnbindEffect	6401					
Phi Hỏa Lưu Tinh	3121	1		CrossFade	1					
Phi Hỏa Lưu Tinh	3121	1		InstantDir	1000					
Phi Hỏa Lưu Tinh	3121	1		PlayEffect	6407					
Phi Hỏa Lưu Tinh	3121	2	11	CastSkill	3121					
Cửu Diệu Liên Châu	3123	1		PlayEffect	6410					
Cửu Diệu Liên Châu	3123	1		CrossFade	1					
Cửu Diệu Liên Châu	3123	1		InstantDir	1000					
Cửu Diệu Liên Châu	3123	2	8	CastSkill	2017					
Cửu Diệu Liên Châu	3123	3		UnbindEffect	6410					
Xuyên Vân Phá Nguyệt	3125	1		CrossFade	1					
Xuyên Vân Phá Nguyệt	3125	1		InstantDir	1000					
Xuyên Vân Phá Nguyệt	3125	1		PlayEffect	6412					
Xuyên Vân Phá Nguyệt	3125	2	5	CastSkill	3125					
Xuyên Vân Phá Nguyệt	3125	3		UnbindEffect	6412					
Võ Đang Kiếm Pháp	3130	1		CrossFade	1					
Võ Đang Kiếm Pháp	3130	1		InstantDir	1000					
Võ Đang Kiếm Pháp	3130	1		PlayEffect	6601				-1	
Võ Đang Kiếm Pháp	3130	2	1	CanDoSkill						
Võ Đang Kiếm Pháp	3130	2	4	CastSkill	3130					
Kiếm Phi Kinh Thiên	3131	1		CrossFade	1					
Kiếm Phi Kinh Thiên	3131	1		InstantDir	1000					
Kiếm Phi Kinh Thiên	3131	1		PlayEffect	6609				-1	
Kiếm Phi Kinh Thiên	3131	1		PlayEffect	3609			17	-1	
Kiếm Phi Kinh Thiên	3131	2	9	UnbindEffect	6609					
Kiếm Phi Kinh Thiên	3131	2	8	CastSkill	3131					
Nhân Kiếm Hợp Nhất	3133	1		CrossFade	1					
Nhân Kiếm Hợp Nhất	3133	1		InstantDir	1000					
Nhân Kiếm Hợp Nhất	3133	1		PlayEffect	6611				-1	
Nhân Kiếm Hợp Nhất	3133	1		PlayEffect	3611				-1	
Nhân Kiếm Hợp Nhất	3133	2	4	UnbindEffect	6611					
Nhân Kiếm Hợp Nhất	3133	2	4	UnbindEffect	3611					
Nhân Kiếm Hợp Nhất	3133	2	3	CastSkill	3133					
Thiên Địa Vô Cực	3135	1		CrossFade	1					
Thiên Địa Vô Cực	3135	1		InstantDir	1000					
Thiên Địa Vô Cực	3135	2	6	PlayEffect	6615				-1	
Thiên Địa Vô Cực	3135	2	4	CastSkill	3135					
Thiên Địa Vô Cực	3135	2	4	CastSkill	641					
Thiên Địa Vô Cực	3135	2	14	CastSkill	3136					
Thiên Địa Vô Cực	3135	2	14	CastSkill	642					
Thiên Địa Vô Cực	3135	2	7	UnbindEffect	6615					
Thiên Nhẫn Thích Sát Thuật	3137	1		CrossFade	1					
Thiên Nhẫn Thích Sát Thuật	3137	1		InstantDir	1000					
Thiên Nhẫn Thích Sát Thuật	3137	2	1	CanDoSkill						
Thiên Nhẫn Thích Sát Thuật	3137	2	4	CastSkill	3137					
Thiên Nhẫn Thích Sát Thuật	3137	2	1	PlayEffect	701				3	
Thiên Nhẫn Thích Sát Thuật	3137	2	4	UnbindEffect	701					
Ma Diệm Tại Thiên	3138	2	1	PlayEffect	6705				-1	
Ma Diệm Tại Thiên	3138	2	4	CastSkill	3138					
Tử Vong Hồi Toàn	3140	1		CrossFade	1					
Tử Vong Hồi Toàn	3140	1		InstantDir	1000					
Tử Vong Hồi Toàn	3140	2	4	PlayEffect	6709				-1	
Tử Vong Hồi Toàn	3140	2	5	PlayEffect	6708				-1	
Tử Vong Hồi Toàn	3140	2	4	CastSkill	3140					
Tử Vong Hồi Toàn	3140	2	5	UnbindEffect	6709					
Tử Vong Hồi Toàn	3140	2	6	UnbindEffect	6708					
Nhiếp Hồn Loạn Tâm	3142	2	4	PlayEffect	3722					
Nhiếp Hồn Loạn Tâm	3142	2	4	CastSkill	738					
Nhiếp Hồn Loạn Tâm	3142	2	4	CastSkill	3142					
Nhiếp Hồn Loạn Tâm	3142	2	6	UnbindEffect	3722					
Tuyền Cơ La Vũ	3145	1		CrossFade	1					
Tuyền Cơ La Vũ	3145	1		InstantDir	1000					
Tuyền Cơ La Vũ	3145	1		PlayEffect	3806				-1	
Tuyền Cơ La Vũ	3145	2	3	UnbindEffect	3806					
Tuyền Cơ La Vũ	3145	2	2	CastSkill	3147					
Tuyền Cơ La Vũ	3145	2	3	CastSkill	3145					
Tuyền Cơ La Vũ	3145	3		CrossFade	600					
Côn Lôn Kiếm Pháp 1	3150	1		CrossFade	1					
Côn Lôn Kiếm Pháp 1	3150	1		InstantDir	1000					
Côn Lôn Kiếm Pháp 1	3150	2	3	PlayEffect	14101				-1	
Côn Lôn Kiếm Pháp 1	3150	2	5	CastSkill	3150					
Côn Lôn Kiếm Pháp 1	3150	2	5	UnbindEffect	14101					
Côn Lôn Kiếm Pháp 1	3150	3		CrossFade	100					
Tiên Nhân Chỉ Lộ	3151	1		CrossFade	1					
Tiên Nhân Chỉ Lộ	3151	1		InstantDir	1000					
Tiên Nhân Chỉ Lộ	3151	1		CastSkill	3152					
Tiên Nhân Chỉ Lộ	3151	1		PlayEffect	14106				-1	
Tiên Nhân Chỉ Lộ	3151	3		UnbindEffect	14106					
Hỗn Độn Kiếm Trận	3153	1		CrossFade	1					
Hỗn Độn Kiếm Trận	3153	1		InstantDir	1000					
Hỗn Độn Kiếm Trận	3153	2	4	PlayEffect	14108				-1	
Hỗn Độn Kiếm Trận	3153	2	5	CastSkill	3153					
Hỗn Độn Kiếm Trận	3153	2	6	UnbindEffect	14108					
Tiếu Phong Tam Liên	3155	1		CrossFade	1					
Tiếu Phong Tam Liên	3155	1		InstantDir	1000					
Tiếu Phong Tam Liên	3155	1		PlayEffect	14110				-1	
Tiếu Phong Tam Liên	3155	2	3	CastSkill	3155					
Tiếu Phong Tam Liên	3155	2	5	CastSkill	3155					
Tiếu Phong Tam Liên	3155	2	8	CastSkill	3155					
Tiếu Phong Tam Liên	3155	2	6	UnbindEffect	14110					
Lôi Động Cửu Thiên	3156	1		CrossFade	1					
Lôi Động Cửu Thiên	3156	1		InstantDir	1000					
Lôi Động Cửu Thiên	3156	2	4	CastSkill	3156					
Lôi Động Cửu Thiên	3156	3		CrossFade	500					
Kinh Lôi	3157	1		CastSkill	3157					
Kinh Lôi	3157	1		CastSkill	3160					
Kinh Lôi	3160	1		CastSkill	3160					
Hùng Miêu Xung Đỉnh	3162	1		CrossFade	1					
Hùng Miêu Xung Đỉnh	3162	1		InstantDir	35					
Hùng Miêu Xung Đỉnh	3162	1		PlayEffect	833					
Hùng Miêu Xung Đỉnh	3162	1		PlaySound	5912					
Hùng Miêu Xung Đỉnh	3162	2	6	ClearEffect	833					
Hùng Miêu Xung Đỉnh	3162	2	6	CastSkill	3163					
Hùng Miêu Xung Đỉnh	3162	2	6	PlayEffect	834					
Hùng Miêu Xung Đỉnh	3162	2	7	UnbindEffect	834					
Triệu Hồi Bảo Bảo	3164	1		CrossFade	1					
Triệu Hồi Bảo Bảo	3164	1		InstantDir	1000					
Triệu Hồi Bảo Bảo	3164	1		PlayEffect	810					
Triệu Hồi Bảo Bảo	3164	1		PlaySound	5908					
Triệu Hồi Bảo Bảo	3164	2	4	CastSkill	3164					
Triệu Hồi Bảo Bảo	3164	2	4	CastSkill	3165					
Triệu Hồi Bảo Bảo	3164	2	1	UnbindEffect	810					
Lý Nguyên Bá-Đánh Thường	3201	1		CrossFade	1					
Lý Nguyên Bá-Đánh Thường	3201	1		InstantDir	1000					
Lý Nguyên Bá-Đánh Thường	3201	2	2	PlayEffect	9092				3	
Lý Nguyên Bá-Đánh Thường	3201	2	5	CastSkill	3201					
Triệu Vân-Thường	3204	1		CrossFade	1					
Triệu Vân-Thường	3204	1		InstantDir	1000					
Triệu Vân-Thường	3204	1		PlayEffect	13204					
Triệu Vân-Thường	3204	2	3	CastSkill	3204					
Triệu Vân-Thường	3204	3		UnbindEffect	13204					
Thất Thám Xà Bàn_Phụ 1	3206	1		RetsetPos						
Thất Thám Xà Bàn_Phụ 1	3206	1		CrossFade	1					
Thất Thám Xà Bàn_Phụ 1	3206	1		InstantDir	1000					
Thất Thám Xà Bàn_Phụ 1	3206	1		PlayEffect	13206					
Thất Thám Xà Bàn_Phụ 1	3206	2	6	CastSkill	3206					
Thất Thám Xà Bàn_Phụ 2	3207	2	3	PlayEffect	508					
Thất Thám Xà Bàn_Phụ 2	3207	3		CrossFade	1					
Thất Thám Xà Bàn_Phụ 2	3207	3		UnbindEffect	508					
Lý Quảng -Đánh Thường	3208	1		CrossFade	1					
Lý Quảng -Đánh Thường	3208	1		InstantDir	1000					
Lý Quảng -Đánh Thường	3208	2	5	PlayEffect	6402					
Lý Quảng -Đánh Thường	3208	2	5	CastSkill	3208					
Lý Quảng -Đánh Thường	3208	3		UnbindEffect	6401					
Xạ Thạch Hổ	3209	1		CrossFade	1					
Xạ Thạch Hổ	3209	1		InstantDir	1000					
Xạ Thạch Hổ	3209	2	5	PlayEffect	6402					
Xạ Thạch Hổ	3209	2	5	CastSkill	3209					
Xạ Thạch Hổ	3209	3		UnbindEffect	6401					
Hộ Giá Tấn Công_Phụ 1	3228	1		RetsetPos						
Hộ Giá Tấn Công_Phụ 1	3228	1		CrossFade	1					
Hộ Giá Tấn Công_Phụ 1	3228	1		InstantDir	1000					
Hộ Giá Tấn Công_Phụ 1	3228	1		PlayEffect	18					
Hộ Giá Tấn Công_Phụ 1	3228	2	1	CastSkill	3230					
Hộ Giá Tấn Công_Phụ 1	3228	2	1	PlayEffect	2917					
Hộ Giá Tấn Công_Phụ 1	3228	2	4	CastSkill	3228					
Hộ Giá Tấn Công_Phụ 1	3228	2	3	UnbindEffect	18					
Hộ Giá Tấn Công_Phụ 1	3228	2	4	UnbindEffect	2917					
Hộ Giá Tấn Công_Phụ 2	3229	2	3	PlayEffect	508					
Hộ Giá Tấn Công_Phụ 2	3229	3		CrossFade	1					
Hộ Giá Tấn Công_Phụ 2	3229	3		UnbindEffect	18					
Bổ Nhào	3213	1		CrossFade	1					
Bổ Nhào	3213	1		InstantDir	35					
Bổ Nhào	3213	2	5	CastSkill	3214					
Bổ Nhào_Phụ	3214	1		CastSkill	3214					
Cửu Cung Phi Tinh	3278	1		CrossFade	1					
Cửu Cung Phi Tinh	3278	1		InstantDir	1000					
Cửu Cung Phi Tinh	3278	1		PlayEffect	14012				-1	
Cửu Cung Phi Tinh	3278	1		CastSkill	3280					
Cửu Cung Phi Tinh	3278	2	1	UnbindEffect	14012					
Cửu Cung Phi Tinh	3278	2	4	CastSkill	3278					
Cửu Cung Phi Tinh	3278	2	11	UnbindEffect	14013					
Hoàn Nhan Hồng Liệt-Đánh thường	3281	1		CrossFade	1					
Hoàn Nhan Hồng Liệt-Đánh thường	3281	1		InstantDir	1000					
Hoàn Nhan Hồng Liệt-Đánh thường	3281	2	5	CastSkill	3281					
Phong Quyển Sa	3283	1		CrossFade	1					
Phong Quyển Sa	3283	1		InstantDir	1000					
Phong Quyển Sa	3283	2	6	CastSkill	3283					
Hà Nhân Ngã-Đánh thường	3291	1		CrossFade	1					
Hà Nhân Ngã-Đánh thường	3291	1		InstantDir	1000					
