Index	Name	AttribID	AttackSpeed	MaxLife	FightPower	Miss	HitRate	MinBaseAttack	MaxBaseAttack	WoodDamage	WaterDamage	FireDamage	EarthDamage	MetalResist	WoodResist	WaterResist	FireResist	EarthResist	DeadlyStrike	MetalDamage	SeriesDamageValue
Tomb_Boss3	BOSS Tần Lăng-Tần Thủy Hoàng Ngụy Đế	658	15	{60,500000*240},{70,800000*240},{80,1000000*240},{100,1200000*240},{110,1800000*240},{120,2500000*240},{130,3000000*240},{140,825702127},{150,945344680},{160,1080658723},{170,1233582127},{180,1406283625},{190,1601189601},{200,1821013936}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,120*2},{30,200*2},{40,700*2},{50,1200*2},{60,1600*2},{70,2000*2},{80,2400*2},{90,2800*2},{100,3200*2},{110,4000*2}	{20,120*2},{30,200*2},{40,700*2},{50,1200*2},{60,1600*2},{70,2000*2},{80,2400*2},{90,2800*2},{100,3200*2},{110,4000*2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
Tomb_Boss4	3 Thủ Lĩnh Nữ Đế	659	15	{60,500000*588},{70,800000*588},{80,1000000*588},{100,1200000*588},{110,1800000*588},{120,2500000*588},{130,3000000*588},{140,2022970212},{150,2316094468},{160,2647613872},{170,3022276212},{180,3445394882},{190,3922914524},{200,4461484145}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,120*2},{30,200*2},{40,700*2},{50,1200*2},{60,1600*2},{70,2000*2},{80,2400*2},{90,2800*2},{100,3200*2},{110,4000*2}	{20,120*2},{30,200*2},{40,700*2},{50,1200*2},{60,1600*2},{70,2000*2},{80,2400*2},{90,2800*2},{100,3200*2},{110,4000*2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
Boss	BOSS Dã Ngoại	701	15	{20,30000*120},{30,36000*120},{40,90000*120},{50,300000*120},{60,500000*120},{70,800000*120},{80,1000000*120},{100,1800000*120},{110,2800000*120},{120,4250000*120},{130,5400000*120},{140,6500000*120},{150,8000000*120},{160,9200000*120},{170,11000000*120},{180,13000000*120},{190,15000000*120},{200,18000000*120}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,120*2},{30,200*2},{40,700*2},{50,1200*2},{60,1600*2},{70,2000*2},{100,2500*2},{110,3000*2}	{20,120*2},{30,200*2},{40,700*2},{50,1200*2},{60,1600*2},{70,2000*2},{100,2500*2},{110,3000*2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
Boss2	BOSS Dã Ngoại	702	15	{20,30000*150},{30,36000*150},{40,90000*150},{50,300000*150},{60,500000*150},{70,800000*150},{80,1000000*150},{100,1800000*150},{110,2800000*150},{120,4250000*150},{130,5400000*150},{140,6500000*150},{150,8000000*150},{160,9200000*150},{170,11000000*150},{180,13000000*150},{190,15000000*150},{200,18000000*150}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,120*2},{30,200*2},{40,700*2},{50,1200*2},{60,1600*2},{70,2000*2},{100,2500*2},{110,3000*2}	{20,120*2},{30,200*2},{40,700*2},{50,1200*2},{60,1600*2},{70,2000*2},{100,2500*2},{110,3000*2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
Boss3	BOSS Dã Ngoại	703	15	{20,30000*180},{30,36000*180},{40,90000*180},{50,300000*180},{60,500000*180},{70,800000*180},{80,1000000*180},{100,1800000*180},{110,2800000*180},{120,4250000*180},{130,5400000*180},{140,6500000*180},{150,8000000*180},{160,9200000*180},{170,11000000*180},{180,13000000*180},{190,15000000*180},{200,18000000*180}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,120*2},{30,200*2},{40,700*2},{50,1200*2},{60,1600*2},{70,2000*2},{100,2500*2},{110,3000*2}	{20,120*2},{30,200*2},{40,700*2},{50,1200*2},{60,1600*2},{70,2000*2},{100,2500*2},{110,3000*2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
Boss4	Danh Tướng Liên SV triệu hồi quái	704	15	{20,30000*180*0.333},{30,36000*180*0.333},{40,90000*180*0.333},{50,300000*180*0.333},{60,500000*180*0.333},{70,800000*180*0.333},{80,1000000*180*0.333},{100,1200000*180*0.333},{110,1500000*180*0.333},{120,1800000*180*0.333},{130,132250950},{140,151666515},{150,173642683},{160,198497420},{170,226586678},{180,258308813},{190,294109508},{200,334487254}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,120*2},{30,200*2},{40,700*2},{50,1200*2},{60,1600*2},{70,2000*2},{100,2500*2},{110,3000*2}	{20,120*2},{30,200*2},{40,700*2},{50,1200*2},{60,1600*2},{70,2000*2},{100,2500*2},{110,3000*2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
XMHJ_Normal	Tâm Ma Ảo Cảnh-Quái nhỏ	751	15	320000*1	0	0	{10,1000},{100,2800},{150,7000}	{80,500}	{80,500}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
XMHJ_Leader	Tâm Ma Ảo Cảnh-Thủ Lĩnh	752	15	500000*3.5	0	0	{10,1000},{100,2800},{150,7000}	{80,800}	{80,800}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
XMHJ_Boss	Tâm Ma Ảo Cảnh-BOSS	753	15	500000*10	0	0	{10,1000},{100,2800},{150,7000}	{80,1200}	{80,1200}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
XMHJ_Trap	Tâm Ma Ảo Cảnh-Bẫy	754	15	{20,3000*70},{30,4000*70},{40,5000*70},{50,10000*70},{60,15000*70},{70,25000*70},{80,35000*70},{90,55000*70},{100,60000*70},{110,75000*70}	0		{10,1000},{100,2800},{150,7000}	{80,3000}	{80,3000}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
Wlmz	Minh Chủ Võ Lâm	801	15	{20,5000000},{40,5000000}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,2000},{30,3500},{40,4500},{50,6600},{60,8400},{70,10000},{80,12000},{90,15000},{100,18000},{110,25000}	{20,2000},{30,3500},{40,4500},{50,6600},{60,8400},{70,10000},{80,12000},{90,15000},{100,18000},{110,25000}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
KinFuben_Normal	Thí Luyện Bang Hội-Thường	811	15	{1,220},{20,8000},{40,35000},{50,60000},{60,80000},{70,100000},{80,140000},{90,140000},{100,160000},{110,200000},{120,250000},{130,306442},{140,351431},{150,402353},{160,459944},{170,525031},{180,598535},{190,681490},{200,775051}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,100},{30,300},{40,550},{50,800},{100,1200},{110,1800}	{20,100},{30,300},{40,550},{50,800},{100,1200},{110,1800}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
KinFuben_captain_1	Thủ Lĩnh Thí Luyện Bang Hội	812	15	{1,220*8},{20,8000*8},{40,35000*8},{50,60000*8},{60,80000*8},{70,100000*8},{80,140000*8},{90,140000*8},{100,160000*8},{110,200000*8},{120,250000*8},{130,2451543},{140,2811450},{150,3218824},{160,3679557},{170,4200249},{180,4788284},{190,5451924},{200,6200408}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,100*1.5},{30,300*2},{40,550*2},{50,800*1.5},{100,1200*1.5},{110,1800*1.5}	{20,100*1.5},{30,300*2},{40,550*2},{50,800*1.5},{100,1200*1.5},{110,1800*1.5}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
KinFuben_captain_2	Thủ Lĩnh Thí Luyện Bang Hội (Yếu) 	813	15	{1,220*5},{20,8000*5},{40,35000*5},{50,60000*5},{60,80000*5},{70,100000*5},{80,140000*5},{90,140000*5},{100,160000*5},{110,200000*5},{120,250000*5},{130,1532214},{140,1757156},{150,2011765},{160,2299723},{170,2625156},{180,2992678},{190,3407452},{200,3875255}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,100*1.3},{30,300*1.7},{40,550*1.7},{50,800*1.5},{100,1200*1.5},{110,1800*1.5}	{20,100*1.3},{30,300*1.7},{40,550*1.7},{50,800*1.5},{100,1200*1.5},{110,1800*1.5}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
KinFuben_captain_3	Thủ Lĩnh Thí Luyện Bang Hội (Suy Yếu) 	814	15	{1,220*3},{20,8000*3},{40,35000*3},{50,60000*3},{60,80000*3},{70,100000*3},{80,140000*3},{90,140000*3},{100,160000*3},{110,200000*3},{120,250000*3},{130,919328},{140,1054293},{150,1207059},{160,1379834},{170,1575093},{180,1795606},{190,2044471},{200,2325153}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,100*1.3},{30,300*1.7},{40,550*1.7},{50,800*1.5},{100,1200*1.5},{110,1800*1.5}	{20,100*1.3},{30,300*1.7},{40,550*1.7},{50,800*1.5},{100,1200*1.5},{110,1800*1.5}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
KinFuben_Boss	BOSS Dã Ngoại	815	15	{20,30000*120},{30,36000*120},{40,90000*120},{50,180000*120},{60,240000*120},{70,300000*120},{80,360000*120},{100,420000*120},{110,500000*120},{120,650000*120},{130,95610185},{140,109646574},{150,125534138},{160,143502750},{170,163809743},{180,186743108},{190,212625047},{200,241815944}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,120*2},{30,200*2},{40,700*2}	{20,120*2},{30,200*2},{40,700*2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
