Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	DefaultDialog	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	SyncFirst	IsNotBYStealLife	Sex
yewai_jy_100_5	2077	Kim Binh-Tinh Anh	0	1	FieldMapNpc		1127	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_100_6	2078	Hoa Tặc-Tinh Anh	0	1	FieldMapNpc		173	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	100000							
yewai_110_pk_1	2414	Tống Quân Tinh Nhuệ	0	1	FieldMapNpc		151	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_110.tab	1	18	1							1			16		2416	300					
yewai_110_pk_2	2415	Kim Quân Tinh Nhuệ	0	1	FieldMapNpc		1127	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_110.tab	1	18	1							1			16		2417	300					
yewai_jy_110_pk_1	2416	Tống Quân Tinh Nhuệ-Tinh Anh	0	1	FieldMapNpc		151	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_110_pk_2	2417	Kim Quân Tinh Nhuệ-Tinh Anh	0	1	FieldMapNpc		1127	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	100000							
yewai_120_1	2703	Đại Mạc Tặc Phỉ	0	1	FieldMapNpc		106	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_120.tab	1	18	1							1			16		2707	300					
yewai_120_2	2704	Đại Mạc Ác Nhân	0	1	FieldMapNpc		436	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_120.tab	1	18	1							1			16		2708	300					
yewai_120_3	2705	Mạc Kim Hiệu Úy	0	1	FieldMapNpc		106	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_120.tab	1	18	1							1			16		2709	300					
yewai_120_4	2706	Hoàng Lăng Thủ Vệ	0	1	FieldMapNpc		1127	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_120.tab	1	18	1							1			16		2710	300					
yewai_jy_120_1	2707	Đại Mạc Tặc Phỉ-Tinh Anh	0	1	FieldMapNpc		106	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_120.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_120_2	2708	Đại Mạc Ác Nhân-Tinh Anh	0	1	FieldMapNpc		436	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_120.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_120_3	2709	Mạc Kim Hiệu Úy-Tinh Anh	0	1	FieldMapNpc		106	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_120.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_120_4	2710	Hoàng Lăng Thủ Vệ-Tinh Anh	0	1	FieldMapNpc		1127	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_120.tab	1	18	1			197	1			1		3	5000	100000							
yewai_130_pk_1	2904	Hoang Mạc Ngạ Lang	0	1	FieldMapNpc		115	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_130.tab	1	18	1							1			16		2906	300					
yewai_130_pk_2	2905	Hoang Mạc Hãn Phỉ	0	1	FieldMapNpc		436	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_130.tab	1	18	1							1			16		2907	300					
yewai_jy_130_pk_1	2906	Hoang Mạc Ngạ Lang-Tinh Anh	0	1	FieldMapNpc		115	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_130.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_130_pk_2	2907	Hoang Mạc Hãn Phỉ-Tinh Anh	0	1	FieldMapNpc		436	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_130.tab	1	18	1			197	1			1		3	5000	100000							
yewai_140_1	3320	Đông Doanh Ca Kỹ	0	1	FieldMapNpc		102	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_140.tab	1	18	1							1			16		3324	300					
yewai_140_2	3321	Hái Thuốc	0	1	FieldMapNpc		139	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_140.tab	1	18	1							1			16		3325	300					
yewai_140_3	3322	Man Hùng	0	1	FieldMapNpc		116	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_140.tab	1	18	1							1			16		3326	300					
yewai_140_4	3323	Người Săn Bắt	0	1	FieldMapNpc		159	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_140.tab	1	18	1							1			16		3327	300					
yewai_jy_140_1	3324	Đông Doanh Ca Kỹ-Tinh Anh	0	1	FieldMapNpc		102	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_140.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_140_2	3325	Hái Thuốc-Tinh Anh	0	1	FieldMapNpc		139	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_140.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_140_3	3326	Man Hùng-Tinh Anh	0	1	FieldMapNpc		116	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_140.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_140_4	3327	Người Săn Bắt-Tinh Anh	0	1	FieldMapNpc		159	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_140.tab	1	18	1			197	1			1		3	5000	100000							
yewai_150_pk_1	3449	Tống Quân Tinh Nhuệ	0	1	FieldMapNpc		151	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_150.tab	1	18	1							1			16		3451	300					
yewai_150_pk_2	3450	Kim Quân Tinh Nhuệ	0	1	FieldMapNpc		1127	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_150.tab	1	18	1							1			16		3452	300					
yewai_jy_150_pk_1	3451	Tống Quân Tinh Nhuệ-Tinh Anh	0	1	FieldMapNpc		151	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_150.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_150_pk_2	3452	Kim Quân Tinh Nhuệ-Tinh Anh	0	1	FieldMapNpc		1127	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_150.tab	1	18	1			197	1			1		3	5000	100000							
yewai_160_1	3735	Điền Biên Ác Phỉ	0	1	FieldMapNpc		436	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_160.tab	1	18	1							1			16		3739	300					
yewai_160_2	3736	Thải Dược Nhân	0	1	FieldMapNpc		139	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_160.tab	1	18	1							1			16		3740	300					
yewai_160_3	3737	Mông Diện Thủy Tặc	0	1	FieldMapNpc		174	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_160.tab	1	18	1							1			16		3741	300					
yewai_160_4	3738	Giang Nam Thị Nữ	0	1	FieldMapNpc		102	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_160.tab	1	18	1							1			16		3742	300					
yewai_jy_160_1	3739	Điền Biên Ác Phỉ-Tinh Anh	0	1	FieldMapNpc		436	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_160.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_160_2	3740	Thải Dược Nhân-Tinh Anh	0	1	FieldMapNpc		139	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_160.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_160_3	3741	Mông Diện Thủy Tặc-Tinh Anh	0	1	FieldMapNpc		174	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_160.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_160_4	3742	Giang Nam Thị Nữ-Tinh Anh	0	1	FieldMapNpc		102	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_160.tab	1	18	1			197	1			1		3	5000	100000							
yewai_gouhuo_1	1073	Lửa Trại	5	0	GouHuoNpc		380																																					
HighCangbaotu_npc1	1253	Đoạt Bảo Tặc	0	1	DuoBaoZei		134					611	166	1	91	1			500	500	Setting/Npc/Ai/CommonActive.ini			1	18	1																		
wanglaoji_1	1339	Thơ Mộng	2	1			1123	1	308			1	56	1										0	15	1																		
daiyanren_1	1666	Đĩnh Ca	2	1	SpokesmanTask		1134			Võ công Tịch Mạc Song Sát cao cường, hãy cùng bằng hữu truy bắt, hy vọng đại hiệp có thể mang Bánh Hựu Duyên trở về.		1	56	1										0	15	1																		
ZhaoYouTing	2116	Lâm Triều Hoa	2	1			1179			Ta có rượu, ngươi có truyện chứ?		1	56	1	1696	1								0	15	1																		
daiyanren_2	1667	Tiểu Duyên	2	1			1133			Không ngờ Đĩnh sư đệ lại biết ta thích【Bánh Hựu Duyên】, còn mời được【Thỏ Xám】và【Thỏ Trắng】nữa chứ.		1	56	1										0	15	1																		
daiyanren_3	1668	Tịch	0	1			11					612	22	1	91	1			500	500	Setting/Npc/Ai/random/murongyue.ini			1	17	2																		
daiyanren_4	1669	Mịch	0	1			12					612	21	1	91	1			500	500	Setting/Npc/Ai/random/murongyue.ini			1	17	2																		
daiyanren_5	1677	Đĩnh Ca	2	1	ClientTaskNpc		1134		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
daiyanren_9	1685	Tiểu Duyên	2	1	ClientTaskNpc		1133		993	Nghe nói Thỏ Xám và Thỏ Trắng xuất hiện ở Tương Dương, làm ra Bánh Hựu Duyên, không biết có duyên thưởng thức hay không.		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
daiyanren_7	1679	Đĩnh Ca	0	1			1134					1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
daiyanren_6	1678	Tiểu Duyên	0	1			1133					1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Npc_Horse	1613	Ngọ	4	1			479	999				1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
LT_anquanqu	1720	Doanh Địa Chinh Chiến-Sáng	5	0			501	200	994			91									Setting/Npc/Ai/Stay.ini			0	15	3	1													1				
LT_anquanqu1	1721	Doanh Địa Chinh Chiến-Thường	5	0			502	200	994			91									Setting/Npc/Ai/Stay.ini			0	15	3	1													1				
LT_anquanqu2	1722	Doanh Địa Chinh Chiến-Tối	5	0			503	200	994			91									Setting/Npc/Ai/Stay.ini			0	15	3	1													1				
LT_gate	1723	Cổng Thành	0	1	BattleNpc		504	200	994			1001			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			0	20	2	1					NoTurn										1	1	
LT_gate_v	1777	Cổng Thành	0	1	BattleNpc		504	200	994			1002			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			0	20	2	1					NoTurn										1	1	
LT_longzhu_sun	1724	Long Trụ Nhật Diệu	0	1	BattleNpc		499	200	994			1008			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			1	20	2	1					NoTurn										1	1	
LT_longzhu_moon	1725	Long Trụ Nguyệt Hoa	0	1	BattleNpc		498	200	994			1009			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			1	20	2	1					NoTurn										1	1	
LT_longzhu_star	1726	Long Trụ Tinh Huy	0	1	BattleNpc		498	200	994			1009			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			1	20	2	1					NoTurn										1	1	
LT_gongcc_bs	1727	Công Thành	0	0			506	200	994			1003	194	1	91	1	105	1	1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1																		
LT_jinnc_bs	1728	Kình Nỏ	0	0			480	200	994			1004	194	1	91	1	105	1	1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1																		
LT_tiepc_bs	1729	Thiết Pháo	0	0			378	200	994			1005	194	1	91	1	105	1	1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1																		
LT_shenss_zh	1730	Thần Xạ Thủ	0	0	BattleNpc		159	200	994			1006	1731	1	91	1			1000	1000	Setting/Npc/Ai/CommonActive.ini			1	20	1																		
LT_guwq_zh	1731	Cờ Cổ Vũ	0	0	BattleNpc		505	200	994			1007			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			1		2	1		1732	1														
LT_guide_invisible	1732	Hướng dẫn ẩn	6	0			469	200	994			91			91	1			1500	1500	Setting/Npc/Ai/Stay.ini			0	20	3														1				
LT_bsdh_gongcc	1733	Công Thành Xa-Biến Thân	2	0	DomainBattleChange	Công Thành Xa|2218|3600	506	200	994	Công Thành Xa gây nhiều sát thương cho Cổng Thành.		1003			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			0	20	3						NoTurn												
LT_bsdh_jinnc	1734	Kình Nỏ Xa-Biến thân	2	0	DomainBattleChange	Kình Nỏ Xa|2219|3600	480	200	994	Kình Nỏ Xa có thể gây sát thương khá cao cho kẻ địch trên đường. Điểm sát thương cố định, người chơi yếu có thể dùng tăng sức mạnh.		1004			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			0	20	3						NoTurn												
LT_bsdh_tiepc	1735	Thiết Pháo Xa-Biến thân	2	0	DomainBattleChange	Thiết Pháo Xa|2220|3600	378	200	994	Thiết Pháo Xa gây sát thương lớn lên địch cố định, điểm sát thương cố định, người chơi còn yếu nên dùng tăng sức mạnh.		1005			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			0	20	3						NoTurn												
LT_diaoxiang_tw	1771	Tượng Thành Chủ Thiên Vương	0	0			508	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_em	1772	Tượng Thành Chủ Nga Mi	0	0			509	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_th	1773	Tượng Thành Chủ Đào Hoa	0	0			510	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_xy	1774	Tượng Thành Chủ Tiêu Dao	0	0			511	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_wd	1775	Tượng Thành Chủ Võ Đang	0	0			512	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_tr	1776	Tượng Thành Chủ Thiên Nhẫn	0	0			513	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_gouhuo	1817	Lửa Trại Thành Chiến	5	0	GouHuoNpc	kin|3000|12|1000|0|15	392																																					
Card_ljf_d6	1821	Đống Thư Tịch	2	0	CardCollectionGather	2616|5|2	519	995																								NoTurn												
Card_ljf_d7	1822	1 Quyển Kinh Thư	2	0	CardCollectionGather	2618|5|2	520	995																								NoTurn												
Card_ljf_e3	1823	1 Bức Thư	2	0	CardCollectionGather	2624|5|2	521	995																								NoTurn												
Card_ljf_e9	1824	Tâm Ma Bảo Châu	2	0	CardCollectionGather	2631|5|2	486	995																								NoTurn												
Card_ljf_g10	2066	Túi Càn Khôn	2	0	CardCollectionGather	3388|5|2	566	995																								NoTurn												
Arena_np1	1829	Võ Tăng	2	0	ArenaNpc	ArenaEnterNpc	163																					115																
Arena_np2	1830	Võ Tăng	2	0	ArenaNpc	ArenaManagerNpc	163																					116																
Xisuidao_npc	1831	Nạp Lan Chân	2	1	ChangeFactionDialog		177	13	113			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
TeacherStudent_npc	1839	Thượng Quan Phi Long	2	0	TeacherStudentNpc		5021	607	310																			160																
LT_diaoxiang_tw_new	1841	Tượng Thành Chủ Thiên Vương	2	0	MainCityMaster	1	532	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_em_new	1842	Tượng Thành Chủ Nga Mi	2	0	MainCityMaster	2	531	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_th_new	1843	Tượng Thành Chủ Đào Hoa	2	0	MainCityMaster	3	533	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_xy_new	1844	Tượng Thành Chủ Tiêu Dao	2	0	MainCityMaster	4	527	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_wd_new	1845	Tượng Thành Chủ Võ Đang	2	0	MainCityMaster	5	529	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_tr_new	1846	Tượng Thành Chủ Thiên Nhẫn	2	0	MainCityMaster	6	534	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_sl_new	1847	Tượng Thành Chủ Thiếu Lâm	2	0	MainCityMaster	7	528	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_cy_new	1848	Tượng Thành Chủ Thúy Yên	2	0	MainCityMaster	8	530	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_tm_new	2000	Tượng Thành Chủ Đường Môn	2	0	MainCityMaster	9	537	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_kl_new	2002	Tượng Thành Chủ Côn Lôn	2	0	MainCityMaster	10	538	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_gb_new	2215	Tượng Thành Chủ Cái Bang	2	0	MainCityMaster	11	586	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_wudu_new	2216	Tượng Thành Chủ Ngũ Độc	2	0	MainCityMaster	12	587	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_cj_new	2379	Tượng Thành Chủ Tàng Kiếm	2	0	MainCityMaster	13	608	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_cg_new	2380	Tượng Thành Chủ Trường Ca	2	0	MainCityMaster	14	609	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_tsma_new	2655	Tượng Thành Chủ Thiên Sơn-Nam	2	0	MainCityMaster	15	646	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_tsfe_new	2656	Tượng Thành Chủ Thiên Sơn-Nữ	2	0	MainCityMaster	15	647	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_bdma_new	2909	Tượng Thành Chủ Bá Đao-Nam	2	0	MainCityMaster	16	689	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_bdfe_new	2910	Tượng Thành Chủ Bá Đao-Nữ	2	0	MainCityMaster	16	690	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_wdfe_new	2911	Tượng Thành Chủ Võ Đang-Nữ	2	0	MainCityMaster	5	691	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_hsma_new	2966	Tượng Thành Chủ Hoa Sơn-Nam	2	0	MainCityMaster	17	699	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_hsfe_new	2967	Tượng Thành Chủ Hoa Sơn-Nữ	2	0	MainCityMaster	17	700	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_klma_new	2968	Tượng Thành Chủ Côn Lôn-Nam	2	0	MainCityMaster	10	701	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_mjma_new	3280	Tượng Thành Chủ Minh Giáo Nam	2	0	MainCityMaster	18	708	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_mjfe_new	3281	Tượng Thành Chủ Minh Giáo Nữ	2	0	MainCityMaster	18	709	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_twfe_new	3282	Tượng Thành Chủ Thiên Vương Nữ	2	0	MainCityMaster	1	710	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_dsma_new	3446	Tượng Thành Chủ Đoàn Thị-Nam	2	0	MainCityMaster	19	716	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_dsfe_new	3447	Tượng Thành Chủ Đoàn Thị-Nữ	2	0	MainCityMaster	19	717	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_xyfe_new	3448	Tượng Thành Chủ Tiêu Dao-Nữ	2	0	MainCityMaster	4	718	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_whma_new	3724	Tượng Thành Chủ Vạn Hoa-Nam	2	0	MainCityMaster	20	729	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_whfe_new	3725	Tượng Thành Chủ Vạn Hoa-Nữ	2	0	MainCityMaster	20	730	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
LT_diaoxiang_gbfe_new	3726	Tượng Thành Chủ Cái Bang-Nữ	2	0	MainCityMaster	11	731	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn												
HSLJ_diaoxiang_tw	1886	Tượng Hoa Sơn Luận Kiếm Thiên Vương	0	0			532	200	994	Làm đỉnh Lăng Tuyệt, chiêm ngưỡng núi đồi!		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_em	1887	Tượng Hoa Sơn Luận Kiếm Nga Mi	0	0			531	200	994	Làm đỉnh Lăng Tuyệt, chiêm ngưỡng núi đồi!		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_th	1888	Tượng Hoa Sơn Luận Kiếm Đào Hoa	0	0			533	200	994	Làm đỉnh Lăng Tuyệt, chiêm ngưỡng núi đồi!		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_xy	1889	Tượng Hoa Sơn Luận Kiếm Tiêu Dao	0	0			527	200	994	Làm đỉnh Lăng Tuyệt, chiêm ngưỡng núi đồi!		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_wd	1890	Tượng Hoa Sơn Luận Kiếm Võ Đang	0	0			529	200	994	Làm đỉnh Lăng Tuyệt, chiêm ngưỡng núi đồi!		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_tr	1891	Tượng Hoa Sơn Luận Kiếm Thiên Nhẫn	0	0			534	200	994	Làm đỉnh Lăng Tuyệt, chiêm ngưỡng núi đồi!		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_sl	1892	Tượng Hoa Sơn Luận Kiếm Thiếu Lâm	0	0			528	200	994	Làm đỉnh Lăng Tuyệt, chiêm ngưỡng núi đồi!		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_cy	1893	Tượng Hoa Sơn Luận Kiếm Thúy Yên	0	0			530	200	994	Làm đỉnh Lăng Tuyệt, chiêm ngưỡng núi đồi!		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_tm	2118	Tượng Hoa Sơn Luận Kiếm Đường Môn	0	0			537	200	994	Làm đỉnh Lăng Tuyệt, chiêm ngưỡng núi đồi!		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
HSLJ_diaoxiang_kl	2119	Tượng Hoa Sơn Luận Kiếm Côn Lôn	0	0			538	200	994	Làm đỉnh Lăng Tuyệt, chiêm ngưỡng núi đồi!		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn												
