Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	AuraSkillId	AuraSkillLevel	StartActEvent	TitleID	BigFaceID	Tag	DropType	DefaultDialog	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience																																																																																								SyncFirst	IsNotBYStealLife	Sex
F_7_enemy_2	1803	Cơ Quan	6	1	FubenDeath		377	200	300		314	91	1					1500	1500	Setting/Npc/Ai/CommonActive.ini			1	0	1							NoTurn				1																																																																																																
F_7_enemy_BOSS	1804	Phong Ngọc Thư	0	1	FubenDeath		478	200	300		342	2951	1	91	1			700	700	Setting/Npc/Ai/random/fengyushu.ini	4	Setting/Npc/DropFile/RandomFuben/House_F/fengyushu.tab	1	20	2								1			6																																																																																																
F_8_enemy_1	1805	NPC Phun Lửa	6	0	FubenDeath		467	200	300		343																																																																																																																									
F_8_enemy_2	1806	Hắc Y Thích Khách	0	1	FubenDeath		121	200	300		343	91	1	1058	1			1500	1500	Setting/Npc/Ai/random/F8_Laren.ini			1	18	1											3																																																																																																
F_8_enemy_3	1807	Bỏ kỹ năng	6	1	FubenDeath		469	200	300		343												1	0	1											1					1																																																																																											
F_8_enemy_BOSS	1808	Khúc Hà	0	1	FubenDeath		517	200	300		342	56	1	91	1			1500	300	Setting/Npc/Ai/random/pilihuo.ini	4	Setting/Npc/DropFile/RandomFuben/House_F/quxia.tab	1	20	2								1			6																																																																																																
F_9_enemy_1	1809	Lưu Khấu	0	1	FubenDeath		123	200	300		314	21	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1											1																																																																																																
F_9_enemy_2	1810	Thủ Lĩnh Lưu Khấu	0	1	FubenDeath		373	200	300		331	21	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss20.ini			1	18	2											4																																																																																																
F_9_SkillNpc	1811	Tử Sĩ	0	1	FubenDeath		368	200	300		331	91	1					1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	7	2											4																																																																																																
F_9_jiguan1	2474	Tà Hỏa	0	1	FubenDeath		544				314							1000	1000				1	0	2	1				3012						3																																																																																																
F_9_jiguan2	2475	Tà Hỏa	0	1	FubenDeath		545				314							1000	1000				1	0	2	1				3012						3																																																																																																
F_9_jiguan3	2476	Tà Hỏa	0	1	FubenDeath		546				314							1000	1000				1	0	2	1				3012						3																																																																																																
F_9_enemy_BOSS	1812	Võ Sĩ Đông Doanh	0	1	FubenDeath		365	200	300		342	1811	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss18.ini			1	18	2											5																																																																																																
F_9_Xiyou_1	1826	Thanh Hiểu Sư Thái	0	0	FubenDeath		185	200	300		332	55	1	2382	1	2488	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	30	2											2																																																																																																
F_10_enemy_1	1813	Đệ Tử Vô Ưu Giáo	0	1	FubenDeath		143	200	300		314	21	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1											1																																																																																																
F_10_enemy_2	1814	Vô Ưu Giáo Tinh Anh	0	1	FubenDeath		364	200	300		323	21	1	2380	1	91	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	18	2											3																																																																																																
F_10_enemy_3	2421	Yêu Đạo	0	1	FubenDeath		169	200	300		321	21	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	12	2					3007						5																																																																																																
F_10_Elite_1	1815	Cao Thủ Vô Ưu Giáo	0	1	FubenDeath		367	200	300		342	1386	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss14.ini			1	18	2											4																																																																																																
F_10_Elite_2	1816	Thủ Lĩnh Thích Khách	0	1	FubenDeath		365	200	300		342	1811	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss18.ini			1	18	2											5																																																																																																
F_10_Xiyou_1	1825	Thanh Hiểu Sư Thái	0	0	FubenDeath		185	200	300		332	55	1	2382	1	2488	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	30	2											2																																																																																																
F_10_qizi	2473	Chiêu Hồn Phiên	6	0	FubenDeath		505	200	300		343													0																																																																																																												
RandomFuben_Gouhuo	1611	Lửa Trại	4	0	GouHuoNpc	all|3000|5|3000|0|6	380																	0																																																																																																												
G_1_enemy_BOSS	1986	Tuyền Cơ Tử	0	1	FubenDeath		621	200	300		343	3150	1	91	1			700	700	Setting/Npc/Ai/random/xuanjizi.ini	4	Setting/Npc/DropFile/RandomFuben/House_G/bs_xuanjizi.tab	1	20	2								1			6																																																																																																
G_2_enemy_BOSS	1988	Đạo Nhất Chân Nhân	0	1	FubenDeath		622	200	300		343	3130	1	91	1			1000	400	Setting/Npc/Ai/random/daoyizhenren.ini	4	Setting/Npc/DropFile/RandomFuben/House_G/bs_daoyizhenren.tab	1	20	2								1			6																																																																																																
G_2_enemy_jiguan	1989	Trận Nhãn	0	1	FubenDeath		377				313							1000	1000				1	0	2	1										3																																																																																																
G_2_enemy_xianjing	1990	Bẫy Tuần La	6	1	FubenDeath		469	200	300		343							1000	1000	Setting/Npc/Ai/AlwaysRunning.ini			1	50	3		3106	20								1																																																																																																
G_3_enemy_BOSS	1991	Doãn Hàm Yên	0	1	FubenDeath		1161	200	300		343	3144	1	91	1			1000	300	Setting/Npc/Ai/random/yinhanyan.ini	4	Setting/Npc/DropFile/RandomFuben/House_G/bs_yinhanyan.tab	1	20	2								1			6																																																																																																
G_3_npc_fazhen	1992	Cực Phản Pháp Trận	6	0	FubenDeath		383	200	300		323							1000	1000	Setting/Npc/Ai/CommonActive.ini			1	0	3		3115	1								2																																																																																																
G_3_enemy_guaiwu	1993	Hồn Hồi Sinh	0	1	FubenDeath		489	200	300		321	91	1					1000	1000	Setting/Npc/Ai/CommonActive.ini			1	10	1											3																																																																																																
G_4_enemy_BOSS	2034	Đoan Mộc Duệ	0	1	FubenDeath		623	200	300		343	3137	1	91	1			750	750	Setting/Npc/Ai/random/duanmurui.ini	4	Setting/Npc/DropFile/RandomFuben/House_G/bs_duanmurui.tab	1	20	2								1			6																																																																																																
G_4_enemy_xiongmao	2114	Bảo Bảo	7	1			1139				31	3161	1	3162	1	836	1	1200	1200	Setting/Npc/Ai/faction/xiongmao.ini			1	25									0																																																																																																			
G_4_enemy_xianjing	2035	Lửa Kỳ Bí	6	1	FubenDeath		469	200	300		343							1000	1000	Setting/Npc/Ai/AlwaysRunning.ini			1	18	3		3109	5								1																																																																																																
G_5_enemy_jy	2036	Tội Đạo Nhân	0	1	FubenDeath		169	200	300		323	54	1	2742	1	91	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											3																																																																																																
G_5_enemy_gw	2037	Âm Trầm Đao Khách	0	1	FubenDeath		123	200	300		313	2716	1					1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											1																																																																																																
G_5_enemy_gw_s2	2038	Cuồng Nộ Xung Phong	6	1	FubenDeath		486	200	300		322	1874	1	91	1			1000	1000	Setting/Npc/Ai/CommonActive.ini			1	15	1											1																																																																																																
G_5_enemy_gw_s1	2039	Độc Nương Tử	0	1	FubenDeath		164	200	300		314	40	1	91	1	2486	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											3																																																																																																
G_5_enemy_BOSS	2040	Hoàng Mộ Vân	0	1	FubenDeath		624	200	300		343	3120	1	91	1			1000	1000	Setting/Npc/Ai/random/huangmuyun.ini	4	Setting/Npc/DropFile/RandomFuben/House_G/bs_huangmuyun.tab	1	20	2								1			6																																																																																																
G_6_enemy_jy	2041	Vô Danh Khách	0	1	FubenDeath		134	200	300		323	2715	1	2437	1	91	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											3																																																																																																
G_6_enemy_jy1	2115	Hộ Vệ	0	1	FubenDeath		155	200	300		323	91	1					1000	1000	Setting/Npc/Ai/random/G6_daoguang.ini			1	20	1	1										3																																																																																																
G_6_enemy_gw	2042	Cuồng Đồ	0	1	FubenDeath		436	200	300		314	21	1					1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											1																																																																																																
G_6_enemy_sl	2043	Lý Điềm Nhi	0	1	FubenDeath		625	200	300		332	3120	1	91	1			1000	1000	Setting/Npc/Ai/random/huangmuyun.ini	4	Setting/Npc/DropFile/RandomFuben/House_G/sl_litianer.tab	1	20	2								1			5																																																																																																
G_7_enemy_jy	2044	Kẻ Bịt Mặt	0	1	FubenDeath		174	200	300		323	39	1	2382	1	91	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											3																																																																																																
G_7_enemy_gw	2045	Lãng Khách	0	1	FubenDeath		151	200	300		314	169	1					1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											1																																																																																																
G_7_npc_jiguan	2477	Cơ Quan	2	0	FubenDialog	4, Đang đóng...	377	995	300		1							560	980				1	0		1				3011		NoTurn																																																																																																				
G_7_npc_gouhuo	2423	Tà Hỏa	2	0	FubenDialog	4, Đang diệt...	544	995	300		1							560	980				1	0		1				3012		NoTurn																																																																																																				
G_7_enemy_hf	2422	Hộ Pháp Đệ Tử	0	1	FubenDeath		169	200	300		321	169	1					1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	2											3																																																																																																
G_7_xunluo	2424	Tuần La Cơ Quan Nhân	0	1	FubenDeath		157	200	300		331	3109	7	91	1			280	1000	Setting/Npc/Ai/random/G7_Xunluo.ini			1	15	1											5																																																																																																
G_7_enemy_sl	2046	Lý Thiên Mục	0	1	FubenDeath		626	200	300		332	3130	1	91	1			1000	1000	Setting/Npc/Ai/random/daoyizhenren.ini	4	Setting/Npc/DropFile/RandomFuben/House_G/sl_litianmu.tab	1	20	2								1			5																																																																																																
G_8_enemy_jy	2052	Thiên Nhẫn Tà Vệ	0	1	FubenDeath		102	200	300		322	40	1	2760	1	91	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											3																																																																																																
G_8_enemy_gw	2053	Tiếu Diện Khách	0	1	FubenDeath		436	200	300		313	33	1					1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											1																																																																																																
G_8_enemy_jg	2054	Âm Hỏa	0	1	FubenDeath		547				323	91	1					1000	1000	Setting/Npc/Ai/random/D2_Yunshi.ini			1	0	2	1										3																																																																																																
G_8_enemy_sl	2055	Gia Luật Tị Li	0	1	FubenDeath		122	200	300		332	3137	1	91	1			1000	1000	Setting/Npc/Ai/random/pilihuo.ini	4	Setting/Npc/DropFile/RandomFuben/House_G/sl_yelvpili.tab	1	20	2								1			5																																																																																																
G_9_SkillNpc1	2427	Kỹ năng	6	1	FubenDeath		469	200	300		343												1	0	1		2095	4								1					1																																																																																											
G_9_SkillNpc2	2426	Kỹ năng	6	0	FubenDeath		469	200	300		343												1	0	1											1					1																																																																																											
G_9_enemy_jy	2062	Khoái Đao Khách	0	1	FubenDeath		171	200	300		322	2721	1	2447	1	91	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											3																																																																																																
G_9_enemy_gw	2063	Lưu Khấu	0	1	FubenDeath		170	200	300		314	2716	1					1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											1																																																																																																
G_9_enmey_ex	2437	Bò Cạp	0	1	FubenDeath		109	200	300		314	22	1	91	1	2418	6	3000	3000	Setting/Npc/Ai/CommonActive.ini			1	10	1					3003						1																																																																																																
G_9_jiguan	2494	Cơ Quan	2	0	FubenDialog	2,Đang mở...	377	995	300		1							560	980				1	0		1				3011		NoTurn																																																																																																				
G_9_enemy_sl1	2505	Trung Nguyên Nhất Điểm Hồng	0	1	FubenDeath		627	200	300		332	2712	1	91	1			1000	1000	Setting/Npc/Ai/fuben/Boss11.ini			1	20	2											4																																																																																																
G_9_enemy_sl2	2428	Trung Nguyên Nhị Điểm Hồng	0	1	FubenDeath		627	200	300		332	2712	1	91	1			1000	1000	Setting/Npc/Ai/fuben/Boss11.ini			1	20	2											4																																																																																																
G_9_enemy_sl3	2429	Trung Nguyên Tam Điểm Hồng	0	1	FubenDeath		627	200	300		332	2712	1	91	1			1000	1000	Setting/Npc/Ai/fuben/Boss11.ini			1	20	2											4																																																																																																
G_9_enemy_sl4	2430	Trung Nguyên Tứ Điểm Hồng	0	1	FubenDeath		627	200	300		332	2712	1	91	1			1000	1000	Setting/Npc/Ai/fuben/Boss11.ini			1	20	2											4																																																																																																
G_9_npc_xy	2065	Huyền Thiên Đạo Nhân	0	0	FubenDeath		5016	200	300		343							1000	1000	Setting/Npc/Ai/Stay.ini			1	20	3											2																																																																																																
G_9_zy	2438	Vòng hướng dẫn	6	1	FubenDeath		383	200	300		314							150	150	Setting/Npc/Ai/CommonActive.ini			1	0	1											1																																																																																																
G_10_enemy_jy	2057	Hung Ngoan Võ Giả	0	1	FubenDeath		106	200	300		323	182	1	2389	1	91	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											3																																																																																																
G_10_enemy_gw	2058	Thích Khách	0	1	FubenDeath		124	200	300		314	2722	1					1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											1																																																																																																
G_10_enemy_jg	2059	Truy Hồn	6	1	FubenDeath		465	200	300		343	1887	1	91	1			280	1000	Setting/Npc/Ai/random/D6_Xunluo.ini			1	16	3					3005						6																																																																																																
G_10_enemy_sl	2060	Vô Mệnh	0	1	FubenDeath		24	200	300		332	196	1	91	1			1000	1000	Setting/Npc/Ai/fuben/Boss4.ini			1	20	2											4																																																																																																
G_10_npc_xy	2061	Đường Giản	0	1	FubenDeath		628	200	300		343							1000	1000	Setting/Npc/Ai/Stay.ini			1	20	3											2																																																																																																
