Type	TitleID	Name	Achievement	ColorDesc	ColorID	GTopColorID	GBottomColorID	OutlineColorID	Timeout	ImgAltlas	ImgPrefix	EffectResID	EffecUitResID	Rank	WorldNotify	Desc	Quality	Icon
Achievement101	1100	Động Lý Càn Khôn	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Trong 1 ngày vào Mật Thất Tần Lăng 20 lần	5	
Achievement102	1101	Tặng Hoa Hồng	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Tích lũy tặng 1000 lần Hoa Hồng/Cỏ May Mắn	5	
Achievement103	1102	Thủ Lưu Dư Hương	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1		Tích lũy tặng 50 lần 99 Hoa Hồng/99 Cỏ May Mắn	6	
Achievement104	1103	Nhật Tích Nguyệt Lụy	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Nhận 1000 Hộp Quà Bang Hội	5	
Achievement105	1104	Lắm Tiền Nhiều Của	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Mời mọi người uống rượu 100 lần ở Lửa Trại Bang Hội	5	
Achievement106	1105	Cao Thủ Hỗ Trợ	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Giúp thành viên Bang hoàn thành nhiệm vụ Thương Hội 500 lần	5	
Achievement107	1106	Nghe Lời Sư Phụ	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Hoàn thành hoàn mỹ nhiệm vụ Sư Phụ giao 50 lần	5	
Achievement108	1107	Bên Nhau Bạc Đầu	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Mừng kỷ niệm 1 năm ngày cưới với bạn đời	5	
Achievement109	1108	Truy Giết	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Hoàn thành Truy Nã 100 lần	5	
Achievement110	1109	Niềm Vui Bội Thu	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Thu hoạch cây trưởng thành trong Gia Viên 100 lần	5	
Achievement111	1110	Gương Lao Động	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Giúp Hảo hữu nuôi dưỡng 1000 lần	5	
Achievement112	1111	Định Quốc Trụ Thạch	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1		Ở Công Thành Chiến đạt 100 Liên Trảm	6	
Achievement113	1112	Thập Toàn Năng	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1		Đoạt được Tân Vương của 10 môn phái khác nhau	6	
TestActivity1	2000	Trung Nguyên Đại Hiệp	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1		Biểu tượng thân phận và địa vị, hạng 1 bảng lực chiến nhận danh hiệu này	6	
TestActivity2	2001	Giang Nam Danh Hiệp	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Biểu tượng thân phận và địa vị, hạng 2-10 bảng lực chiến nhận danh hiệu này	5	
TestActivity3	2002	Nhân Tài Võ Lâm	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Biểu tượng thân phận và địa vị, hạng 11-50 bảng lực chiến nhận danh hiệu này	4	
TestActivity4	2003	Giang Hồ Tân Tú	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Biểu tượng thân phận và địa vị, hạng 51-200 bảng lực chiến nhận danh hiệu này	3	
TestActivity5	2004	Nối Lại Duyên Xưa	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Danh hiệu đặc biệt nhận trong hoạt động Chiêu Mộ Anh Hùng trước khi OB	3	
Title1	2005	Tung Hoành Giang Hồ	Title_Normal;	Danh hiệu đặc biệt (Lục) 	200	219	220	221						1		Khởi động Game VLTKm nhận danh hiệu này	2	
Title2	2006	Hồng Bá Thiên Hạ	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1		Thành viên VLTKm đăng nhập nhận được		
Title3	2007	Nhân Vật Ngọc Đường	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1		Bôn tẩu giang hồ, ngạo thị quần hùng!		
Title4	2008	Bảo Bối Thập Đại Bang Hội	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	5184000					1		Top 10 Bầu Chọn Bảo Bối Bang Hội		
Title5	2009	Vương Giả Trở Về	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Danh hiệu đặc biệt người cũ trở về	4	
Title6	2010	Người Khai Phá	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Danh hiệu đặc biệt người cũ trở về	4	
Title7	2011	Ngạo Thế	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	「$M」đạt Top 500 BXH Lực chiến toàn máy chủ, nhận danh hiệu【Thiên Hạ Vô Địch】	Lực chiến toàn máy chủ Top 500	6	
Title8	2012	Thiên Vương Hào Kiệt	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	「$M」đạt Top 500 BXH Thiên Vương, nhận danh hiệu【Thiên Vương Hào Kiệt】	Lực chiến Thiên Vương toàn máy chủ Top 500	6	
Title9	2013	Tiêu Dao Hào Kiệt	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	「$M」đạt Top 500 BXH Tiêu Dao, nhận danh hiệu【Tiêu Dao Hào Kiệt】	Lực chiến Tiêu Dao toàn máy chủ Top 500	6	
Title10	2014	Đào Hoa Hào Kiệt	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	「$M」đạt Top 500 BXH Đào Hoa, nhận danh hiệu【Đào Hoa Hào Kiệt】	Lực chiến Đào Hoa toàn máy chủ Top 500	6	
Title11	2015	Nga Mi Hào Kiệt	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	「$M」đạt Top 500 BXH Nga Mi, nhận danh hiệu【Nga Mi Hào Kiệt】	Lực chiến Nga Mi toàn máy chủ Top 500	6	
Title12	2016	Võ Đang Hào Kiệt	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	「$M」đạt Top 500 BXH Võ Đang, nhận danh hiệu【Võ Đang Hào Kiệt】	Lực chiến Võ Đang toàn máy chủ Top 500	6	
Title13	2017	Thiên Nhẫn Hào Kiệt	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	「$M」đạt Top 500 BXH Thiên Nhẫn, nhận danh hiệu【Thiên Nhẫn Hào Kiệt】	Lực chiến Thiên Nhẫn toàn máy chủ Top 500	6	
Title14	2018	Thiếu Lâm Hào Kiệt	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	「$M」đạt Top 500 BXH Thiếu Lâm, nhận danh hiệu【Thiếu Lâm Hào Kiệt】	Lực chiến Thiếu Lâm toàn máy chủ Top 500	6	
Title15	2019	Thúy Yên Hào Kiệt	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	「$M」đạt Top 500 BXH Thúy Yên, nhận danh hiệu【Thúy Yên Hào Kiệt】	Lực chiến Thúy Yên toàn máy chủ Top 500	6	
Title16	2020	Đường Môn Hào Kiệt	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	「$M」đạt Top 500 BXH Đường Môn, nhận danh hiệu【Đường Môn Hào Kiệt】	Lực chiến Đường Môn toàn máy chủ Top 500	6	
Title17	2021	Côn Lôn Hào Kiệt	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	「$M」đạt Top 500 BXH Côn Lôn, nhận danh hiệu【Côn Lôn Hào Kiệt】	Lực chiến Côn Lôn toàn máy chủ Top 500	6	
Title18	2022	Bang Hội Đệ Nhất Nhân Khí	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1		Bầu chọn Bang Hội Đệ Nhất Nhân Khí	6	
Title19	2023	Thịnh Điển Thượng Tân	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1		Tặng kèm vé cổng event	6	
Title20	2024	Hào Kiệt Ngũ Độc	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	「$M」đạt Top 500 BXH Ngũ Độc toàn máy chủ, nhận danh hiệu【Hào Kiệt Ngũ Độc】	Top 500 Lực Chiến Ngũ Độc toàn máy chủ	6	
Title21	2025	Hào Kiệt Cái Bang	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	「$M」đạt Top 500 BXH Cái Bang toàn máy chủ, nhận danh hiệu【Hào Kiệt Cái Bang】	Top 500 Lực Chiến Cái Bang toàn máy chủ	6	
Title22	2026	Ma Nữ Tóc Dài	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1			5	
Title23	2027	Độc Bộ Thiên Hạ	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1		Danh hiệu dành riêng hoạt động thử nghiệm		
Title24	2028	Cái Thế Vô Song	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1		Danh hiệu dành riêng hoạt động thử nghiệm		
Title25	2029	Danh Nghĩa Đại Hiệp	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	7776000					1				
Title26	2030	Võ Lâm Tân Tú	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Đại hiệp mới vào giang hồ đã tỏ rõ tài năng, hoạt động Phúc lợi nhận 	5	
Title27	2031	Lực Hồng Hoang	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Cả giang hồ đều biết đại hiệp rất nỗ lực, đạt thành tựu xuất sắc ở máy chủ mới nhận được	5	
Title28	2032	Truyền Thuyết Võ Lâm	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Không phải ai cũng xứng với 2 chữ huyền thoại, dành cho người chơi lâu năm trở lại giang hồ	5	
Title29	2033	Danh Chấn Giang Hồ	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Nhìn là biết cao thủ, người chơi lâu năm trở lại giang hồ đạt được thành tựu nhận 	5	
Title30	2034	Song Hành	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1		Như Hình Với Bóng	6	
Title31	2035	Nhớ Mãi	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1		Lâm Triều Hoa đại diện Võ Lâm Truyền Kỳ Mobile	6	
Title32	2036	Triệu Ân Đồng	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1		Tại hạ vẫn là một đứa trẻ	6	
Title33	2037	Hoa Dễ Thương	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	7776000					1		Dành cho hoạt động Mừng Sinh Nhật	6	
Title34	2038	Cùng Đón Sinh Nhật	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	15552000					1		Dành cho hoạt động Mừng Sinh Nhật Võ Lâm Truyền Kỳ	5	
Title35	2039	Nghĩa Tương Phùng	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	15552000					1		Dành cho hoạt động Mừng Sinh Nhật Võ Lâm Truyền Kỳ	5	
Title36	2040	Nhất Hô Bách Ứng	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	7776000					1		Chỉ cần ta lên tiếng, hơn 100 người trả lời ta, ngươi có tin không? Hoạt động chỉ định mời hảo hữu đạt yêu cầu nhận được		
Title37	2041	Tàng Kiếm Hào Kiệt	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	「$M」đạt Hạng Lực Chiến Tàng Kiếm Toàn Máy Chủ Top 500, nhận được danh hiệu【Tàng Kiếm Hào Kiệt 】	Hạng Lực Chiến Tàng Kiếm Toàn Máy Chủ Top 500	6	
Title38	2042	Trường Ca Hào Kiệt	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	「$M」đạt Hạng Lực Chiến Trường Ca Toàn Máy Chủ Top 500, nhận được danh hiệu【Trường Ca Hào Kiệt 】	Hạng Lực Chiến Trường Ca Toàn Máy Chủ Top 500	6	
Title39	2043	Đệ Nhất Tiềm Long	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Trong hoạt động Đua Top Quân Hàm Tiềm Long xếp [FFFE0D]hạng 1[-]	5	
Title40	2044	Đệ Nhất Ỷ Thiên	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Trong hoạt động Đua Top Quân Hàm Ỷ Thiên xếp [FFFE0D]hạng 1[-]	5	
Title41	2045	Thập Đại Tiềm Long	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Trong hoạt động Đua Top Quân Hàm Tiềm Long xếp [FFFE0D]hạng 2-10[-]	4	
Title42	2046	Thập Đại Ỷ Thiên	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Trong hoạt động Đua Top Quân Hàm Ỷ Thiên xếp [FFFE0D]hạng 2-10[-]	4	
Title43	2047	Bổng Đả Uyên Ương	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Trong hoạt động Danh Tướng Liên SV hoàn thành đòn kết liễu với Hạng Vũ-Chân Thân	5	
Title44	2048	Duy Ngã Độc Tôn	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	604800					1	「$M」đạt hạng 1 sát thương Minh Chủ Võ Lâm Liên SV, nhận được danh hiệu【Duy Ngã Độc Tôn】	Hạng 1 sát thương cá nhân Minh Chủ Võ Lâm Liên SV nhận danh hiệu này	6	
Title45	2049	Bất Phân Thắng Bại	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	604800					1		Hạng 2-3 sát thương cá nhân Minh Chủ Võ Lâm Liên SV nhận danh hiệu này	5	
Title46	2050	Xuất Chúng	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	604800					1		Hạng 4-10 sát thương cá nhân Minh Chủ Võ Lâm Liên SV nhận danh hiệu này	4	
Title47	2051	Thầy Tốt Bạn Hiền	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1		Với tư cách sư phụ, trong hoạt động Lễ Sư Đồ, khiêu chiến Thí Luyện Sư Đồ [FFFE0D]5 lần[-] thành công	4	
Title48	2052	Bách Thế Chi Sư	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Với tư cách sư phụ, trong hoạt động Lễ Sư Đồ, khiêu chiến Thí Luyện Sư Đồ [FFFE0D]10 lần[-] thành công	5	
Title49	2053	Môn Sinh Tài Ba	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1		Với tư cách đồ đệ, trong hoạt động Lễ Sư Đồ, khiêu chiến Thí Luyện Sư Đồ [FFFE0D]5 lần[-] thành công	4	
Title50	2054	Thiên Sơn Hào Kiệt	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	Chúc mừng「$M」đạt TOP 500 Lực Chiến Thiên Sơn, nhận danh hiệu【Thiên Sơn Hào Kiệt】	TOP 500 Lực Chiến Thiên Sơn	6	
Title51	2055	Kiếm Khởi Tinh Đồ	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	Chúc mừng đại hiệp trở thành người dẫn chương trình nổi tiếng, nhận danh hiệu này	Chúc mừng đại hiệp trở thành người dẫn chương trình nổi tiếng, nhận danh hiệu này	6	
Title52	2056	Quý Tộc Độc Thân	Title_Normal;Title_Gold	Danh hiệu Vàng	200	216	217	218	2592000					1			7	
Title53	2057	Nhân Duyên	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Cốt truyện Kiếm Hiệp Tình Duyên, gặp được lương duyên, cùng đến hạnh phúc!	5	
Title54	2058	Bá Đao Hào Kiệt	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	Chúc mừng「$M」đạt Top 500 BXH Lực Chiến Bá Đao toàn server, nhận danh hiệu【Bá Đao Hào Kiệt】	Đạt Top 500 BXH Lực Chiến Bá Đao toàn server	6	
Title55	2059	Hoa Sơn Hào Kiệt	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	「$M」đạt Top 500 Lực Chiến Hoa Sơn, nhận danh hiệu【Hoa Sơn Hào Kiệt】	Top 500 Lực Chiến Hoa Sơn Toàn Server	6	
Title56	2060	Minh Giáo Hào Kiệt	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	Chúc mừng top 500 hạng lực chiến Minh Giáo toàn server khu「$M」, nhận danh hiệu [Minh Giáo Hào Kiệt]	Top 500 hạng lực chiến Minh Giáo toàn server khu	6	
Title57	2061	Đoàn Thị Hào Kiệt	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1	Chúc mừng「$M」đạt Top 500 Hạng Lực Chiến Đoàn Thị toàn server, nhận danh hiệu【Đoàn Thị Hào Kiệt】	Top 500 Hạng Lực Chiến Đoàn Thị toàn server	6	
Prison1	2100	Lôi Trì	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1		Hành động bất nghĩa, nhận tiền phi nghĩa.		
HK_Title1	2500	Tung Hoành Nhất Bang	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	2592000					1				
HK_Title2	2501	Nhị Lộ Đại Bang	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	2592000					1				
HK_Title3	2502	Hải Tuyến Đệ Nhất	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	2592000					1				
HK_Title4	2503	Người Nắm Quyền	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	2592000					1				
HK_Title5	2504	Kim Bài Đả Thủ	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	2592000					1				
HK_Title6	2505	Cổ Hoặc Tử	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	2592000					1				
HK_Title7	2506	Trọc Thủy Khê Chủ	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	2592000					1				
HK_Title8	2507	Thiên Hạ Đệ Nhất Bang	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	2592000					1				
HK_Title9	2508	Sơn Tuyến Vô Địch	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	2592000					1				
HK_Title10	2509	Tung Hoành Giang Hồ	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	2592000					1				
HK_Title11	2510	Ngạo Thị Quần Hùng	Title_Normal;	Danh hiệu lam	200	204	205	206	2592000					1			3	
HK_Title12	2511	Vượt Trội Hơn Người	Title_Normal;	Danh hiệu lam	200	204	205	206	2592000					1			3	
HK_Title13	2512	Độc Cô Cầu Bại	Title_Normal;	Danh hiệu lam	200	204	205	206	2592000					1			3	
HK_Title14	2513	Cái Thế Vô Song	Title_Normal;	Danh hiệu lam	200	204	205	206	2592000					1			3	
HK_Title15	2514	Cao Thủ Tuyệt Đỉnh	Title_Normal;	Danh hiệu lam	200	204	205	206	2592000					1			3	
HK_Title16	2515	Khó Ai Địch Lại	Title_Normal;	Danh hiệu lam	200	204	205	206	2592000					1			3	
HK_Title17	2516	Kinh Hồng Hiệp Ảnh	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1			6	
HK_Title18	2517	Danh Trấn Trung Nguyên	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1			6	
HK_Title19	2518	Lẫy Lừng Xưa Nay	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1			6	
HK_Title20	2519	Người Nổi Bật	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
HK_Title21	2520	Dẫn Đầu Trào Lưu	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
HK_Title22	2521	Ngôi Sao Ngoại Trang	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
HK_Admin_Title23	2522	Tiểu Kiếm Hiệp		Danh hiệu Cam	200	213	214	215	2592000					1			6	
HK_Admin_Title24	2523	GM Đại Hiệp		Danh hiệu Cam	200	213	214	215	2592000					1			6	
HK_Admin_Title25	2524	Đại Hiệp Hoạt Động		Danh hiệu Cam	200	213	214	215	2592000					1			6	
HK_Admin_Title26	2525	Đại Hiệp Phát Quà		Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	2592000					1				
HK_Admin_Title27	2526	Hướng Dẫn Tân Thủ		Danh hiệu Vàng	200	216	217	218	2592000					1			7	
HK_Admin_Title28	2527	Cái Thế Vô Song		Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
HK_Admin_Title29	2528	Cao Thủ Tuyệt Đỉnh		Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
HK_Admin_Title30	2529	Khó Ai Địch Lại		Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
HK_Admin_Title31	2530	Nguyệt Mãn Càn Khôn		Danh hiệu Tím	200	207	208	209	2592000					1			4	
HK_Admin_Title32	2531	Hoa Hảo Nguyệt Viên		Danh hiệu lam	200	204	205	206	2592000					1			3	
HK_Title33	2532	Uy Chấn Võ Lâm	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	259200					1			6	
HK_Title34	2533	Đệ Nhất Bang 1	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	1296000					1				
HK_Title35	2534	Đệ Nhất Bang 2	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	1296000					1				
HK_Title36	2535	Đệ Nhất Bang 3	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	1296000					1				
HK_Title37	2536	Hùng Bá Một Phương	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	1296000					1				
HK_Title38	2537	Nghĩa Bạc Vân Thiên	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
HK_Title39	2538	Trượng Kiếm Thiên Nhai	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
HK_Title40	2539	Mãnh Long Quá Giang	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
HK_Title41	2540	Một Tay Che Trời	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
HK_Title42	2541	Trăm Trận Trăm Thắng	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
HK_Title43	2542	Kẻ Thắng Làm Vua	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
HK_Title44	2543	Cái Thế Anh Hùng	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
HK_Title45	2544	Nhân Kiếm Hợp Nhất	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
HK_Title46	2545	Hiệp Can Nghĩa Đảm	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
HK_Title47	2546	Ngọa Hổ Tàng Long	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
HK_Title48	2547	Loạn Thế Anh Hùng	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
HK_Title49	2548	Độc Cô Cửu Kiếm	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	604800					1			6	
HK_Title50	2549	Mê Tung Tiên Phái	Title_Normal;	Danh hiệu đặc biệt (Lục) 	200	219	220	221	604800					1				
HK_Title51	2550	Tài Phú Ngũ Xa	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	604800					1				
HK_Title52	2551	Võ Lâm Chí Tôn	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	604800					1			6	
HK_Title53	2552	Thiên Hạ Vô Song	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	604800					1			6	
HK_Title54	2553	Kim Bài Đả Thủ	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	604800					1				
HK_Title55	2554	Cử Thế Vô Song	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	604800					1				
HK_Title56	2555	Tài Nghệ Cao Siêu	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	604800					1				
HK_Title57	2556	Lô Hỏa Thuần Thanh	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	604800					1				
HK_Title58	2557	Thân Thủ Bất Phàm	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	604800					1				
HK_Title59	2558	Đạt Đến Đỉnh Cao	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	604800					1				
HK_Title60	2559	Bá Nhạc	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224						1				
HK_Title61	2560	Chủ Nhân Thần Thú	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	2592000					1			4	
HK_Title62	2561	Ngôi Sao Siêu Cấp	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	1728000					1			6	
HK_Title63	2562	Linh Hồn Đạo Sư	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	1728000					1			4	
HK_Title64	2563	Thần Tài	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	1296000					1				
HK_Title65	2564	Say Nắng	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	1296000					1			4	
HK_Title66	2565	Ngũ Phúc Lâm Môn	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1			6	
HK_Title67	2566	Vạn Sự Như Ý	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	2592000					1				
HK_Title68	2567	Tài Năng	Title_Normal;	Danh hiệu lam	200	204	205	206	2592000					1			3	
HK_Title69	2568	Chúng Tinh Bổng Nguyệt	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209	5184000					1			4	
HK_Title70	2569	Lâm Phong	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	5184000					1			6	
HK_Title71	2570	Tuyệt Sắc	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	5184000					1			6	
HK_Title72	2571	Tửu Luận Anh Hùng	Title_Normal;	Danh hiệu đặc biệt (Đỏ) 	200	222	223	224	2592000					1				
FubenNpc	3000	Cổ vũ		Danh hiệu lam	200	204	205	206						1		Danh hiệu NPC phó bản	3	
FubenNpc	3001	Nhanh Nhẹn		Danh hiệu lam	200	204	205	206						1		Danh hiệu NPC phó bản	3	
FubenNpc	3002	Trị liệu		Danh hiệu lam	200	204	205	206						1		Danh hiệu NPC phó bản	3	
FubenNpc	3003	Thi Bộc		Danh hiệu Tím	200	207	208	209						1		Danh hiệu NPC phó bản	4	
FubenNpc	3004	Phản đòn		Danh hiệu Tím	200	207	208	209						1		Danh hiệu NPC phó bản	4	
FubenNpc	3005	Diệt nhanh		Danh hiệu đỏ	300			301						1		Danh hiệu NPC phó bản		
FubenNpc	3006	Kịch độc		Danh hiệu lam	200	204	205	206						1		Danh hiệu NPC phó bản	3	
FubenNpc	3007	Diệt trước		Danh hiệu đỏ	300			301						1		Danh hiệu NPC phó bản		
FubenNpc	3008	Cường Thể		Danh hiệu lam	200	204	205	206						1		Danh hiệu NPC phó bản	3	
FubenNpc	3009	Miễn dịch đánh lui		Danh hiệu lam	200	204	205	206						1		Danh hiệu NPC phó bản	3	
FubenNpc	3010	Tiếng Vọng Năm Xưa		Danh hiệu Tím	200	207	208	209						1		Danh hiệu NPC phó bản	4	
FubenNpc	3011	Mở mau		Danh hiệu đỏ	300			301						1		Danh hiệu NPC phó bản		
