ParamId	DefaultRandomId	Desc0	TimeFrame1	RandomId1	Desc1	TimeFrame2	RandomId2	Desc2	TimeFrame3	RandomId3	Desc3	TimeFrame4	RandomId4	Desc4	TimeFrame5	RandomId5	Desc5	TimeFrame6	RandomId6	Desc6	TimeFrame7	RandomId7	Desc7	TimeFrame8	RandomId8	Desc8	TimeFrame9	RandomId9	Desc9	TimeFrame10	RandomId10	Desc10	Desc
80	101900		OpenLevel59	101900		OpenLevel69	101900		OpenLevel79	101900		OpenLevel89	101900		OpenLevel99	101900		OpenLevel109	101900		OpenLevel119	101901		OpenLevel129	101902		OpenLevel139	101902		OpenLevel149	101902		Rương Quà Siêu Giá Trị 10,000 VNĐ (Trong Nước)
81	101910		OpenLevel59	101910		OpenLevel69	101910		OpenLevel79	101910		OpenLevel89	101910		OpenLevel99	101910		OpenLevel109	101910		OpenLevel119	101911		OpenLevel129	101912		OpenLevel139	101912		OpenLevel149	101912		Rương Quà Siêu Giá Trị 20,000 VNĐ (Trong Nước)
82	102191	Mở nhận ngẫu nhiên 1 Hoàng Kim Đồ Phổ của trang sức	OpenLevel129Add30	102192	Mở nhận ngẫu nhiên 1 Hoàng Kim Đồ Phổ của trang sức	OpenLevel139Add30	102193	Mở nhận ngẫu nhiên 1 Hoàng Kim Đồ Phổ của trang sức																									Hoàng Kim Đồ Phổ-Trang Sức
83	10284	Thường dùng gạo, đậu phộng, mè, đậu xanh, muối, trà, sơn thương tử, gừng... làm nguyên liệu, xay thành bột, cho nước sôi vào khuấy đều, thêm vào gạo rạng, mùi vị vô cùng thơm ngon.\n\n[FFFE0D]Đến kho video tìm "Nguồn gốc món ngon" để tìm hiểu thêm về các món ăn đặc sắc[-]	OpenLevel69	10285	Thường dùng gạo, đậu phộng, mè, đậu xanh, muối, trà, sơn thương tử, gừng... làm nguyên liệu, xay thành bột, cho nước sôi vào khuấy đều, thêm vào gạo rạng, mùi vị vô cùng thơm ngon.\n\n[FFFE0D]Đến kho video tìm "Nguồn gốc món ngon" để tìm hiểu thêm về các món ăn đặc sắc[-]	OpenLevel79	10286	Thường dùng gạo, đậu phộng, mè, đậu xanh, muối, trà, sơn thương tử, gừng... làm nguyên liệu, xay thành bột, cho nước sôi vào khuấy đều, thêm vào gạo rạng, mùi vị vô cùng thơm ngon.\n\n[FFFE0D]Đến kho video tìm "Nguồn gốc món ngon" để tìm hiểu thêm về các món ăn đặc sắc[-]																									Thưởng dùng thức ăn Tiệc Tất Niên
84	10284	Ngỗng quay là một món ăn đặc sắc, da ngỗng quay vàng rộm, căng mọng, hương vị đậm đà, điểm đặc sắc của món ngỗng quay là da giòn, thịt non, béo nhưng không ngán.\n\n[FFFE0D]Đến kho video tìm "Nguồn gốc món ngon" để tìm hiểu thêm về các món ăn đặc sắc[-]	OpenLevel69	10285	Ngỗng quay là một món ăn đặc sắc, da ngỗng quay vàng rộm, căng mọng, hương vị đậm đà, điểm đặc sắc của món ngỗng quay là da giòn, thịt non, béo nhưng không ngán.\n\n[FFFE0D]Đến kho video tìm "Nguồn gốc món ngon" để tìm hiểu thêm về các món ăn đặc sắc[-]	OpenLevel79	10286	Ngỗng quay là một món ăn đặc sắc, da ngỗng quay vàng rộm, căng mọng, hương vị đậm đà, điểm đặc sắc của món ngỗng quay là da giòn, thịt non, béo nhưng không ngán.\n\n[FFFE0D]Đến kho video tìm "Nguồn gốc món ngon" để tìm hiểu thêm về các món ăn đặc sắc[-]																									
85	10284	Bò viên là món ăn vặt nổi tiếng, đã có lịch sử hơn một trăm năm. Bò viên được chế biến tỉ mỉ, màu đỏ phơn phớt, khi ăn vừa mềm vừa dai, tươi ngon thơm phức.\n\n[FFFE0D]Đến kho video tìm "Nguồn gốc món ngon" để tìm hiểu thêm về các món ăn đặc sắc[-]	OpenLevel69	10285	Bò viên là món ăn vặt nổi tiếng, đã có lịch sử hơn một trăm năm. Bò viên được chế biến tỉ mỉ, màu đỏ phơn phớt, khi ăn vừa mềm vừa dai, tươi ngon thơm phức.\n\n[FFFE0D]Đến kho video tìm "Nguồn gốc món ngon" để tìm hiểu thêm về các món ăn đặc sắc[-]	OpenLevel79	10286	Bò viên là món ăn vặt nổi tiếng, đã có lịch sử hơn một trăm năm. Bò viên được chế biến tỉ mỉ, màu đỏ phơn phớt, khi ăn vừa mềm vừa dai, tươi ngon thơm phức.\n\n[FFFE0D]Đến kho video tìm "Nguồn gốc món ngon" để tìm hiểu thêm về các món ăn đặc sắc[-]																									
86	10284	Cá là món ăn thường ngày của ngư dân. Trong những ngày trôi nổi, họ đã dùng chính vị mặn của biển để ướp nên mùi vị tươi ngon đặc biệt của món này.\n\n[FFFE0D]Đến kho video tìm "Nguồn gốc món ngon" để tìm hiểu thêm về các món ăn đặc sắc[-]	OpenLevel69	10285	Cá là món ăn thường ngày của ngư dân. Trong những ngày trôi nổi, họ đã dùng chính vị mặn của biển để ướp nên mùi vị tươi ngon đặc biệt của món này.\n\n[FFFE0D]Đến kho video tìm "Nguồn gốc món ngon" để tìm hiểu thêm về các món ăn đặc sắc[-]	OpenLevel79	10286	Cá là món ăn thường ngày của ngư dân. Trong những ngày trôi nổi, họ đã dùng chính vị mặn của biển để ướp nên mùi vị tươi ngon đặc biệt của món này.\n\n[FFFE0D]Đến kho video tìm "Nguồn gốc món ngon" để tìm hiểu thêm về các món ăn đặc sắc[-]																									
87	102960	Đoán đúng tên người tặng quà được nhận thêm thưởng	OpenLevel69	102961	Đoán đúng tên người tặng quà được nhận thêm thưởng																												
88	9494	Món này được làm bằng cách lấy cam tươi cắt bỏ phần đầu, bỏ cơm và nước, cua bóc thịt và gạch, phần thịt cua xào bằng nước cam, lấy ra bỏ vào vỏ cam rỗng rồi hấp lại.\n\n[FFFE0D]Đến kho video tìm "Nguồn gốc món ngon" để tìm hiểu thêm về các món ăn đặc sắc[-]	OpenLevel69	9495	Món này được làm bằng cách lấy cam tươi cắt bỏ phần đầu, bỏ cơm và nước, cua bóc thịt và gạch, phần thịt cua xào bằng nước cam, lấy ra bỏ vào vỏ cam rỗng rồi hấp lại.\n\n[FFFE0D]Đến kho video tìm "Nguồn gốc món ngon" để tìm hiểu thêm về các món ăn đặc sắc[-]	OpenLevel79	9496	Món này được làm bằng cách lấy cam tươi cắt bỏ phần đầu, bỏ cơm và nước, cua bóc thịt và gạch, phần thịt cua xào bằng nước cam, lấy ra bỏ vào vỏ cam rỗng rồi hấp lại.\n\n[FFFE0D]Đến kho video tìm "Nguồn gốc món ngon" để tìm hiểu thêm về các món ăn đặc sắc[-]																									
89	9494	Sủi Cảo, hoặc Bánh Chẻo, có tên ban đầu là Kiều Nhĩ (tai mềm), bắt nguồn từ một công thức chữa chứng buốt tai mùa đông thời xưa, đến nay đã có lịch sử hơn 1800 năm, rất được yêu thích. Sủi Cảo đa phần được làm bằng cách nhồi nhân vào vỏ bột mì rồi luộc.	OpenLevel69	9495	Sủi Cảo, hoặc Bánh Chẻo, có tên ban đầu là Kiều Nhĩ (tai mềm), bắt nguồn từ một công thức chữa chứng buốt tai mùa đông thời xưa, đến nay đã có lịch sử hơn 1800 năm, rất được yêu thích. Sủi Cảo đa phần được làm bằng cách nhồi nhân vào vỏ bột mì rồi luộc.	OpenLevel79	9496	Sủi Cảo, hoặc Bánh Chẻo, có tên ban đầu là Kiều Nhĩ (tai mềm), bắt nguồn từ một công thức chữa chứng buốt tai mùa đông thời xưa, đến nay đã có lịch sử hơn 1800 năm, rất được yêu thích. Sủi Cảo đa phần được làm bằng cách nhồi nhân vào vỏ bột mì rồi luộc.																									
90	9494	Bánh tổ là một trong món ăn truyền thống dịp tết, năm mới ăn bánh tổ có ngụ ý cát tường.	OpenLevel69	9495	Bánh tổ là một trong món ăn truyền thống dịp tết, năm mới ăn bánh tổ có ngụ ý cát tường.	OpenLevel79	9496	Bánh tổ là một trong món ăn truyền thống dịp tết, năm mới ăn bánh tổ có ngụ ý cát tường.																									
91	103130	Đoán đúng tên người tặng quà được nhận thêm thưởng	OpenLevel69	103131	Đoán đúng tên người tặng quà được nhận thêm thưởng																												
92	103140	Đoán đúng tên người tặng quà được nhận thêm thưởng	OpenLevel69	103141	Đoán đúng tên người tặng quà được nhận thêm thưởng																												
93	104520		OpenLevel59	104520		OpenLevel69	104520		OpenLevel79	104520		OpenLevel89	104520		OpenLevel99	104520		OpenLevel109	104520		OpenLevel119	104521		OpenLevel129	104522		OpenLevel139	104522		OpenLevel149	104522		Rương Quà Siêu Giá Trị 5,000 VNĐ (VN)
94	104530		OpenLevel59	104530		OpenLevel69	104530		OpenLevel79	104530		OpenLevel89	104530		OpenLevel99	104530		OpenLevel109	104530		OpenLevel119	104531		OpenLevel129	104532		OpenLevel139	104532		OpenLevel149	104532		Rương Quà Siêu Giá Trị 10,000 VNĐ (VN)
95	104540		OpenLevel59	104540		OpenLevel69	104540		OpenLevel79	104540		OpenLevel89	104540		OpenLevel99	104540		OpenLevel109	104540		OpenLevel119	104541		OpenLevel129	104542		OpenLevel139	104542		OpenLevel149	104542		Rương Quà Siêu Giá Trị 20,000 VNĐ (VN)
96	104600	Thưởng Vinh Dự Võ Lâm đạt bậc Hắc Thiết nhận	OpenLevel69	104600	Thưởng Vinh Dự Võ Lâm đạt bậc Hắc Thiết nhận	OpenLevel99	104601	Thưởng Vinh Dự Võ Lâm đạt bậc Hắc Thiết nhận	OpenLevel139	104602	Thưởng Vinh Dự Võ Lâm đạt bậc Hắc Thiết nhận																						Rương Vinh Dự Võ Lâm Hắc Thiết
97	104610	Thưởng Vinh Dự Võ Lâm đạt bậc Thanh Đồng nhận	OpenLevel69	104610	Thưởng Vinh Dự Võ Lâm đạt bậc Thanh Đồng nhận	OpenLevel99	104611	Thưởng Vinh Dự Võ Lâm đạt bậc Thanh Đồng nhận	OpenLevel139	104612	Thưởng Vinh Dự Võ Lâm đạt bậc Thanh Đồng nhận																						Rương Vinh Dự Võ Lâm Thanh Đồng
98	104620	Thưởng Vinh Dự Võ Lâm đạt bậc Bạch Ngân nhận	OpenLevel69	104620	Thưởng Vinh Dự Võ Lâm đạt bậc Bạch Ngân nhận	OpenLevel99	104621	Thưởng Vinh Dự Võ Lâm đạt bậc Bạch Ngân nhận	OpenLevel139	104622	Thưởng Vinh Dự Võ Lâm đạt bậc Bạch Ngân nhận																						Rương Vinh Dự Võ Lâm Bạch Ngân
99	104630	Thưởng Vinh Dự Võ Lâm đạt bậc Hoàng Kim nhận	OpenLevel69	104630	Thưởng Vinh Dự Võ Lâm đạt bậc Hoàng Kim nhận	OpenLevel99	104631	Thưởng Vinh Dự Võ Lâm đạt bậc Hoàng Kim nhận	OpenLevel139	104632	Thưởng Vinh Dự Võ Lâm đạt bậc Hoàng Kim nhận																						Rương Vinh Dự Võ Lâm Hoàng Kim
100	104640	Thưởng Vinh Dự Võ Lâm đạt bậc Bạch Kim nhận	OpenLevel69	104640	Thưởng Vinh Dự Võ Lâm đạt bậc Bạch Kim nhận	OpenLevel99	104641	Thưởng Vinh Dự Võ Lâm đạt bậc Bạch Kim nhận	OpenLevel139	104642	Thưởng Vinh Dự Võ Lâm đạt bậc Bạch Kim nhận																						Rương Vinh Dự Võ Lâm Bạch Kim
101	104650		OpenLevel59	104650		OpenLevel69	104650		OpenLevel79	104650		OpenLevel89	104650		OpenLevel99	104650		OpenLevel109	104650		OpenLevel119	104651		OpenLevel129	104652		OpenLevel139	104652		OpenLevel149	104652		Rương Quà Siêu Giá Trị 5,000 VNĐ (TH)
102	104660		OpenLevel59	104660		OpenLevel69	104660		OpenLevel79	104660		OpenLevel89	104660		OpenLevel99	104660		OpenLevel109	104660		OpenLevel119	104661		OpenLevel129	104662		OpenLevel139	104662		OpenLevel149	104662		Rương Quà Siêu Giá Trị 10,000 VNĐ (TH)
103	104670		OpenLevel59	104670		OpenLevel69	104670		OpenLevel79	104670		OpenLevel89	104670		OpenLevel99	104670		OpenLevel109	104670		OpenLevel119	104671		OpenLevel129	104672		OpenLevel139	104672		OpenLevel149	104672		Rương Quà Siêu Giá Trị 20,000 VNĐ (TH)
104	94040		OpenLevel109	94040		OpenLevel119	94041		OpenLevel129	94042		OpenLevel139	94043																				Rương Mảnh Tuyệt Học (Thường)
105	94050		OpenLevel109	94050		OpenLevel119	94051		OpenLevel129	94052		OpenLevel139	94053																				Rương Mảnh Tuyệt Học (Cao)
106	94060		OpenLevel109	94060		OpenLevel119	94061		OpenLevel129	94062		OpenLevel139	94063																				Rương Bí Quyển Tuyệt Học (Thường)
107	94070		OpenLevel109	94070		OpenLevel119	94071		OpenLevel129	94072		OpenLevel139	94073																				Rương Bí Quyển Tuyệt Học (Cao)
108	104921		OpenLevel119	104921		OpenLevel129	104922																										Quà Đá Hồn Siêu Giá Trị 500.000 VNĐ
109	105670		OpenLevel69	105671																													
110	105680		OpenLevel69	105681																													
111	105690		OpenLevel69	105691																													
112	105700		OpenLevel69	105701																													
113	105710		OpenLevel69	105711																													
114	105720		OpenLevel69	105721																													
115	105730		OpenLevel69	105731																													
116	105740		OpenLevel69	105741																													
117	105750		OpenLevel69	105751																													
118	105760		OpenLevel69	105761																													
119	105770		OpenLevel69	105771																													
120	105780		OpenLevel69	105781																													
121	105790		OpenLevel69	105791																													
122	105800		OpenLevel69	105801																													
123	105810		OpenLevel69	105811																													
124	105820		OpenLevel69	105821																													
125	106320		OpenLevel109	106321																													Rương Quà Siêu Giá Trị 5,000 VNĐ (KO)
126	106330		OpenLevel109	106331																													Rương Quà Siêu Giá Trị 10,000 VNĐ (KO)
127	106340		OpenLevel109	106341																													Rương Quà Siêu Giá Trị 20,000 VNĐ (KO)
