ShowType	Name	Faction	Sex	ResId	IconId	BigIconId	Desc	Desc2
6613	【Hoàng Kim】Phiêu Miễu Chức Vân Thường	15	2	4108	18128	18128	Áo Hoàng Kim Thiên Sơn (Nữ) T13	T13
6614	【Hoàng Kim】Phiêu Miễu Băng Tâm Thường	15	2	4109	18129	18129	Áo Hoàng Kim Thiên Sơn (Nữ) T14	T14
6615	【Hoàng Kim】Phiêu Miễu Thanh Ti Thường	15	2	4110	18130	18130	Áo Hoàng Kim Thiên Sơn (Nữ) T15	T15
5311	【Hoàng Kim】Phiêu Miễu Thu Thủy Thoa	15	2	4106	18116	18116	Nón Hoàng Kim Thiên Sơn (Nữ) T11	T11
5312	【Hoàng Kim】Phiêu Miễu Khuynh Thành Thoa	15	2	4107	18117	18117	Nón Hoàng Kim Thiên Sơn (Nữ) T12	T12
5313	【Hoàng Kim】Phiêu Miễu Chức Vân Thoa	15	2	4108	18118	18118	Nón Hoàng Kim Thiên Sơn (Nữ) T13	T13
5314	【Hoàng Kim】Phiêu Miễu Băng Tâm Thoa	15	2	4109	18119	18119	Nón Hoàng Kim Thiên Sơn (Nữ) T14	T14
5315	【Hoàng Kim】Phiêu Miễu Thanh Ti Thoa	15	2	4110	18120	18120	Nón Hoàng Kim Thiên Sơn (Nữ) T15	T15
7311	【Hoàng Kim】Thiên Âm Thu Thủy Uyển	15	2		18121	18121	Bao Tay Hoàng Kim Thiên Sơn (Nữ) T11	T11
7312	【Hoàng Kim】Thiên Âm Khuynh Thành Uyển	15	2		18122	18122	Bao Tay Hoàng Kim Thiên Sơn (Nữ) T12	T12
7313	【Hoàng Kim】Thiên Âm Chức Vân Uyển	15	2		18123	18123	Bao Tay Hoàng Kim Thiên Sơn (Nữ) T13	T13
7314	【Hoàng Kim】Thiên Âm Băng Tâm Uyển	15	2		18124	18124	Bao Tay Hoàng Kim Thiên Sơn (Nữ) T14	T14
7315	【Hoàng Kim】Thiên Âm Thanh Ti Uyển	15	2		18125	18125	Bao Tay Hoàng Kim Thiên Sơn (Nữ) T15	T15
8311	【Hoàng Kim】Phiêu Miễu Thu Thủy Đai	15	2		18131	18131	Đai Hoàng Kim Thiên Sơn (Nữ) T11	T11
8312	【Hoàng Kim】Phiêu Miễu Khuynh Thành Đai	15	2		18132	18132	Đai Hoàng Kim Thiên Sơn (Nữ) T12	T12
8313	【Hoàng Kim】Phiêu Miễu Chức Vân Đai	15	2		18133	18133	Đai Hoàng Kim Thiên Sơn (Nữ) T13	T13
8314	【Hoàng Kim】Phiêu Miễu Băng Tâm Đai	15	2		18134	18134	Đai Hoàng Kim Thiên Sơn (Nữ) T14	T14
8315	【Hoàng Kim】Phiêu Miễu Thanh Ti Yêu Đai	15	2		18135	18135	Đai Hoàng Kim Thiên Sơn (Nữ) T15	T15
9311	【Hoàng Kim】Thiên Âm Thu Thủy Ngoa	15	2		18136	18136	Giày Hoàng Kim Thiên Sơn (Nữ) T11	T11
9312	【Hoàng Kim】Thiên Âm Khuynh Thành Ngoa	15	2		18137	18137	Giày Hoàng Kim Thiên Sơn (Nữ) T12	T12
9313	【Hoàng Kim】Thiên Âm Chức Vân Ngoa	15	2		18138	18138	Giày Hoàng Kim Thiên Sơn (Nữ) T13	T13
9314	【Hoàng Kim】Thiên Âm Băng Tâm Ngoa	15	2		18139	18139	Giày Hoàng Kim Thiên Sơn (Nữ) T14	T14
9315	【Hoàng Kim】Thiên Âm Thanh Ti Ngoa	15	2		18140	18140	Giày Hoàng Kim Thiên Sơn (Nữ) T15	T15
1006	【Hoàng Kim】Phiêu Miễu Càn Khôn Liên	15	2		18681	18681	Dây Chuyền Hoàng Kim Thiên Sơn (Nữ) T11	T11
1007	【Hoàng Kim】Phiêu Miễu Lăng Tiêu Liên	15	2		18682	18682	Dây Chuyền Hoàng Kim Thiên Sơn (Nữ) T12	T12
1008	【Hoàng Kim】Phiêu Miễu Tinh Thần Liên	15	2		18683	18683	Dây Chuyền Hoàng Kim Thiên Sơn (Nữ) T13	T13
1009	【Hoàng Kim】Phiêu Miễu Tiên Lạc Liên	15	2		18684	18684	Dây Chuyền Hoàng Kim Thiên Sơn (Nữ) T14	T14
1010	【Hoàng Kim】Phiêu Miễu Bách Hoa Liên	15	2		18685	18685	Dây Chuyền Hoàng Kim Thiên Sơn (Nữ) T15	T15
1016	【Hoàng Kim】Thiên Âm Bạch Trạch Giới	15	2		18686	18686	Nhẫn Hoàng Kim Thiên Sơn (Nữ) T11	T11
1017	【Hoàng Kim】Thiên Âm Kỳ Lân Giới	15	2		18687	18687	Nhẫn Hoàng Kim Thiên Sơn (Nữ) T12	T12
1018	【Hoàng Kim】Thiên Âm Phượng Vũ Giới	15	2		18688	18688	Nhẫn Hoàng Kim Thiên Sơn (Nữ) T13	T13
1019	【Hoàng Kim】Thiên Âm Tiễn Ngư Giới	15	2		18689	18689	Nhẫn Hoàng Kim Thiên Sơn (Nữ) T14	T14
1020	【Hoàng Kim】Thiên Âm Tiêm Vũ Giới	15	2		18690	18690	Nhẫn Hoàng Kim Thiên Sơn (Nữ) T15	T15
1026	【Hoàng Kim】Phiêu Miễu Thiên Tâm Bội	15	2		18691	18691	Ngọc Bội Hoàng Kim Thiên Sơn (Nữ) T11	T11
1027	【Hoàng Kim】Phiêu Miễu Tì Hưu Bội	15	2		18692	18692	Ngọc Bội Hoàng Kim Thiên Sơn (Nữ) T12	T12
1028	【Hoàng Kim】Phiêu Miễu Tất Phương Bội	15	2		18693	18693	Ngọc Bội Hoàng Kim Thiên Sơn (Nữ) T13	T13
1029	【Hoàng Kim】Phiêu Miễu Chúc Chiếu Bội	15	2		18694	18694	Ngọc Bội Hoàng Kim Thiên Sơn (Nữ) T14	T14
1030	【Hoàng Kim】Phiêu Miễu U Huỳnh Bội	15	2		18695	18695	Ngọc Bội Hoàng Kim Thiên Sơn (Nữ) T15	T15
1036	【Hoàng Kim】Thiên Âm Xích Tiêu Phù	15	2		18696	18696	Hộ Thân Phù Hoàng Kim Thiên Sơn (Nữ) T11	T11
1037	【Hoàng Kim】Thiên Âm Quảng Hàn Phù	15	2		18697	18697	Hộ Thân Phù Hoàng Kim Thiên Sơn (Nữ) T12	T12
1038	【Hoàng Kim】Thiên Âm Nguyệt Tiên Phù	15	2		18698	18698	Hộ Thân Phù Hoàng Kim Thiên Sơn (Nữ) T13	T13
1039	【Hoàng Kim】Thiên Âm Song Ngư Phù	15	2		18699	18699	Hộ Thân Phù Hoàng Kim Thiên Sơn (Nữ) T14	T14
1040	【Hoàng Kim】Thiên Âm Y Hà Phù	15	2		18700	18700	Hộ Thân Phù Hoàng Kim Thiên Sơn (Nữ) T15	T15
12101	Thủy Quả Chùy-Xuân	15	2	3001	14661	14661		
12102	Thủy Quả Chùy-Ngọc	15	2	3002	14662	14662		
12103	Thủy Quả Chùy-Kỳ	15	2	3003	14663	14663		
12104	Thủy Quả Chùy-Nồng	15	2	3004	14664	14664		
12105	Tường Vi Kiếm-Ưu	15	2	3101	14701	14701		
12106	Tường Vi Kiếm-Tuyết	15	2	3102	14702	14702		
12107	Tường Vi Kiếm-Mân	15	2	3103	14703	14703		
12108	Tường Vi Kiếm-Yêu	15	2	3104	14704	14704		
12109	Lạc Hoa Cung-Mân	15	2	3201	14741	14741		
12110	Lạc Hoa Cung-Nhã	15	2	3202	14742	14742		
12111	Lạc Hoa Cung-Điệp	15	2	3203	14743	14743		
12112	Lạc Hoa Cung-Ưu	15	2	3204	14744	14744		
12113	Lưu Tuệ Thương-Diệp	15	2	3301	14781	14781		
12114	Lưu Tuệ Thương-Điệp	15	2	3302	14782	14782		
12115	Lưu Tuệ Thương-Khôi	15	2	3303	14783	14783		
12116	Lưu Tuệ Thương-Ám	15	2	3304	14784	14784		
12117	Kim Kết Kiếm-Thanh	15	2	3401	14821	14821		
12118	Kim Kết Kiếm-Ám	15	2	3402	14822	14822		
12119	Kim Kết Kiếm-Phỉ	15	2	3403	14823	14823		
12120	Kim Kết Kiếm-Thu	15	2	3404	14824	14824		
12121	Xuân Hoa Thích-Phấn	15	2	3501	14861	14861		
12122	Xuân Hoa Thích-Yêu	15	2	3502	14862	14862		
12123	Xuân Hoa Thích-Diệp	15	2	3503	14863	14863		
12124	Xuân Hoa Thích-Bạch	15	2	3504	14864	14864		
12125	Phá Mộng Trượng-Phấn	15	2	3601	14901	14901		
12126	Phá Mộng Trượng-Hạnh	15	2	3602	14902	14902		
12127	Phá Mộng Trượng-Huân	15	2	3603	14903	14903		
12128	Phá Mộng Trượng-Ưu	15	2	3604	14904	14904		
12129	Phù Cừ Kỹ-Dương	15	2	3701	14941	14941		
12130	Phù Cừ Kỹ-Phỉ	15	2	3702	14942	14942		
12131	Phù Cừ Kỹ-Yêu	15	2	3703	14943	14943		
12132	Phù Cừ Kỹ-Lục	15	2	3704	14944	14944		
12133	Mộc Hoa Nỏ-Hạt	15	2	3801	14981	14981		
12134	Mộc Hoa Nỏ-Yêu	15	2	3802	14982	14982		
12135	Mộc Hoa Nỏ-Hạnh	15	2	3803	14983	14983		
12136	Mộc Hoa Nỏ-Lục	15	2	3804	14984	14984		
12137	Tiếu Xuân Phong-Phấn	15	2	3901	15021	15021		
12138	Tiếu Xuân Phong-Yêu	15	2	3902	15022	15022		
12139	Tiếu Xuân Phong-Quỷ	15	2	3903	15023	15023		
12140	Tiếu Xuân Phong-Ưu	15	2	3904	15024	15024		
12141	Thanh Trúc Trượng-Lục	15	2	4001	15061	15061		
12142	Thanh Trúc Trượng-Yêu	15	2	4002	15062	15062		
12143	Thanh Trúc Trượng-Phấn	15	2	4003	15063	15063		
12144	Thanh Trúc Trượng-Thu	15	2	4004	15064	15064		
12145	Triều Nhan Địch-Mân	15	2	4101	15101	15101		
12146	Triều Nhan Địch-Yêu	15	2	4102	15102	15102		
12147	Triều Nhan Địch-Lục	15	2	4103	15103	15103		
12148	Triều Nhan Địch-Ưu	15	2	4104	15104	15104		
12149	Thúy Nhã Chi-Lục	15	2	4201	15141	15141		
12150	Thúy Nhã Chi-Yêu	15	2	4202	15142	15142		
12151	Thúy Nhã Chi-Lục	15	2	4203	15143	15143		
12152	Thúy Nhã Chi-Thu	15	2	4204	15144	15144		
12153	Bách Hợp-San	15	2	4301	15181	15181		
12154	Bách Hợp-Lan	15	2	4302	15182	15182		
12155	Bách Hợp-Yêu	15	2	4303	15183	15183		
12156	Bách Hợp-Bạch	15	2	4304	15184	15184		
12157	Thủy Quả Chùy-Hồng	15	2	3005	18781	18781		
12158	Tường Vi Kiếm-Hồng	15	2	3105	18782	18782		
12159	Lạc Hoa Cung-Hồng	15	2	3205	18783	18783		
12160	Lưu Tuệ Thương-Hồng	15	2	3305	18784	18784		
12161	Kim Kết Kiếm-Hồng	15	2	3405	18785	18785		
12162	Phá Nguyệt Thích-Hồng	15	2	3505	18786	18786		
12163	Phá Mộng Trượng-Hồng	15	2	3605	18787	18787		
12164	Phù Cừ Kỹ-Hồng	15	2	3705	18788	18788		
12165	Mộc Hoa Nỏ-Hồng	15	2	3805	18789	18789		
12166	Tiếu Xuân Phong-Hồng	15	2	3905	18790	18790		
12167	Thanh Trúc Trượng-Hồng	15	2	4005	18791	18791		
12168	Triều Nhan Địch-Hồng	15	2	4105	18792	18792		
12169	Thúy Nha Chi-Hồng	15	2	4205	18793	18793		
12170	Bách Hợp-Hồng	15	2	4305	18794	18794		
10001	Thiết Hồn Đao-Hắc	16	2	10671	13091	13091		
10002	Tĩnh Thiên Đao-Mặc	16	2	10672	13092	13092		
10003	Lũng Vân Đao-Mặc	16	2	10673	13093	13093		
10004	Ngự Thần Đao-Mặc	16	2	10674	13094	13094		
10005	Vân Dục Đao-Mặc	16	2	10675	13095	13095		
10006	Tiếu Thần Đao-Phù	16	2	10676	13096	13096		
10007	Như Vân Đao-Mặc	16	2	10677	13097	13097		
10008	Vũ Nham Đao-Phù	16	2	10678	13098	13098		
10009	Châm Đấu Đao-Mặc	16	2	10679	13099	13099		
10010	Phong Cốt Đao-Bạch	16	2	10680	13100	13100		
11100	Trảm Mã Đao-Mặc	16	2	117	14286	14286		
11101	Trảm Mã Đao-Đồng	16	2	12501	14456	14456		
11102	Trảm Mã Đao-Dạ	16	2	12502	14457	14457		
11103	Trảm Mã Đao-Hắc	16	2	12503	14458	14458		
11104	Thiết Hồn Đao-Huyền	16	2	12504	14459	14459		
11105	Thiết Hồn Đao-Đồng	16	2	12505	14460	14460		
11106	Thiết Hồn Đao-Hắc	16	2	12506	14461	14461		
11107	Tĩnh Thiên Đao-Đồng	16	2	12507	14462	14462		
11108	Tĩnh Thiên Đao-Lục	16	2	12508	14463	14463		
11109	Tĩnh Thiên Đao-Quỷ	16	2	12509	14464	14464		
11110	Lũng Vân Đao-Phù	16	2	12510	14465	14465		
11111	Lũng Vân Đao-Hắc	16	2	12511	14466	14466		
11112	Lũng Vân Đao-Tử	16	2	12512	14467	14467		
11113	Ngự Thần Đao-Quỷ	16	2	12513	14468	14468		
11114	Ngự Thần Đao-Lục	16	2	12514	14469	14469		
11115	Ngự Thần Đao-Phù	16	2	12515	14470	14470		
11116	Vân Dục Đao-Dạ	16	2	12516	14471	14471		
11117	Vân Dục Đao-Quỷ	16	2	12517	14472	14472		
11118	Vân Dục Đao-Phù	16	2	12518	14473	14473		
11119	Tiếu Thần Đao-Lan	16	2	12519	14474	14474		
11120	Tiếu Thần Đao-Lục	16	2	12520	14475	14475		
11121	Tiếu Thần Đao-Hắc	16	2	12521	14476	14476		
11122	Như Vân Đao-Dạ	16	2	12522	14477	14477		
11123	Như Vân Đao-Quỷ	16	2	12523	14478	14478		
11124	Như Vân Đao-Phù	16	2	12524	14479	14479		
11125	Vũ Nham Đao-Quỷ	16	2	12525	14480	14480		
11126	Vũ Nham Đao-Yêu	16	2	12526	14481	14481		
11127	Vũ Nham Đao-Tinh	16	2	12527	14482	14482		
11128	Châm Đấu Đao-Đồng	16	2	12528	14483	14483		
11129	Châm Đấu Đao-Hạt	16	2	12529	14484	14484		
11130	Châm Đấu Đao-Yêu	16	2	12530	14485	14485		
11131	Phong Cốt Đao-Hạnh	16	2	12531	14486	14486		
11132	Phong Cốt Đao-Quỷ	16	2	12532	14487	14487		
11133	Phong Cốt Đao-Lục	16	2	12533	14488	14488		
12101	Thủy Quả Chùy-Xuân	16	2	3001	14661	14661		
12102	Thủy Quả Chùy-Ngọc	16	2	3002	14662	14662		
12103	Thủy Quả Chùy-Kỳ	16	2	3003	14663	14663		
12104	Thủy Quả Chùy-Nồng	16	2	3004	14664	14664		
12105	Tường Vi Kiếm-Ưu	16	2	3101	14701	14701		
12106	Tường Vi Kiếm-Tuyết	16	2	3102	14702	14702		
12107	Tường Vi Kiếm-Mân	16	2	3103	14703	14703		
12108	Tường Vi Kiếm-Yêu	16	2	3104	14704	14704		
12109	Lạc Hoa Cung-Mân	16	2	3201	14741	14741		
12110	Lạc Hoa Cung-Nhã	16	2	3202	14742	14742		
12111	Lạc Hoa Cung-Điệp	16	2	3203	14743	14743		
12112	Lạc Hoa Cung-Ưu	16	2	3204	14744	14744		
12113	Lưu Tuệ Thương-Diệp	16	2	3301	14781	14781		
12114	Lưu Tuệ Thương-Điệp	16	2	3302	14782	14782		
12115	Lưu Tuệ Thương-Khôi	16	2	3303	14783	14783		
12116	Lưu Tuệ Thương-Ám	16	2	3304	14784	14784		
12117	Kim Kết Kiếm-Thanh	16	2	3401	14821	14821		
12118	Kim Kết Kiếm-Ám	16	2	3402	14822	14822		
12119	Kim Kết Kiếm-Phỉ	16	2	3403	14823	14823		
12120	Kim Kết Kiếm-Thu	16	2	3404	14824	14824		
12121	Xuân Hoa Thích-Phấn	16	2	3501	14861	14861		
12122	Xuân Hoa Thích-Yêu	16	2	3502	14862	14862		
12123	Xuân Hoa Thích-Diệp	16	2	3503	14863	14863		
12124	Xuân Hoa Thích-Bạch	16	2	3504	14864	14864		
12125	Phá Mộng Trượng-Phấn	16	2	3601	14901	14901		
12126	Phá Mộng Trượng-Hạnh	16	2	3602	14902	14902		
12127	Phá Mộng Trượng-Huân	16	2	3603	14903	14903		
12128	Phá Mộng Trượng-Ưu	16	2	3604	14904	14904		
12129	Phù Cừ Kỹ-Dương	16	2	3701	14941	14941		
12130	Phù Cừ Kỹ-Phỉ	16	2	3702	14942	14942		
12131	Phù Cừ Kỹ-Yêu	16	2	3703	14943	14943		
12132	Phù Cừ Kỹ-Lục	16	2	3704	14944	14944		
12133	Mộc Hoa Nỏ-Hạt	16	2	3801	14981	14981		
12134	Mộc Hoa Nỏ-Yêu	16	2	3802	14982	14982		
12135	Mộc Hoa Nỏ-Hạnh	16	2	3803	14983	14983		
12136	Mộc Hoa Nỏ-Lục	16	2	3804	14984	14984		
12137	Tiếu Xuân Phong-Phấn	16	2	3901	15021	15021		
12138	Tiếu Xuân Phong-Yêu	16	2	3902	15022	15022		
12139	Tiếu Xuân Phong-Quỷ	16	2	3903	15023	15023		
12140	Tiếu Xuân Phong-Ưu	16	2	3904	15024	15024		
12141	Thanh Trúc Trượng-Lục	16	2	4001	15061	15061		
12142	Thanh Trúc Trượng-Yêu	16	2	4002	15062	15062		
12143	Thanh Trúc Trượng-Phấn	16	2	4003	15063	15063		
12144	Thanh Trúc Trượng-Thu	16	2	4004	15064	15064		
12145	Triều Nhan Địch-Mân	16	2	4101	15101	15101		
12146	Triều Nhan Địch-Yêu	16	2	4102	15102	15102		
12147	Triều Nhan Địch-Lục	16	2	4103	15103	15103		
12148	Triều Nhan Địch-Ưu	16	2	4104	15104	15104		
12149	Thúy Nhã Chi-Lục	16	2	4201	15141	15141		
12150	Thúy Nhã Chi-Yêu	16	2	4202	15142	15142		
12151	Thúy Nhã Chi-Lục	16	2	4203	15143	15143		
12152	Thúy Nhã Chi-Thu	16	2	4204	15144	15144		
12153	Bách Hợp-San	16	2	4301	15181	15181		
12154	Bách Hợp-Lan	16	2	4302	15182	15182		
12155	Bách Hợp-Yêu	16	2	4303	15183	15183		
12156	Bách Hợp-Bạch	16	2	4304	15184	15184		
12157	Thủy Quả Chùy-Hồng	16	2	3005	18781	18781		
12158	Tường Vi Kiếm-Hồng	16	2	3105	18782	18782		
12159	Lạc Hoa Cung-Hồng	16	2	3205	18783	18783		
12160	Lưu Tuệ Thương-Hồng	16	2	3305	18784	18784		
12161	Kim Kết Kiếm-Hồng	16	2	3405	18785	18785		
12162	Phá Nguyệt Thích-Hồng	16	2	3505	18786	18786		
12163	Phá Mộng Trượng-Hồng	16	2	3605	18787	18787		
12164	Phù Cừ Kỹ-Hồng	16	2	3705	18788	18788		
12165	Mộc Hoa Nỏ-Hồng	16	2	3805	18789	18789		
12166	Tiếu Xuân Phong-Hồng	16	2	3905	18790	18790		
12167	Thanh Trúc Trượng-Hồng	16	2	4005	18791	18791		
12168	Triều Nhan Địch-Hồng	16	2	4105	18792	18792		
12169	Thúy Nha Chi-Hồng	16	2	4205	18793	18793		
12170	Bách Hợp-Hồng	16	2	4305	18794	18794		
11134	Nhuận Đức Đao-Mặc	16	2	10681	16501	16501		
11135	Nhuận Đức Đao-Dạ	16	2	12534	17251	17251		
11136	Nhuận Đức Đao-Hắc	16	2	12535	17252	17252		
11137	Nhuận Đức Đao-Phù	16	2	12536	17253	17253		
11138	Oán Nguyệt Đao-Quỷ	16	2	10682	16502	16502		
11139	Oán Nguyệt Đao-Phù	16	2	12537	17254	17254		
11140	Oán Nguyệt Đao-Mặc	16	2	12538	17255	17255		
11141	Oán Nguyệt Đao-Ám	16	2	12539	17256	17256		
11142	Phù Long Đao-Mạt	16	2	10683	16503	16503	Vũ Khí Bá Đao T13-Màu 1	T13
11143	Phù Long Đao-Phù	16	2	12540	17257	17257	Vũ Khí Bá Đao T13-Màu 1	T13
11144	Phù Long Đao-Dạ	16	2	12541	17258	17258	Vũ Khí Bá Đao T13-Màu 1	T13
11145	Phù Long Đao-Hắc	16	2	12542	17259	17259	Vũ Khí Bá Đao T13-Màu 1	T13
11146	Cửu Cốt Đao-Khôi	16	2	10684	16504	16504		
11147	Cửu Cốt Đao-Phù	16	2	12543	17260	17260		
11148	Cửu Cốt Đao-Dạ	16	2	12544	17261	17261		
11149	Cửu Cốt Đao-Hắc	16	2	12545	17262	17262		
11150	Hạo Phong Đao-Ngân	16	2	10685	16505	16505		
11151	Hạo Phong Đao-Phỉ	16	2	12546	17263	17263		
11152	Hạo Phong Đao-Phù	16	2	12547	17264	17264		
11153	Hạo Phong Đao-Mặc	16	2	12548	17265	17265		
11154	Yển Cốt Đao-Bạch	16	2	10686	16506	16506		
11155	Yển Cốt Đao-Lam	16	2	12549	17266	17266		
11156	Yển Cốt Đao-Hắc	16	2	12550	17267	17267		
11157	Yển Cốt Đao-Kim	16	2	12551	17268	17268		
11158	Vũ Khí Bá Đao (Nữ) T17-Huy	16	2	10687	16507	16507		
11159	Vũ Khí Bá Đao (Nữ) T17-Mân	16	2	12552	17269	17269		
11160	Vũ Khí Bá Đao (Nữ) T17-Ngân	16	2	12553	17270	17270		
11161	Vũ Khí Bá Đao (Nữ) T17-Mặc	16	2	12554	17271	17271		
11162	Vũ Khí Bá Đao (Nữ) T18-Hạt	16	2	10688	16508	16508		
11163	Vũ Khí Bá Đao (Nữ) T18-Mặc	16	2	12555	17272	17272		
11164	Vũ Khí Bá Đao (Nữ) T18-Xích	16	2	12556	17273	17273		
11165	Vũ Khí Bá Đao (Nữ) T18-Lục	16	2	12557	17274	17274		
11166	Vũ Khí Bá Đao (Nữ) T19-Lan	16	2	10689	16509	16509		
11167	Vũ Khí Bá Đao (Nữ) T19-Hà	16	2	12558	17275	17275		
11168	Vũ Khí Bá Đao (Nữ) T19-Danh	16	2	12559	17276	17276		
11169	Vũ Khí Bá Đao (Nữ) T19-Ám	16	2	12560	17277	17277		
11170	Vũ Khí Bá Đao (Nữ) T20-Phù	16	2	10690	16510	16510		
11171	Vũ Khí Bá Đao (Nữ) T20-Ngân	16	2	12561	17278	17278		
11172	Vũ Khí Bá Đao (Nữ) T20-Yêu	16	2	12562	17279	17279		
11173	Vũ Khí Bá Đao (Nữ) T20-Lục	16	2	12563	17280	17280		
20001	Minh Quang Giáp-Huy	1	1	11001	70000	70000	Đồng Phục 1	
20002	Minh Quang Giáp-Ngân	1	1	11002	70001	70001	Đồng Phục 1-Màu 2	
20003	Minh Quang Giáp-Dạ	1	1	11003	70002	70002	Đồng Phục 1-Màu 3	
20004	Minh Quang Giáp-Mân	1	1	11004	70003	70003	Đồng Phục 1-Màu 4	
20005	Diệu Nhật Giáp-Phù	1	1	11005	70004	70004	Đồng Phục 2	
20006	Diệu Nhật Giáp-Ngân	1	1	11006	70005	70005	Đồng Phục 2-Màu 2	
20007	Diệu Nhật Giáp-Hạt	1	1	11007	70006	70006	Đồng Phục 2-Màu 3	
20008	Diệu Nhật Giáp-Danh	1	1	11008	70007	70007	Đồng Phục 2-Màu 4	
20009	Bá Vương Giáp-Phù	1	1	11009	70008	70008	Đồng Phục 3	
20010	Bá Vương Giáp-Dạ	1	1	11010	70009	70009	Đồng Phục 3-Màu 2	
20011	Bá Vương Giáp-Tinh	1	1	11011	70010	70010	Đồng Phục 3-Màu 3	
20012	Bá Vương Giáp-Lam	1	1	11012	70011	70011	Đồng Phục 3-Màu 4	
20013	Minh Quang Giáp-Ám	1	1	11013	70192	70192	Đồng Phục 1-Màu 5	
20014	Diệu Nhật Giáp-Ám	1	1	11014	70208	70208	Đồng Phục 2-Màu 5	
20015	Bá Vương Giáp-Hạnh	1	1	11015	70224	70224	Đồng Phục 3-Màu 5	
20016	Phượng Hoàng Giáp-Phù	1	1	11016	70240	70240	Đồng Phục 4	
20017	Phượng Hoàng Giáp-Dạ	1	1	11017	70241	70241	Đồng Phục 4-Màu 2	
20018	Phượng Hoàng Giáp-Hắc	1	1	11018	70242	70242	Đồng Phục 4-Màu 3	
20019	Phượng Hoàng Giáp-Quỷ	1	1	11019	70243	70243	Đồng Phục 4-Màu 4	
20020	Phượng Hoàng Giáp-Phù	1	1	11020	70008	70008	Đồng Phục 4-Màu 5	
20021	Đồng Phục T5-Màu 1	1	1	11021	70481	70481	Đồng Phục 5	
20022	Đồng Phục T5-Màu 2	1	1	11022	70482	70482	Đồng Phục 5-Màu 2	
20023	Đồng Phục T5-Màu 3	1	1	11023	70483	70483	Đồng Phục 5-Màu 3	
20024	Đồng Phục T5-Màu 4	1	1	11024	70484	70484	Đồng Phục 5-Màu 4	
20025	Đồng Phục T5-Màu 5	1	1	11025	70485	70485	Đồng Phục 5-Màu 5	
20001	Minh Quang Giáp-Huy	1	2	11501	70461	70461	Đồng Phục Thiên Vương (Nữ) 1	
20002	Minh Quang Giáp-Ngân	1	2	11502	70462	70462	Đồng Phục Thiên Vương (Nữ) 1-Màu 2	
20003	Minh Quang Giáp-Dạ	1	2	11503	70463	70463	Đồng Phục Thiên Vương (Nữ) 1-Màu 3	
20004	Minh Quang Giáp-Mân	1	2	11504	70464	70464	Đồng Phục Thiên Vương (Nữ) 1-Màu 4	
20005	Diệu Nhật Giáp-Phù	1	2	11505	70466	70466	Đồng Phục Thiên Vương (Nữ) 2	
20006	Diệu Nhật Giáp-Ngân	1	2	11506	70467	70467	Đồng Phục Thiên Vương (Nữ) 2-Màu 2	
20007	Diệu Nhật Giáp-Hạt	1	2	11507	70468	70468	Đồng Phục Thiên Vương (Nữ) 2-Màu 3	
20008	Diệu Nhật Giáp-Danh	1	2	11508	70469	70469	Đồng Phục Thiên Vương (Nữ) 2-Màu 4	
20009	Bá Vương Giáp-Phù	1	2	11509	70471	70471	Đồng Phục Thiên Vương (Nữ) 3	
20010	Bá Vương Giáp-Dạ	1	2	11510	70472	70472	Đồng Phục Thiên Vương (Nữ) 3-Màu 2	
20011	Bá Vương Giáp-Tinh	1	2	11511	70473	70473	Đồng Phục Thiên Vương (Nữ) 3-Màu 3	
20012	Bá Vương Giáp-Lam	1	2	11512	70474	70474	Đồng Phục Thiên Vương (Nữ) 3-Màu 4	
20013	Minh Quang Giáp-Ám	1	2	11513	70465	70465	Đồng Phục Thiên Vương (Nữ) 1-Màu 5	
20014	Diệu Nhật Giáp-Ám	1	2	11514	70470	70470	Đồng Phục Thiên Vương (Nữ) 2-Màu 5	
20015	Bá Vương Giáp-Hạnh	1	2	11515	70475	70475	Đồng Phục Thiên Vương (Nữ) 3-Màu 5	
20016	Phượng Hoàng Giáp-Phù	1	2	11516	70476	70476	Đồng Phục Thiên Vương (Nữ) 4	
20017	Phượng Hoàng Giáp-Dạ	1	2	11517	70477	70477	Đồng Phục Thiên Vương (Nữ) 4-Màu 2	
20018	Phượng Hoàng Giáp-Hắc	1	2	11518	70478	70478	Đồng Phục Thiên Vương (Nữ) 4-Màu 3	
20019	Phượng Hoàng Giáp-Quỷ	1	2	11519	70479	70479	Đồng Phục Thiên Vương (Nữ) 4-Màu 4	
20020	Phượng Hoàng Giáp-Phù	1	2	11520	70480	70480	Đồng Phục Thiên Vương (Nữ) 4-Màu 5	
20021	Đồng Phục T5-Màu 1	1	2	11521	70486	70486	Đồng Phục 5	
20022	Đồng Phục T5-Màu 2	1	2	11522	70487	70487	Đồng Phục 5-Màu 2	
20023	Đồng Phục T5-Màu 3	1	2	11523	70488	70488	Đồng Phục 5-Màu 3	
20024	Đồng Phục T5-Màu 4	1	2	11524	70489	70489	Đồng Phục 5-Màu 4	
20025	Đồng Phục T5-Màu 5	1	2	11525	70490	70490	Đồng Phục 5-Màu 5	
20001	Mộng Mê Thường-Mân	2	2	12501	70012	70012	Đồng Phục 1	
20002	Mộng Mê Thường-Dương	2	2	12502	70013	70013	Đồng Phục 1-Màu 2	
20003	Mộng Mê Thường-Huân	2	2	12503	70014	70014	Đồng Phục 1-Màu 3	
