GroupId	SaveId	Desc	Level	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3
2013		Thuộc tính Yếu Quyết x1	20	weaken_deadlystrike_v	107																		
2013		Thuộc tính Yếu Quyết x1	21	weaken_deadlystrike_v	112																		
2013		Thuộc tính Yếu Quyết x1	22	weaken_deadlystrike_v	118																		
2013		Thuộc tính Yếu Quyết x1	23	weaken_deadlystrike_v	123																		
2013		Thuộc tính Yếu Quyết x1	24	weaken_deadlystrike_v	128																		
2013		Thuộc tính Yếu Quyết x1	25	weaken_deadlystrike_v	134																		
2013		Thuộc tính Yếu Quyết x1	26	weaken_deadlystrike_v	139																		
2013		Thuộc tính Yếu Quyết x1	27	weaken_deadlystrike_v	144																		
2013		Thuộc tính Yếu Quyết x1	28	weaken_deadlystrike_v	150																		
2013		Thuộc tính Yếu Quyết x1	29	weaken_deadlystrike_v	155																		
2013		Thuộc tính Yếu Quyết x1	30	weaken_deadlystrike_v	160																		
2013		Thuộc tính Yếu Quyết x1	31	weaken_deadlystrike_v	166																		
2013		Thuộc tính Yếu Quyết x1	32	weaken_deadlystrike_v	171																		
2013		Thuộc tính Yếu Quyết x1	33	weaken_deadlystrike_v	176																		
2013		Thuộc tính Yếu Quyết x1	34	weaken_deadlystrike_v	182																		
2013		Thuộc tính Yếu Quyết x1	35	weaken_deadlystrike_v	187																		
2013		Thuộc tính Yếu Quyết x1	36	weaken_deadlystrike_v	192																		
2014		Thuộc tính Yếu Quyết x2	1	weaken_deadlystrike_v	11																		
2014		Thuộc tính Yếu Quyết x2	2	weaken_deadlystrike_v	22																		
2014		Thuộc tính Yếu Quyết x2	3	weaken_deadlystrike_v	32																		
2014		Thuộc tính Yếu Quyết x2	4	weaken_deadlystrike_v	43																		
2014		Thuộc tính Yếu Quyết x2	5	weaken_deadlystrike_v	54																		
2014		Thuộc tính Yếu Quyết x2	6	weaken_deadlystrike_v	64																		
2014		Thuộc tính Yếu Quyết x2	7	weaken_deadlystrike_v	75																		
2014		Thuộc tính Yếu Quyết x2	8	weaken_deadlystrike_v	86																		
2014		Thuộc tính Yếu Quyết x2	9	weaken_deadlystrike_v	96																		
2014		Thuộc tính Yếu Quyết x2	10	weaken_deadlystrike_v	107																		
2014		Thuộc tính Yếu Quyết x2	11	weaken_deadlystrike_v	118																		
2014		Thuộc tính Yếu Quyết x2	12	weaken_deadlystrike_v	128																		
2014		Thuộc tính Yếu Quyết x2	13	weaken_deadlystrike_v	139																		
2014		Thuộc tính Yếu Quyết x2	14	weaken_deadlystrike_v	150																		
2014		Thuộc tính Yếu Quyết x2	15	weaken_deadlystrike_v	160																		
2014		Thuộc tính Yếu Quyết x2	16	weaken_deadlystrike_v	171																		
2014		Thuộc tính Yếu Quyết x2	17	weaken_deadlystrike_v	182																		
2014		Thuộc tính Yếu Quyết x2	18	weaken_deadlystrike_v	192																		
2014		Thuộc tính Yếu Quyết x2	19	weaken_deadlystrike_v	203																		
2014		Thuộc tính Yếu Quyết x2	20	weaken_deadlystrike_v	214																		
2014		Thuộc tính Yếu Quyết x2	21	weaken_deadlystrike_v	224																		
2014		Thuộc tính Yếu Quyết x2	22	weaken_deadlystrike_v	235																		
2014		Thuộc tính Yếu Quyết x2	23	weaken_deadlystrike_v	246																		
2014		Thuộc tính Yếu Quyết x2	24	weaken_deadlystrike_v	256																		
2014		Thuộc tính Yếu Quyết x2	25	weaken_deadlystrike_v	267																		
2014		Thuộc tính Yếu Quyết x2	26	weaken_deadlystrike_v	278																		
2014		Thuộc tính Yếu Quyết x2	27	weaken_deadlystrike_v	288																		
2014		Thuộc tính Yếu Quyết x2	28	weaken_deadlystrike_v	299																		
2014		Thuộc tính Yếu Quyết x2	29	weaken_deadlystrike_v	310																		
2014		Thuộc tính Yếu Quyết x2	30	weaken_deadlystrike_v	320																		
2014		Thuộc tính Yếu Quyết x2	31	weaken_deadlystrike_v	331																		
2014		Thuộc tính Yếu Quyết x2	32	weaken_deadlystrike_v	342																		
2014		Thuộc tính Yếu Quyết x2	33	weaken_deadlystrike_v	352																		
2014		Thuộc tính Yếu Quyết x2	34	weaken_deadlystrike_v	363																		
2014		Thuộc tính Yếu Quyết x2	35	weaken_deadlystrike_v	374																		
2014		Thuộc tính Yếu Quyết x2	36	weaken_deadlystrike_v	384																		
2015		Thuộc tính Yếu Quyết x3	1	weaken_deadlystrike_v	16																		
2015		Thuộc tính Yếu Quyết x3	2	weaken_deadlystrike_v	32																		
2015		Thuộc tính Yếu Quyết x3	3	weaken_deadlystrike_v	48																		
2015		Thuộc tính Yếu Quyết x3	4	weaken_deadlystrike_v	64																		
2015		Thuộc tính Yếu Quyết x3	5	weaken_deadlystrike_v	80																		
2015		Thuộc tính Yếu Quyết x3	6	weaken_deadlystrike_v	96																		
2015		Thuộc tính Yếu Quyết x3	7	weaken_deadlystrike_v	112																		
2015		Thuộc tính Yếu Quyết x3	8	weaken_deadlystrike_v	128																		
2015		Thuộc tính Yếu Quyết x3	9	weaken_deadlystrike_v	144																		
2015		Thuộc tính Yếu Quyết x3	10	weaken_deadlystrike_v	160																		
2015		Thuộc tính Yếu Quyết x3	11	weaken_deadlystrike_v	176																		
2015		Thuộc tính Yếu Quyết x3	12	weaken_deadlystrike_v	192																		
2015		Thuộc tính Yếu Quyết x3	13	weaken_deadlystrike_v	208																		
2015		Thuộc tính Yếu Quyết x3	14	weaken_deadlystrike_v	224																		
2015		Thuộc tính Yếu Quyết x3	15	weaken_deadlystrike_v	240																		
2015		Thuộc tính Yếu Quyết x3	16	weaken_deadlystrike_v	256																		
2015		Thuộc tính Yếu Quyết x3	17	weaken_deadlystrike_v	272																		
2015		Thuộc tính Yếu Quyết x3	18	weaken_deadlystrike_v	288																		
2015		Thuộc tính Yếu Quyết x3	19	weaken_deadlystrike_v	304																		
2015		Thuộc tính Yếu Quyết x3	20	weaken_deadlystrike_v	320																		
2015		Thuộc tính Yếu Quyết x3	21	weaken_deadlystrike_v	336																		
2015		Thuộc tính Yếu Quyết x3	22	weaken_deadlystrike_v	352																		
2015		Thuộc tính Yếu Quyết x3	23	weaken_deadlystrike_v	368																		
2015		Thuộc tính Yếu Quyết x3	24	weaken_deadlystrike_v	384																		
2015		Thuộc tính Yếu Quyết x3	25	weaken_deadlystrike_v	400																		
2015		Thuộc tính Yếu Quyết x3	26	weaken_deadlystrike_v	416																		
2015		Thuộc tính Yếu Quyết x3	27	weaken_deadlystrike_v	432																		
2015		Thuộc tính Yếu Quyết x3	28	weaken_deadlystrike_v	448																		
2015		Thuộc tính Yếu Quyết x3	29	weaken_deadlystrike_v	464																		
2015		Thuộc tính Yếu Quyết x3	30	weaken_deadlystrike_v	480																		
2015		Thuộc tính Yếu Quyết x3	31	weaken_deadlystrike_v	496																		
2015		Thuộc tính Yếu Quyết x3	32	weaken_deadlystrike_v	512																		
2015		Thuộc tính Yếu Quyết x3	33	weaken_deadlystrike_v	528																		
2015		Thuộc tính Yếu Quyết x3	34	weaken_deadlystrike_v	544																		
2015		Thuộc tính Yếu Quyết x3	35	weaken_deadlystrike_v	560																		
2015		Thuộc tính Yếu Quyết x3	36	weaken_deadlystrike_v	576																		
2016		Thuộc tính Yếu Quyết x1	1	metal_resist_v	14																		
2016		Thuộc tính Yếu Quyết x1	2	metal_resist_v	27																		
2016		Thuộc tính Yếu Quyết x1	3	metal_resist_v	40																		
2016		Thuộc tính Yếu Quyết x1	4	metal_resist_v	54																		
2016		Thuộc tính Yếu Quyết x1	5	metal_resist_v	67																		
2016		Thuộc tính Yếu Quyết x1	6	metal_resist_v	80																		
2016		Thuộc tính Yếu Quyết x1	7	metal_resist_v	94																		
2016		Thuộc tính Yếu Quyết x1	8	metal_resist_v	107																		
2016		Thuộc tính Yếu Quyết x1	9	metal_resist_v	120																		
2016		Thuộc tính Yếu Quyết x1	10	metal_resist_v	134																		
2016		Thuộc tính Yếu Quyết x1	11	metal_resist_v	147																		
2016		Thuộc tính Yếu Quyết x1	12	metal_resist_v	160																		
2016		Thuộc tính Yếu Quyết x1	13	metal_resist_v	174																		
2016		Thuộc tính Yếu Quyết x1	14	metal_resist_v	187																		
2016		Thuộc tính Yếu Quyết x1	15	metal_resist_v	200																		
2016		Thuộc tính Yếu Quyết x1	16	metal_resist_v	214																		
2016		Thuộc tính Yếu Quyết x1	17	metal_resist_v	227																		
2016		Thuộc tính Yếu Quyết x1	18	metal_resist_v	240																		
2016		Thuộc tính Yếu Quyết x1	19	metal_resist_v	254																		
2016		Thuộc tính Yếu Quyết x1	20	metal_resist_v	267																		
2016		Thuộc tính Yếu Quyết x1	21	metal_resist_v	280																		
2016		Thuộc tính Yếu Quyết x1	22	metal_resist_v	294																		
2016		Thuộc tính Yếu Quyết x1	23	metal_resist_v	307																		
2016		Thuộc tính Yếu Quyết x1	24	metal_resist_v	320																		
2016		Thuộc tính Yếu Quyết x1	25	metal_resist_v	334																		
2016		Thuộc tính Yếu Quyết x1	26	metal_resist_v	347																		
2016		Thuộc tính Yếu Quyết x1	27	metal_resist_v	360																		
2016		Thuộc tính Yếu Quyết x1	28	metal_resist_v	374																		
2016		Thuộc tính Yếu Quyết x1	29	metal_resist_v	387																		
2016		Thuộc tính Yếu Quyết x1	30	metal_resist_v	400																		
2016		Thuộc tính Yếu Quyết x1	31	metal_resist_v	414																		
2016		Thuộc tính Yếu Quyết x1	32	metal_resist_v	427																		
2016		Thuộc tính Yếu Quyết x1	33	metal_resist_v	440																		
2016		Thuộc tính Yếu Quyết x1	34	metal_resist_v	454																		
2016		Thuộc tính Yếu Quyết x1	35	metal_resist_v	467																		
2016		Thuộc tính Yếu Quyết x1	36	metal_resist_v	480																		
2017		Thuộc tính Yếu Quyết x2	1	metal_resist_v	27																		
2017		Thuộc tính Yếu Quyết x2	2	metal_resist_v	54																		
2017		Thuộc tính Yếu Quyết x2	3	metal_resist_v	80																		
2017		Thuộc tính Yếu Quyết x2	4	metal_resist_v	107																		
2017		Thuộc tính Yếu Quyết x2	5	metal_resist_v	134																		
2017		Thuộc tính Yếu Quyết x2	6	metal_resist_v	160																		
2017		Thuộc tính Yếu Quyết x2	7	metal_resist_v	187																		
2017		Thuộc tính Yếu Quyết x2	8	metal_resist_v	214																		
2017		Thuộc tính Yếu Quyết x2	9	metal_resist_v	240																		
2017		Thuộc tính Yếu Quyết x2	10	metal_resist_v	267																		
2017		Thuộc tính Yếu Quyết x2	11	metal_resist_v	294																		
2017		Thuộc tính Yếu Quyết x2	12	metal_resist_v	320																		
2017		Thuộc tính Yếu Quyết x2	13	metal_resist_v	347																		
2017		Thuộc tính Yếu Quyết x2	14	metal_resist_v	374																		
2017		Thuộc tính Yếu Quyết x2	15	metal_resist_v	400																		
2017		Thuộc tính Yếu Quyết x2	16	metal_resist_v	427																		
2017		Thuộc tính Yếu Quyết x2	17	metal_resist_v	454																		
2017		Thuộc tính Yếu Quyết x2	18	metal_resist_v	480																		
2017		Thuộc tính Yếu Quyết x2	19	metal_resist_v	507																		
2017		Thuộc tính Yếu Quyết x2	20	metal_resist_v	534																		
2017		Thuộc tính Yếu Quyết x2	21	metal_resist_v	560																		
2017		Thuộc tính Yếu Quyết x2	22	metal_resist_v	587																		
2017		Thuộc tính Yếu Quyết x2	23	metal_resist_v	614																		
2017		Thuộc tính Yếu Quyết x2	24	metal_resist_v	640																		
2017		Thuộc tính Yếu Quyết x2	25	metal_resist_v	667																		
2017		Thuộc tính Yếu Quyết x2	26	metal_resist_v	694																		
2017		Thuộc tính Yếu Quyết x2	27	metal_resist_v	720																		
2017		Thuộc tính Yếu Quyết x2	28	metal_resist_v	747																		
2017		Thuộc tính Yếu Quyết x2	29	metal_resist_v	774																		
2017		Thuộc tính Yếu Quyết x2	30	metal_resist_v	800																		
2017		Thuộc tính Yếu Quyết x2	31	metal_resist_v	827																		
2017		Thuộc tính Yếu Quyết x2	32	metal_resist_v	854																		
2017		Thuộc tính Yếu Quyết x2	33	metal_resist_v	880																		
2017		Thuộc tính Yếu Quyết x2	34	metal_resist_v	907																		
2017		Thuộc tính Yếu Quyết x2	35	metal_resist_v	934																		
2017		Thuộc tính Yếu Quyết x2	36	metal_resist_v	960																		
2018		Thuộc tính Yếu Quyết x3	1	metal_resist_v	40																		
2018		Thuộc tính Yếu Quyết x3	2	metal_resist_v	80																		
2018		Thuộc tính Yếu Quyết x3	3	metal_resist_v	120																		
2018		Thuộc tính Yếu Quyết x3	4	metal_resist_v	160																		
2018		Thuộc tính Yếu Quyết x3	5	metal_resist_v	200																		
2018		Thuộc tính Yếu Quyết x3	6	metal_resist_v	240																		
2018		Thuộc tính Yếu Quyết x3	7	metal_resist_v	280																		
2018		Thuộc tính Yếu Quyết x3	8	metal_resist_v	320																		
2018		Thuộc tính Yếu Quyết x3	9	metal_resist_v	360																		
2018		Thuộc tính Yếu Quyết x3	10	metal_resist_v	400																		
2018		Thuộc tính Yếu Quyết x3	11	metal_resist_v	440																		
2018		Thuộc tính Yếu Quyết x3	12	metal_resist_v	480																		
2018		Thuộc tính Yếu Quyết x3	13	metal_resist_v	520																		
2018		Thuộc tính Yếu Quyết x3	14	metal_resist_v	560																		
2018		Thuộc tính Yếu Quyết x3	15	metal_resist_v	600																		
2018		Thuộc tính Yếu Quyết x3	16	metal_resist_v	640																		
2018		Thuộc tính Yếu Quyết x3	17	metal_resist_v	680																		
2018		Thuộc tính Yếu Quyết x3	18	metal_resist_v	720																		
2018		Thuộc tính Yếu Quyết x3	19	metal_resist_v	760																		
2018		Thuộc tính Yếu Quyết x3	20	metal_resist_v	800																		
2018		Thuộc tính Yếu Quyết x3	21	metal_resist_v	840																		
2018		Thuộc tính Yếu Quyết x3	22	metal_resist_v	880																		
2018		Thuộc tính Yếu Quyết x3	23	metal_resist_v	920																		
2018		Thuộc tính Yếu Quyết x3	24	metal_resist_v	960																		
2018		Thuộc tính Yếu Quyết x3	25	metal_resist_v	1000																		
2018		Thuộc tính Yếu Quyết x3	26	metal_resist_v	1040																		
2018		Thuộc tính Yếu Quyết x3	27	metal_resist_v	1080																		
2018		Thuộc tính Yếu Quyết x3	28	metal_resist_v	1120																		
2018		Thuộc tính Yếu Quyết x3	29	metal_resist_v	1160																		
2018		Thuộc tính Yếu Quyết x3	30	metal_resist_v	1200																		
2018		Thuộc tính Yếu Quyết x3	31	metal_resist_v	1240																		
2018		Thuộc tính Yếu Quyết x3	32	metal_resist_v	1280																		
2018		Thuộc tính Yếu Quyết x3	33	metal_resist_v	1320																		
2018		Thuộc tính Yếu Quyết x3	34	metal_resist_v	1360																		
2018		Thuộc tính Yếu Quyết x3	35	metal_resist_v	1400																		
2018		Thuộc tính Yếu Quyết x3	36	metal_resist_v	1440																		
2019		Thuộc tính Yếu Quyết x1	1	wood_resist_v	14																		
2019		Thuộc tính Yếu Quyết x1	2	wood_resist_v	27																		
2019		Thuộc tính Yếu Quyết x1	3	wood_resist_v	40																		
2019		Thuộc tính Yếu Quyết x1	4	wood_resist_v	54																		
2019		Thuộc tính Yếu Quyết x1	5	wood_resist_v	67																		
2019		Thuộc tính Yếu Quyết x1	6	wood_resist_v	80																		
2019		Thuộc tính Yếu Quyết x1	7	wood_resist_v	94																		
2019		Thuộc tính Yếu Quyết x1	8	wood_resist_v	107																		
2019		Thuộc tính Yếu Quyết x1	9	wood_resist_v	120																		
2019		Thuộc tính Yếu Quyết x1	10	wood_resist_v	134																		
2019		Thuộc tính Yếu Quyết x1	11	wood_resist_v	147																		
2019		Thuộc tính Yếu Quyết x1	12	wood_resist_v	160																		
2019		Thuộc tính Yếu Quyết x1	13	wood_resist_v	174																		
2019		Thuộc tính Yếu Quyết x1	14	wood_resist_v	187																		
2019		Thuộc tính Yếu Quyết x1	15	wood_resist_v	200																		
2019		Thuộc tính Yếu Quyết x1	16	wood_resist_v	214																		
2019		Thuộc tính Yếu Quyết x1	17	wood_resist_v	227																		
2019		Thuộc tính Yếu Quyết x1	18	wood_resist_v	240																		
2019		Thuộc tính Yếu Quyết x1	19	wood_resist_v	254																		
2019		Thuộc tính Yếu Quyết x1	20	wood_resist_v	267																		
2019		Thuộc tính Yếu Quyết x1	21	wood_resist_v	280																		
2019		Thuộc tính Yếu Quyết x1	22	wood_resist_v	294																		
2019		Thuộc tính Yếu Quyết x1	23	wood_resist_v	307																		
2019		Thuộc tính Yếu Quyết x1	24	wood_resist_v	320																		
2019		Thuộc tính Yếu Quyết x1	25	wood_resist_v	334																		
2019		Thuộc tính Yếu Quyết x1	26	wood_resist_v	347																		
2019		Thuộc tính Yếu Quyết x1	27	wood_resist_v	360																		
2019		Thuộc tính Yếu Quyết x1	28	wood_resist_v	374																		
2019		Thuộc tính Yếu Quyết x1	29	wood_resist_v	387																		
2019		Thuộc tính Yếu Quyết x1	30	wood_resist_v	400																		
2019		Thuộc tính Yếu Quyết x1	31	wood_resist_v	414																		
2019		Thuộc tính Yếu Quyết x1	32	wood_resist_v	427																		
2019		Thuộc tính Yếu Quyết x1	33	wood_resist_v	440																		
2019		Thuộc tính Yếu Quyết x1	34	wood_resist_v	454																		
2019		Thuộc tính Yếu Quyết x1	35	wood_resist_v	467																		
2019		Thuộc tính Yếu Quyết x1	36	wood_resist_v	480																		
2020		Thuộc tính Yếu Quyết x2	1	wood_resist_v	27																		
2020		Thuộc tính Yếu Quyết x2	2	wood_resist_v	54																		
2020		Thuộc tính Yếu Quyết x2	3	wood_resist_v	80																		
2020		Thuộc tính Yếu Quyết x2	4	wood_resist_v	107																		
2020		Thuộc tính Yếu Quyết x2	5	wood_resist_v	134																		
2020		Thuộc tính Yếu Quyết x2	6	wood_resist_v	160																		
2020		Thuộc tính Yếu Quyết x2	7	wood_resist_v	187																		
2020		Thuộc tính Yếu Quyết x2	8	wood_resist_v	214																		
2020		Thuộc tính Yếu Quyết x2	9	wood_resist_v	240																		
2020		Thuộc tính Yếu Quyết x2	10	wood_resist_v	267																		
2020		Thuộc tính Yếu Quyết x2	11	wood_resist_v	294																		
2020		Thuộc tính Yếu Quyết x2	12	wood_resist_v	320																		
2020		Thuộc tính Yếu Quyết x2	13	wood_resist_v	347																		
2020		Thuộc tính Yếu Quyết x2	14	wood_resist_v	374																		
2020		Thuộc tính Yếu Quyết x2	15	wood_resist_v	400																		
2020		Thuộc tính Yếu Quyết x2	16	wood_resist_v	427																		
2020		Thuộc tính Yếu Quyết x2	17	wood_resist_v	454																		
2020		Thuộc tính Yếu Quyết x2	18	wood_resist_v	480																		
2020		Thuộc tính Yếu Quyết x2	19	wood_resist_v	507																		
2020		Thuộc tính Yếu Quyết x2	20	wood_resist_v	534																		
2020		Thuộc tính Yếu Quyết x2	21	wood_resist_v	560																		
2020		Thuộc tính Yếu Quyết x2	22	wood_resist_v	587																		
2020		Thuộc tính Yếu Quyết x2	23	wood_resist_v	614																		
2020		Thuộc tính Yếu Quyết x2	24	wood_resist_v	640																		
2020		Thuộc tính Yếu Quyết x2	25	wood_resist_v	667																		
2020		Thuộc tính Yếu Quyết x2	26	wood_resist_v	694																		
2020		Thuộc tính Yếu Quyết x2	27	wood_resist_v	720																		
2020		Thuộc tính Yếu Quyết x2	28	wood_resist_v	747																		
2020		Thuộc tính Yếu Quyết x2	29	wood_resist_v	774																		
2020		Thuộc tính Yếu Quyết x2	30	wood_resist_v	800																		
2020		Thuộc tính Yếu Quyết x2	31	wood_resist_v	827																		
2020		Thuộc tính Yếu Quyết x2	32	wood_resist_v	854																		
2020		Thuộc tính Yếu Quyết x2	33	wood_resist_v	880																		
2020		Thuộc tính Yếu Quyết x2	34	wood_resist_v	907																		
2020		Thuộc tính Yếu Quyết x2	35	wood_resist_v	934																		
2020		Thuộc tính Yếu Quyết x2	36	wood_resist_v	960																		
2021		Thuộc tính Yếu Quyết x3	1	wood_resist_v	40																		
2021		Thuộc tính Yếu Quyết x3	2	wood_resist_v	80																		
2021		Thuộc tính Yếu Quyết x3	3	wood_resist_v	120																		
2021		Thuộc tính Yếu Quyết x3	4	wood_resist_v	160																		
2021		Thuộc tính Yếu Quyết x3	5	wood_resist_v	200																		
2021		Thuộc tính Yếu Quyết x3	6	wood_resist_v	240																		
2021		Thuộc tính Yếu Quyết x3	7	wood_resist_v	280																		
2021		Thuộc tính Yếu Quyết x3	8	wood_resist_v	320																		
2021		Thuộc tính Yếu Quyết x3	9	wood_resist_v	360																		
2021		Thuộc tính Yếu Quyết x3	10	wood_resist_v	400																		
2021		Thuộc tính Yếu Quyết x3	11	wood_resist_v	440																		
2021		Thuộc tính Yếu Quyết x3	12	wood_resist_v	480																		
2021		Thuộc tính Yếu Quyết x3	13	wood_resist_v	520																		
2021		Thuộc tính Yếu Quyết x3	14	wood_resist_v	560																		
2021		Thuộc tính Yếu Quyết x3	15	wood_resist_v	600																		
2021		Thuộc tính Yếu Quyết x3	16	wood_resist_v	640																		
2021		Thuộc tính Yếu Quyết x3	17	wood_resist_v	680																		
2021		Thuộc tính Yếu Quyết x3	18	wood_resist_v	720																		
2021		Thuộc tính Yếu Quyết x3	19	wood_resist_v	760																		
2021		Thuộc tính Yếu Quyết x3	20	wood_resist_v	800																		
2021		Thuộc tính Yếu Quyết x3	21	wood_resist_v	840																		
2021		Thuộc tính Yếu Quyết x3	22	wood_resist_v	880																		
2021		Thuộc tính Yếu Quyết x3	23	wood_resist_v	920																		
2021		Thuộc tính Yếu Quyết x3	24	wood_resist_v	960																		
2021		Thuộc tính Yếu Quyết x3	25	wood_resist_v	1000																		
2021		Thuộc tính Yếu Quyết x3	26	wood_resist_v	1040																		
2021		Thuộc tính Yếu Quyết x3	27	wood_resist_v	1080																		
2021		Thuộc tính Yếu Quyết x3	28	wood_resist_v	1120																		
2021		Thuộc tính Yếu Quyết x3	29	wood_resist_v	1160																		
2021		Thuộc tính Yếu Quyết x3	30	wood_resist_v	1200																		
2021		Thuộc tính Yếu Quyết x3	31	wood_resist_v	1240																		
2021		Thuộc tính Yếu Quyết x3	32	wood_resist_v	1280																		
2021		Thuộc tính Yếu Quyết x3	33	wood_resist_v	1320																		
2021		Thuộc tính Yếu Quyết x3	34	wood_resist_v	1360																		
2021		Thuộc tính Yếu Quyết x3	35	wood_resist_v	1400																		
2021		Thuộc tính Yếu Quyết x3	36	wood_resist_v	1440																		
2022		Thuộc tính Yếu Quyết x1	1	water_resist_v	14																		
2022		Thuộc tính Yếu Quyết x1	2	water_resist_v	27																		
2022		Thuộc tính Yếu Quyết x1	3	water_resist_v	40																		
2022		Thuộc tính Yếu Quyết x1	4	water_resist_v	54																		
2022		Thuộc tính Yếu Quyết x1	5	water_resist_v	67																		
2022		Thuộc tính Yếu Quyết x1	6	water_resist_v	80																		
2022		Thuộc tính Yếu Quyết x1	7	water_resist_v	94																		
2022		Thuộc tính Yếu Quyết x1	8	water_resist_v	107																		
2022		Thuộc tính Yếu Quyết x1	9	water_resist_v	120																		
2022		Thuộc tính Yếu Quyết x1	10	water_resist_v	134																		
2022		Thuộc tính Yếu Quyết x1	11	water_resist_v	147																		
2022		Thuộc tính Yếu Quyết x1	12	water_resist_v	160																		
2022		Thuộc tính Yếu Quyết x1	13	water_resist_v	174																		
2022		Thuộc tính Yếu Quyết x1	14	water_resist_v	187																		
2022		Thuộc tính Yếu Quyết x1	15	water_resist_v	200																		
2022		Thuộc tính Yếu Quyết x1	16	water_resist_v	214																		
2022		Thuộc tính Yếu Quyết x1	17	water_resist_v	227																		
2022		Thuộc tính Yếu Quyết x1	18	water_resist_v	240																		
2022		Thuộc tính Yếu Quyết x1	19	water_resist_v	254																		
2022		Thuộc tính Yếu Quyết x1	20	water_resist_v	267																		
2022		Thuộc tính Yếu Quyết x1	21	water_resist_v	280																		
2022		Thuộc tính Yếu Quyết x1	22	water_resist_v	294																		
2022		Thuộc tính Yếu Quyết x1	23	water_resist_v	307																		
2022		Thuộc tính Yếu Quyết x1	24	water_resist_v	320																		
2022		Thuộc tính Yếu Quyết x1	25	water_resist_v	334																		
2022		Thuộc tính Yếu Quyết x1	26	water_resist_v	347																		
2022		Thuộc tính Yếu Quyết x1	27	water_resist_v	360																		
2022		Thuộc tính Yếu Quyết x1	28	water_resist_v	374																		
2022		Thuộc tính Yếu Quyết x1	29	water_resist_v	387																		
2022		Thuộc tính Yếu Quyết x1	30	water_resist_v	400																		
2022		Thuộc tính Yếu Quyết x1	31	water_resist_v	414																		
2022		Thuộc tính Yếu Quyết x1	32	water_resist_v	427																		
2022		Thuộc tính Yếu Quyết x1	33	water_resist_v	440																		
2022		Thuộc tính Yếu Quyết x1	34	water_resist_v	454																		
2022		Thuộc tính Yếu Quyết x1	35	water_resist_v	467																		
2022		Thuộc tính Yếu Quyết x1	36	water_resist_v	480																		
2023		Thuộc tính Yếu Quyết x2	1	water_resist_v	27																		
2023		Thuộc tính Yếu Quyết x2	2	water_resist_v	54																		
2023		Thuộc tính Yếu Quyết x2	3	water_resist_v	80																		
2023		Thuộc tính Yếu Quyết x2	4	water_resist_v	107																		
2023		Thuộc tính Yếu Quyết x2	5	water_resist_v	134																		
2023		Thuộc tính Yếu Quyết x2	6	water_resist_v	160																		
2023		Thuộc tính Yếu Quyết x2	7	water_resist_v	187																		
2023		Thuộc tính Yếu Quyết x2	8	water_resist_v	214																		
2023		Thuộc tính Yếu Quyết x2	9	water_resist_v	240																		
2023		Thuộc tính Yếu Quyết x2	10	water_resist_v	267																		
2023		Thuộc tính Yếu Quyết x2	11	water_resist_v	294																		
2023		Thuộc tính Yếu Quyết x2	12	water_resist_v	320																		
2023		Thuộc tính Yếu Quyết x2	13	water_resist_v	347																		
2023		Thuộc tính Yếu Quyết x2	14	water_resist_v	374																		
2023		Thuộc tính Yếu Quyết x2	15	water_resist_v	400																		
2023		Thuộc tính Yếu Quyết x2	16	water_resist_v	427																		
2023		Thuộc tính Yếu Quyết x2	17	water_resist_v	454																		
2023		Thuộc tính Yếu Quyết x2	18	water_resist_v	480																		
2023		Thuộc tính Yếu Quyết x2	19	water_resist_v	507																		
2023		Thuộc tính Yếu Quyết x2	20	water_resist_v	534																		
2023		Thuộc tính Yếu Quyết x2	21	water_resist_v	560																		
2023		Thuộc tính Yếu Quyết x2	22	water_resist_v	587																		
2023		Thuộc tính Yếu Quyết x2	23	water_resist_v	614																		
2023		Thuộc tính Yếu Quyết x2	24	water_resist_v	640																		
2023		Thuộc tính Yếu Quyết x2	25	water_resist_v	667																		
2023		Thuộc tính Yếu Quyết x2	26	water_resist_v	694																		
2023		Thuộc tính Yếu Quyết x2	27	water_resist_v	720																		
2023		Thuộc tính Yếu Quyết x2	28	water_resist_v	747																		
2023		Thuộc tính Yếu Quyết x2	29	water_resist_v	774																		
2023		Thuộc tính Yếu Quyết x2	30	water_resist_v	800																		
2023		Thuộc tính Yếu Quyết x2	31	water_resist_v	827																		
2023		Thuộc tính Yếu Quyết x2	32	water_resist_v	854																		
2023		Thuộc tính Yếu Quyết x2	33	water_resist_v	880																		
2023		Thuộc tính Yếu Quyết x2	34	water_resist_v	907																		
2023		Thuộc tính Yếu Quyết x2	35	water_resist_v	934																		
2023		Thuộc tính Yếu Quyết x2	36	water_resist_v	960																		
2024		Thuộc tính Yếu Quyết x3	1	water_resist_v	40																		
2024		Thuộc tính Yếu Quyết x3	2	water_resist_v	80																		
2024		Thuộc tính Yếu Quyết x3	3	water_resist_v	120																		
2024		Thuộc tính Yếu Quyết x3	4	water_resist_v	160																		
2024		Thuộc tính Yếu Quyết x3	5	water_resist_v	200																		
2024		Thuộc tính Yếu Quyết x3	6	water_resist_v	240																		
