EquipItem	WaiYiItem	Cost	TimeOut	Desc
7126	7128		2592000	Nón Ti Lộ Lưu Sa-30 ngày
8183	8209		259200	Nón Nhung Tuyết Hoa Quán T10 (3 Ngày)
8184	8209		604800	Nón Nhung Tuyết Hoa Quán T10 (7 Ngày)
8185	8209		2592000	Nón Nhung Tuyết Hoa Quán T10 (30 Ngày)
8186	7437		259200	Nón Vân Mộng Cơ 3 Ngày
8187	7437		604800	Nón Vân Mộng Cơ 7 Ngày
7436	7437		2592000	Nón Vân Mộng Cơ 30 Ngày
8188	8210		259200	Nón Năm Mới T11 (3 Ngày)
8189	8210		604800	Nón Năm Mới T11 (7 Ngày)
8190	8210		2592000	Nón Năm Mới T11 (30 Ngày)
8191	8211		259200	Nón Cẩu Đầu T11s (3 Ngày)
8192	8211		604800	Nón Cẩu Đầu T11s (7 Ngày)
8193	8211		2592000	Nón Cẩu Đầu T11s (30 Ngày)
8194	8212		259200	Nón Hạ Liên T12 (3 Ngày)
8195	8212		604800	Nón Hạ Liên T12 (7 Ngày)
8196	8212		2592000	Nón Hạ Liên T12 (30 Ngày)
8197	8213		259200	Nón Hạ Liên-Thường T12A (3 Ngày)
8198	8213		604800	Nón Hạ Liên-Thường T12A (7 Ngày)
8199	8213		2592000	Nón Hạ Liên-Thường T12A (30 Ngày)
8200	8214		259200	Nón Thỏ T13 (3 Ngày)
8201	8214		604800	Nón Thỏ T13 (7 Ngày)
8202	8214		2592000	Nón Thỏ T13 (30 Ngày)
9714	8214		31536000	Ngoại Trang Nón Thỏ T13(1 năm)
8283	8282			Huyết Đồng-Nguyệt Tuyệt
8254	8252		31536000	Huyết Đồng-Khiếu Sương
8255	8253		31536000	Huyết Đồng-Hoàng Trần
8272	8273		31536000	Huyết Đồng-Thanh Khung
9492	7933			Túi Linh Khuyển
9717	9718		31536000	Túi Linh Khuyển (1 năm)
9493	9488			Túi Ngọc Thố
9715	9716		31536000	Túi Ngọc Thố (1 năm)
10185	9825			Nhung Tuyết Lễ Miệt
10239	10241			Heo Vàng
10240	10245		31536000	Heo Vàng-1 Năm
9512	9539		86400	Đồng Phục T1-1 Ngày
9513	9540		86400	Đồng Phục T2-Màu 1-1 Ngày
9514	9541		86400	Đồng Phục T3-1 Ngày
9515	2516		86400	Thời Trang T1-1 Ngày
9516	4481		86400	Thời Trang T2-1 Ngày
9517	4484		86400	Thời Trang T3-1 Ngày
9518	4772		86400	Thời Trang T6 (Tự Nhiên)-1 Ngày
9519	4490		86400	Thời trang T5 (Hắc Bang)-1 Ngày
9520	6741		86400	Phù Quang Nhược Mộng T7-1 Ngày
9521	7123		86400	Ti Lộ Lưu Sa T9-1 Ngày
9522	8284		86400	Năm Mới 2018 T11 1 Ngày
9523	8285		86400	Thời Trang Hạ Liên-Cao T12 1 Ngày
9527	9524		86400	Áo T6-1 Ngày
9528	9525		86400	Áo T7-1 Ngày
9529	9526		86400	Áo T8-1 Ngày
9564	9569			Thanh Phong-Được Mặc
9701	9699			Ngoại Trang Việt Nam
9702	9700			Đầu Sức Việt Nam
9920	9798			Áo Hoàng Cát Nghinh Xuân
9921	9984		259200	Áo Hoàng Cát Nghinh Xuân 3 Ngày
9922	9810			Hoàng Cát Nghinh Xuân Đầu
9923	9986		259200	Hoàng Cát Nghinh Xuân Đầu 3 Ngày
10199	10197			Hán Nguyệt Toái Ngân
10200	10198		31536000	Hán Nguyệt Toái Ngân-1 năm
10252	10250		1728000	Ngoại Trang Vũ Khí T3-20 Ngày
10448	10441			T3B Ngoại trang vũ khí hiệu ứng Tiên Vũ
10260	10258			Sí Vũ Chước Tâm
10261	10259		31536000	Sí Vũ Chước Tâm (1 năm)
10274	9804			Áo Tố Phương Mộc Tuyết
10275	9816			Đầu Sức Tố Phương Mộc Tuyết
10533	10529			Lẫm Đông Bào Hao
10534	10530		31536000	Lẫm Đông Bào Hao
10535	10531			Thích Kim Mao Tê
10536	10532		31536000	Thích Kim Mao Tê
10583	10516			Đầu Sức Cá Tháng Tư
10603	10502			Áo Phiên Yến Lưu Vân
10604	10509			Đầu Sức Phiên Yến Lưu Vân
10609	10610			Lẫm Đông Bào Hao
10840	10455			Diều Giấy Xích Lân
100025	7542			Áo Bộ Ngoại Trang-Cao T12
100026	7548			Áo Bộ Ngoại Trang-Thường T12
100027	7312			Áo Bộ Kim Ngọc Mãn Đường
100028	3886			Áo Bộ Ti Lộ Lưu Sa
100029	3878			Áo Bộ Phù Quang Nhược Mộng
100030	6288			Áo Bộ Tà Mị Quyên Cuồng
100031	7554			Đầu Sức Bộ Ngoại Trang-Cao T12
100032	7560			Đầu Sức Bộ Ngoại Trang-Thường T12
100033	7304			Đầu Sức Bộ Phúc Vận Hưng Vượng
100034	7298			Đầu Sức Bộ Kim Ngọc Mãn Đường
100035	7135			Đầu Sức Bộ Vân Mộng Khởi
100036	7131			Đầu Sức Nhung Tuyết Hoa Quán
100037	6643			Đầu Sức Ti Lộ Lưu Sa
100038	6639			Đầu Sức Phù Quang Nhược Mộng
100039	6631			Đầu Sức Tà Mị Quyên Cuồng
100040	7713			U Viêm Li Mị Tuyết Hồ
100041	7296			Phúc Thụy Linh Lộc
100042	7280			Sí Ảnh
100043	4868			Tinh Mang-Vân Mị Linh Lộc
100044	4866			Vân Mị Linh Lộc
100045	4865			Tử U Linh Lộc
100046	6706			Đạo Cụ Ngoại Trang Vũ Khí T2
100048	8384			Áo Hawaii T13
100049	9699			Ngoại Trang Việt Nam
100052	8388			Nón Hawaii T13
100053	9700			Đầu Sức Việt Nam
100050	7955			Đầu Thỏ
100051	9774			Đầu Halloween
100054	8282			Huyết Đồng-Nguyệt Tuyệt
100055	8252			Huyết Đồng-Khiếu Sương
100056	8253			Huyết Đồng-Hoàng Trần
100057	8273			Huyết Đồng-Thanh Khung
100058	7933			Túi Linh Khuyển
100059	9488			Túi Ngọc Thố
100062	9798			Áo Hoàng Cát Nghinh Xuân
100064	9810			Hoàng Cát Nghinh Xuân Đầu
100061	9804			Áo Tố Phương Mộc Tuyết
100063	9816			Đầu Sức Tố Phương Mộc Tuyết
100066	9825			Vớ Giáng Sinh A
100067	9829			Vớ Giáng Sinh B
100065	10241			Heo Vàng
100068	9569			Thanh Phong-Được Mặc
100069	9725			Đạo Cụ Ngoại Trang Vũ Khí T3
100071	10516			Đầu Sức Cá Tháng Tư
100072	10258			Sí Vũ Chước Tâm
100073	10197			Hán Nguyệt Toái Ngân
100074	10152			Thích Kim-Lam Trạm Linh Lộc
100090	10502			Áo Phiên Yến Lưu Vân
100091	10509			Đầu Sức Phiên Yến Lưu Vân
100092	10521			Đầu Sức Hoa Tình
100093	10647			U Viêm-Li Mị Hỏa Hồ
100094	10531			Thích Kim Mao Tê
100095	10610			Lẫm Đông Bào Hao
100096	10455			Diều Giấy Xích Lân
100097	10956			Băng Hồn Tuyết Phách
100098	10954			Lôi Đình Bào Hao
