nTaskId	szTaskIndex	szTaskTitle	szDetailDesc	szTaskDesc	szFinishDesc	szTrackInfo	szFinishTrackInfo	Require_FinishTask	nAutoNextTaskId	nFinishDialogId	nFinishTaskNpcId	Target_PersonalFuben	Target_Achievement	Target_KillNpc	bNotAutoNext	bKillNpcToAllPlayer	bAutoFinish	Target_ExtPoint	szAwardInfo	nTaskType	bShowFinish	nNeedConfirmFinish	Target_ExtInfo	nTaskItemId	szOnFinishTrack	Target_EnterMap	Target_CollectItem	nAcceptTaskNpcId	Target_MinLevel	Require_MinLevel	Require_MaxLevel	bCanRepeat	nAcceptDialogId	IsFinishGuide	DeleteClientNpc	ShowClientNpc	Target_OnTrap
3254	WaiZhuang1_5	[P] Sơ Nhập Giang Hồ	Bọn trộm này thông minh thật, nhưng muốn trốn không dễ đâu!	Đến [FFFE0D]Cổng Thành[-] xem	Đến [FFFE0D]Cổng Thành[-] xem	[url=taskitem:test, $T]	[url=taskitem:test, $T]	3253	3255						1		1	1		2				3254	[url=dialog:test, 3254]												
3255	WaiZhuang1_6	[P] Sơ Nhập Giang Hồ	Dám chọc giận Chân Nhi cô nương, hôm nay sẽ cho các ngươi nếm mùi lợi hại!	Truy đuổi [FFFE0D]Tặc Phỉ[-]	Truy đuổi [FFFE0D]Tặc Phỉ[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	3254	3256						1		1	1		2				3255	[url=dialog:test, 3255]												
3256	WaiZhuang1_7	[P] Sơ Nhập Giang Hồ	Bắt được chúng rồi, cho chúng một bài học nhớ đời!	Cho [FFFE0D]chúng[-] một bài học	Cho [FFFE0D]chúng[-] một bài học	[url=goanddosomething:test, 407, 13000, 5000, autofight, 1]	[url=goanddosomething:test, 407, 13000, 5000, autofight, 1]	3255	3257					1025|5	1		1			2																	
3257	WaiZhuang1_8	[P] Sơ Nhập Giang Hồ	Đúng là vải, giáp thượng hạng, không biết Chân Nhi cô nương cần để làm gì? Đem về cho cô ấy trước!	Giao vật phẩm cho [FFFE0D]Nạp Lan Chân[-]	Giao vật phẩm cho [FFFE0D]Nạp Lan Chân[-]	[url=goanddosomething:test, 407, 6800, 6200, npc, $F,1000]	[url=goanddosomething:test, 407, 6800, 6200, npc, $F,1000]	3256	3258	3257	418				1					2																	
3258	WaiZhuang1_9	[P] Sơ Nhập Giang Hồ	Nghe nói Hoa Bảy Màu rất thần bí, bình thường chỉ có màu lục, muốn nhìn thấy màu khác phải có cách đặc biệt, tìm xung quanh xem sao!	Tìm [FFFE0D]Hoa Bảy Màu trông như lá xanh[-]	Tìm [FFFE0D]Hoa Bảy Màu trông như lá xanh[-]	[url=npc:testtt,2732,403]	[url=npc:testtt,2732,403]	3257	3259						1		1	1		2																	
3259	WaiZhuang1_10	[P] Sơ Nhập Giang Hồ	Số hoa này chắc Chân Nhi cô nương đủ dùng rồi, đem về cho cô ấy!	Giao hoa cho [FFFE0D]Nạp Lan Chân[-]	Giao hoa cho [FFFE0D]Nạp Lan Chân[-]	[url=npc:testtt,$F,1000]	[url=npc:testtt,$F,1000]	3258	3260	3259	418				1					2																	
3260	WaiZhuang1_11	[P] Sơ Nhập Giang Hồ	Chân Nhi cô nương làm gì vậy? Thôi cứ nghe lời cô ấy đứng phía xa chờ một lúc!	Đi chỗ khác [FFFE0D]chờ một lúc[-]	Đi chỗ khác [FFFE0D]chờ một lúc[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	3259	3261						1		1	1		2				3260	[url=dialog:test, 3260]												
3261	WaiZhuang1_12	[P] Sơ Nhập Giang Hồ	Đến lúc về tìm Chân Nhi cô nương rồi! Xem cô ấy làm gì đây!	Về tìm [FFFE0D]Nạp Lan Chân[-]	Về tìm [FFFE0D]Nạp Lan Chân[-]	[url=npc:testtt,$F,1000]	[url=npc:testtt,$F,1000]	3260		3261	418				1				Item|6996|1;Item|6885|1	2	1	1															
3270	WaiZhuang2_1	[P] Tân Tú Môn Phái	Đã lâu không đi thăm Bà Chủ, đến lúc đi thăm hỏi rồi, để lâu quá lại bị mắng một phen cho xem!	Đến Lâm An thăm hỏi [FFFE0D]Công Tôn Tích Hoa[-]	Đến Lâm An thăm hỏi [FFFE0D]Công Tôn Tích Hoa[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3271	3270	99				1					2																	
3271	WaiZhuang2_2	[P] Tân Tú Môn Phái	Kỳ lạ, Trương cô nương có việc gì cần ta giúp chứ? Sao không tìm Độc Cô Minh Chủ? Thôi đi hỏi xem sao	Tìm [FFFE0D]Trương Lâm Tâm[-] hỏi việc cần làm	Tìm [FFFE0D]Trương Lâm Tâm[-] hỏi việc cần làm	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3270	3272	3271	621				1					2																	
3272	WaiZhuang2_3	[P] Tân Tú Môn Phái	Theo lời Trương cô nương thì chắc là hướng này rồi. Để xem ai to gan như vậy!	Theo manh mối đi [FFFE0D]tìm lại vật bị mất[-]	Theo manh mối đi [FFFE0D]tìm lại vật bị mất[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	3271	3273						1		1	1		2				3272	[url=dialog:test, 3272]												
3273	WaiZhuang2_4	[P] Tân Tú Môn Phái	Chỉ là bọn trộm tép riu, ỷ có chút khinh công là đi trộm cắp, phải cho các ngươi một bài học!	Cho [FFFE0D]chúng[-] một bài học	Cho [FFFE0D]chúng[-] một bài học	[url=goanddosomething:test, 411, 9200, 5600, autofight, 1]	[url=goanddosomething:test, 411, 13000, 5000, autofight, 1]	3272	3274					1037|5	1		1			2																	
3274	WaiZhuang2_5	[P] Tân Tú Môn Phái	Nghe nói gần đây có nhiều đào binh ức hiếp người qua đường, xem như trừ hại cho bá tánh vậy!	Đem đồ bị mất về cho [FFFE0D]Trương Lâm Tâm[-]	Đem đồ bị mất về cho [FFFE0D]Trương Lâm Tâm[-]	[url=goanddosomething:test, 411, 8300, 8500, npc, $F,15]	[url=goanddosomething:test, 411, 8300, 8500, npc, $F,15]	3273	3275	3274	621				1					2																	
3275	WaiZhuang2_6	[P] Tân Tú Môn Phái	Bọn này không những lâm trận bỏ chạy, còn ỷ thế hiếp người! Phải cho chúng một bài học!	Diệt [FFFE0D]Sĩ Binh[-], đoạt nguyên liệu	Diệt [FFFE0D]Sĩ Binh[-], đoạt nguyên liệu	[url=goanddosomething:test, 410, 8400, 11100, autofight, 1]	[url=goanddosomething:test, 410, 13000, 5000, autofight, 1]	3274	3276					1034|5	1		1			2																	
3276	WaiZhuang2_7	[P] Tân Tú Môn Phái	Xem ra Trương cô nương muốn may áo cho Độc Cô Minh Chủ, ta đi tìm quả mọng như cô ấy nói.	Thu thập [FFFE0D]quả mọng làm màu nhuộm[-]	Thu thập [FFFE0D]quả mọng làm màu nhuộm[-]	[url=goanddosomething:test, 410, 8400, 8300, npc, 2733, 412]	[url=goanddosomething:test, 410, 8400, 8300, npc, 2733, 412]	3275	3277						1		1	1		2																	
3277	WaiZhuang2_8	[P] Tân Tú Môn Phái	Số quả này chắc đủ rồi, đem về cho Trương cô nương	Giao quả mọng cho [FFFE0D]Trương Lâm Tâm[-]	Giao quả mọng cho [FFFE0D]Trương Lâm Tâm[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3276	3278	3277	621				1					2																	
3278	WaiZhuang2_9	[P] Tân Tú Môn Phái	Xem ra Trương cô nương phải tập trung may vá, ta đi chỗ khác chờ một chút vậy!	Đi chỗ khác [FFFE0D]chờ một lúc[-]	Đi chỗ khác [FFFE0D]chờ một lúc[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	3277	3279						1		1	1		2				3278	[url=dialog:test, 3278]												
3279	WaiZhuang2_10	[P] Tân Tú Môn Phái	Độc Cô Minh Chủ có hiền thê đảm đang như Trương cô nương, ắt hẳn có thể toàn tâm lo cho sự nghiệp kháng Kim!	Nhận túi đồ từ tay [FFFE0D]Trương Lâm Tâm[-]	Nhận túi đồ từ tay [FFFE0D]Trương Lâm Tâm[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3278	3280	3279	621				1					2																	
3280	WaiZhuang2_11	[P] Tân Tú Môn Phái	Một bộ đồ sao lại nặng như vậy? Không lẽ còn có hộ tâm kính?	Giao áo cho [FFFE0D]Độc Cô Kiếm[-]	Giao áo cho [FFFE0D]Độc Cô Kiếm[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3279	3281	3280	88				1					2																	
3281	WaiZhuang2_12	[P] Tân Tú Môn Phái	...Thật không ngờ Trương cô nương lại may cả một bộ cho ta.... Bà Chủ quan tâm mình như vậy, phải đi nói lời cảm tạ!	Về cảm tạ [FFFE0D]Công Tôn Tích Hoa[-]	Về cảm tạ [FFFE0D]Công Tôn Tích Hoa[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3280		3281	99				1				Item|6997|1;Item|6886|1	2	1	1															
3282	ZhenFa1_1	[P] Tìm Hiểu Trận Pháp	Nghe nói yếu quyết tinh diệu vô song, đến thỉnh giáo Độc Cô Kiếm tiền bối!	Tìm [FFFE0D]Độc Cô Kiếm[-] tìm hiểu trận pháp	Hồi báo [FFFE0D]Độc Cô Kiếm[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]			50013	88				1				Item|7322|1;Item|7288|1	2	1	1			[url=openwnd:test, SkillPanel, 'PracticePanel']												
3301	MyZone1_1	[P] Trang cá nhân	Đại hiệp bôn ba giang hồ đã lâu, chắc có nhiều điều muốn nói ra. Trong trang, có thể ghi lại chặng hành trình, thành tích, chuyện kiếm hiệp bên lề, các hình ảnh đẹp và những chuyện trong cuộc sống hằng ngày, các đại hiệp khác cũng có thể xem!	Tìm Triệu Ân Đồng hỏi về [FFFE0D]không gian[-] của ta	Tìm [FFFE0D]Triệu Ân Đồng[-] hỏi về không gian của ta	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3302	3301	2279				1		1			2																	
3302	MyZone1_2	[P] Trang cá nhân	Nhấp khung đại diện mở giao diện thông tin nhân vật, nhấp [FFFE0D]trang[-]. Tại đây, có thể ghi lại chặng hành trình, thành tích, chuyện kiếm hiệp bên lề, các hình ảnh đẹp và những chuyện trong cuộc sống hằng ngày, các đại hiệp khác cũng có thể xem	Mở [FFFE0D]trang cá nhân[-]	Mở [FFFE0D]trang cá nhân[-]	[url=openwnd:test,TaskNotice,1,3302]		3301	3303						1		1	1		2					[url=dialog:test, 3302]												
3303	MyZone1_3	[P] Trang cá nhân	Nhấp khung đại diện của đối phương, chọn [FFFE0D]trang người chơi[-] là có thể vào trang các đại hiệp khác, tại đây có thể xem mọi thứ mà đối phương ghi lại và còn có thể tặng quà cho đối phương!	Vào [FFFE0D]trang[-] các đại hiệp khác	Vào [FFFE0D]trang[-] các đại hiệp khác	[url=openwnd:test,TaskNotice,1,3303]		3302	3304						1		1	1		2					[url=dialog:test, 3303]												
3304	MyZone1_4	[P] Trang cá nhân	Nhấp khung đại diện mở giao diện thông tin nhân vật, nhấp [FFFE0D]trang[-], sau đó nhấp [FFFE0D]Quảng Trường Giang Hồ[-] hoặc tại giao diện chính của game nhấp nút [FFFE0D]Quảng Trường Giang Hồ[-] để vào. Tại đây đại hiệp có thể xem ảnh đẹp của các đại hiệp khác đăng, BXH Nổi Tiếng và BXH Cống Hiến của máy chủ này và toàn bộ máy chủ.	Mở [FFFE0D]Quảng Trường Giang Hồ[-]	Mở [FFFE0D]Quảng Trường Giang Hồ[-]	[url=openwnd:test,TaskNotice,1,3304]		3303	3305						1		1	1		2																	
3305	MyZone1_5	[P] Trang cá nhân	Mau vào không gian đăng ảnh đẹp và viết về tâm trạng của mình, cuộc sống kiếm hiệp vì bạn mà trở nên muôn màu! Tìm Triệu Ân Đồng hoàn thành nhiệm vụ.	Tìm [FFFE0D]Triệu Ân Đồng[-] hoàn thành	Tìm [FFFE0D]Triệu Ân Đồng[-] hoàn thành	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3304			2279				1		1		Coin|5000	2	1	1			[url=dialog:test, 3305]												
3306	MyGuest_1	[P] Nhận Môn Khách	Nay đại hiệp ở giang hồ danh tiếng lẫy lừng, rất nhiều đồng hành giang hồ, văn nhân mặc khách muốn vào môn hạ. Đại hiệp có thể chiêu mộ một số Môn Khách cùng bầu bạn!	Tìm [FFFE0D]Triệu Ân Đồng[-] hỏi	Tìm [FFFE0D]Triệu Ân Đồng[-] hỏi	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3307	3306	2279				1		0		Coin|5000	2	0																
3307	MyGuest_2	[P] Nhận Môn Khách	Chiêu lãm Môn Khách, tuy không giống với khai môn lập phái, nhưng thân trong loạn thế, mọi việc đều phải cẩn thận, sau khi ngươi bàn bạc với Triệu Ân Đồng, quyết định đi hỏi ý Độc Cô tiền bối.	Tìm [FFFE0D]Độc Cô Kiếm[-] hỏi chuyện	Tìm [FFFE0D]Độc Cô Kiếm[-] hỏi chuyện	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3306	3308	3307	88				1		0		item|1969|10|0|1	2	1	1															
3308	MyGuest_3	[P] Nhận Môn Khách	Mở giao diện Đồng Hành, trong Đồng Hành Đồ Giám có thể chiêu mộ đồng hành [FFFE0D]đã chiêu mộ[-] làm Môn Khách. Hiện chỉ mở chiêu mộ Môn Khách [FFFE0D]Cấp A và Cấp S[-].	Trong giao diện [FFFE0D]Đồng Hành Đồ Giám[-] chiêu mộ 1 [FFFE0D]Môn Khách[-]	Tìm [FFFE0D]Triệu Ân Đồng[-] hoàn thành	[url=openwnd:test, Partner, "PartnerGralleryPanel"]	[url=npc:testtt,$F,15]	3307	3309		2279				1		0	1	item|8363|1	2	1	1															
3309	MyGuest_4	[P] Nhận Môn Khách	Môn Khách có thể [FFFE0D]làm tùy tùng xuất trện của Đồng Hành[-], tăng [FFFE0D]kỹ năng Hộ Chủ[-] của Đồng Hành, đồng thời sẽ tăng [FFFE0D]thuộc tính nhân vật[-], một số Môn Khách còn có [FFFE0D]thuộc tính tổ hợp[-]. 	Với 1 [FFFE0D]Môn Khách[-] tiến hành thao tác [FFFE0D]Xuất trận[-]	1 [FFFE0D]Môn Khách xuất trận[-] ([FFFE0D]Đã xong[-])	[url=openwnd:test, Partner, "PartnerCardPanel"]	[url=npc:testtt,$F,15]	3308	3310		2279				1		0	1	item|8363|1	2	1	1															
3310	MyGuest_5	[P] Nhận Môn Khách	Môn Khách có thể vào Gia Viên, sau khi vào ở có thể điều phái hoặc hoàn thành [FFFE0D]nhiệm vụ ủy thác[-] của Môn Khách, tăng [FFFE0D]độ thân mật[-]. Độ thân mật sau khi đầy cấp thì sẽ [FFFE0D]tiến cấp[-] 1 lần.	Với 1 [FFFE0D]Môn Khách[-] tiến hành thao tác [FFFE0D]Vào Gia Viên[-].	1 [FFFE0D]Môn Khách vào Gia Viên[-] ([FFFE0D]Đã xong[-])	[url=openwnd:test, Partner, "PartnerCardPanel"]	[url=npc:testtt,$F,15]	3309			2279				1		0	1	item|8363|1	2	1	1															
3401	yewaixiulian1_1	[P] Rèn Luyện	Bí Cảnh Dã Ngoại vô cùng nguy hiểm, đại hiệp có thể vào trải nghiệm xem sao!	Tìm [FFFE0D]Thu Y Thủy[-]	Tìm [FFFE0D]Thu Y Thủy[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3402	60101	694				1					2	1	1															
3402	yewaixiulian1_2	[P] Rèn Luyện	Cùng người khác tổ đội đến [FFFE0D]bản đồ Dã Ngoại[-] diệt [11ADF6]Quái Tinh Anh[-] sẽ tạo mới Lửa Trại. Dùng [FFFE0D]Tu Luyện Châu[-] mở trạng thái tu luyện sẽ nhận [FFFE0D]x10[-] EXP đánh quái và tỉ lệ rơi báu vật!	Trải nghiệm [FFFE0D]Luyện Công Ngoài Thành[-]	Báo cáo cho [FFFE0D]$NF[-]	[url=gotofuben:test, 900, 1, 1]	[url=npc:testtt,$F,15]	3401	3403	60102	694	900|1|1			1				Exp|80000	2	1	1															
3403	yewaixiulian1_3	[P] Rèn Luyện	Tu Luyện Châu sẽ luôn cùng đại hiệp phiêu bạt, giang hồ hiểm ác, mong đại hiệp được bình an.	Đội tham gia 1 lần [FFFE0D]Luyện Công Ngoài Thành[-]	Báo cáo cho [FFFE0D]$NF[-]	[url=openwnd:test, CalendarPanel, 1, 29]	[url=npc:testtt,$F,15]	3402		60103	694		XiuLian_1|1		1				Exp|80000;Item|212|10	2	1	1															
3501	wuxingxiangke_1	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Tìm [FFFE0D]Nạp Lan cô nương[-] tìm hiểu Ngũ Hành	Tìm [FFFE0D]Nạp Lan cô nương[-] tìm hiểu Ngũ Hành	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]		3502	61001	1101				1					2	1				[url=openwnd:test, FiveElements3]												
3502	wuxingxiangke_2	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Bái kiến [FFFE0D]hào kiệt trẻ tuổi[-] của các môn phái	Bái kiến [FFFE0D]hào kiệt trẻ tuổi[-] của các môn phái	[url=taskitem:test, $T]	[url=taskitem:test, $T]	3501	3503						1		1	1		2				3502	[url=dialog:test, 61002]												
3503	wuxingxiangke_3	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Tìm [FFFE0D]Nạp Lan Cô Nương[-] tham gia Hội Võ	Tìm [FFFE0D]Nạp Lan Cô Nương[-] tham gia Hội Võ	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]	3502	3504	61003	1101				1					2					[url=openwnd:test, FiveElements2,1]												
3504	wuxingxiangke_4	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Nghênh chiến [FFFE0D]cao thủ môn phái[-] khắc chế	Tìm [FFFE0D]Nạp Lan Cô Nương[-] trả lời câu hỏi	[url=gotaskasyncbattle:test, 9002, 1]	[url=npc:testtt,$F,482]	3503	3505		1101				1		1			2						9002											
3505	wuxingxiangke_5	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Hỏi đáp về [FFFE0D]Ngũ Hành[-]	Chuẩn bị vào [FFFE0D]tỉ võ[-] lượt kế	[url=openwnd:test, ActivityQuestion, "Task"]	[url=npc:testtt,$F,482]	3504	3506	61005	1101									2			Task_DaTi		[url=openwnd:test, FiveElements2,2]												
3506	wuxingxiangke_6	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Nghênh chiến [FFFE0D]cao thủ môn phái[-] bị khắc chế	Tìm [FFFE0D]Nạp Lan Cô Nương[-] hồi báo	[url=gotaskasyncbattle:test, 9002, 2]	[url=npc:testtt,$F,482]	3505	3507	61007	1101				1		1		Exp|40000	2		1				9002											
3507	wuxingxiangke_8	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Thêm 5 hảo hữu [FFFE0D]ngũ hành[-] khác nhau	Báo cáo cho [FFFE0D]$NF[-]	[url=dialog:test, 61006]	[url=npc:testtt,$F,482]	3506		61008	1101				1			31		2																	
