nDialogId	szDialogIndex	nLookNpcTemplateId	nNpcTemplateId	szNpcSay	szPlayerSay	szStoryBefore	szStoryAfter	nSoundId	szAction
1004	1004				Chắc đám Ong Chúa này ở đây để bảo vệ Ngân Ti Thảo.				
1004	1004		75	Quả như phụ thân đã nói, kế bên Ngân Ti Thảo có Ong Quỷ xuất hiện.					
1004	1004				Đừng sợ! Để ta! Hôm nay phải lấy được Ngân Ti Thảo.				
1005	1005		764	Ủa? Phụ thân ở kia kìa, cẩn thận.					
1005	1005		765	Được.					
1005	1005		719	(Nạp Lan Tiềm Lẫm nhìn xung quanh rồi chạy vào)					
1006	1006		764	Phụ thân ta đã kích hoạt [FFFE0D]cơ quan[-] trong cấm địa, phải làm sao đây?					angry
1006	1006		765	Cơ quan này tương đối đơn giản, [FFFE0D]quan sát kỹ[-] rồi tiến lên sau!					cool
1007	1007		1317	Thuộc hạ tham kiến giáo chủ!					
1007	1007		1318	Thuộc hạ tham kiến giáo chủ!					
1007	1007		766	Ừ!					
1007	1007		1317	Khởi bẩm giáo chủ, thuộc hạ phát hiện một kẻ khả nghi bên bờ biển, đã diệt gọn hắn.					
1007	1007		766	Làm tốt lắm!					
1007	1007		1318	Bẩm giáo chủ, thuộc hạ đã tra ra, quyển Võ Đạo Đức Kinh đã bị Tàng Kiếm Sơn Trang, Trang Chủ Trác Phi Phàm đoạt được!					
1007	1007		766	Trác Phi Phàm tuy còn ít tuổi nhưng lòng tham vô đáy, có được Võ Đạo Đức Kinh rồi mà vẫn thấy không đủ!					think
1007	1007		765	(La lên) Võ Đạo Đức Kinh!					think
1008	1008		764	Phụ thân!					blush
1008	1008		765	Nạp Lan tiền bối...					
1008	1008		766	Sao các ngươi lại ở đây?					
1008	1008		765	Nạp Lan tiền bối, chúng ta...					blush
1008	1008		764	Phụ thân, con đưa Dương đại ca đi dạo, vô tình đến chỗ này...					blush
1008	1008		766	Còn không mau đi đi!					angry
1008	1008		764	(Nói khẽ) Dạ! Tiểu nữ cáo từ.					
1008	1008		765	Nạp Lan tiền bối, tại hạ thất lễ rồi.					blush
1008	1008		719	(Các ngươi hãy cùng Nạp Lan Chân rời khỏi đây!)					
1009	1009		75	Dương đại ca, đây chính là sơn động ta thường hay chơi, vào xem thử đi!					
1009	1009		765	Cũng được. Nhưng hãy cẩn thận.					
1009	1009				Ta cũng có nghe mùi kỳ lạ, e rằng có người ở đây.				
1010	1010				Dương huynh, huynh nhanh hơn ta một bước rồi!				
1010	1010		684	Ngươi chậm quá đấy.					cool
1010	1010				Xuống núi, phía trước chính là Thanh Bình Thôn phải không?				
1010	1010		684	Đúng. Nhưng phía trước có vẻ không được yên bình, chúng ta nên cẩn thận!					think
1010	1010				Được.				
1011	1011				Xuyên qua con đường này chính là Thanh Bình Thôn rồi, hãy đi ngay đi!				
1012	1012		775	Hừ! Muốn lấy đi, hãy hỏi Bàn Long Đao của ta đã.					
1012	1012		683	Đồ đang trên tay ta, e rằng các người không bản lĩnh lấy đi!					arrogant
1012	1012		777	Ha...ha...ha...Dựa vào ngươi?					
1012	1012		683	Đến đây nào!					arrogant
1013	1013		683	Đa tạ hai vị giúp đỡ, nhưng ta bận việc xin cáo từ trước. Sau này gặp lại nhất định trả ơn!					think
1013	1013		765	Cô nương không cần đa lễ.					blush
1013	1013		683	Hẹn ngày tái ngộ.					think
1013	1013		765	Giang hồ hiểm ác, ta vốn nên tiễn cô ấy một chặng, nhưng vị cô nương này không muốn ai giúp, ta cứ đi gặp Tử Hiên trước vậy!					think
1014	1014				Đây là Tàng Kiếm Sơn Trang.				
1014	1014				Sao? Quái lạ, canh phòng nghiêm ngặt thế, để ta xem thử.				
1015	1015				Dương huynh, huynh				
1015	1015		765	(Dùng tay ra dấu im lặng) Suỵt...					
1016	1016		765	Tử Hiên! Sao cô ta lại ở đây?					
1016	1016		840	Ngươi nghi ngờ ta? Lúc trước chẳng phải ngươi bảo ta tiếp cận hắn sao?					angry
1016	1016		519	Nói hay lắm, nhưng ta thấy bây giờ ngươi đã hóa giả thành thật rồi đó!					
1016	1016		840	Ngươi nói bậy, ta không yêu tên ngốc đó.					think
1016	1016		519	Hừ! Đừng chối, nhìn vẻ mặt ngươi sau khi nghe tin tiểu tử kia mất mạng cũng đủ biết.					
1016	1016		840	...					
1016	1016		519	May là ta ra tay sớm, chứ nếu không giờ đây ngươi phải cõng ta rồi.					
1016	1016		840	Là ta...đã hại y.					sad
1016	1016		519	Ăn cháo đá bát!					
1017	1017		765	Đây... Không thể là thật! Không thể nào!					sad
1017	1017		765	Sao lại như vậy... Tử Hiên, cô ta luôn gạt ta!!					
1017	1017		765	Thì ra tất cả đều giả dối! Nước mắt, nụ cười, thiên trường địa cửu cái gì chứ, tất cả đều là giả dối!					angry
1017	1017				Dương huynh...				
1017	1017		765	Dương Ảnh Phong, ngươi quả thật ngốc nhất thiên hạ!					
1017	1017				Dương huynh, đừng đi !(Dương Ảnh Phong dùng khinh công chạy đi mất)				
1018	1018				(Nhìn thấy Dương Ảnh Phong bỏ chạy) Dương huynh, chờ đã!				
1018	1018		765	(Lẩm bẩm) Tử Hiên...Tử Hiên... sao nàng lại như vậy?					sad
1018	1018				Dương huynh, phía trước có gì đó bất thường...				
1018	1018		765	(Dương Ảnh Phong trầm tư)					
1018	1018				Được, để ta đi do thám, ngươi ở đây chờ ta.				
1019	1019		789	Ngươi đến đúng lúc lắm, thiếu bảo chủ đã bị bọn ta bắt rồi.					
1019	1019		778	Tần Mộc Bạch, ngươi thật to gan, ngươi tưởng đệ tử Phi Long Bảo sẽ tha cho ngươi sao?					angry
1019	1019		765	Đây chẳng phải là cô nương ta gặp ở Vong Ưu Đảo sao?					
1019	1019		782	Thiếu bảo chủ, ta cũng là bất đắc dĩ thôi! Võ Đạo Đức Kinh quá cao thâm, sao ta lại không muốn chứ!					
1019	1019		765	Võ Đạo Đức Kinh? Nạp Lan tiền bối không phải cũng đang tìm kinh thư này sao?					think
1019	1019		778	Bọn phản tặc đầy dã tâm, chỉ trách ta không có mắt nhìn người!					angry
1019	1019		765	Nguyệt My Nhi, cô ta chính là Nguyệt My Nhi của Lăng Tuyệt Phong.					think
1019	1019		782	Thiếu bảo chủ, ngươi muốn ngoan ngoãn giao kinh thư ra đây hay muốn chúng ta động thủ!					
1019	1019		765	Các ngươi gây ác, không sợ bị quả báo sao?					angry
1019	1019		782	Ngươi là ai? Dám xen vào chuyện của Phi Long Bảo!					
1019	1019		765	Tại hạ tuy là một kẻ vô danh tiểu tốt nhưng cũng biết thay trời hành đạo.					angry
1019	1019		782	Xem ra hôm nay phải so tài cao thấp rồi, các huynh đệ, xông lên!					
1020	1020		765	Phía trước là Vong Ưu Đảo. Chân Nhi, ta về rồi đây!					happy
1020	1020				(Ôi, Dương huynh, tội nghiệp quá đi!) Dương huynh, chúng ta về thôi!				
1021	1021		765	Chân Nhi sao!					
1021	1021		75	Ảnh Phong ca ca, huynh về thật rồi sao!					
1021	1021		765	Ta...về rồi đây.					
1021	1021		75	Hay lắm! Diệt Trác Phi Phàm chưa?					
1021	1021		765	Chưa...					
1021	1021		75	Để gian tế thoát rồi ư? Sao sắc mặt khó coi thế?					
1021	1021		765	Chân Nhi, ta biết trên đời này là nàng tốt với ta nhất, ta không muốn giấu nàng bất cứ chuyện gì.					sad
1021	1021		75	(Dương Ảnh Phong kể mọi chuyện cho Nạp Lan Chân nghe) Chuyện đã qua hãy để nó qua... Đừng nghĩ ngợi nhiều.					
1021	1021		765	Chân Nhi, khi lâm vào đường cùng, ta chỉ muốn về Vong Ưu Đảo gặp nàng, ta...					
1021	1021		75	Vong Ưu Đảo và muội luôn chờ huynh trở về...					
1021	1021		765	Chân Nhi...					
1022	1022				Không khí ở đây u ám quá, chắc có chuyện gì sắp xảy ra!				
1022	1022				Dương huynh vào trước ta, không biết giờ đang ở đâu.				
1023	1023		765	Ủa! Người đâu?...					
1023	1023				Trác Phi Phàm sao lại ở đây? Đúng rồi, đây chính là Tâm Ma!				
1023	1023				Dương huynh nếu còn e ngại thì hãy để ta đến đó xem sao.				
1024	1024		765	Tử Hiên... Sao lại gạt ta?					sad
1024	1024		840	Xin lỗi, ta cũng là bất đắc dĩ thôi.					sad
1024	1024		765	(Thân là nam tử hán đại trượng phu không nên hẹp hòi, cô ta bất nhân, nhưng ta không thể bất nghĩa!)					think
1024	1024		765	Ân oán đã qua xem như mây khói, chúng ta không còn liên quan gì đến nhau nữa.					
1024	1024		840	Chàng sẽ tha cho ta?					
1024	1024		765	Ta không muốn gặp nàng nữa!					sad
1025	1025		765	Vong Ưu Đảo! Chả lẽ ta đã từng vượt Tâm Ma Trận?					think
1025	1025		841	Phong Nhi, chúc mừng vượt qua Tâm Ma Trận!					happy
1025	1025		765	Đa tạ Nạp Lan tiền bối.					
1025	1025		841	Phong Nhi, trách nhiệm của con là phải làm rạng danh Vô Ưu Giáo.					
1025	1025		765	Nhã ý của Nạp Lan tiền bối tại hạ đã ghi nhớ, chỉ là vãn bối ...					
1025	1025		841	Ngươi không thoát được thì đừng nghĩ ngợi nhiều.					happy
1025	1025		765	Ngươi... Sao... Ta hiểu rồi, chắc lại là một khúc mắc của ta.					think
1026	1026		765	Chân Nhi, sao lại là muội? Đừng qua đây!					
1026	1026		75	Ảnh Phong ca, ta sợ huynh lại gặp nguy hiểm... Đừng đi!					
1026	1026		765	Chân Nhi, đừng lo, nam tử hán đại trượng phu, sao lại chùn chân được!					
1026	1026		75	Chẳng lẽ không thể ở lại vì ta sao?					
1026	1026		765	Chân Nhi, đợi ta hóa giải xong kiếp nạn võ lâm này sẽ trở lại.					
1026	1026		75	Hừ! Dương Ảnh Phong, sau này huynh nổi tiếng giang hồ rồi còn quay lại hòn đảo nhỏ này sao? Đừng tự lừa dối bản thân!					
1026	1026		765	Chân Nhi, hãy tin ta!					
1026	1026		75	Trừ phi huynh có thể đánh thắng ta, nếu không đừng mong rời khỏi Vong Ưu Đảo!					
1026	1026		765	Ta thà ở đây mãi mãi, còn hơn phải ra tay với Chân Nhi.					
1026	1026		75	Ta mặc kệ huynh.					
1027	1027				Hình như có người của Phi Long Bảo ở phía trước!				
1027	1027				Không lẽ Nguyệt My Nhi đến tìm Dương huynh?				
1028	1028		791	Đại hiệp, bảo chủ mời ngài!					
1028	1028				Tại hạ phải đến Tàng Kiếm Sơn Trang đưa thư, xin cáo từ!				
1028	1028		791	Ha ha! Ngây thơ quá! Người đâu, trói chúng lại cho ta.					
1028	1028				Thật quá phi lý!				
1029	1029				Ha ha! Trác Phi Phàm làm việc vẫn rất cẩn thận...				
1029	1029				Đường đến Kiếm Khí Phong có rất nhiều kẻ mai phục.				
1030	1030				Đông người thật, xem ra trận chiến hôm nay thiên hạ đều sẽ biết.				
1030	1030		765	Chào chư vị! Các vị đường xa đến đây, hân hạnh cho Dương mỗ quá!					cool
1030	1030		840	(Hắn... cuối cùng cũng đến, hắn... vẫn không chịu thả bọn ta ra.)					think
1030	1030		765	Trác trang chủ tối qua ngủ ngon không? Sắc mặt người có vẻ không được tốt lắm.					
1030	1030		519	Đừng nhiều lời! Các vị bằng hữu chờ đã lâu, bắt đầu thôi!					
1030	1030		765	Ha ha! Trác trang chủ chớ nôn nóng, lẽ nào sợ ta vạch trần chuyện xấu của ngươi sao?					happy
1030	1030		519	Câm miệng! Ngươi... ngươi đừng có nói bậy!					
1030	1030		765	Hừ! Đừng giả vờ nữa! Chuyện ngươi làm ta đã báo cho võ lâm đồng đạo, ngươi đã thân bại danh liệt rồi! Ngươi không ngờ sẽ có nhiều đồng đạo tới đây theo dõi chứ gì? Ha ha! 					angry
1030	1030		519	Hôm nay ta quyết chiến với ngươi! Đỡ đòn này!					
1030	1030				Đợi đã! Ta và Trác trang chủ cũng có ân thù, hay là ta giúp Dương huynh ra tay, ý huynh thế nào?				
1030	1030		765	Được! Ta sẽ xem ngươi thể hiện!					
1030	1030		519	Đáng ghét! Chầu trời đi!					
1031	1031				Cô nương đó đâu rồi? Chẳng phải nói đánh nhau sao? Nơi hoang vu này...				
1031	1031				Lên phía trước tìm xem.				
1032	1032		684	Cô nương không phải nói đánh nhau sao?					
1032	1032		828	Đánh chứ, sao lại không đánh?					arrogant
1032	1032		684	Động thủ rồi sao?					
1032	1032		828	Ngươi đuổi kịp ta rồi hãy nói.					
1032	1032				Cô nương... Đợi đã!				
1033	1033				Đây chính là Lăng Tuyệt Phong? Không biết Nguyệt My Nhi hẹn chúng ta ở đây có mục đích gì?				
1033	1033				Đỉnh Lăng Tuyệt Phong là nơi năm xưa Dương Hi Liệt và Thượng Quan Phi Long quyết chiến. Nguyệt My Nhi sao lại muốn kéo Nạp Lan Chân và Tường Vi vào cuộc.				
1034	1034				Xem ra Dương huynh đã tới đỉnh Lăng Tuyệt Phong trước.				
1034	1034		765	Nguyệt My Nhi! Nếu ngươi muốn trả thù, cứ tìm Dương Ảnh Phong ta! Sao lại bắt Nạp Lan Chân và Tường Vi, họ vô tội!					angry
1034	1034		778	Dương Ảnh Phong... Nếu ta nói chuyện này không liên quan đến ta, ngươi tin không?					arrogant
1034	1034		765	Tử Hiên tận mắt nhìn thấy, ta làm sao tin ngươi. Chẳng phải ngươi phái người đến bảo ta dùng Võ Đạo Đức Kinh đổi người sao? Ta không có Võ Đạo Đức Kinh, ngươi mau giao Chân Nhi ra cho ta.					angry
1034	1034		778	Hừ! Dương Ảnh Phong, năm xưa cha ta không muốn tỷ thí với cha ngươi, nhưng bị cha ngươi ép buộc, hại ta phải nhà tan cửa nát...					sad
1034	1034		765	Ân oán đời trước...cha ta tuy không đúng...nhưng nếu ngươi muốn báo thù cho cha...cũng không nên dùng thủ đoạn bỉ ổi này					
1034	1034		778	Đừng nhiều lời... Nạp Lan Chân đã bị ta diệt rồi, có bản lĩnh thì báo thù đi!					arrogant
1034	1034		765	Cái gì!? Chân Nhi! Nguyệt My Nhi, ta sẽ không tha cho ngươi.					angry
1035	1035		765	Nguyệt My Nhi! Có phải ngươi đã hại Nạp Lan Chân rồi không?					angry
1035	1035		778	Dương Ảnh Phong... Hãy mau động thủ đi!					angry
1035	1035		765	Nguyệt My Nhi, ta sẽ không tha cho ngươi.					angry
1036	1036				Vô Ưu Cấm Địa phòng thủ nghiêm ngặt hơn so với lần trước...Xem ra, Nạp Lan Chân và Nguyệt My Nhi đang bị giam trong đó.				
1036	1036				Dương huynh và Tường Vi cô nương đã vào trong trước rồi, ta phải nhanh chóng gặp họ.				
1037	1037		765	Trác Phi Phàm, ta định cho ngươi một con đường sống nhưng không ngờ ngươi lại đê tiện như vậy.					angry
1037	1037				Trác Phi Phàm tự làm tự chịu, Dương đại ca không nên để tâm như thế.				
1037	1037		765	Nói hay lắm! Có thù phải báo, cứ ở đây hoài cũng không phải là cách, chúng ta hãy rời khỏi Tàng Kiếm Sơn Trang thôi!					sad
1038	1038		684	Chân Nhi! My Nhi!					
1038	1038		838	Ảnh Phong ca!...					
1038	1038		834	Ảnh Phong ca về rồi, không ngờ người làm Chân Nhi bị thương lại là Nạp Lan Tiềm Lẫm cha chúng ta!					sad
1038	1038		684	My Nhi, ta biết rồi, mọi người không sao chứ?					
1038	1038		834	Muội không sao, có điều vết thương của Chân Nhi vẫn chưa khỏi.					
1038	1038		838	Ảnh Phong ca... Cha ta... sao cả chúng ta cũng không bỏ qua?					sad
1038	1038		684	Nạp Lan Tiềm Lẫm giờ đang ở đâu? Ta phải tính sổ hắn!					angry
1038	1038		838	Ảnh Phong ca...Đừng đi...					
1038	1038		684	Chân Nhi...					
1038	1038		838	Khụ... khụ...					
1038	1038		1348	Chân Nhi tỷ, để ta dìu tỷ.					
1038	1038		838	Không cần, Tường Vi muội muội sao đến đây?					
1038	1038		1348	Ảnh Phong ca dẫn ta đến.					arrogant
1038	1038		684	Chân Nhi, hãy cố chịu đựng, chúng ta hãy rời khỏi đây trước.					
1038	1038		838	Khụ...Khụ....					
1039	1039		835	Dương Ảnh Phong! Giáo chủ lệnh ta đem ngươi về, ngươi chạy không thoát đâu.					
1039	1039		684	Chân Nhi, không ngờ cha nàng lại tuyệt tình như vậy.					
1039	1039		838	Ảnh Phong ca, mọi người cứ đi đi, đừng lo cho ta, ta dù gì cũng là con gái ông ta, ông ta sẽ không làm gì ta đâu.					
1039	1039		834	Hừ! Ông ấy nỡ lòng nào đả thương ngươi... Ta không có người cha như vậy.					think
1039	1039		1348	Cho dù thế nào, ta cũng phải đi theo Ảnh Phong ca.					think
1039	1039		684	Tường Vi, My Nhi, hãy bảo vệ cho Chân Nhi, đợi ta giải quyết bọn họ trước đã.					
1039	1039		834	...					
1039	1039		1348	Không được! Bọn chúng khá đông, như vậy quá nguy hiểm.					
1040	1040				Không biết Nạp Lan Chân đang bị giam ở đâu?				
1040	1040				Tìm khắp nơi xem!				
1041	1041		765	Tử Hiên!					
1041	1041		840	Dương đại ca! Ta tưởng không bao giờ gặp lại huynh.					
1041	1041		765	Sao nàng lại đến đây?					
1041	1041		840	Muội biết Nguyệt My Nhi bị Ma Giáo bắt nên thăm dò đường đến Trích Tinh Lâu nhưng lại bị Nạp Lan Tiềm Lẫm đả thương và giam ở đây.					
1041	1041		765	Nàng có sao không?					
1041	1041		840	Đừng lo, nghỉ ngơi một thời gian sẽ khỏi.					
1041	1041		765	Đã tìm thấy Nguyệt My Nhi chưa?					
1041	1041		840	Nghe nó họ đang bị giam trong Phi Long Bảo.					
1041	1041		765	Ta sẽ đưa muội về Hàn Ba Cốc trước.					
1041	1041		840	Mặc kệ muội, mau đi cứu Nguyệt My Nhi trước. Muội tự lo cho mình được, khụ khụ!					
1041	1041		765	Tử Hiên ... Trước đây ta đã trách lầm nàng ...					
1041	1041		840	Dương đại ca... Là muội có lỗi với huynh...					sad
1041	1041		765	Sau này chúng ta sẽ không xa rời nhau nữa!					
1041	1041		719	(Dương Ảnh Phong và Tử Hiên ôm lấy nhau)					
1041	1041		765	Chúng ta đi thôi.					
1041	1041		840	Khụ khụ...chúng ta đi thôi.					
1042	1042		765	Tường Vi bị giam trong Thông Thiên Tháp này, hãy diệt thủ vệ cứu cô ấy!					
1043	1043		828	Ảnh Phong ca! Cuối cùng ta cũng chờ được huynh, hu hu... Huynh có biết ta nhớ huynh lắm không?					sad
1043	1043		765	Vi Nhi, để nàng chịu khổ rồi! Vết thương có sao không?					
1043	1043		828	Vết thương của muội không sao, nghỉ ngơi một thời gian là khỏi. Cha muội đâu?					
1043	1043		765	Vi Nhi! Cha nàng đã bị Nạp Lan Tiềm Lẫm đánh trọng thương, e rằng...					
1043	1043		828	Cha... Không được, muội phải về thăm cha! 					
1044	1044				Cuối cùng đã đến thời khắc quyết chiến cuối cùng! Nạp Lan Tiềm Lẫm, hôm nay ta sẽ dập tắt dã tâm của ngươi!				angry
1045	1045		841	Đến rồi sao? Lão phu đợi các ngươi đã lâu!					
1045	1045		765	Nạp Lan Tiềm Lẫm, không ngờ ngươi đê tiện đến mức ngay cả con gái của mình cũng không tha!					
1045	1045		841	Vì nghiệp lớn, đành để khổ cho Chân Nhi.					
1045	1045		841	Ảnh Phong, ta biết ngươi thích Chân Nhi, nếu ngươi chịu gia nhập Vô Ưu Giáo, ta sẽ gả nó cho ngươi, sau này chức giáo chủ sẽ là của ngươi! Lúc đó ngươi sẽ nắm giữ cả giang hồ, ngươi còn do dự gì nữa?					think
1045	1045		765	Nghe rất cảm động, nhưng ta sẽ không chấp nhận!					cool
1045	1045		841	Hừ! Dương Ảnh Phong! Sự nhẫn nại của ta có giới hạn, ta hỏi lần cuối, ngươi có gia nhập Vô Ưu Giáo không?					
1045	1045		765	Không!					
1045	1045		841	Cố chấp thế thì đừng trách ta không niệm tình xưa!					angry
1046	1046				Nghe nói Huyết Thư đặt dưới 1 tảng đá, dưới núi có nhiều đá thế, là tảng nào?				
1046	1046				Để ta tìm thử.				
1047	1047		747	Quả là có thư!					
1047	1047		719	(Độc Cô Kiếm nhận được một lá thư)					
1047	1047		747	Đó là một danh sách: Liễu Trung Nguyên, Vô Hư, Hàn... Ủa? Bị mất một góc rồi, chữ sau chữ【Hàn】và tên một người nhìn không rõ là gì?					
1047	1047		747	Danh sách này có ý nghĩa đặc biệt gì? Xem ra phải mau tìm Liễu tiền bối!					
1048	1048				Cuối cùng cũng đến Võ Di Sơn, giờ chỉ cần đi qua Cửu Hầu Động là đến được Võ Di Kiếm Phái!				
1048	1048				Năm xưa Độc Cô Kiếm cũng từng vào sơn động kỳ quái này?				
1049	1049				Đây là Phúc Duyên Trang? Nơi Độc Cô Kiếm và Trương Như Mộng gặp nhau lần đầu?				
1049	1049				Nghe nói họ từng đánh tên vô lại ở đây.				
1050	1050		848	Ta nghĩ thừa tướng nói đúng, tặng kim ngân mỹ nữ, bảo vệ giang sơn, có gì không tốt? Đúng không?					
1050	1050		846	Lộ đại gia nói rất có lý, không nên chọc giận người Kim, chúng ta nên ăn nói nhẹ nhàng với họ.					
1051	1051		853	Hừ! Giữa ban ngày mà dám làm càn, gặp bổn cô nương coi như các ngươi xui rồi!					
1051	1051		851	Trương cô nương không hổ là con gái của Phi Kiếm Khách Trương Phong, chiêu Mãn Thành Hoa Vũ này quả nhiên phi thường.					
1051	1051		853	Các ngươi bắt cóc con gái nhà lành, định làm gì?					
1051	1051		851	Ta sẽ không làm khó ngươi và những cô nương kia, chỉ cần lấy lại một thứ từ cha ngươi, ta sẽ thả họ.					
1051	1051		853	Ngươi muốn lấy gì từ chỗ cha ta? Sao không trực tiếp tìm cha ta. E là ngươi không có gan đó đâu? Mau thả họ ra, không thì đừng trách ta.					
1051	1051		851	Ha ha! Vậy sao? Trương tiểu thư, ta thật khâm phục sự can đảm của ngươi, dám tự đưa đầu vào rọ. Hi hi, ngươi nên bỏ binh khí xuống đầu hàng để được toàn mạng, sao hả?					
1051	1051		853	Đỡ đòn này.					
1052	1052		851	May cho tiểu tử ngươi hôm nay ta không được khỏe, lần sau gặp ta hãy cẩn thận đó!					996
1052	1052		747	(Phớt lờ Hoa Tặc) Trương cô nương! Trương cô nương!					
1053	1053				Đây chính là nơi Độc Cô Kiếm và Trương Như Mộng từng quyết chiến sao?				
1053	1053				Để ta đi thám thính xung quanh.				
1054	1054		747	Trương đại ca, sao huynh lại ở đây?					
1054	1054		852	Độc Cô huynh, tiểu đệ chờ ở đây đã lâu.					
1054	1054		747	Trương đại ca có gì dạy bảo?					
1054	1054		852	Độc Cô huynh hành hiệp trượng nghĩa, quả là bậc đại trượng phu hiếm có trên giang hồ.					
1054	1054		747	Trương đại ca sao lại nói vậy?					
1054	1054		852	Ngươi làm gì trong Bích Hà Đảo, muội muội ta cũng nói rồi.					
1054	1054		747	Ta không ngờ ngươi lại là con trai của Trương Phong...					
1054	1054		852	Dù sao cũng là cha ta, nợ cha con trả, đạo lý hiển nhiên, Độc Cô huynh, ra tay đi!					
1054	1054		747	Trương đại ca, ta vốn rất vui khi được quen với một bằng hữu như huynh, nhưng không ngờ lần thứ hai gặp mặt chúng ta phải tương tàn, ta ... thật đau lòng!					
1054	1054		852	Chẳng lẽ là ý trời! Độc Cô huynh, hai ta đều thân bất do kỷ! Xuất chiêu đi!					
1054	1054		747	Trương đại ca, xin đắc tội!					
1055	1055				Đây chắc là lối vào Cấm Địa Võ Di Kiếm Phái!				
1055	1055				Không biết đã xảy ra chuyện gì, chúng ta mau đi xem đã!				
1056	1056		861	Tiểu tử quả nhiên có bản lĩnh, chả trách dám xông vào đây.					
1056	1056		747	Các ngươi là...người của Ngũ Sắc Giáo?					
1056	1056		861	Hay lắm!					
1056	1056		747	Đáng ghét! Sao các ngươi nỡ san bằng Võ Di Sơn?					
1056	1056		861	Đối với chúng ta thì có tiền là được, ngươi có trách hãy trách giáo chủ Phương Miễn, chính người đã ra lệnh chúng tôi đến lấy mạng ngươi.					
1056	1056		747	Nói nhảm! Phương đại hiệp không thể nào làm ra chuyện này!					
1056	1056		861	Ngươi sắp gặp chuyện lớn rồi, ta gạt ngươi làm gì, không tin thì đi hỏi Diêm Vương.					
1057	1057		853	Liễu tiền bối muốn nói gì?					
1057	1057		747	Hiện giờ chắc là không ai biết, nhưng bất luận thế nào ta cũng sẽ tìm ra chân tướng.					
1057	1057		853	Ngươi định đến Trường An sao?					
1057	1057		747	Ta phải mau chóng tìm Cố đại hiệp thương lượng.					
1057	1057		853	Ta... Ta muốn đi cùng ngươi.					
1057	1057		747	Ngũ Sắc Giáo cho rằng danh sách ám sát trên người của ta nên nhất định sẽ truy sát, ngươi theo ta sẽ rất nguy hiểm.					
1057	1057		853	Ngươi có phải là vì...vì phụ thân ta....					
1057	1057		747	Độc Cô Kiếm ân oán phân minh, sẽ không vì mối thù của cha mà có thành kiến với Trương cô nương.					
1057	1057		853	Lần này đi nguy cơ tứ bề, ta lo ngươi sẽ không đối phó được. Có phải ta phiền lắm không, đêm đó tại Bích Hà Đảo...					
1057	1057		747	Không có...Ta chỉ là không muốn để Trương cô nương bị cuốn vào vòng xoáy cuộc đời.					
1057	1057		853	...Liễu tiền bối và đám sát thủ này trên người không có huyết thư, có lẽ vẫn còn ở chỗ cha ta, hay chúng ta về Lâm An tìm cha đã.					
1057	1057		747	Đúng! Phải tìm Huyết Thư trước!					
1057	1057		853	Liễu bá bá có vẻ rất rõ chuyện ân oán giữa hai nhà chúng ta, đáng tiếc người đã qua đời.					
1057	1057		747	Giờ chỉ còn cha ngươi là biết được hai nhà chúng ta đã xảy ra chuyện gì!					
1057	1057		853	Ta rất muốn biết thật sự xảy ra chuyện gì...					
1058	1058				Đây chính là nơi Nam Cung Diệt và Trương Phong từng quyết chiến sao?				
1058	1058				Ta phải đi thăm dò xem sao.				
1059	1059		864	Nam Cung Diệt, bấy lâu nay không thấy ngươi đến Giang Nam, lần này đến đây không phải để thăm bạn cũ chứ?					
1059	1059		863	Ha ha! Lão phu nhiều năm không xuống Giang Nam là vì nể mặt lão Phương Miễn. Hiện ta đã luyện Long Tượng Cửu Trùng tới tầng 9, hừ, giờ đã là thiên hạ vô địch.					
1059	1059		864	Ha ha! Ngông cuồng!					
1059	1059		863	Giờ đây ta không đến thăm các vị, chẳng lẽ đợi khi Tứ Thái Tử bình định Giang Nam mới đến thăm hay sao!					
1059	1059		864	Bình định giang nam! Thật nực cười!					
1059	1059		863	Chờ kế hoạch ta thành công, rồi lấy Bản Đồ Sơn Hà Xã Tắc, bình định giang hồ là chuyện sớm muộn!					
1059	1059		864	Đáng tiếc kế hoạch bại lộ, giờ muốn đoạt Bản Đồ Sơn Hà Xã Tắc đúng là hy vọng hão huyền. Ta sẽ không để ngươi đạt thành tâm nguyện!					
1059	1059		863	Ngươi làm hỏng việc lớn của ta, hôm nay sẽ cho ngươi nếm thử Long Tượng Thần Công của ta!	Trương cô nương, đừng kích động! Cô và Độc Cô đại ca hãy chăm sóc cha mình, lão tặc này cứ để ta lo!				
1060	1060		853	Cha ơi! ...					
1060	1060		864	Lâm Nhi, đừng đau lòng, cha không màng chuyện sinh tử. Nam Cung Diệt võ công khó lường, cha đã cố hết sức, những tưởng cùng hắn chầu trời, không ngờ... xem ra, võ lâm Trung Nguyên không ai là đối thủ của hắn.					
1060	1060		853	Cha, đừng...					
1060	1060		864	Lâm Nhi, bình thường cha ít quan tâm chỉ dạy con và Mộng Nhi, chỉ e xuống cửu tuyền gặp mẹ các con, bà ấy sẽ trách cha...					
1060	1060		864	...Sau này phải biết chăm sóc, nương tựa lẫn nhau...					
1060	1060		853	Cha... Con và ca ca sau này sẽ nghe lời cha, để con đi gọi ca ca về, sau này chúng con sẽ luôn bên cạnh cha... nghe lời cha.					
1060	1060		864	Nha đầu ngốc...khụ khụ...					
1060	1060		864	Lâm Nhi, cha biết tâm sự của con, hôm nay là ngày cha chấm dứt những ân oán ngày cũ.					
