MissileId	MissileName	MoveKind	Speed	DmgRangeType	DmgRange	DmgRangeY	IgnoreDmgRange	DmgInterval	LifeTime	DelayDeleteFrame	IsDmgVanish	CanRepeatDmg	MissileResID	CollResID	DmgRangeSpeed	IsDrag	PosOffsetLenght	IsNoChangeDir	MissRate	CollSoundID	FlySoundID	VanishSoundID	ColFollowTarget	AcceSpeed	CollBrigth	CollBrigthFrame	IsIgnoreBarrier	AutoExplode	VanishResID	MissileHeight	HeightSpeed	EnemyResID	IsRepresent	IsChildInheritDir	MissileParam1	MissileParam2	MissileParam3	MissileParam1Des	MissileParam2Des	MissileParam3Des	IsChildInheritPowerAdd	IsNotHeightSpeed	InheritPos	IsHitFloat
2475	Hoành Tảo_Thổ	0	0	0	7				3					170			90										1																	
2476	Vòng Sáng_Thổ	3	0	1	15			15	75			1	2476														1																	
2477	Lạc Lôi	0	0	1	28				25				1314																															
2478	Lạc Lôi_Sát thương	0	0	1	28				3																																			
2479	Lạc Lôi_Hiệu quả Địa Liệt	0	0	1	28				25				1318																															
2480	Ngũ Lôi Oanh Đỉnh	0	0	1	28				61																		1																	
2481	Ngũ Lôi Oanh Đỉnh_Hiệu ứng 1	0	0	1	28				25				1314					1									1																	
2482	Ngũ Lôi Oanh Đỉnh_Hiệu ứng 2	0	0	1	28				25				1318																															
2483	Ngũ Lôi Oanh Đỉnh_Sát thương	0	0	1	28				5																		1																	
2484	Ngũ Tinh Độc Tiêu	1	40	1	2				20				1394				100										1																	
2485	Ngũ Tinh Độc Tiêu_Sát thương	1	35	0	8				15					3027	1																													
2486	Kim Bán Nguyệt	1	60	0	6				15				2486	3024													1																	
2487	Gió Lốc	1	60	0	6				15				62	3027													1																	
2488	Sóng Nước	1	60	0	6				15				310	3025													1																	
2489	Hỏa Cầu Lăn	1	60	0	6				15				56	3026													1																	
2490	Điện Qua	1	45	0	6				12					5385	1																													
2491	Xoáy Điện_Phụ 1	1	50	0	6				12																		1																	
2492	Xoáy Điện_Hiệu quả	0	0	0	6				40				4375														1																	
2493	Hồ Bẫy Duy Trì-Độc (6m)	0	0	1	22			15	150			1						1									1																	
2494	Hồ Bẫy Duy Trì-Độc (6m)_Hiệu ứng	0	0	1	22				150				1396					1									1																	
2495	Địa Diệm Hỏa	0	0	1	15				5					3026				1									1																	
2496	Địa Diệm Hỏa_Hiệu ứng	0	0	1	15				30				2496					1									1																	
2497	Bẫy Lửa	0	0	1	36				16																		1																	
2498	Bẫy Lửa_Phụ	0	0	1	17			8	33			1		3027													1																	
2499	Tỉ lệ nổ mất SL	0	0	1	10				3					3026													1																	
2501	Hoàng Long Thổ Thúy	1	60	0	5				30		1		1570	3027			50																											
2502	Mãn Thành Hoa Vũ	0	0	1	12				50			1	1578																															
2503	Mãn Thành Hoa Vũ_Phụ	0	0	1	12				15																																			
2506	Yến Vũ_Phụ 1	0	0	1	17				3					3024																														
2508	Tinh Nguyệt Thương Pháp	0	0	1	10				8					166			125										1																	
2509	Hoành Tảo Thiên Quân	0	0	1	15				5				2509	166			70							5			1																	
2513	Truy Phong Tiễn	1	100	1	5				7				129	3403										30			1																	
2514	Thiết Kỵ Đột Tập	1	50	1	4				30				401	3401			100										1																	
2516	Vạn Tiễn Tề Phát	1	100	1	5				7					3403										30			1																	
2517	Vạn Tiễn Tề Phát_Hiệu Quả	1	100	1	5				7				132											30			1																	
2518	Hoa Sơn Kiếm Pháp	1	120	0	8				6				126														1																	
2519	Kim Xà Kiếm Quyết	0		0	6				6				119														1																	
2520	Kim Xà Kiếm Quyết_Phụ	1	80	1	4				10				119											10			1																	
2522	Triết Biệt-Vòng sáng chia sẻ	0	0	0	30				16																																			
2523	Thái Ất Sinh Phong	1	60	0	8				15				62														1																	
2524	Xuyên Tâm Thích	1	90	0	3				8				41	3027																														
2525	Nhiếp Hồn Hồi Toàn	6	50	0	5				20				1392				100						1	1			1																	
2526	Nhiếp Hồn Hồi Toàn_Phụ	6	55	0	10				20					3027									1	1			1																	
2528	Vô Ảnh Thích	1	90	0	3				4				41	3027																														
2529	Hàn Sương Chưởng	0	0	0	14				20				122				250										1																	
2530	Sương Độc	0	0	1	25				90			1	1396					1									1																	
2531	Sương Độc_Phụ	0	0	1	20			15	90			1						1									1																	
2532	Cắn xé	0	0	0	5				3					146																														
2533	Tiềm Thổ Đột Thích	0	0	1	10				10					3401																														
2534	Tiềm Thổ Đột Thích_Hiệu quả	0	0	0	3				30				1827														1																	
2537	Xé Toạc_Phụ 1	0	0	0	5				2		1			3022																														
2538	Xé Toạc_Phụ 2	0	0	0	0				25				6508																															
2539	Trảo Kích	0	0	0	8				10					165																														
2540	Mãnh Lực	0	0	0	9				6					146			120										1																	
2541	Lôi Kích	0	0	1	6				25					1314																														
2542	Lôi Kích_Sát thương	0	0	1	6				3																																			
2543	Lôi Kích_Hiệu quả Địa Liệt	0	0	1	6				25				1318																															
2544	Phong Vũ Nhẫn	1	60	0	3				10				160	3027										10			1																	
2546	Phi Sa Bộ Pháp_Phụ	0	0	0	20				3					3024										10			1																	
2547	Phi Sa Bộ Pháp_Hiệu ứng	0	0	0	20				25				2670											10			1																	
2549	Ảnh Phong Trảm	1	60	1	5				20				163														1																	
2550	Ảnh Phong Trảm_Phụ 1	1	60	0	8				20																		1																	
2551	Ảnh Phong Trảm_Phụ 2	0	0	1	5				20				173														1																	
2552	Giác Kích	0	0	0	5				10					342																														
2553	Xoáy Nước	0	0	1	20			15	50			1	154	3025		1																												
2556	Hàn Băng Xung Đỉnh_Phụ	0	0	0	12				3					342			50										1																	
2557	Cung Tên	1	120	0	5				10				182	3401										10			1																	
2560	Băng Tâm Xuyên Vân	1	70	0	5				30		1		2560	3025			50																											
2561	Từ Hàng Phổ Độ	0	0	0	8				40				306																															
2564	Dương Gia Kiếm Pháp	1	60	0	5				3																																			
2565	Họa Địa Vi Lao	0	0	1	15				5					3027			150										1																	
2566	Họa Địa Vi Lao_Phụ	0	0	1	12				30				2565				100										1																	
2568	Độc Trảo	0	0	1	8				3					4317			100																											
2569	Hình Quạt_Phong Lãng	1	50	0	6				8					3027	1																													
2570	Hình Quạt_Phong Lãng_Hiệu quả	3	0	0	6				30				1548														1																	
2572	Hình Quạt_Long Quyển Phong	1	25	0	6				28						1																													
2573	Hình Quạt_Long Quyển Phong_Hiệu quả	1	30	0	6				40				62				100										1																	
2574	Thích sát	1	120	0	8				3				2574	167													1																	
2575	Kiếm Thích	1	60	1	4				30				163														1																	
2576	Kiếm Thích_Phụ	0	0	1	4				7				1870														1																	
2578	Trọng Kiếm Phá Trần	0	0	1	10				3																																			
2579	Trọng Kiếm Phá Trần_Hiệu quả Lạc Kiếm	0	0	1	10				25				1864																															
2580	Trọng Kiếm Phá Trần_Hiệu quả Địa Liệt	0	0	1	10				25				1865																															
2581	Trường Yên Lạc Nhật	0	0	0	3				3					169																														
2582	Cô Sơn Ấn Nguyệt	1	30	1	12				9					3027										20																				
2583	Cô Sơn Ấn Nguyệt_Phụ	1	30	1	12				9				1485											20																				
2587	Kiếm Vũ	0	0	1	10				3																		1																	
2588	Kiếm Vũ_Sát thương	0	0	1	10				3																		1																	
2589	Kiếm Vũ_Hiệu Quả Lạc Kiếm	0	0	1	10				25				1481														1																	
2590	Kiếm Vũ_Hiệu Quả Địa Liệt	0	0	1	10				25				1865														1																	
2591	Trảm Sát	0	0	1	10				20				178				0																											
2592	Trảm Sát_Phụ	0	0	1	10				3								0																											
2604	Oai Phong	0	0	0	64				16																																			
2625	Ngân Châm	1	90	0	3				8				41	3027																														
2627	Ám Thích_Phụ 1	0	0	0	5				2		1			180																														
2628	Ám Thích_Phụ 2	0	0	0	0				25																																			
2629	Đạn Chỉ Liệt Diệm	1	60	0	5				12				1323	3412																														
2630	Thiên Ngoại Lưu Tinh	0	0	1	15				26																		1																	
2631	Thiên Ngoại Lưu Tinh_Hiệu ứng Vẫn Thạch	0	0	1	10				26				1327					1									1																	
2632	Thiên Ngoại Lưu Tinh_Hiệu ứng Địa Liệt	0	0	1	15				30				26														1																	
2633	Thiên Ngoại Lưu Tinh_Sát thương	0	0	1	34				3					3412													1																	
2634	Chém	0	0	0	1				3					167																														
2635	Khốn Long Công	0	0	1	15				5					3026				1									1																	
2636	Khốn Long Công_Phụ	0	0	1	15				20				2636					1									1																	
2637	Chém	0	0	0	8				3					3024			100						1		1000	3	1																	
2638	Bá Đao	0	0	0	2				5					3026											1000	3																		
2639	Xuyên Tâm Thích	1	90	0	3				8				41	3027																														
2640	Trọng Kích	0	0	1	10				3					180																														
2641	Phong Hoa Tuyết Nguyệt	1	80	0	5				9				2641	3025			50																											
2642	Băng Tâm Tiên Tử	1	50	0	8				15				2642	3025																														
2643	Băng Tâm Tiên Tử_Phụ	0	0	0	8				6				2643																															
2645	Phá Thiên Trảm 	0	0	0	1				3					167																														
2648	Chém	0	0	0	1				3					167																														
2649	Thiên Vương Thương Pháp	0	0	0	1				3					168																														
2650	Nỏ Tiễn	1	90	0	3				8				40	3026																														
2651	Tên trong quạt	1	80	0	3				8		1		41	3027																														
2652	Hỏa Cầu Thuật	1	60	0	6				15		1		1835	3026			50										1																	
2653	Cung Tên	1	120	0	5				10				182	3024										10			1																	
2655	Nỏ Tiễn Liên Hoàn	1	60	0	9				10					3026										10																				
2656	Nỏ Tiễn Liên Hoàn_Phụ	1	60	0	9				10				40											10																				
2657	Tiềm Thổ Băng Thích	1	60	0	8				10					3025																														
2658	Tiềm Thổ Băng Thích_Phụ 1	1	60	0	8				10																																			
2659	Tiềm Thổ Băng Thích_Phụ 2	1	0	0	8				15				346																															
2660	Tán Tiêu	1	80	0	7				8					3027	1												1																	
2661	Tán Tiêu_Hiệu quả	1	60	0	6				13				41				80										1																	
2662	Bán Nguyệt Trảm	1	100	0	5				10				160	3027													1																	
2663	Hỏa Cầu x3	1	60	0	6				15				1835	3026													1																	
2664	Trọng Tiễn	1	130	0	7				10				129	3403										10			1																	
2665	Hàn Chưởng	0	0	0	3				3					342																														
2666	Hàn Băng Thích 	0	0	0	4				3					342																														
2667	Hàn Băng Thích_Hiệu quả	0	0	0	4				15				346																															
2668	Khai Thiên Phách Địa	1	120	0	7				6																																			
2669	Khai Thiên Phách Địa_Hiệu quả	0	0	0	7				15				1488				250																											
2670	Cuồng Phong Trục Nhật	0	0	0	20				5					3024																														
2671	Hành Sơn Tuyết	0	0	0	10				3					3027			120										1																	
2673	Mãn Giang Hồng_Phụ	1	140	0	12				6					3027			110																											
2674	Thuộc tính cộng hưởng	0	0	0	45				16																																			
2676	Vân Long Kích	0	0	0	1				3					167																														
2677	Phong Sương Toái Ảnh	0	0	0	64				2																																			
2678	Phong Sương Toái Ảnh_Làm Chậm	3	60	0	21				30				401	3025																														
2685	Xuyên Ảnh Trảm_Phụ 1	1	80	0	5				5				1869	167										10																				
2686	Xuyên Ảnh Trảm_Phụ 2	0	0	0	0				25																																			
2687	Lăng Tuyệt Kiếm Khí	1	60	0	5				11				1340	3026										5																				
2688	Huyền Minh Hấp Tinh	0	0	1	20				3					3026																														
2689	Huyền Minh Hấp Tinh_Phụ	1	60	1	10				6				40				-300																											
2690	Phong Chưởng	0	0	0	1				3					3027																														
2691	Nộ Phong Phá Tập	1	60	1	4				25				62														1																	
2692	Trọng Quyền	0	0	0	8				3					180			100										1																	
2693	Phi Kiếm	1	80	1	5				10		1		1485	3027																														
2694	Độc Thích Cốt	1	100	0	15				4					3027			50																											
2695	Độc Thích Cốt_Phụ	1	100	0	15				4				41				50																											
2696	Cầu Vòng	1	60	0	6				10		1		2696	3025			50																											
2697	Hoành Tảo Nhất Kích	0	0	0	15				3					168			120										1																	
2698	Giang Nam Như Yên	1	80	0	6				10				3304	342			50																											
2700	Bẫy Liên Tục 5	0	0	1	36				16																		1																	
2701	Bẫy Liên Tục 5_Phụ	3	0	1	8			10	33			1		3027													1																	
2702	Huyền Thiên Võ Cơ-Đánh Thường	0	0	1	9				25				24				120																											
2703	Huyền Thiên Võ Cơ-Đánh Thường_Phụ	0	0	1	9				3					180			120																											
2704	Huyền Thiên Võ Cơ-Kỹ năng 1	0	0	0	15				3					168			120										1																	
2706	Huyền Thiên Võ Cơ-Kỹ năng 2	3	0	1	28				30				1383														1							1										
2707	Huyền Thiên Võ Cơ-Kỹ năng 2_Phụ 2	0	0	1	28				3					3026													1																	
2710	npc-Đánh nhóm cận chiến_Bán Nguyệt Mộc	0	0	1	3				5					1892																														
2711	npc-Đánh nhóm cận chiến_Bán Nguyệt Thủy	0	0	1	3				5					1893																														
2712	npc-Đánh nhóm cận chiến_Bán Nguyệt Hỏa	0	0	1	3				5					1894																														
2713	npc-Đánh nhóm cận chiến_Bán Nguyệt Thổ	0	0	1	3				5					1895																														
2714	npc-Đánh đơn thẳng tầm xa_Kim	1	90	0	5				6				2714	166										30																				
2715	npc-Đánh đơn thẳng tầm xa_Mộc	1	90	0	5				6				2715	169										30																				
2716	npc-Đánh đơn thẳng tầm xa_Hỏa	1	90	0	5				6				2716	168										30																				
2717	npc-Đánh đơn thẳng tầm xa_Thổ	1	90	0	5				6				2717	170										30																				
2718	Giao Thoa Đao Quang_Mộc	1	70	0	5				14				2718	169													1																	
2719	Giao Thoa Đao Quang_Thủy	1	70	0	5				14				2719	167													1																	
2720	Giao Thoa Đao Quang_Hỏa	1	70	0	5				14				2720	168													1																	
2721	Giao Thoa Đao Quang_Thổ	1	70	0	5				14				2721	170													1																	
2722	Cung Tên_Kim	1	120	0	3				9				2722	3401										10			1																	
2723	Cung Tên_Mộc	1	120	0	3				9				2723	1892										10			1																	
2724	Cung Tên_Thủy	1	120	0	3				9				2724	1893										10			1																	
2725	Cung Tên_Hỏa	1	120	0	3				9				2725	1894										10			1																	
2726	Cung Tên_Thổ	1	120	0	3				9				2726	1895										10			1																	
2728	Đường Xung Phong Kim Duy Trì_Sát thương	1	140	0	8				6					3024			110										0																	
2729	Đường Xung Phong Kim Duy Trì_Hiệu quả	0	0	0	8				65				2729				0										1																	
2731	Đường Xung Phong Mộc Duy Trì_Sát thương	1	140	0	8				6					3027			110										0																	
2732	Đường Xung Phong Mộc Duy Trì_Hiệu quả	0	0	0	8				65				1396				0										1																	
2734	Đường Xung Phong Thủy Duy Trì_Sát Thương	1	140	0	8				6					3025			110										0																	
2735	Đường Xung Phong Thủy Duy Trì_Hiệu Quả	0	0	0	8				65				154				0										1																	
2737	Đường Xung Phong Hỏa Duy Trì_Sát thương	1	140	0	8				6					3026			110										0																	
2738	Đường Xung Phong Hỏa Duy Trì_Hiệu quả	0	0	0	8				65				52				0										1																	
2740	Đường Xung Phong Thổ Duy Trì_Sát thương	1	140	0	8				6					5385			110										0																	
2741	Đường Xung Phong Thổ Duy Trì_Hiệu quả	0	0	0	8				65				2741				0										1																	
2742	Duy Trì Nhóm Tại Chỗ-Kim	0	0	0	15				3					3024													1																	
2743	Duy Trì Nhóm Tại Chỗ-Kim_Phụ	0	0	0	15				61																		1																	
2744	Duy Trì Nhóm Tại Chỗ-Kim_Hiệu ứng	0	0	0	15				20				1827														1																	
2745	Duy Trì Nhóm Tại Chỗ-Mộc	0	0	1	15				3					3027													1																	
2746	Duy Trì Nhóm Tại Chỗ-Mộc_Hiệu ứng	0	0	1	15				20				2445														1																	
2747	Duy Trì Nhóm Tại Chỗ-Thủy	0	0	1	15				3					3025													1																	
2748	Duy Trì Nhóm Tại Chỗ-Thủy_Phụ	0	0	1	15				61									1									1																	
2749	Duy Trì Nhóm Tại Chỗ-Thủy_Hiệu ứng	0	0	1	15				20				1661					1									1																	
2750	Duy Trì Nhóm Tại Chỗ-Hỏa	0	0	1	15				26				1327					1									1																	
2751	Duy Trì Nhóm Tại Chỗ-Hỏa_Địa Liệt	0	0	1	15				30				1808														1																	
2752	Duy Trì Nhóm Tại Chỗ-Hỏa_Sát thương	0	0	1	15				3					3412													1																	
2753	Duy Trì Nhóm Tại Chỗ-Thổ	0	0	1	15				25				1314																															
2754	Duy Trì Nhóm Tại Chỗ-Thổ_Địa Liệt	0	0	1	15				25				1318																															
2755	Duy Trì Nhóm Tại Chỗ-Thổ_Sát thương	0	0	1	15				3					5385																														
2756	Ngũ Tinh Kim Đạn	1	40	1	2				20				2756				100										1																	
2757	Ngũ Tinh Kim Đạn_Sát thương	1	35	0	8				15					3024	1																													
2758	Ngũ Tinh Thổ Đạn	1	40	1	2				20				2758				100										1																	
2759	Ngũ Tinh Thổ Đạn_Sát thương	1	35	0	8				15					5385	1																													
2760	Sương Độc Hình Quạt	1	40	1	2				20																		1																	
2761	Sương Độc Hình Quạt_Phụ	0	0	0	2			1	8				1396														1																	
2762	Sương Độc Hình Quạt_Sát thương	1	25	0	6				20					3027	1																													
2763	Băng Thích Hình Quạt	1	40	1	2				20																		1																	
2764	Băng Thích Hình Quạt_Phụ	0	0	0	2			1	8				346														1																	
2765	Băng Thích Hình Quạt_Sát thương	1	25	0	6				20					3025	1																													
2766	Địa Diệm Hình Quạt	1	40	1	2				20																		1																	
2767	Địa Diệm Hình Quạt_Phụ	0	0	0	2			1	25				1398														1																	
2768	Địa Diệm Hình Quạt_Sát thương	1	25	0	6				20					3026	1																													
2769	Đầu Rắn phun 30m	0	0	0	8				40				2769														1																	
2770	Đầu Rắn phun 30m_Phụ	1	200	0	8				16					3026													1																	
2771	Dung Nham Phun Trào	0	0	1	15				30				2771														1																	
2772	Dung Nham Phun Trào_Phụ	0	0	1	15				5					3026													1																	
2773	Phun Lửa Vàng	0	0	1	2				40				2773				100										1																	
2774	Phun Lửa Vàng_Phụ	0	0	0	10			6	20			1		3024			140										1																	
2775	Kéo người toàn màn hình	0	0	0	110			3	76			1											1				1																	
2776	Định Thân miễn kéo	0	0	1	15				2			1															1																	
2777	Dậy sóng phạm vi lớn	1	45	1	7				300		1		2777				180										1						1											
2778	Dậy sóng phạm vi lớn_Phụ	1	45	1	7				300		1			3025			80										1																	
2779	Hồ Bẫy Duy Trì-Hỏa (4m)	0	0	1	15			15	150			1		3026				1									1																	
2780	Hồ Bẫy Duy Trì-Hỏa (4m)_Hiệu ứng	0	0	1	15				150				2497					1									1																	
2781	Bẫy Liên Tục-Thủy (4m)	0	0	1	15			15	150			1		3025				1									1																	
2782	Bẫy Liên Tục-Thủy (4m)_Hiệu ứng	0	0	1	15				150				1554					1									1																	
2784	Vòng Hỗn Loạn	3	0	1	12				30			1															1																	
2785	Vòng Hỗn Loạn_Phụ	3	0	1	14				30			1		3027													1																	
2786	Gió Lốc phạm vi lớn	1	60	1	7				50			1	62	3027													1																	
2787	Hạn Địa Lôi phạm vi lớn	1	70	1	5				300		1		2425	5385													1																	
2788	Vạn Kiếm Quyết	1	60	0	3				16			1					-100																											
2789	Vạn Kiếm Quyết_Phụ 1	1	20	0	3				10			1																																
2790	Vạn Kiếm Quyết_Phụ 2	0	0	0	10			6	20				633																															
2791	Vạn Kiếm Quyết_Phụ 3	0	0	0	6				38				2791																															
2792	Kỹ năng Lôi Kéo Tàn Phế	1	350	0	15				3														1		1000	3																		
2793	Kỹ năng Lôi Kéo Tàn Phế_Phụ 1	1	120	0	15				10					3024									1																					
2794	Kỹ năng Lôi Kéo Tàn Phế_Phụ 2	0	0	0	15				30				1370										1																					
2795	Dung Nham Phun Trào-Hình Tròn	0	0	1	18				30				2771														1																	
2796	Dung Nham Phun Trào-Hình Tròn_Sát thương	0	0	1	18				3					3412													1																	
2801	Bác Cập Nhi Phục	0	0	0	8				5					3604									1																					
2802	Bác Cập Nhi Phục_Hiệu ứng	0	0	0	8				25				2802										1																					
2831	Kiếm Kích	0	0	0	15				3					167			200																											
2836	Lục Văn Long Đánh Thường	0	0	0	6				3					168			50										1																	
2837	Vân Long Kích	0	0	1	25				5					3027											1000	3																		
2840	Triều Thiên Khuyết_Hiệu quả	0	0	0	6				30				1307				350										1																	
2841	Nộ Diệm Xung Thiên	0	0	1	10				25				2841																															
2842	Đoạn Kim Thích	1	120	0	5				3																																			
2843	Viêm Dương Chưởng	0	0	0	2				3					3401																														
2844	Long Tượng Cửu Trùng	0	0	0	64				2																																			
2845	Long Tượng Cửu Trùng_Phụ	0	0	0	64				2																																			
2848	Tuyết Ánh Hồng Trần	0	0	0	64				2																																			
2849	Tuyết Ánh Hồng Trần_Hiệu ứng	0	0	0	64				2																																			
2850	Tuyết Nhất Đao	1	70	1	14				14				1380	167													1																	
2851	Hoa Phi Hồ Điệp Kiếm	0	0	1	4				15				1570				100										1																	
2852	Hoa Phi Hồ Điệp Kiếm_Phụ	2	60	1	4				30		1		1570	3027			100							5			1																	
2853	Thiên Địa Huyền Hoàng	1	50	0	5				20		1		2853	3024			50																											
2854	Võ Đạo Luân Hồi	0	0	1	20				35				2854																				1											
2855	Võ Đạo Luân Hồi_Phụ	0	0	1	20				5					3603																														
2856	Tùy Ý Khúc	1	70	0	5				30		1		2856	3025			50																											
2858	Quyết Biệt_Phụ 1	3	50	1	64				180																																			
2859	Nộ Diệm Xung Thiên_Sát thương	0	0	1	10				3																																			
2860	Du Long Kiếm Ý_Hiệu quả	0	0	1	10				25				2860														1																	
2861	Thần Long Kiếm Khí_Hiệu quả	0	0	1	10				15				2866														1																	
2862	Xuyên Tâm Thích	1	100	0	6				4																																			
2863	Phong Quyển Tàn Tuyết	0	0	1	8				25				1661					1									1																	
2864	Phong Quyển Tàn Tuyết_Sát thương	0	0	1	8				3					3025													1																	
2865	Ý Kiếm	0	0	0	3				3					169																														
2866	Thần Long Kiếm Khí	0	0	1	10				3					3027													1																	
2868	Du Long Kiếm Ý_Phụ	0	0	1	16				3					3027													1																	
2869	Hành Sơn Kiếm Pháp	1	100	0	3				9				39	3604																														
2870	Tuyệt Tình Đoạn Kiếm	0	0	0	10				3					3027			120										1																	
2872	Trấn Ngục Phá Thiên Kình_Phụ	1	140	0	12				6					3027			110																											
2873	Lạc Diệp Chưởng	0	0	0	5				3																																			
2875	Giáng Ma Chử	1	120	0	5				3																																			
2876	Tâm Kiếm	1	120	0	5				3																																			
2877	Dương Gia Thương Pháp	1	120	0	5				3																																			
2878	Quyết Biệt_Phụ 2_Bỏ	0	0	1	64				10					306																														
2879	Hàng Long Phục Tượng Công	0	0	0	20				5					3024																														
2880	Ảo Âm Kiếm	3	0	1	22			7	141			1	2880	167																														
2881	Hoành Tảo Thiên Quân	0	0	0	20				5					3024																														
2882	Cửu Khê Di Yên	0	0	1	12				50			1	1578																															
2883	Cửu Khê Di Yên_Phụ	0	0	1	12				15																																			
2884	Hoa Sơn Kiếm Pháp	0	0	0	3				3					169																														
2885	Hàng Long Bất Vũ	0	0	0	3				3					166																														
2889	Trấn Ngục Phá Thiên Kình_Phụ 2	0	0	1	20				3					3024													1																	
2890	Trấn Ngục Phá Thiên Kình_Hiệu ứng	0	0	1	20				25				2670														1																	
2891	Ngự Kiếm Thuật	0	0	0	1				3					167																														
2892	Tụ Lí Tiễn	1	80	0	3				8		1		41	3027																														
2893	Hành Sơn Tuyết	1	60	0	8				10					3025																														
2894	Hành Sơn Tuyết_Phụ 1	1	60	0	8				10																																			
2895	Hành Sơn Tuyết_Phụ 2	1	0	0	8				15				346																															
2896	Phù Vân Tán Tuyết	0	0	1	25				20			1	1377					1									1																	
2897	Phù Vân Tán Tuyết_Phụ	0	0	1	20				5									1									1																	
2898	Thương Hải Nguyệt Minh	0	0	0	64				2																																			
2899	Thương Hải Nguyệt Minh_Địch	0	0	0	64				2																																			
2900	Thương Hải Nguyệt Minh_Hiệu Ứng	0	0	0	64				2																																			
2915	Dương Hi Liệt_Đánh Thường	0	0	0	9				3					168			120																											
2916	Trác Phi Phàm_Đánh Thường	0	0	0	9				3					170			120																											
2917	Nạp Lan Tiềm Lẫm_Đánh Thường	0	0	0	9				3					169			120																											
2918	Mạnh Tri Thu_Đánh Thường	0	0	0	9				3					168			120																											
2919	Trương Như Mộng_Đánh Thường	0	0	0	9				3					170			120																											
2920	Nam Cung Thái Hồng_Đánh Thường	0	0	0	9				3					168			120																											
2921	Trương Lâm Tâm_Đánh Thường	0	0	0	9				3					167			120																											
2922	Phương Miễn_Đánh Thường	0	0	0	9				3					167			120																											
2923	Trương Phong_Đánh Thường	0	0	0	9				3					168			120																											
2924	Lục Văn Long_Đánh Thường	0	0	0	9				3					168			120																											
2925	Vô Tướng _Đánh Thường	0	0	0	9				3					168			120																											
2926	Lâm Hải_Đánh Thường	0	0	0	9				3					168			120																											
2927	Triệu Thăng Quyền_Đánh Thường	0	0	0	9				3					167			120																											
2928	Triệu Tiết_Đánh Thường	0	0	0	9				3					168			120																											
2929	Thiệu Kỵ Phong_Đánh Thường	1	60	0	5				11				2929	3025																														
2945	Vòng Hỏa Diệm_Phụ 1	0	0	0	50				3					3026													1																	
2946	Buff Tấn Công	0	0	0	5				16					1705																														
2951	Phong Ngọc Thư_Đánh Thường	0	0	0	9				3					168			120																											
2952	Nỏ Xa Lạc Nỏ	0	0	1	19				45																		1																	
2953	Nỏ Xa Lạc Nỏ_Phụ 1	0	0	1	19				25				135					1									1																	
2954	Nỏ Xa Lạc Nỏ_Phụ 2	0	0	1	19				3					3401											1000	3	1																	
2955	Nỏ Xa Liên Nỏ	1	100	1	14				7					3403										30			1																	
2956	Nỏ Xa Liên Nỏ_Hiệu quả	1	100	1	14				7				132											30			1																	
2957	Kinh Kha_Đánh Thường	0	0	1	14				3					3703			120										1																	
2960	Bối Thích _Phụ 1	0	0	0	5				2		1			3703													1																	
2961	Bối Thích _Phụ 2	0	0	0	0				25				6508														1																	
2962	Huyết Tế	1	60	0	3				15			1					-100										1																	
2963	Huyết Tế_Phụ 1	1	20	0	3				10			1															1																	
2964	Huyết Tế_Phụ 2	0	0	0	20			15	90			1	722	3026		1											1																	
2965	Tùy Ý Khúc	1	70	0	5				20				2856	3025			50										1																	
2966	Cầm Thương	0		0	5				8				1570				150										1																	
2967	Cầm Thương _Phụ	1	60	0	5				14				1570				150							10			1																	
2968	Mãn Thành Hoa Ngữ	0	0	1	12				3																		1																	
2969	Mãn Thành Hoa Ngữ_Phụ 1	0	0	1	12				76			1	1578														1																	
2970	Mãn Thành Hoa Ngữ_Phụ 2	0	0	1	12				15																		1																	
2971	Hồn Khiên Mộng Oanh Khúc	0	0	1	15				121				1571														1																	
2972	Hồn Khiên Mộng Oanh Khúc _Phụ	0	0	1	35			15	76			1															1																	
2973	Nhạc Gia Thương	1	70	0	4				12				2564	3601													1																	
2974	Trung Quán Bạch Nhật	0		0	5				20				2564	3601													1																	
2975	Trung Quán Bạch Nhật _Phụ	0		0	25				8																		1																	
2976	Mãnh Hổ Gầm Thét	0		0	5				20				6059	3601													1																	
2977	Mãnh Hổ Gầm Thét_Phụ	0		0	20				8																		1																	
3001	Lý Tư-Đánh Thường	1	70	1	5				16		1		959	3959																														
3002	Hủy Sách Cổ	0	0	1	22				5					3026		1											1																	
3003	Hủy Sách Cổ_Hiệu Ứng	0	0	1	22				150				2497					1									1																	
3004	Thôn Phệ Độc Châu	1	60	0	4				15																		1																	
3005	Thôn Phệ Độc Châu_Phụ	1	60	0	4				20		1		959	3959													1																	
3006	Quyền Khuynh Thiên Hạ-Đánh lui	1	40	1	7				23				160														1																	
3007	Quyền Khuynh Thiên Hạ_Đánh lui_Phụ	0	0	1	7				23					3027	2												1																	
3012	Quyền Khuynh Thiên Hạ-Tử vong nhận BUFF_Miễn dịch	2	150	1	4				10		1			1510													1																	
3013	Quyền Khuynh Thiên Hạ-Tử vong nhận BUFF_Đồng đội	0	0	0	64				2																																			
3017	Xích Hạt Độc_Phụ 1	0	0	1	15			7	75			1	1396	3027																														
3018	Xích Hạt Độc_Phụ 2	0	0	0	0				25				6508																															
3019	Ám Độc Huyết Vụ	2	80	1	5				12				1464																															
3020	Ám Độc Huyết Vụ_Phụ 1	2	80	1	5				45				1465																															
