SkillId		MagicDesc
3906	Hàng Băng Thích	Mỗi gai nhọn gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản cho mục tiêu
3909	Hạt Hoàng Cổ	Mỗi lần độc công gây [00ff00]dotdamage_wood1%[-] tấn công cơ bản đồng thời có [00ff00]state_zhican_attack1%[-] tỉ lệ gây [00ff00]state_zhican_attack2/15[-] giây tàn phế, tổng [00ff00]userdesc_1091[-] lần
3914	Ngục Hỏa Thiên Diệm	Mỗi lần gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản cho mục tiêu, tổng 3 lần
3918	Thanh Sơn Ngã Ý	Mỗi Hỏa Cầu gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
3921	Sức Mạnh Nữ Đế	Tăng [00ff00]physics_potentialdamage_p1%[-] tấn công cơ bản, [00ff00]all_series_resist_p1%[-] kháng tất cả cơ bản và [00ff00]attackspeed_v1[-] điểm tốc đánh, duy trì [00ff00]skill_statetime1/15[-] giây; khi bị tấn công có [00ff00]userdesc_1011%[-] tỉ lệ khiến kẻ tấn công đóng băng trong [00ff00]state_freeze_attack2/15[-] giây, giãn cách kích hoạt [00ff00]userdesc_1021/15[-] giây
3924	Phi Yến Lăng Ba	Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
3925	Ngân Bình Ngọc Toái	Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
3928	Hợp Tung Liên Hoành	Gây [00ff00]attack_usebasedamage_p1%[-] sát thương cơ bản cho mục tiêu, giảm [00ff00]reduce_final_damage_p1[-]% triệt tiêu sát thương cuối, duy trì [00ff00]skill_statetime1/15[-] giây
3932	Âm Dương Quyết	Tăng [00ff00]physics_potentialdamage_p1%[-] tấn công cơ bản và [00ff00]steallife_p1%[-] hút sinh lực, duy trì [00ff00]skill_statetime1/15[-] giây
3933	Phù Đồ Lưu Kim Thể	Khi cùng ra trận giúp chủ nhân tăng [00ff00]reduce_final_damage_p1[-]% triệt tiêu sát thương cuối, [00ff00]enhance_final_damage_p1[-]% sát thương cuối, [00ff00]all_series_resist_p1%[-] kháng tất cả cơ bản và [00ff00]resist_allseriesstate_time_v1[-] điểm thời gian kháng thuộc tính của nhân vật.
3934	Sâm La Vạn Tượng Bộ	Khi cùng ra trận giúp chủ nhân tăng [00ff00]enhance_final_damage_p1[-]% sát thương cuối, [00ff00]reduce_final_damage_p1[-]% triệt tiêu sát thương cuối, [00ff00]defense_p1[-]% né tránh cơ bản và [00ff00]add_seriesstate_rate_v1[-] tỉ lệ hiệu quả thuộc tính
3935	Luân Hải Vô Nhai Quyết	Khi cùng ra trận giúp chủ nhân tăng [00ff00]enhance_final_damage_p1[-]% sát thương cuối, [00ff00]reduce_final_damage_p1[-]% triệt tiêu sát thương cuối, [00ff00]lifecurmax_p1[-]% sinh lực hiện tại và [00ff00]weaken_deadlystrike_damage_p1[-]% miễn sát thương bạo kích
3936	Tu La Phần Ngục Kình	Khi cùng ra trận giúp chủ nhân tăng [00ff00]enhance_final_damage_p1[-]% sát thương cuối, [00ff00]reduce_final_damage_p1[-]% triệt tiêu sát thương cuối, [00ff00]deadlystrike_p1[-]% tỉ lệ bạo kích cơ bản và [00ff00]ignore_all_resist_v2[-] bỏ qua kháng tất cả
3937	Chí Tôn Tù Thiên Thủ	Khi cùng ra trận giúp chủ nhân tăng [00ff00]enhance_final_damage_p1[-]% sát thương cuối, [00ff00]reduce_final_damage_p1[-]% triệt tiêu sát thương cuối, [00ff00]basic_damage_v1[-] tấn công và [00ff00]ignore_defense_vp1%[-] bỏ qua né tránh cơ bản
4001	Đường Môn Ám Khí	Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản + [00ff00]attack_wooddamage_v1[-] sát thương hệ Mộc
4006	Triền Thân Thích	Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản + [00ff00]attack_wooddamage_v1[-] sát thương hệ Mộc, có [00ff00]state_zhican_attack1%[-] kèm [00ff00]state_zhican_attack2/15[-] giây Tàn Phế và Định Thân. Cùng lúc được đặt tối đa [00ff00]skill_maxmissile1[-] bẫy, tích lũy sử dụng [00ff00]skill_point1/100[-] lần
4008	Bạo Vũ Lê Hoa	Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản + [00ff00]attack_wooddamage_v1[-] điểm Sát thương hệ Mộc. Số lần dùng tối đa tích lũy [00ff00]skill_point1/100[-] lần
4010	Mê Ảnh Tung	Di chuyển nhanh về phía mục tiêu, cấp kỹ năng càng cao thời gian chờ càng ngắn; Hàm Sa Xạ Ảnh gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản + [00ff00]attack_wooddamage_v1[-] điểm Sát thương hệ Mộc
4011	Tâm Phách	Tăng vĩnh viễn [00ff00]miss_remote_rate1/100[-]% tỉ lệ né tránh tấn công tầm xa và [00ff00]state_stun_resistrate1[-] kháng tỉ lệ Choáng
4012	Cửu Cung Phi Tinh	Mỗi phi tiêu gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản + [00ff00]attack_wooddamage_v1[-] sát thương hệ Mộc, có [00ff00]state_zhican_attack1%[-] kèm [00ff00]state_zhican_attack2/15[-] giây Tàn Phế
4015	Tôi Độc Thuật	Bản thân tăng [00ff00]physics_potentialdamage_p1%[-] tấn công cơ bản và [00ff00]deadlystrike_damage_p1%[-] sát thương bạo kích. Đồng đội tăng [00ff00]userdesc_1021%[-] sát thương bạo kích
4017	Ám Khí-Cao	[Đường Môn Ám Khí] tăng [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản + [00ff00]attack_wooddamage_v1[-] sát thương hệ Mộc
4019	Tâm Nhãn	Tăng [00ff00]melee_dmg_p1%[-] kháng sát thương tầm xa và cận chiến, cộng dồn tối đa [00ff00]superposemagic1[-] lần, duy trì [00ff00]skill_statetime1/15[-] giây
4024	Tâm Ma	Vĩnh viễn tăng [00ff00]physics_potentialdamage_p1%[-] tấn công cơ bản, [00ff00]lifemax_p1%[-] sinh lực cơ bản, [00ff00]all_series_resist_p1%[-] kháng tất cả cơ bản, [00ff00]attackspeed_v1[-] điểm tốc đánh, [00ff00]state_zhican_attackrate1[-] điểm tỉ lệ tàn phế và [00ff00]state_stun_resisttime1[-] điểm thời gian kháng choáng
4027	Di Hình Hoán Ảnh	Có [00ff00]userdesc_1011%[-] tỉ lệ kích hoạt , xóa thời gian chờ [Mê Ảnh Tung], giảm chờ [Triền Thân Thích] [00ff00]reduce_cd_time22/15[-] giây, giảm [Bạo Vũ Lê Hoa] [00ff00]reduce_cd_time32/15[-] giây, giảm [Cửu Cung Phi Tinh] [00ff00]reduce_cd_time42/15[-] giây, giãn cách thi triển [00ff00]userdesc_1021/15[-] giây
4037	Triền Thân Thích-Sơ	Giãn cách [00ff00]userdesc_1011/15[-] giây
4038	Bạo Vũ Lê Hoa-Sơ	Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản
4039	Mê Ảnh Tung-Sơ	Tăng vĩnh viễn [00ff00]userdesc_1011%[-] né tránh cơ bản
4041	Cửu Cung Phi Tinh-Sơ	Cách xa mỗi 1m sát thương tăng [00ff00]add_adddmgbydist2/10%[-], tối đa tăng [00ff00]50%[-]
4042	Triền Thân Thích-Trung	Giãn cách [00ff00]userdesc_1011/15[-] giây. Được đặt tối đa thêm [00ff00]add_skill_max_ms12[-] bẫy, tăng [00ff00]add_zhican_t2/15[-] giây thời gian duy trì Tàn Phế và Định Thân
4043	Bạo Vũ Lê Hoa-Trung	Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản, [00ff00]add_att_speed12[-] tốc đánh, tích lũy sử dụng tăng [00ff00]add_skill_point12/100[-] lần, giảm chờ [00ff00]deccdtime2/15[-] giây
4044	Mê Ảnh Tung-Trung	Tăng vĩnh viễn [00ff00]userdesc_1011%[-] né tránh cơ bản. Có [00ff00]userdesc_1021%[-] nhận hiệu quả tăng ích: Tăng [00ff00]defense_p1%[-] né tránh cơ bản, miễn dịch bất lợi và hiệu quả Choáng, duy trì [00ff00]skill_statetime1/15[-] giây
4047	Cửu Cung Phi Tinh-Trung	Giảm chờ [00ff00]deccdtime2/15[-] giây. Cách xa mỗi 1m sát thương tăng [00ff00]add_adddmgbydist2/10%[-], tối đa tăng [00ff00]50%[-]
4052	Triền Thân Thích-Cao	Giãn cách [00ff00]userdesc_1011/15[-] giây. Được đặt tối đa thêm [00ff00]add_skill_max_ms12[-] bẫy, tăng [00ff00]add_zhican_t2/15[-] giây thời gian duy trì Tàn Phế và Định Thân. Có [00ff00]rand_ignoreskill1%[-] xóa [00ff00]rand_ignoreskill2[-] hiệu quả tăng ích
4054	Bạo Vũ Lê Hoa-Cao	Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản và [00ff00]add_deadlydmg_p12%[-] sát thương bạo kích. Tăng [00ff00]add_att_speed12[-] tốc đánh, số lần sử dụng tối đa tăng [00ff00]add_skill_point12/100[-] lần, giảm chờ [00ff00]deccdtime2/15[-] giây
4056	Mê Ảnh Tung-Cao	Tăng vĩnh viễn [00ff00]userdesc_1011%[-] né tránh cơ bản. Có [00ff00]userdesc_1021%[-] nhận hiệu quả tăng ích: Tăng [00ff00]defense_p1%[-] né tránh cơ bản, miễn dịch bất lợi và hiệu quả Choáng, duy trì [00ff00]skill_statetime1/15[-] giây. Có [00ff00]userdesc_1031%[-] tỉ lệ kích hoạt
4059	Cửu Cung Phi Tinh-Cao	Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản. Giảm chờ [00ff00]deccdtime2/15[-] giây. Cách xa mỗi 1m sát thương tăng [00ff00]add_adddmgbydist2/10%[-], tối đa tăng [00ff00]50%[-]
4060	Truy Tinh Trục Điện	Có [00ff00]userdesc_1011%[-] gây Định Thân và giảm [00ff00]all_series_resist_p1%[-] kháng tất cả cơ bản, duy trì [00ff00]state_fixed_attack2/15[-] giây. Giãn cách [00ff00]userdesc_1012/15[-] giây
4101	Côn Lôn Kiếm Pháp	Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản + [00ff00]attack_earthdamage_v1[-] sát thương hệ Thổ
4106	Tiên Nhân Chỉ Lộ	Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản + [00ff00]attack_earthdamage_v1[-] sát thương hệ Thổ, kèm [00ff00]state_stun_attack2/15[-] giây Choáng và [00ff00]state_fixed_attack2/15[-] giây Định Thân, tích lũy sử dụng [00ff00]skill_point1/100[-] lần
4108	Hỗn Độn Kiếm Trận	Mỗi [00ff00]0.33[-] giây gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản + [00ff00]attack_earthdamage_v1[-] sát thương hệ Thổ, duy trì 8 giây
4110	Tiếu Phong Tam Liên Kích	Mỗi cơn lốc gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản + [00ff00]attack_earthdamage_v1[-] điểm sát thương hệ Thổ, có [00ff00]state_stun_attack1%[-] kèm [00ff00]state_stun_attack2/15[-] giây Choáng
4111	Túy Tiên Thác Cốt	Tăng vĩnh viễn [00ff00]physics_potentialdamage_p1%[-] tấn công cơ bản, [00ff00]attackspeed_v1[-] tốc đánh, [00ff00]runspeed_v1[-] di chuyển và [00ff00]state_slowall_resistrate1[-] kháng tỉ lệ Làm Chậm
4112	Lôi Động Cửu Thiên	Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản + [00ff00]attack_earthdamage_v1[-] sát thương hệ Thổ, mỗi lần sát thương tăng [00ff00]ms_powerwhencol1[-]%, có [00ff00]state_stun_attack1%[-] kèm [00ff00]state_stun_attack2/15[-] giây Choáng
4115	Ngự Phong Hành	Khi bị tấn công sẽ có [00ff00]userdesc_1011%[-] tạo thành hộ thuẫn hấp thụ [00ff00]Nhanh nhẹn*magicshield1/100[-] sát thương, duy trì [00ff00]magicshield2/15[-] giây. Mỗi [00ff00]userdesc_1012/15[-] giây bị tấn công sẽ [00ff00]100%[-] tạo thành hộ thuẫn
4116	Kiếm Pháp-Cao	Tăng vĩnh viễn [00ff00]state_stun_attacktime1[-] thời gian Choáng. [Côn Lôn Kiếm Pháp] tăng  [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản + [00ff00]attack_earthdamage_v1[-] sát thương hệ Thổ
4118	Hỗn Nguyên Càn Khôn	Đánh trúng tăng [00ff00]steallife_p1%[-] hút sinh lực, khiến địch giảm [00ff00]lifereplenish_p1%[-] hiệu suất hồi sinh lực, [00ff00]runspeed_p1%[-] di chuyển, tối đa cộng dồn [00ff00]superposemagic1[-] lần, duy trì [00ff00]skill_statetime1/15[-] giây
4124	Sương Ngạo Côn Lôn	Vĩnh viễn tăng [00ff00]physics_potentialdamage_p1%[-] tấn công cơ bản, [00ff00]lifemax_p1%[-] sinh lực cơ bản, [00ff00]all_series_resist_p1%[-] kháng tất cả cơ bản, [00ff00]attackspeed_v1[-] điểm tốc đánh, [00ff00]state_stun_attackrate1[-] điểm tỉ lệ choáng và [00ff00]state_slowall_resisttime1[-] điểm kháng thời gian làm chậm
4130	Nhất Khí Tam Thanh	Có [00ff00]userdesc_1011%[-] kích hoạt, hấp thụ tối đa [00ff00]Nhanh nhẹn*magicshield1/100[-] sát thương, cộng dồn tối đa [00ff00]superposemagic1[-] lần, duy trì [00ff00]magicshield2/15[-] giây, hấp thụ sát thương đạt tối đa hiệu sẽ quả biến mất. Giãn cách thi triển [00ff00]userdesc_1021/15[-] giây
4133	Tiên Nhân Chỉ Lộ-Sơ	Tăng [00ff00]deadlystrike_p1%[-] tỉ lệ bạo kích cơ bản và [00ff00]state_stun_attacktime1[-] thời gian Choáng, duy trì [00ff00]skill_statetime1/15[-] giây
4135	Tiếu Phong Tam Liên Kích	Chuyển hóa [00ff00]add_steallife_p2/100%[-] sát thương gây ra thành hồi sinh lực. Có [00ff00]state_drag_attack1%[-] kéo kẻ địch lại
4136	Hỗn Độn Kiếm Trận-Sơ	Thời gian duy trì tăng [00ff00]addms_life12/15[-] giây
4138	Lôi Động Cửu Thiên-Sơ	Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản
4139	Tiên Nhân Chỉ Lộ-Trung	Tăng [00ff00]deadlystrike_p1%[-] tỉ lệ bạo kích cơ bản và [00ff00]state_stun_attacktime1[-] thời gian Choáng, duy trì [00ff00]skill_statetime1/15[-] giây. Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản, trong [00ff00]2.5[-] giây giải trừ, miễn dịch bất lợi và hiệu quả Làm Chậm, thời gian duy trì được cộng dồn
4141	Tiếu Phong Tam Liên Kích-Trung	Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản. Chuyển hóa [00ff00]add_steallife_p2/100%[-] sát thương gây ra thành hồi sinh lực. Có [00ff00]state_drag_attack1%[-] kéo kẻ địch lại 
4142	Hỗn Độn Kiếm Trận-Trung	Thời gian duy trì tăng [00ff00]addms_life12/15[-] giây. Giảm [00ff00]all_series_resist_p1%[-] kháng tất cả cơ bản 
4144	Lôi Động Cửu Thiên-Trung	Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản, giảm chờ [00ff00]deccdtime2/15[-] giây
4145	Tiên Nhân Chỉ Lộ-Cao	Tăng [00ff00]deadlystrike_p1%[-] tỉ lệ bạo kích cơ bản và [00ff00]state_stun_attacktime1[-] thời gian Choáng, duy trì [00ff00]skill_statetime1/15[-] giây. Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản, trong [00ff00]2.5[-] giây giải trừ, miễn dịch bất lợi và hiệu quả Làm Chậm, thời gian duy trì được cộng dồn. Tiếu Phong Tam Liên Kích giảm chờ [00ff00]reduce_cd_time12/15[-] giây
4147	Tiếu Phong Tam Liên Kích-Cao	Tấn công cơ bản tăng [00ff00]add_usebasedmg_p12%[-], [00ff00]add_steallife_p2/100%[-] tạo thành sẽ chuyển hóa thành sinh lực, có [00ff00]state_drag_attack1%[-] tỉ lệ kéo kẻ địch lại, né tránh cơ bản giảm [00ff00]defense_p1%[-], kháng thuộc tính và trạng thái xấu có tỉ lệ giảm [00ff00]resist_allseriesstate_rate_v1[-], duy trì [00ff00]skill_statetime1/15[-] giây
4149	Hỗn Độn Kiếm Trận-Cao	Thời gian duy trì tăng [00ff00]addms_life12/15[-] giây. Giảm [00ff00]all_series_resist_p1%[-] kháng tất cả cơ bản. Tăng [00ff00]remote_dmg_p1%[-] kháng sát thương tầm xa 
4151	Lôi Động Cửu Thiên-Cao	Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản, giảm chờ [00ff00]deccdtime2/15[-] giây. Mỗi lần đánh trúng, giảm chờ [00ff00]reduce_cd_time12/15[-] giây. Giải trừ và miễn dịch thuộc tính trong [00ff00]skill_statetime1/15[-] giây
4152	Thiên Thanh Địa Trọc	Tăng [00ff00]userdesc_1011[-] tốc đánh và [00ff00]userdesc_1012%[-] tấn công cơ bản. Xung quanh mỗi thêm 1 kẻ địch giảm [00ff00]attackspeed_v1[-] tốc đánh và [00ff00]physics_potentialdamage_p1%[-] tấn công cơ bản, tăng [00ff00]defense_p1%[-] né tránh cơ bản và [00ff00]all_series_resist_p1%[-] kháng cơ bản, tối đa cộng dồn [00ff00]add_mult_proc_sate12[-] lần
4201	Cái Bang Chưởng Pháp	Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản + [00ff00]attack_firedamage_v1[-] sát thương hệ Hỏa
4206	Hàng Long Hữu Hối	Mỗi con rồng gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản + [00ff00]attack_firedamage_v1[-] sát thương hệ Hỏa, kèm [00ff00]state_palsy_attack2/15[-] giây Tê Liệt. Tích lũy sử dụng [00ff00]skill_point1/100[-] lần
4208	Khốn Long Công	Mỗi tấn công gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản + [00ff00]attack_firedamage_v1[-] sát thương hệ Hỏa, có [00ff00]state_palsy_attack1%[-] kèm [00ff00]state_palsy_attack2/15[-] giây Tê Liệt và Định Thân
4211	Túy Điệp Cuồng Vũ	Bản thân tăng [00ff00]runspeed_v1[-] di chuyển và [00ff00]defense_p1%[-] né tránh cơ bản, duy trì [00ff00]skill_statetime1/15[-] giây
4212	Hóa Hiểm Vi Di	Vĩnh viễn tăng [00ff00]lifemax_p1%[-] sinh lực cơ bản, [00ff00]runspeed_v1[-] điểm di chuyển, [00ff00]defense_p1%[-] né tránh cơ bản và [00ff00]state_hurt_resistrate1[-] điểm kháng tỉ lệ bị thương
4213	Long Chiến Vu Dã	Mỗi tấn công gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản + [00ff00]attack_firedamage_v1[-] sát thương hệ Hỏa, thêm sát thương [00ff00]dotdamage_maxlife_p1%[-] sinh lực, tối đa không vượt quá [00ff00]dotdamage_maxlife_p3[-] sinh lực 
4218	Bá Vương Tạ Giáp	Xung quanh mỗi thêm 1 kẻ địch, tự tăng [00ff00]ignore_all_resist2%[-] bỏ qua kháng tính cuối, tối đa cộng dồn [00ff00]add_mult_proc_sate12[-] lần
4220	Chưởng Pháp-Cao	[Cái Bang Chưởng Pháp] tăng [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản + [00ff00]attack_firedamage_v1[-] sát thương hệ Hỏa và [00ff00]add_att_speed12[-] tốc đánh
4222	Du Long Quyết	Mỗi lần hồi phục [00ff00]dir_recover_life_pp1/100%[-] sinh lực. Tăng [00ff00]physics_potentialdamage_p1%[-] tấn công cơ bản, tối đa cộng dồn [00ff00]superposemagic1[-] lần, duy trì [00ff00]skill_statetime1/15[-] giây, giãn cách kích hoạt [00ff00]userdesc_1021/15[-] giây
4225	Kim Thiền Thoát Xác	Có [00ff00]userdesc_1011%[-] xóa hiệu quả thuộc tính, hiệu quả bất lợi và kích hoạt kỹ năng [Túy Điệp Cuồng Vũ], giãn cách thi triển [00ff00]userdesc_1021/15[-] giây
4228	Thiên Hạ Vô Cẩu	Vĩnh viễn tăng [00ff00]physics_potentialdamage_p1%[-] tấn công cơ bản, [00ff00]lifemax_p1%[-] sinh lực cơ bản, [00ff00]all_series_resist_p1%[-] kháng tất cả cơ bản, [00ff00]attackspeed_v1[-] điểm tốc đánh, [00ff00]state_palsy_attackrate1[-] điểm tỉ lệ tê liệt và [00ff00]state_hurt_resisttime1[-] điểm kháng thời gian bị thương
4229	Thâu Thiên Hoán Nhật	Có [00ff00]userdesc_1021%[-] đánh cắp [00ff00]stealstate_type2[-] hiệu quả tăng ích, duy trì [00ff00]skill_stealstate_time1/15[-] giây, giãn cách kích hoạt [00ff00]userdesc_1011/15[-] giây
4238	Hàng Long Hữu Hối	Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản và [00ff00]add_attackrating_v12[-] chính xác
4239	Khốn Long Công	Tăng [00ff00]add_fixed_t2/15[-] giây Định Thân
4240	Túy Điệp Cuồng Vũ	Tăng [00ff00]defense_p1%[-] né tránh cơ bản và [00ff00]runspeed_v1[-] di chuyển
4242	Long Chiến Vu Dã	Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản
4243	Hàng Long Hữu Hối-Trung	Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản và [00ff00]add_attackrating_v12[-] chính xác. Tăng [00ff00]add_skill_point12/100[-] lần tích lũy sử dụng
4244	Khốn Long Công-Trung	Tăng [00ff00]add_fixed_t2/15[-] giây Định Thân. Giảm chờ [00ff00]deccdtime2/15[-] giây
4245	Túy Điệp Cuồng Vũ-Trung	Tăng [00ff00]defense_p1%[-] né tránh cơ bản và [00ff00]runspeed_v1[-] di chuyển. Thời gian duy trì tăng [00ff00]add_state_time12/15[-] giây
4247	Long Chiến Vu Dã-Trung	Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản và [00ff00]add_deadlystrike_p12%[-] tỉ lệ bạo kích cuối
4248	Hàng Long Hữu Hối-Cao	Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản, [00ff00]add_attackrating_v12[-] chính xác và [00ff00]add_palsy_r2%[-] tỉ lệ Tê Liệt. Tăng [00ff00]add_skill_point12/100[-] lần tích lũy sử dụng
4249	Khốn Long Công-Cao	Tăng [00ff00]add_fixed_t2/15[-] giây Định Thân. Giảm chờ [00ff00]deccdtime2/15[-] giây. Khiến địch giảm [00ff00]all_series_resist_p1%[-] kháng tất cả, duy trì [00ff00]userdesc_1011/15[-] giây
4251	Túy Điệp Cuồng Vũ-Cao	Tăng Túy Điệp Cuồng Vũ [00ff00]defense_p1%[-] điểm né tránh cơ bản và [00ff00]runspeed_v1[-] điểm di chuyển, kéo dài thời gian duy trì Túy Điệp Cuồng Vũ [00ff00]add_state_time12/15[-] giây, đồng thời hồi phục [00ff00]dir_recover_life_pp1/100%[-] sinh lực tối đa
4253	Long Chiến Vu Dã-Cao	Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản và [00ff00]add_deadlystrike_p12%[-] tỉ lệ bạo kích cuối, có [00ff00]rand_ignoreskill1%[-] tỉ lệ xóa bỏ [00ff00]rand_ignoreskill2[-] lợi ích
4301	Ngũ Độc Địch Chú	Độc công gây [00ff00]dotdamage_wood1%[-] tấn công cơ bản + [00ff00]dotdamage_wood2[-] sát thương hệ Mộc, tổng cộng [00ff00]userdesc_1091[-] lần
4309	Âm Phong Thực Cốt	Có [00ff00]state_zhican_attack1%[-] kèm [00ff00]state_zhican_attack2/15[-] giây Tàn Phế. Mỗi độc công gây [00ff00]dotdamage_wood1%[-] tấn công cơ bản + [00ff00]dotdamage_wood2[-] sát thương hệ Mộc, tổng cộng [00ff00]userdesc_1091[-] lần
4311	Triệu Hồi Độc Trùng	Tấn công Độc Trùng = Tấn công nhân vật x[00ff00]callnpc_damage2%[-]. Linh Xà [00ff00]userdesc_1011%[-] xác suất gây [00ff00]userdesc_1012/15[-] giây Tàn Phế, Bích Thiềm khiến mục tiêu giảm [00ff00]userdesc_1021[-] Kháng Mộc, Xích Hạt giúp nhân vật tăng [00ff00]userdesc_1031%[-] sát thương bạo kích, Phong Ngô khiến mục tiêu giảm [00ff00]userdesc_1041[-] né tránh, Mặc Thù gây [00ff00]userdesc_1051[-] lần độc công
4312	Triệu hồi Linh Xà	Tấn công Độc Trùng = Tấn công nhân vật x[00ff00]callnpc_damage2%[-]. Linh Xà [00ff00]userdesc_1011%[-] xác suất gây [00ff00]userdesc_1012/15[-] giây Tàn Phế, Bích Thiềm khiến mục tiêu giảm [00ff00]userdesc_1021[-] Kháng Mộc, Xích Hạt giúp nhân vật tăng [00ff00]userdesc_1031%[-] sát thương bạo kích, Phong Ngô khiến mục tiêu giảm [00ff00]userdesc_1041[-] né tránh, Mặc Thù gây [00ff00]userdesc_1051[-] lần độc công
4314	Triệu hồi Bích Thiềm	Tấn công Độc Trùng = Tấn công nhân vật x[00ff00]callnpc_damage2%[-]. Linh Xà [00ff00]userdesc_1011%[-] xác suất gây [00ff00]userdesc_1012/15[-] giây Tàn Phế, Bích Thiềm khiến mục tiêu giảm [00ff00]userdesc_1021[-] Kháng Mộc, Xích Hạt giúp nhân vật tăng [00ff00]userdesc_1031%[-] sát thương bạo kích, Phong Ngô khiến mục tiêu giảm [00ff00]userdesc_1041[-] né tránh, Mặc Thù gây [00ff00]userdesc_1051[-] lần độc công
4316	Triệu Hồi Xích Hạt	Tấn công Độc Trùng = Tấn công nhân vật x[00ff00]callnpc_damage2%[-]. Linh Xà [00ff00]userdesc_1011%[-] xác suất gây [00ff00]userdesc_1012/15[-] giây Tàn Phế, Bích Thiềm khiến mục tiêu giảm [00ff00]userdesc_1021[-] Kháng Mộc, Xích Hạt giúp nhân vật tăng [00ff00]userdesc_1031%[-] sát thương bạo kích, Phong Ngô khiến mục tiêu giảm [00ff00]userdesc_1041[-] né tránh, Mặc Thù gây [00ff00]userdesc_1051[-] lần độc công
4318	Triệu hồi Phong Ngô	Tấn công Độc Trùng = Tấn công nhân vật x[00ff00]callnpc_damage2%[-]. Linh Xà [00ff00]userdesc_1011%[-] xác suất gây [00ff00]userdesc_1012/15[-] giây Tàn Phế, Bích Thiềm khiến mục tiêu giảm [00ff00]userdesc_1021[-] Kháng Mộc, Xích Hạt giúp nhân vật tăng [00ff00]userdesc_1031%[-] sát thương bạo kích, Phong Ngô khiến mục tiêu giảm [00ff00]userdesc_1041[-] né tránh, Mặc Thù gây [00ff00]userdesc_1051[-] lần độc công
4320	Triệu hồi Mặc Tri	Tấn công Độc Trùng = Tấn công nhân vật x[00ff00]callnpc_damage2%[-]. Linh Xà [00ff00]userdesc_1011%[-] xác suất gây [00ff00]userdesc_1012/15[-] giây Tàn Phế, Bích Thiềm khiến mục tiêu giảm [00ff00]userdesc_1021[-] Kháng Mộc, Xích Hạt giúp nhân vật tăng [00ff00]userdesc_1031%[-] sát thương bạo kích, Phong Ngô khiến mục tiêu giảm [00ff00]userdesc_1041[-] né tránh, Mặc Thù gây [00ff00]userdesc_1051[-] lần độc công
4334	Mê Tâm Cổ	Mỗi độc công gây [00ff00]dotdamage_wood1%[-] tấn công cơ bản + [00ff00]dotdamage_wood2[-] sát thương hệ Mộc, tổng cộng [00ff00]userdesc_1091[-] lần. Sát thương độc phải chịu tăng [00ff00]recdot_wood_p1%[-], cứ nửa giây có [00ff00]state_zhican_attack1%[-] kèm [00ff00]state_zhican_attack2/15[-] giây Tàn Phế, duy trì [00ff00]skill_statetime1/15[-] giây
4338	Ngự Độc Thuật	Tăng vĩnh viễn [00ff00]physics_potentialdamage_p1%[-] tấn công cơ bản, [00ff00]add_dotdshield_p2%[-] sát thương Độc Công lên hộ thuẫn và [00ff00]state_stun_resistrate1[-] kháng tỉ lệ Choáng
