StateEffectId	StateName	EffectResID1	SlotID1	EffectResID2	SlotID2	HeadResID	Alpha	ChangeSize	ChangeSizeSpeed	RunActID	HeadWord	MagicDesc	Icon	IconAtlas	NotShowTime	HideBody	HideHead	ShowSort	HightLightSkill	RequireSuperpose
5027	Tị Thực Tựu Hư											Kháng tất cả cơ bản [FF3030] giảm all_series_resist_p1%[-]	Badao_bd06_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5033	Thừa Thắng Trục Bắc											Sát thương bạo kích +[00ff00]deadlystrike_damage_p1%[-]\nKháng tất cả cơ bản +[00ff00]all_series_resist_p1%[-]\nTốc đánh +[00ff00]attackspeed_v1[-]\nDi chuyển +[00ff00]runspeed_v1[-]	Badao_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5035	Liên Hoàn Đao. Tấn công giảm											Tấn công cơ bản [FF3030]giảm physics_potentialdamage_p1%[-]	Badao_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5036	Liên Hoàn Đao. Tấn công tăng											Tấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]	Badao_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5052	Bí Kíp-Sơ: Hiệp Sơn Siêu Hải	2849										Miễn dịch thuộc tính	BadaoSkill_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5053	Bí Kíp-Cao: Hiệp Sơn Siêu Hải	2849										Miễn dịch thuộc tính\nMiễn sát thương bạo kích +[00ff00]weaken_deadlystrike_damage_p1%[-]	BadaoSkill_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5054	Bí Kíp-Sơ: Nghịch Huyết Tiệt Mạch	14432										Kháng tất cả cơ bản [FF3030]giảm all_series_resist_p1%[-]\nDi chuyển [FF3030] giảm runspeed_v1[-]	Badao_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5056	Bí Kíp-Cao: Dục Huyết Đạo Phong	2416										[00ff00]Vô Địch[-]	Bd_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5083	Dục Huyết Đạo Phong	25015						120	15											
5100	Hủy sát thương											Triệt tiêu sát thương cuối +[00ff00]reduce_final_damage_p1%[-]	Bd_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5102	Bom-Điểm Danh	1454																		
5104	Ngũ Hành Hộ Thể_Kim	15104																		
5105	Ngũ Hành Hộ Thể_Mộc	15105																		
5106	Ngũ Hành Hộ Thể_Thủy	15106																		
5107	Ngũ Hành Hộ Thể_Hỏa	15107																		
5108	Ngũ Hành Hộ Thể_Thổ	15108																		
5109	 phút					15109														
5110	Hợp					15110														
5111	Phản đòn cận chiến	2708																		
5112	Phản đòn tầm xa	2708																		
5113	Hấp Hồn											Tăng sát thương cuối +[00ff00]enhance_final_damage_p1%[-]	Bd_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5114	Cuồng Bạo Phệ Huyết	1367										Tăng sát thương cuối +[00ff00]enhance_final_damage_p1%[-]	Bd_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5135	Bùa Truyền Tống Vàng	15135																		
5136	Bùa Truyền Tống Bạc	15136																		
5137	Đỡ sát thương											Đỡ sát thương +[00ff00]defuse_damage2%[-]\n(Trong thời gian ngắn bị tấn công nhiều lần sẽ là trạng thái nhận khi trọng thương)	BUFF_zhuxiudan	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5144	Sĩ Khí Dâng Cao											Sinh lực cơ bản tối đa +[00ff00]lifemax_p1%[-]\nTấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]	BUFF_shiqigaozhang	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5218	Kiếm Ý											Hoa Sơn Kiếm Ý	HuashanSkill_04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab					5206	7
5210	Thiên Thân Đảo Huyền	15210										Tấn công cơ bản [FF3030]giảm physics_potentialdamage_p1%[-]	HuashanSkill_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5221	Phá Chiêu	15221										Phá giải mọi chiêu thức	Huashan_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5234	Tử Hà Kiếm Khí											Tăng số lần sát thương của Phong Tống Tử Hà	HuashanSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab					5215	5
5249	Bí Kíp-Trung: Tiêu Sử Thừa Long											Miễn dịch thuộc tính\nMiễn hiệu quả bất lợi	Hs_mj01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5251	Bí Kíp-Sơ: Triều Dương Kiếm Khí	14432										Di chuyển [FF3030] giảm runspeed_p1%[-]	Hs_mj02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5252	Bí Kíp-Trung: Triều Dương Kiếm Khí											Sát thương bạo kích +[00ff00]deadlystrike_damage_p1%[-]	Hs_mj02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5141	Đang Tịnh Tâm										|Blue_06|Blue_07|Blue_03									
5142	Nhập Ma										|Red_01|Red_02									
5359	Tuyệt Học: Hỏa Phượng Liêu Nguyên											Né tránh cơ bản +[00ff00]defense_p1%[-]	Taohua_jx01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5362	Tuyệt Học: Đại Lực Kim Cang Chỉ											Tấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]	Shaolin_jx01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5365	Tuyệt Học: Ngũ Độc Địch Pháp											Sát thương bạo kích +[00ff00]deadlystrike_damage_p1%[-]	Wudu_jx01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5366	Tuyệt Học: Ngọc Tuyền Ngư Dược											Sát thương bạo kích +[00ff00]deadlystrike_damage_p1%[-]\nMiễn sát thương bạo kích +[00ff00]weaken_deadlystrike_damage_p1%[-]	Cangjian_jx01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5367	Tuyệt Học: Dư Âm Nhiễu Lương											[00ff00]Thanh Âm Trường Khiếu[-] tấn công cơ bản tăng [00ff00]add_usebasedmg_p12%[-]	Changge_jx01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab					4511	
5368	Tuyệt Học: Dư Âm Nhiễu Lương											[00ff00]Bình Sa Nhạn Lạc[-] tấn công cơ bản tăng [00ff00]add_usebasedmg_p22%[-]	Changge_jx01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab					4506	
5370	Tuyệt Học: Huyết Chiến Bát Phương											[00ff00]Huyết Chiến Bát Phương[-] tấn công cơ bản tăng [00ff00]add_usebasedmg_p12%[-]	Tianwang_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5371	Tuyệt Học: Bạch Lộ Ngưng Sương											Tấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]\nKháng sát thương cận chiến +[00ff00]melee_dmg_p1%[-]\nKháng sát thương tầm xa +[00ff00]remote_dmg_p1%[-]	Emei_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5372	Tuyệt Học: Đào Hoa Tiễn Thuật											Tấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]\nNé tránh +[00ff00]defense_p1[-]	Taohua_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5374	Tuyệt Học: Tọa Vọng Vô Ngã											Kháng sát thương cận chiến +[00ff00]melee_dmg_p1%[-]\nKháng sát thương tầm xa +[00ff00]remote_dmg_p1%[-]	Wudang_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5377	Tuyệt Học: Băng Tâm Tuyết Liên											[8dccf7]<Thúy Yên Ngự Tản Quyết>[-] tấn công cơ bản +[00ff00]add_usebasedmg_p12%[-]	Cuiyan_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5378	Tuyệt Học: Cửu Cung Phi Tinh											Sát thương bạo kích +[00ff00]deadlystrike_damage_p1%[-]\nTỉ lệ bạo kích cơ bản +[00ff00]deadlystrike_p1%[-]	Tangmen_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5379	Tuyệt Học: Vô Ngã Vô Kiếm	14542										Hiệu quả hồi phục vô hiệu	Changge_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5382	Tuyệt Học: Ánh Ba Tỏa Lan											Sinh lực cơ bản tối đa +[00ff00]lifemax_p1%[-]	Cangjian_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5385	Tuyệt Học: Hiệp Sơn Siêu Hải											Kháng tất cả +[00ff00]all_series_resist_p1%[-]	Badao_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5512	Hỏa Quang Tàn Ảnh									31		Di chuyển +[00ff00]runspeed_v1[-]\nNé tránh cơ bản +[00ff00]defense_p1%[-]	MingjiaoSkill_04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5517	Hủy Thiên Diệt Địa											Bay lên	MingjiaoSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab					5515	
5528	Dẫn Hỏa Thiêu Thân											Bỏ qua kháng tính cuối +[00ff00]ignore_all_resist2%[-]\nBỏ qua kháng tính cơ bản +[00ff00]ignore_all_resist_vp1%[-]	Mingjiao_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5529	Dẫn Hỏa Thiêu Thân											Bỏ qua kháng tính cơ bản +[00ff00]ignore_all_resist_vp1%[-]	Mingjiao_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5531	Tinh Hỏa Liêu Nguyên											Miễn dịch thuộc tính\nMiễn hiệu quả bất lợi	Mingjiao_bd05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5535	Hỏa Vũ Lăng Thiên											Né tránh cơ bản +[00ff00]defense_p1%[-]\nTấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]	Mingjiao_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5543	Bí kíp: Điện Quang Thạch Hỏa											Miễn dịch thuộc tính\nMiễn dịch hiệu quả bất lợi trừ đóng băng ra	Mj_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5545	Bí kíp: Hỏa Quang Tàn Ảnh											Kháng tất cả cơ bản [FF3030]giảm all_series_resist_p1%[-]\nDi chuyển [FF3030]giảm runspeed_v1[-]	Mj_mj03	UI/Atlas/SkillIcon/MJ_Skill.prefab						
5547	Bí kíp: Hỏa Quang Tàn Ảnh											Kháng tất cả cơ bản [FF3030]giảm all_series_resist_p1%[-]\nDi chuyển [FF3030]giảm runspeed_v1[-]\nTỉ lệ kháng thuộc tính [FF3030]giảm resist_allseriesstate_rate_v1[-]\nThời gian kháng thuộc tính [FF3030]giảm resist_allseriesstate_time_v1[-]\nTỉ lệ kháng bất lợi [FF3030]giảm resist_allspecialstate_rate_v1[-]\nTỉ lệ kháng bất lợi [FF3030]giảm resist_allspecialstate_time_v1[-]	Mj_mj03	UI/Atlas/SkillIcon/MJ_Skill.prefab						
5551	Bí kíp: Hủy Thiên Diệt Địa											Miễn dịch thuộc tính\nMiễn hiệu quả bất lợi	Mj_mj02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5553	Bí kíp: Hủy Thiên Diệt Địa											Miễn dịch thuộc tính\nMiễn hiệu quả bất lợi\nSinh lực cơ bản tối đa +[00ff00]lifemax_p1%[-]	Mj_mj02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5560	Tuyệt học: Hỏa Quang Tàn Ảnh											Miễn sát thương bạo kích [FF3030]giảm weaken_deadlystrike_damage_p1%[-]\nBỏ qua né tránh cơ bản [FF3030]giảm ignore_defense_vp1%[-]	Mingjiao_jx01	UI/Atlas/SkillIcon/LostKnowledge.prefab						
5562	Tuyệt học: Bất Diệt Quang											Tỉ lệ bạo kích cơ bản +[00ff00]deadlystrike_p1%[-]	Mingjiao_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5389	Huy Duệ Sinh Phong	15389										Tốc đánh +[00ff00]attackspeed_v1[-]\nDi chuyển +[00ff00]runspeed_v1[-]	Tongyong_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5390	Huy Duệ Sinh Phong	15389										Tốc đánh +[00ff00]attackspeed_v1[-]	Tongyong_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5626	Thủy Long Ngục	35626										Bị giam trong Thủy Long Ngục	DuanShiSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5638	Họa Địa Vi Lao											Tấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]\nHiệu suất hồi sinh lực +[00ff00]lifereplenish_p1%[-]	DuanShi_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5639	Họa Địa Vi Lao											Phản đòn cận chiến +[00ff00]meleedamagereturn_p1%[-]\nPhản đòn tầm xa +[00ff00]rangedamagereturn_p1%[-]\nTốc đánh +[00ff00]attackspeed_v1[-]\nDi chuyển +[00ff00]runspeed_v1[-]	DuanShi_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5640	Họa Địa Vi Lao	1008										Tốc đánh +[00ff00]attackspeed_v1[-]\nDi chuyển +[00ff00]runspeed_v1[-]	DuanShi_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5647	Bắc Minh Thần Công											Tấn công cơ bản [FF3030]giảm physics_potentialdamage_p1%[-]	DuanShi_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5648	Bắc Minh Thần Công											Công thường kích hoạt sát thương vòng băng	DuanShi_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab					5601	
5657	Bí Kíp: Ngũ La Khinh Yên	1008										Tốc đánh +[00ff00]attackspeed_v1[-]\nDi chuyển +[00ff00]runspeed_v1[-]	DuanShiSkill_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5666	Bí Kíp: Thủy Long Ngục											Di chuyển [FF3030]giảm runspeed_v1[-]\nMiễn sát thương bạo kích [FF3030]giảm weaken_deadlystrike_damage_p1%[-]	DuanShiSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5667	Bí Kíp: Thủy Long Ngục											Sinh lực hiện tại +[00ff00]lifecurmax_p1%[-]	DuanShiSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5668	Bí Kíp: Thủy Long Ngục											Di chuyển [FF3030]giảm runspeed_v1[-]\nMiễn sát thương bạo kích [FF3030]giảm weaken_deadlystrike_damage_p1%[-]\nNé tránh cơ bản [FF3030]giảm defense_p1%[-]	DuanShiSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5675	Tuyệt Học: Ngũ La Khinh Yên											Mỗi 1m công thường tấn công cơ bản +[00ff00]add_adddmgbydist2/10%[-]	DuanShi_jx03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5715	Siêu Quần Thể Kim Cang_Phụ 2											Mỗi giây hồi phục sinh lực [00ff00]Thể chất*vitality_recover_life1%[-]\nấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]	chaoqunjingang	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab						
5717	Siêu Quần Thể Minh Vương_Phụ	1504										Miễn dịch thuộc tính\nMiễn hiệu quả bất lợi\nNé tránh +[00ff00]defense_v1[-]\nSát thương bạo kích +[00ff00]deadlystrike_damage_p1%[-]	chaoqunmingwang	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab						
5725	Bách Niệm Cự Diệt_Khuyếch đại tổn thương	15725										Tăng sát thương cuối [FF3030]enhance_final_damage_p1%[-]	bainianjumie	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab						
5727	Quần Thể Sương Độc Chướng_Tử	927										Hiệu quả hồi phục vô hiệu\nHiệu quả hộ thuẫn [FF3030]-50%[-]\nKháng tất cả [FF3030]all_series_resist_v1[-]\nTriệt tiêu sát thương cuối [FF3030]reduce_final_damage_p1%[-]	dulongewu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab						
5728	Khải Minh Chi Giáp					15728						Mỗi lần tấn công có [00ff00]ignore_invincible_rate2%[-] tỉ lệ Kim Cang Hộ Thể	chuanjiapokai	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab						
5729	Đoạn Cấp					15729						Kháng hút sinh lực +[00ff00]steallife_resist_p1%[-]	duanji	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab						
5730	Đoạn Cấp_Người					15729						Kháng hút sinh lực +[00ff00]steallife_resist_p1%[-]	duanji	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab						
5806	Vũ Bút Lộng Mặc					35806						Múa bút làm mực	WanHuaSkill_01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5813	Hội Hổ Điểm Tình											Vẽ hổ vẽ rồng điểm mắt	WanHuaSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5832	Mặc Thủ Thành Quy											Bảo thủ không chịu thay đổi	WanHua_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5833	Mặc Thủ Thành Quy (Hộ Thuẫn)	613										Tổng chống cự tổn thương điểm số: [00ff00]t_magicshield1[-]	WanHua_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5838	Dữ Hổ Thiêm Dực											Cùng hổ thêm cánh điệp gia số tầng	WanHua_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab					5839	5
5840	Dữ Hổ Thiêm Dực											Cự hình thủy mặc hổ tiếp tục thời gian 	WanHua_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5847	Hổ Khiếu Sơn Lâm											Miễn dịch thuộc tính hiệu quả\nMiễn dịch mặt trái hiệu quả\nHấp thụ sinh mệnh+[00ff00]steallife_p1%[-]	WanHua_bd05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5851	Mặc Nhiễm Thất Sắc											Cơ sở lực công kích+[00ff00]physics_potentialdamage_p1%[-]	WanHua_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5852	Mặc Nhiễm Thất Sắc											Hồi phục hiệu suất[FF3030] Giảm xuống lifereplenish_p1%[-]	WanHua_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5856	Bí Kíp: Chấp Dĩnh Điểm Mặc											Cơ sở toàn hệ kháng tính[FF3030] Giảm xuống all_series_resist_p1%[-]	Kl_mj01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5875	Tuyệt Học: Mặc Thủ Thành Quy											Cận trình tổn thương kháng tính+[00ff00]melee_dmg_p1%[-]\nViễn trình tổn thương kháng tính +[00ff00]remote_dmg_p1%[-]	Tangmen_bd06_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5876	Bí Kíp: Chấp Dĩnh Điểm Mặc											Hiểu ý tổn thương+[00ff00]deadlystrike_damage_p1%[-]	WanHuaSkill_01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
10000	EXP đánh quái											EXP đánh quái: +[00ff00]enhance_exp_p1%[-]	BUFF_xiulianzhu	UI/Atlas/NewAtlas/Buff/Buff.prefab						
