SkillId	SkillName	Property	SkillType	MeleeForm	StartPosType	StartDirType	Icon	IconAtlas	WaitTime	ChildID	ChildCount	MissileForm	MSGenerate	MSGenerateParam	Relation	TimePerCast	IsUseAR	Series	CastActionId	ActionEventID	ActionFrontPer	ActionBackPer	StateEffectId	SkillStyle	IsMelee	StatePriority	StateType	StateTime	StartSkillID	FlySkillId	FlyEventInterval	FlyActEventId	FlyActId	HitSkillID	HitSkillID2	VanishedSkillId	EventSkillLevel	AttackRadius	ClassName	MaxUsePoint	UsePointRecover	Param1	Param1Des	Param2	Param2Des	Param3	Param3Des	Param4	Param4Des	Param5	Param5Des	Param6	Param6Des	CostType	CostValue	FlagAddLevel	FactionLimit	ReqLevel	IsLinkSubSkill	IsAura	Desc	SelectorRange	SelectorType	CollisionSkillId	TargetSelf	DeathActEventID	AttackAnger	CastSoundID	AcceSpeedInfo1	AcceSpeedInfo2	AcceSpeedInfo3	InitSpeed	CastEffectRestId	NotChangeActFrame	NotChangeDir	CanDoSkillPri	UseLimitType	IgnoreObstacleJump	IsActPerFrame	IsPeaceCanUse	IsNotJumpObstacle	IsIgnoreInvincible	IsOnlySyncSelf	IsShareDmgRecord
2665	Hàn Chưởng	Kỹ năng Đồng Hành A	5		1		pugongshou	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		2665	1				enemy	12	1		16	2665				normal_remote				0										300	partner_normal_a																			1			[Cơ Bản] Gây sát thương địch																							
2666	Hàn Băng Thích 	Kỹ năng Đồng Hành A	5		1		pugongdao	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		2666	4	7			enemy	180	1		16	2666				skill_remote				0	2667									550	partner_heavy_a			120																1			「Tấn công địch trong phạm vi nhỏ」																							
2667	Hàn Băng Thích_Hiệu quả	Kỹ năng Đồng Hành A	5		1		hanbingjian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		2667	4	7			enemy	0	1		16	2667				logic				0										550	empty			120																																										
2668	Khai Thiên Phách Địa	Kỹ năng Đồng Hành S	5		2		pugongdao	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		2668	1				enemy	225	1		17	2668				skill_remote				0	2669									500	partner28_1																			1			「Gây sát thương địch trên đường thẳng phía trước」																							
2669	Khai Thiên Phách Địa_Hiệu quả	Kỹ năng Đồng Hành S	5		2		pugongdao	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		2669	3	7			enemy	0	1		17	1				logic				0										500	empty			80																1																										
2670	Cuồng Phong Trục Nhật	Kỹ năng Đồng Hành S	5		2		zhongjidao	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		2670	1				enemy	180	1		17	2670				skill_melee	1			0										300	partner29_1																			1			「Gây sát thương và đánh lui địch xung quanh」																							
2671	Hành Sơn Tuyết	Kỹ năng Đồng Hành SS	5		2		pugongjian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		2671	1				enemy	0	1		16	2671				normal_melee	1			0										220	partner_dgj_normal																			1			[Cơ Bản] Gây sát thương địch																							
2672	Mãn Giang Hồng	Kỹ năng Đồng Hành SS	1	2			yemanchongzhuang_1	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab	6						enemy	270	1		17	2672				skill_remote				0										700	partner_dgj_mjh	200	200	13	Frame tối thiểu của động tác		Cự ly điểm mục tiêu	700	Độ dài bức phá											1			「Xông về hướng chỉ định cự ly nhất định, gây sát thương cho địch trên đường, mỗi lần trúng 1 địch sẽ tăng 1 tầng kháng tất cả cho bản thân」				1				0|1|82	-7|83|100		140		1		1								
2673	Mãn Giang Hồng_Phụ	Kỹ năng Đồng Hành SS	5		2		yemanchongzhuang_1	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		2673	1				enemy	0	1		17	2673				skill_remote				0						2675				600	partner_dgj_mjh_child																			1																		1								
2674	Quy Nguyên	Đồng Hành SS tấn công, kháng tất cả, né tránh	4				fuzhugongji	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		2674					partnerrecover	225			16	1				logic				300										600	partner_share_ss1																			1			「Khi ra trận bản thân và đồng đội xung quanh tăng tấn công, kháng tất cả, né tránh」																							
2675	Mãn Giang Hồng_buff	Kỹ năng Đồng Hành S	2				yemanchongzhuang_1	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab							self	0			16	1								0										1000	partner_dgj_mjh_buff																			1				1000	1		1																			
2676	Vân Long Kích	Kỹ năng Đồng Hành S	5		1		pugongdao	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		2676	1				enemy	0	1		16	2676				normal_melee	1			0										300	partner_qly_normal																			1			[Cơ Bản] Gây sát thương địch																							
2677	Phong Sương Toái Ảnh	Kỹ năng Đồng Hành S	4				longjuanhuxiao	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		2677	1				self	0			16	1			2849					0	2678									300	partner_qly_fssy																			1		1	「Làm chậm kẻ địch trong phạm vi xung quanh」																							
2678	Phong Sương Toái Ảnh_Làm Chậm	Kỹ năng Đồng Hành S	5		2		longjuanhuxiao	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		2678	1				enemy	0	1		16	1								0										1000	partner_qly_fssy_child																			1																										
2684	Diệp Lạc Xuyên Ảnh	Kỹ năng Đồng Hành S	1	4			shunyi	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab			1				enemy	270	1							skill_melee	1			0				2685	17					1000	partner_nlql_ylcy			250	Cách NPC bao nhiêu cm	1	Số lần tối đa tấn công lên cùng 1 mục tiêu	7	ID động tác kết thúc	2683	Sự kiện động tác kết thúc	1000	Lấy mục tiêu làm trung tâm, đường kính cm							1			「Nhảy đến và tấn công mục tiêu」											200												
2685	Diệp Lạc Xuyên Ảnh_Phụ 1	Kỹ năng Đồng Hành S	5		2		shunyi	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		2685	1				enemy	0	1		17	2685				skill_melee	1			0										1000	partner_nlql_ylcy_child																			1																										
2686	Diệp Lạc Xuyên Ảnh_Phụ 2	Kỹ năng Đồng Hành S	5		2		shunyi	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		2686	1				enemy	0	1		7	2686				logic	1			0										1000	empty																			1																										
2687	Lăng Tuyệt Kiếm Khí	Kỹ năng Đồng Hành S	5		2		pugongdao	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		2687	1				enemy	12	1		16	6005				normal_melee	1			0										700	partner_yxl_normal																			1			[Cơ Bản] Gây sát thương địch																							
2688	Huyền Minh Hấp Tinh	Kỹ năng Đồng Hành S	5		2		shandianlian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		2688	1				enemy	180	1		17	2688				skill_remote				0	2689									270	partner33_1																			1			「Kéo địch đến bên cạnh và gây sát thương」																							
2689	Huyền Minh Hấp Tinh_Phụ	Kỹ năng Đồng Hành S	5		2		shandianlian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		2689	12	3			enemy	0	1		16	1				logic				0										300	empty																			1																										
2690	Phong Chưởng	Kỹ năng Đồng Hành S	5		1		pugongshou	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		2690	1				enemy	12	1		16	2690				normal_remote				0										300	partner_normal_s																			1			[Cơ Bản] Gây sát thương địch																							
2691	Nộ Phong Phá Tập	Kỹ năng Đồng Hành S	5		2		longjuanhuxiao	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab	8	2691	8	3			enemy	180	1		17	2691				skill_remote				0										500	partner34_1					1														1			「Triệu hồi Long Quyển, tấn công xung quanh」																							
2692	Trọng Quyền	Kỹ năng Đồng Hành B	5		2		zhongjiquan	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		2692	1				enemy	225	1		16	6005				skill_melee	1			0										300	partner_heavy_b																			1			「Gây sát thương cho mục tiêu và địch xung quanh」																							
2693	Thanh Liên Kiếm Pháp	Kỹ năng Đồng Hành B	5		2		kuangjian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		2693	1				enemy	12	1		16	6005				normal_melee	1			0										700	partner_hsy_normal																			1			[Cơ Bản] Gây sát thương địch							5310								1								
2694	Độc Thích Cốt	Kỹ năng Đồng Hành A	5		2		pugongjian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		2694	1				enemy	0	1		17	6005				normal_melee	1			0	2695									250	partner_qx_normal																						「Gây sát thương cho địch trên đường thẳng cự ly xa」																							
2695	Độc Thích Cốt_Phụ	Kỹ năng Đồng Hành A	5		2		pugongjian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		2695	3	7			enemy	0	1		17	1				logic	1			0										250	empty			100																			[Cơ Bản] Tấn công mục tiêu từ xa																							
2696	Cầu Vòng	Kỹ năng Đồng Hành A	5		2		pugongjian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		2696	1				enemy	12	1		16	2696				normal_remote				0										700	partner_ngch_normal																						[Cơ Bản] Tấn công mục tiêu từ xa																							
2697	Hoành Tảo Nhất Kích	Kỹ năng Đồng Hành A	5		2		zhongjijian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		2697	1				enemy	180	1		17	2697				skill_melee	1			0										200	partner_heavy_a																			1			「Gây sát thương cho địch phía trước」							6336																
2698	Giang Nam Như Yên	Kỹ năng Đồng Hành A	5		2		jiangnanruyan	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		2698	1				enemy	12	1		16	6005				normal_melee	1			0										700	partner_zlx_normal																						[Cơ Bản] Tấn công mục tiêu từ xa																							
2700	Đá Lăn	NPC thông dụng	4				SkillUsual			2700					self	0			1	1				logic				45	2701										empty																			1		1																								
2701	Đá Lăn_Phụ	NPC thông dụng	5		2		SkillUsual			2701	1				enemy	0	1		1	1				skill_remote				0										600	npc_gunshi																			1							1																			
2702	Huyền Thiên Võ Cơ-Đánh Thường	NPC thông dụng	5		2		SkillUsual			2702	1				enemy	0			16	6005				logic				0	2703								-1	200	empty																													6808									2							
2703	Huyền Thiên Võ Cơ-Đánh Thường_Phụ	NPC thông dụng	5		2		SkillUsual			2703	1				enemy	0			16	1				normal_remote				0										200	npc_200a_hurt30																																						2							
2704	Huyền Thiên Võ Cơ-Kỹ năng 1	NPC thông dụng	5		2		SkillUsual			2704	1				enemy	75			16	2704				skill_remote				0										300	npc_300a_jidao75																			1										6814									2							
2705	Huyền Thiên Võ Cơ-Kỹ năng 2	NPC thông dụng	1	3	2		TianwangSkill_04	UI/Atlas/SkillIcon/TW_Skill.prefab		2706	1				enemy	150		1	17	2705				logic				0									-1	1000	empty					85	Thời gian duy trì													1			[Chủ Động] Vung chùy, gây sát thương cho địch chạm phải. Mỗi kẻ địch xung quanh sẽ khiến tăng thêm sát thương				1											1	2							
2706	Huyền Thiên Võ Cơ-Kỹ năng 2_Phụ 1	NPC thông dụng	5		2		SkillUsual			2706	6	3			enemy	0			16	6005				logic				0									-1	1000	empty																			1																			2							
2707	Huyền Thiên Võ Cơ-Kỹ năng 2_Phụ 2	NPC thông dụng	5		2		SkillUsual			2707	1				enemy	0			16	1				skill_remote				0										1000	npc_xuantianwuji02																			1																			2							
2708	Phản Đòn (Buff) 	NPC thông dụng	2				SkillUsual								self	0			16	1			2708					150										1000	npc_fantan																																													
2709	Kinh Cúc (buff) 	NPC thông dụng	2				SkillUsual								self	0	150		16	1			2709					150										1000	npc_jingji_buff																																													
2710	npc-Đánh nhóm cận chiến_Bán Nguyệt Mộc	NPC thông dụng	5		1		SkillUsual			2710	1				enemy	30	1		16	6005				normal_remote				0										200	npc_normal																																		2710											
2711	npc-Đánh nhóm cận chiến_Bán Nguyệt Thủy	NPC thông dụng	5		1		SkillUsual			2711	1				enemy	30	1		16	6005				normal_remote				0										200	npc_normal																																		2711											
2712	npc-Đánh nhóm cận chiến_Bán Nguyệt Hỏa	NPC thông dụng	5		1		SkillUsual			2712	1				enemy	30	1		16	6005				normal_remote				0										200	npc_normal																																		2712											
2713	npc-Đánh nhóm cận chiến_Bán Nguyệt Thổ	NPC thông dụng	5		1		SkillUsual			2713	1				enemy	30	1		16	6005				normal_remote				0										200	npc_normal																																		2713											
2714	npc-Đánh đơn thẳng tầm xa_Kim	NPC thông dụng	5		2		SkillUsual			2714	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal																																													
2715	npc-Đánh đơn thẳng tầm xa_Mộc	NPC thông dụng	5		2		SkillUsual			2715	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal																																													
2716	npc-Đánh đơn thẳng tầm xa_Hỏa	NPC thông dụng	5		2		SkillUsual			2716	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal																																													
2717	npc-Đánh đơn thẳng tầm xa_Thổ	NPC thông dụng	5		2		SkillUsual			2717	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal																																													
2718	Giao Thoa Đao Quang_Mộc	NPC thông dụng	5		2		TaohuaSkill_01			2718	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal																			1																										
2719	Giao Thoa Đao Quang_Thủy	NPC thông dụng	5		2		TaohuaSkill_01			2719	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal																			1																										
2720	Giao Thoa Đao Quang_Hỏa	NPC thông dụng	5		2		TaohuaSkill_01			2720	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal																			1																										
2721	Giao Thoa Đao Quang_Thổ	NPC thông dụng	5		2		TaohuaSkill_01			2721	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal																			1																										
2722	Cung Tên_Kim	NPC thông dụng	5		2		TaohuaSkill_01			2722	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal																			1			[Cơ Bản] Tấn công mục tiêu từ xa																							
2723	Cung Tên_Mộc	NPC thông dụng	5		2		TaohuaSkill_01			2723	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal																			1			[Cơ Bản] Tấn công mục tiêu từ xa																							
2724	Cung Tên_Thủy	NPC thông dụng	5		2		TaohuaSkill_01			2724	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal																			1			[Cơ Bản] Tấn công mục tiêu từ xa																							
2725	Cung Tên_Hỏa	NPC thông dụng	5		2		TaohuaSkill_01			2725	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal																			1			[Cơ Bản] Tấn công mục tiêu từ xa																							
2726	Cung Tên_Thổ	NPC thông dụng	5		2		TaohuaSkill_01			2726	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal																			1			[Cơ Bản] Tấn công mục tiêu từ xa																							
2727	Đường Xung Phong Kim Duy Trì	NPC thông dụng	1	2			SkillUsual		6						enemy	120	1		2	2727				logic	1			0										750	empty			1	Frame tối thiểu của động tác		Cự ly điểm mục tiêu	800	Độ dài bức phá											1														150		1										
2728	Đường Xung Phong Kim Duy Trì_Sát thương	NPC thông dụng	5		2		SkillUsual			2728	4		2	15	enemy	0	1		16	1				skill_melee	1			0										750	npc_150_30a_hurt																			1																										
2729	Đường Xung Phong Kim Duy Trì_Hiệu quả	NPC thông dụng	5		2		SkillUsual			2729	4	1	2	2	enemy	0	1		16	1				logic	1			0										750	empty			200																1																										
2730	Đường Xung Phong Mộc Duy Trì	NPC thông dụng	1	2			SkillUsual		6						enemy	120	1		2	2730				logic	1			0										750	empty			1	Frame tối thiểu của động tác		Cự ly điểm mục tiêu	800	Độ dài bức phá											1														150		1										
2731	Đường Xung Phong Mộc Duy Trì_Sát thương	NPC thông dụng	5		2		SkillUsual			2731	4		2	15	enemy	0	1		16	1				skill_melee	1			0										750	npc_150_30a_zhican																			1																										
2732	Đường Xung Phong Mộc Duy Trì_Hiệu quả	NPC thông dụng	5		2		SkillUsual			2732	4	1	2	2	enemy	0	1		16	1				logic	1			0										750	empty			200																1																										
2733	Đường Xung Phong Thủy Duy Trì	NPC thông dụng	1	2			SkillUsual		6						enemy	120	1		2	2733				logic	1			0										750	empty			1	Frame tối thiểu của động tác		Cự ly điểm mục tiêu	800	Độ dài bức phá											1														150		1										
2734	Đường Xung Phong Thủy Duy Trì_Sát Thương	NPC thông dụng	5		2		SkillUsual			2734	4		2	15	enemy	0	1		16	1				skill_melee	1			0										750	npc_150_30a_slowall																			1																										
2735	Đường Xung Phong Thủy Duy Trì_Hiệu Quả	NPC thông dụng	5		2		SkillUsual			2735	4	1	2	2	enemy	0	1		16	1				logic	1			0										750	empty			200																1																										
2736	Đường Xung Phong Hỏa Duy Trì	NPC thông dụng	1	2			SkillUsual		6						enemy	120	1		2	2736				logic	1			0										750	empty			1	Frame tối thiểu của động tác		Cự ly điểm mục tiêu	800	Độ dài bức phá											1														150		1										
2737	Đường Xung Phong Hỏa Duy Trì_Sát thương	NPC thông dụng	5		2		SkillUsual			2737	4		2	15	enemy	0	1		16	1				skill_melee	1			0										750	npc_150_30a_palsy																			1																										
2738	Đường Xung Phong Hỏa Duy Trì_Hiệu quả	NPC thông dụng	5		2		SkillUsual			2738	4	1	2	2	enemy	0	1		16	1				logic	1			0										750	empty			200																1																										
2739	Đường Xung Phong Thổ Duy Trì	NPC thông dụng	1	2			SkillUsual		6						enemy	120	1		2	2739				logic	1			0										750	empty			1	Frame tối thiểu của động tác		Cự ly điểm mục tiêu	800	Độ dài bức phá											1														150		1										
2740	Đường Xung Phong Thổ Duy Trì_Sát thương	NPC thông dụng	5		2		SkillUsual			2740	4		2	15	enemy	0	1		16	1				skill_melee	1			0										750	npc_150_30a_stun																			1																										
2741	Đường Xung Phong Thổ Duy Trì_Hiệu quả	NPC thông dụng	5		2		SkillUsual			2741	4	1	2	2	enemy	0	1		16	1				logic	1			0										750	empty			200																1																										
2742	Duy Trì Nhóm Tại Chỗ-Kim	NPC thông dụng	5		1		SkillUsual		1	2742	5		2	15	enemy	0	1		16	6005				skill_remote				0	2743									750	npc_100a_30_hurt																			1																										
2743	Duy Trì Nhóm Tại Chỗ-Kim_Phụ	NPC thông dụng	5				SkillUsual			2743	1				enemy	0	1		16	6005				logic				0	2744	2744	15							750	empty																			1																										
2744	Duy Trì Nhóm Tại Chỗ-Kim_Hiệu ứng	NPC thông dụng	5				SkillUsual			2744	4	6			enemy	0	1		16	6005				logic				0										750	empty			110																1																										
2745	Duy Trì Nhóm Tại Chỗ-Mộc	NPC thông dụng	5		1		SkillUsual		1	2745	5		2	15	enemy	0	1		16	6005				skill_remote				0	2746									750	npc_100a_30_zhican																			1																										
2746	Duy Trì Nhóm Tại Chỗ-Mộc_Hiệu ứng	NPC thông dụng	5				SkillUsual			2746	5		2	15	enemy	0	1		16	6005				logic				0										750	empty																			1																										
2747	Duy Trì Nhóm Tại Chỗ-Thủy	NPC thông dụng	5		1		SkillUsual		5	2747	5		2	15	enemy	150	1		16	6005				skill_remote				0	2748									750	npc_100a_30_slowall																			1																										
2748	Duy Trì Nhóm Tại Chỗ-Thủy_Phụ	NPC thông dụng	5				SkillUsual			2748	1				enemy	0	1		16	6005				logic				0	2749	2749	15							750	empty																			1																										
2749	Duy Trì Nhóm Tại Chỗ-Thủy_Hiệu ứng	NPC thông dụng	5				SkillUsual			2749	3	3			enemy	0	1		16	6005				logic				0										750	empty			50																1																										
2750	Duy Trì Nhóm Tại Chỗ-Hỏa	NPC thông dụng	5		1		SkillUsual			2750	5		2	15	enemy	0	1		16	6005				logic				0	2751									750	empty																			1																										
2751	Duy Trì Nhóm Tại Chỗ-Hỏa_Địa Liệt	NPC thông dụng	5				SkillUsual		8	2751	5		2	15	enemy	0	1		16	1				logic				0	2752									750	empty																			1																										
2752	Duy Trì Nhóm Tại Chỗ-Hỏa_Sát thương	NPC thông dụng	5				SkillUsual		7	2752	5		2	15	enemy	0	1		16	1				skill_remote				0										750	npc_100a_30_palsy																			1																										
2753	Duy Trì Nhóm Tại Chỗ-Thổ	NPC thông dụng	5		1		SkillUsual			2753	5		2	15	enemy	0	1		16	6005				logic				0	2754									750	empty																			1																										
2754	Duy Trì Nhóm Tại Chỗ-Thổ_Địa Liệt	NPC thông dụng	5				SkillUsual		8	2754	5		2	15	enemy	0	1		16	1				logic				0	2755									750	empty																			1																										
2755	Duy Trì Nhóm Tại Chỗ-Thổ_Sát thương	NPC thông dụng	5				SkillUsual		8	2755	5		2	15	enemy	0	1		16	1				skill_remote				0										750	npc_100a_30_stun																			1																										
2756	Ngũ Tinh Kim Đạn	NPC thông dụng	5		2		SkillUsual			2756	5	2			enemy	90	1		16	6004				logic	1			0	2757									750	empty					3														1																										
2757	Ngũ Tinh Kim Đạn_Sát thương	NPC thông dụng	5		2		SkillUsual			2757	1				enemy	0	1		16	1				skill_melee	1			0										750	npc_control_gold2				Vị trí đạn ban đầu		Góc độ giữa mỗi viên đạn, tổng góc là 64°= 360° của bình thường													1										6310																
2758	Ngũ Tinh Thổ Đạn	NPC thông dụng	5		2		SkillUsual			2758	5	2			enemy	90	1		16	6004				logic	1			0	2759									750	empty					3														1																										
2759	Ngũ Tinh Thổ Đạn_Sát thương	NPC thông dụng	5		2		SkillUsual			2759	1				enemy	0	1		16	1				skill_melee	1			0										750	npc_control_earth2				Vị trí đạn ban đầu		Góc độ giữa mỗi viên đạn, tổng góc là 64°= 360° của bình thường													1										6310																
2760	Sương Độc Hình Quạt	NPC thông dụng	5		2		SkillUsual			2760	4	2			enemy	90	1		16	6004				logic	1			0	2762	2761	5							750	empty					3														1										5092									2							
2761	Sương Độc Hình Quạt_Phụ	NPC thông dụng	5		1		SkillUsual			2761	1				enemy	0	1		16	1				logic	1			0										750	empty					3														1																										
2762	Sương Độc Hình Quạt_Sát thương	NPC thông dụng	5		2		SkillUsual			2762	1				enemy	0	1		16	1				skill_melee	1			0										750	npc_200_30a_jitui				Vị trí đạn ban đầu		Góc độ giữa mỗi viên đạn, tổng góc là 64°= 360° của bình thường													1										6310																
2763	Băng Thích Hình Quạt	NPC thông dụng	5		2		SkillUsual			2763	4	2			enemy	90	1		16	6004				logic	1			0	2765	2764	2							750	empty					3														1										5092									2							
2764	Băng Thích Hình Quạt_Phụ	NPC thông dụng	5		1		SkillUsual			2764	1				enemy	0	1		16	1				logic	1			0										750	empty					3														1																										
2765	Băng Thích Hình Quạt_Sát thương	NPC thông dụng	5		2		SkillUsual			2765	1				enemy	0	1		16	1				skill_melee	1			0										750	npc_200_30a_jitui				Vị trí đạn ban đầu		Góc độ giữa mỗi viên đạn, tổng góc là 64°= 360° của bình thường													1										6310																
2766	Địa Diệm Hình Quạt	NPC thông dụng	5		2		SkillUsual			2766	4	2			enemy	90	1		16	6004				logic	1			0	2768	2767	3							750	empty					3														1										5092									2							
2767	Địa Diệm Hình Quạt_Phụ	NPC thông dụng	5		1		SkillUsual			2767	1				enemy	0	1		16	1				logic	1			0										750	empty					3														1																										
2768	Địa Diệm Hình Quạt_Sát thương	NPC thông dụng	5		2		SkillUsual			2768	1				enemy	0	1		16	1				skill_melee	1			0										750	npc_200_30a_jitui				Vị trí đạn ban đầu		Góc độ giữa mỗi viên đạn, tổng góc là 64°= 360° của bình thường													1										6310																
2769	Đầu Rắn phun 30m	NPC thông dụng	5		2		SkillUsual			2769	1				enemy	90			16	1				logic	1			0	2770									3000	empty																			1																										
2770	Đầu Rắn phun 30m_Phụ	NPC thông dụng	5		2		SkillUsual			2770	1				enemy	0			16	1				normal_melee	1			0										3000	npc_500a_normal																			1																										
2771	Dung Nham Phun Trào	NPC thông dụng	5		1		SkillUsual			2771	1				enemy	60			16	1				logic				0	2772									1000	empty																			1																	1									
2772	Dung Nham Phun Trào_Phụ	NPC thông dụng	5				SkillUsual			2772	1				enemy	0			16	1				skill_remote				0										1000	npc_control_fire_dotlife_10																			1																	1									
2773	Phun Lửa Vàng	NPC thông dụng	5		2		SkillUsual			2773	1				enemy	90	1		16	1				logic	1			0	2774									600	empty																			1																										
2774	Phun Lửa Vàng_Phụ	NPC thông dụng	5		2		SkillUsual			2774	1				enemy	0	1		16	1				skill_melee	1			0										600	npc_200_30a_burt																			1																										
2775	Kéo người toàn màn hình	NPC thông dụng	5		2		SkillUsual			2775	1				enemy	75			16	1				skill_melee	1			0										1500	npc_qplr																			1																										
2776	Định Thân miễn kéo	NPC thông dụng	4				SkillUsual			2776	1				enemyandself	0			1	1			2776	logic				30											npc_fix_igdrag																			1		1																								
2777	Dậy sóng phạm vi lớn	NPC thông dụng	5		2		SkillUsual			2777	26	7			enemy	75			16	1				logic				0	2778									3000	empty			150																1																										
2778	Dậy sóng phạm vi lớn_Phụ	NPC thông dụng	5		2		SkillUsual			2778	26	7			enemy	0			16	1				skill_remote				0										3000	npc_400a_100_slowall			150																1																										
2779	Hồ Bẫy Duy Trì-Hỏa (4m)	NPC thông dụng	5		2		SkillUsual			2779	1				enemy	150			1	1				skill_remote				0	2780								-1	750	npc_200a_100_slowall																			1																										
2780	Hồ Bẫy Duy Trì-Hỏa (4m)_Hiệu ứng	NPC thông dụng	5		2		SkillUsual			2780	1				enemy	0			1	1				logic				0									-1	750	empty																			1																										
2781	Bẫy Liên Tục-Thủy (4m)	NPC thông dụng	5		2		SkillUsual			2781	1				enemy	150			1	1				skill_remote				0	2782								-1	750	npc_200a_100_slowall																			1																										
2782	Bẫy Liên Tục-Thủy (4m)_Hiệu ứng	NPC thông dụng	5		2		SkillUsual			2782	10		2	15	enemy	0			1	1				logic				0									-1	750	empty																			1																										
2783	Ẩn Thân	NPC thông dụng	3				SkillUsual								self	0			1	1								0										1000	npc_yinshen																																													
2784	Vòng Hỗn Loạn	NPC thông dụng	4		2		SkillUsual			2784	1				self	0			1	1			2784	logic				30	2785										empty																			1		1																								
2785	Vòng Hỗn Loạn_Phụ	NPC thông dụng	5		2		SkillUsual			2785	1				enemy	0			16	1				skill_remote				0										700	npc_confuse																			1							1																			
2786	Gió Lốc phạm vi lớn	NPC thông dụng	5		2		SkillUsual			2786	26	7			enemy	75			16	1				skill_remote				0										3000	npc_jufeng			150																1																										
2787	Hạn Địa Lôi phạm vi lớn	NPC thông dụng	5		2		SkillUsual			2787	26	7			enemy	75			16	1				skill_remote				0										3000	npc_dotlife_10_5			100																1																										
2788	Vạn Kiếm Quyết	NPC thông dụng	5		2		SkillUsual			2788	9	3	3	4	enemy	0	1		16	2788				logic				0		2789	5							1000	empty			3																1																										
2789	Vạn Kiếm Quyết_Phụ 1	NPC thông dụng	5		0		SkillUsual			2789	1	3	3	5	enemy	0	1		16	1				logic				0								2791		1000	empty																			1																										
2790	Vạn Kiếm Quyết_Phụ 2	NPC thông dụng	5		0		SkillUsual		5	2790	1				enemy	0	1		16	1				skill_remote				0	1318									1000	npc_maxlifeack_2																			1																										
2791	Vạn Kiếm Quyết_Phụ 3	NPC thông dụng	5		0		SkillUsual			2791	1				enemy	0	1		16	1				logic				0								2790		1000	empty																			1																										
2792	Kỹ năng Lôi Kéo Tàn Phế	NPC thông dụng	5		2		SkillUsual		10	2792	1				enemy	0			16	2792				skill_remote				0										850	npc_lazhican																			1																										
2793	Kỹ năng Lôi Kéo Tàn Phế_Phụ 1	NPC thông dụng	5		2		SkillUsual		10	2793	1				enemy	0			16	1				skill_remote				0										850	npc_lazhican_child																			1																										
2794	Kỹ năng Lôi Kéo Tàn Phế_Phụ 2	NPC thông dụng	5		2		SkillUsual			2794	3	7			enemy	0			16	1				logic				0										850	empty			100																1																										
2795	Dung Nham Phun Trào-Hình Tròn	NPC thông dụng	5		2		SkillUsual			2795	12	3			enemy	0	1		16	1				logic				0	2796									1000	empty			420																1																										
2796	Dung Nham Phun Trào-Hình Tròn_Sát thương	NPC thông dụng	5				SkillUsual		3	2796	12	3			enemy	0	1		16	1				skill_remote				0										1000	npc_300a_30a_confuse			420																1																										
