TemplateId	Name	Kind	ItemType	Icon	BigIcon	CDType	ClassName	DetailType	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ShowType
6159	Tân Nương-Lãm Nguyệt	saodangjuan4	34	6159	6159		WeddingDress	1	Lễ phục Tân Nương trong hôn lễ [FFFE0D]Hải Tân-Lãm Nguyệt[-]- Đây là phần thưởng kết hôn, mặc vào sẽ mở chụp hình, chỉ được dùng tại [FFFE0D]Tương Dương, Vong Ưu Đảo, Lãnh Địa Bang Hội, Gia Viên[-]\n\n[FFFE0D]Nhắc nhở: \n1- Lễ Phục không thay đổi khi chuyển phái\n2- Có thể dùng Cùng Khinh Công tại điểm chỉ định tại Lâm An[-]		1	1	1000	6	0	0	99999	2	2									
6160	Tân Lang-Long Phụng	saodangjuan5	34	6160	6160		WeddingDress	1	Lễ phục Tân Lang trong hôn lễ [FFFE0D]Thuyền-Long Phụng[-]- Đây là phần thưởng kết hôn, mặc vào sẽ mở chụp hình, chỉ được dùng tại [FFFE0D]Tương Dương, Vong Ưu Đảo, Lãnh Địa Bang Hội, Gia Viên[-]\n\n[FFFE0D]Nhắc nhở: \n1- Lễ Phục không thay đổi khi chuyển phái\n2- Có thể dùng Cùng Khinh Công tại điểm chỉ định tại Lâm An[-]		1	1	1000	7	0	0	99999	3	1									
6161	Tân Nương-Long Phụng	saodangjuan6	34	61610	61610		WeddingDress	1	Lễ phục Tân Nương trong hôn lễ [FFFE0D]Thuyền-Long Phụng[-]- Đây là phần thưởng kết hôn, mặc vào sẽ mở chụp hình, chỉ được dùng tại [FFFE0D]Tương Dương, Vong Ưu Đảo, Lãnh Địa Bang Hội, Gia Viên[-]\n\n[FFFE0D]Nhắc nhở: \n1- Lễ Phục không thay đổi khi chuyển phái\n2- Có thể dùng Cùng Khinh Công tại điểm chỉ định tại Lâm An[-]		1	1	1000	7	0	0	99999	3	2									
6162	Hôn Thư	marriage_paper	34	61620	61620		MarriagePaper	1	Chứng nhận kết hôn được Nguyệt Lão làm chứng, ghi lại thời gian kết hôn và lời hứa		1	1	1000	5	1	0	99999											
6163	Nhẫn Cưới-Tân Lang	marriage_ring1	34	4803	4803			1	Sau khi kết hôn, [FFFE0D]Nhẫn[-] của Tân Lang sẽ vĩnh viễn khắc tên Tân Nương		1	1	1000	5	1	0	99999											
6164	Nhẫn Cưới-Tân Nương	marriage_ring2	34	4804	4804			1	Sau khi kết hôn, [FFFE0D]Nhẫn[-] của Tân Nương sẽ vĩnh viễn khắc tên Tân Lang		1	1	1000	5	1	0	99999											
6165	Thiệp Mời Hôn Lễ	marriage_qingjian	34	6165	6165		WeddingWelcome	1	Dùng có thể đến tham gia hôn lễ\n		1	1	1000	5	1	0	99999											
6166	Quả Đồng Tâm	marriage_tongxinguo	34	6166	6166		AddBuffItem	1	Quả Đồng Tâm cùng hái trong hôn lễ, dùng nhận thuộc tính sau, duy trì [FFFE0D]2 giờ[-]:\nSát thương thuộc tính +100\nSinh lực +2000\nKháng tất cả +60\nNé tránh +100		1	1	1000	5	1	0	99999	3550	1	108000	1							
6167	Quà Hôn Lễ	marriage_bog1	34	6167	6167		RandomItem	1	Quà hôn lễ [FFFE0D]Trang Viên-Tình Nồng[-]\nDùng nhận:\n[FFFE0D]Lễ Phục-Tình Nồng, Giường Hỉ-Tình Nồng, Bồn Tắm-Tình Nồng, Vĩnh Kết Đồng Tâm x2[-]		1	1	1000	5	1	0	99999	6167										
6168	Quà Hôn Lễ	marriage_bog2	34	6168	6168		RandomItem	1	Quà hôn lễ [FFFE0D]Hải Tân-Lãm Nguyệt[-]\nDùng nhận:\n[FFFE0D]Lễ Phục-Tình Nồng, Lễ Phục-Lãm Nguyệt, Giường Hỉ-Lãm Nguyệt, Bồn Tắm-Lãm Nguyệt, Vĩnh Kết Đồng Tâm x6[-]		1	1	1000	6	1	0	99999	6168										
6169	Quà Hôn Lễ	marriage_bog3	34	6169	6169		RandomItem	1	Quà hôn lễ [FFFE0D]Thuyền-Long Phụng[-]\nDùng nhận:\n[FFFE0D]Lễ Phục-Tình Nồng, Lễ Phục-Lãm Nguyệt, Lễ Phục-Long Phụng, Giường Hỉ-Long Phụng, Bồn Tắm-Long Phụng, Vĩnh Kết Đồng Tâm x8[-]		1	1	1000	7	1	0	99999	6169										
6282	Quà Hôn Lễ	marriage_girl_bog1	34	6167	6167		RandomItem	1	Quà hôn lễ [FFFE0D]Trang Viên-Tình Nồng[-]\nDùng nhận:\n[FFFE0D]Lễ Phục-Tình Nồng, Giường Hỉ-Tình Nồng, Bồn Tắm-Tình Nồng, Vĩnh Kết Đồng Tâm x2[-]		1	1	1000	5	1	0	99999	6282										
6283	Quà Hôn Lễ	marriage_girl_bog2	34	6168	6168		RandomItem	1	Quà hôn lễ [FFFE0D]Hải Tân-Lãm Nguyệt[-]\nDùng nhận:\n[FFFE0D]Lễ Phục-Tình Nồng, Lễ Phục-Lãm Nguyệt, Giường Hỉ-Lãm Nguyệt, Bồn Tắm-Lãm Nguyệt, Vĩnh Kết Đồng Tâm x6[-]		1	1	1000	6	1	0	99999	6283										
6284	Quà Hôn Lễ	marriage_girl_bog3	34	6169	6169		RandomItem	1	Quà hôn lễ [FFFE0D]Thuyền-Long Phụng[-]\nDùng nhận:\n[FFFE0D]Lễ Phục-Tình Nồng, Lễ Phục-Lãm Nguyệt, Lễ Phục-Long Phụng, Giường Hỉ-Long Phụng, Bồn Tắm-Long Phụng, Vĩnh Kết Đồng Tâm x8[-]		1	1	1000	7	1	0	99999	6284										
6170	Quà Thất Tịch	Qiqiao_box	34	2153	2153		CDChest	1	Lễ Thất Tịch, Võ Lâm Truyền Kỳ tặng quà cho đại hiệp, hộp quà gồm:\n[FFFE0D]1. Vũ Khí Hiếm Bậc 1[-]\n[FFFE0D]2. Áo Hiếm Bậc 2[-]\n[FFFE0D]3. 99 Hoa Hồng và 99 Cỏ May Mắn[-]\n[FFFE0D]4. Dây Chuyền Hiếm Bậc 3[-]\nMỗi 24 giờ được mở quà 1 lần, mỗi lần được 1 phần		4	1	1	4	1	0	99999	1										
6243	Lì Xì-Tình Nồng (Tân Lang) 	Wedding1_RedBag1_V5	34	4709	4709			3	Lì Xì trị giá [FFFE0D]500 Nguyên Bảo[-], Tân Lang có thể phát trong bang hội.\n\n[FFFE0D]Chú ý: \n1. Cấp Kiếm Hiệp càng cao, mức tiền càng nhiều\n2. Mức thực tế tính theo cấp Kiếm Hiệp của người chi trả[-]		1	1	1000	5	1	0	99999											
6244	Lì Xì-Tình Nồng (Tân Nương) 	Wedding1_RedBag2_V5	34	4709	4709			3	Lì Xì trị giá [FFFE0D]500 Nguyên Bảo[-], Tân Nương có thể phát trong bang hội.\n\n[FFFE0D]Chú ý: \n1. Cấp Kiếm Hiệp càng cao, mức tiền càng nhiều\n2. Mức thực tế tính theo cấp Kiếm Hiệp của người chi trả[-]		1	1	1000	5	1	0	99999											
6245	Lì Xì-Tình Nồng (Tân Lang) 	Wedding1_RedBag1_V7	34	4709	4709			3	Lì Xì trị giá [FFFE0D]800 Nguyên Bảo[-], Tân Lang có thể phát trong bang hội.\n\n[FFFE0D]Chú ý: \n1. Cấp Kiếm Hiệp càng cao, mức tiền càng nhiều\n2. Mức thực tế tính theo cấp Kiếm Hiệp của người chi trả[-]		1	1	1000	5	1	0	99999											
6246	Lì Xì-Tình Nồng (Tân Nương) 	Wedding1_RedBag2_V7	34	4709	4709			3	Lì Xì trị giá [FFFE0D]800 Nguyên Bảo[-], Tân Nương có thể phát trong bang hội.\n\n[FFFE0D]Chú ý: \n1. Cấp Kiếm Hiệp càng cao, mức tiền càng nhiều\n2. Mức thực tế tính theo cấp Kiếm Hiệp của người chi trả[-]		1	1	1000	5	1	0	99999											
6247	Lì Xì-Tình Nồng (Tân Lang) 	Wedding1_RedBag1_V9	34	4709	4709			3	Lì Xì [FFFE0D]1000 Nguyên Bảo[-], Tân Lang có thể phát trong bang hội.\n\n[FFFE0D]Gợi ý:\n1. Cấp Kiếm Hiệp càng cao, số tiền càng nhiều\n2. Số tiền cuối cùng dựa theo cấp Kiếm Hiệp[-]		1	1	1000	5	1	0	99999											
6248	Lì Xì-Tình Nồng (Tân Nương) 	Wedding1_RedBag2_V9	34	4709	4709			3	Lì Xì [FFFE0D]1000 Nguyên Bảo[-], Tân Nương có thể phát trong bang hội.\n\n[FFFE0D]Gợi ý:\n1. Cấp Kiếm Hiệp càng cao, số tiền càng nhiều\n22. Số tiền cuối cùng dựa theo cấp Kiếm Hiệp[-]		1	1	1000	5	1	0	99999											
6249	Lì Xì-Lãm Nguyệt (Tân Lang) 	Wedding2_RedBag1_V9	34	4709	4709			3	Lì Xì [FFFE0D]2000 Nguyên Bảo[-], Tân Lang có thể phát trong bang hội.\n\n[FFFE0D]Gợi ý:\n1. Cấp Kiếm Hiệp càng cao, số tiền càng nhiều\n2. Số tiền cuối cùng dựa theo cấp Kiếm Hiệp[-]		1	1	1000	6	1	0	99999											
6250	Lì Xì-Lãm Nguyệt (Tân Nương) 	Wedding2_RedBag2_V9	34	4709	4709			3	Lì Xì [FFFE0D]2000 Nguyên Bảo[-], Tân Nương có thể phát trong bang hội.\n\n[FFFE0D]Gợi ý:\n1. Cấp Kiếm Hiệp càng cao, số tiền càng nhiều\n2. Số tiền cuối cùng dựa theo cấp Kiếm Hiệp[-]		1	1	1000	6	1	0	99999											
6251	Lì Xì-Lãm Nguyệt (Tân Lang) 	Wedding2_RedBag1_V10	34	4709	4709			3	Lì Xì trị giá [FFFE0D]3000 Nguyên Bảo[-], Tân Lang có thể phát trong bang hội.\n\n[FFFE0D]Gợi ý:\n1. Cấp Kiếm Hiệp càng cao, số tiền càng nhiều\n2. Số tiền cuối cùng dựa theo cấp Kiếm Hiệp[-]		1	1	1000	6	1	0	99999											
6252	Lì Xì-Lãm Nguyệt (Tân Nương) 	Wedding2_RedBag2_V10	34	4709	4709			3	Lì Xì trị giá [FFFE0D]3000 Nguyên Bảo[-], Tân Nương có thể phát trong bang hội.\n\n[FFFE0D]Gợi ý:\n1. Cấp Kiếm Hiệp càng cao, số tiền càng nhiều\n2. Số tiền cuối cùng dựa theo cấp Kiếm Hiệp[-]		1	1	1000	6	1	0	99999											
6253	Lì Xì-Lãm Nguyệt (Tân Lang) 	Wedding2_RedBag1_V12	34	4709	4709			3	Lì Xì trị giá [FFFE0D]5000 Nguyên Bảo[-], Tân Lang có thể phát trong bang hội.\n\n[FFFE0D]Chú ý: \n1. Cấp Kiếm Hiệp càng cao, mức tiền càng nhiều\n2. Mức thực tế tính theo cấp Kiếm Hiệp của người chi trả[-]		1	1	1000	6	1	0	99999											
6254	Lì Xì-Lãm Nguyệt (Tân Nương) 	Wedding2_RedBag2_V12	34	4709	4709			3	Lì Xì trị giá [FFFE0D]5000 Nguyên Bảo[-], Tân Nương có thể phát trong bang hội.\n\n[FFFE0D]Chú ý: \n1. Cấp Kiếm Hiệp càng cao, mức tiền càng nhiều\n2. Mức thực tế tính theo cấp Kiếm Hiệp của người chi trả[-]		1	1	1000	6	1	0	99999											
6255	Lì Xì-Long Phụng (Tân Lang) 	Wedding3_RedBag1_V12	34	4709	4709			3	Lì Xì trị giá [FFFE0D]5000 Nguyên Bảo[-], Tân Lang có thể phát trong bang hội.\n\n[FFFE0D]Chú ý: \n1. Cấp Kiếm Hiệp càng cao, mức tiền càng nhiều\n2. Mức thực tế tính theo cấp Kiếm Hiệp của người chi trả[-]		1	1	1000	7	1	0	99999											
6256	Lì Xì-Long Phụng (Tân Nương) 	Wedding3_RedBag2_V12	34	4709	4709			3	Lì Xì trị giá [FFFE0D]5000 Nguyên Bảo[-], Tân Nương có thể phát trong bang hội.\n\n[FFFE0D]Chú ý: \n1. Cấp Kiếm Hiệp càng cao, mức tiền càng nhiều\n2. Mức thực tế tính theo cấp Kiếm Hiệp của người chi trả[-]		1	1	1000	7	1	0	99999											
6257	Lì Xì-Long Phụng (Tân Lang) 	Wedding3_RedBag1_V13	34	4709	4709			3	Lì Xì trị giá [FFFE0D]8000 Nguyên Bảo[-], Tân Lang có thể phát trong bang hội.\n\n[FFFE0D]Chú ý: \n1. Cấp Kiếm Hiệp càng cao, mức tiền càng nhiều\n2. Mức thực tế tính theo cấp Kiếm Hiệp của người chi trả[-]		1	1	1000	7	1	0	99999											
6258	Lì Xì-Long Phụng (Tân Nương) 	Wedding3_RedBag2_V13	34	4709	4709			3	Lì Xì trị giá [FFFE0D]8000 Nguyên Bảo[-], Tân Nương có thể phát trong bang hội.\n\n[FFFE0D]Chú ý: \n1. Cấp Kiếm Hiệp càng cao, mức tiền càng nhiều\n2. Mức thực tế tính theo cấp Kiếm Hiệp của người chi trả[-]		1	1	1000	7	1	0	99999											
6259	Lì Xì-Long Phụng (Tân Lang) 	Wedding3_RedBag1_V16	34	4709	4709			3	Lì Xì trị giá [FFFE0D]10000 Nguyên Bảo[-], Tân Lang có thể phát trong bang hội.\n\n[FFFE0D]Gợi ý:\n1. Cấp Kiếm Hiệp càng cao, số tiền càng nhiều\n2. Số tiền cuối cùng dựa theo cấp Kiếm Hiệp[-]		1	1	1000	7	1	0	99999											
6260	Lì Xì-Long Phụng (Tân Nương) 	Wedding3_RedBag2_V16	34	4709	4709			3	Lì Xì trị giá [FFFE0D]10000 Nguyên Bảo[-], Tân Nương có thể phát trong bang hội.\n\n[FFFE0D]Gợi ý:\n1. Cấp Kiếm Hiệp càng cao, số tiền càng nhiều\n2. Số tiền cuối cùng dựa theo cấp Kiếm Hiệp[-]		1	1	1000	7	1	0	99999											
6231	Tam Sinh Thạch	Wedding3_stone	34	62310	62310		SanShengShi	1	[FF69B4]Hôn lễ「Trang Viên-Tình Nồng」[-]\nCần Tam Sinh Thạch x[FFFE0D]2[-], 99 Hoa Hồng x[FFFE0D]1[-], 99 Cỏ May Mắn x[FFFE0D]1[-], đạt [FFFE0D]Kiếm Hiệp 5[-] trở lên\n[FF69B4]Hôn lễ「Hải Tân-Lãm Nguyệt」[-]\nCần Tam Sinh Thạch x[FFFE0D]19[-], 99 Hoa Hồng x[FFFE0D]9[-], 99 Cỏ May Mắn x[FFFE0D]9[-], đạt [FFFE0D]Kiếm Hiệp 9[-] trở lên\n[FF69B4]Hôn lễ「Thuyền-Long Phụng」[-]\nCần Tam Sinh Thạch x[FFFE0D]99[-], 99 Hoa Hồng x[FFFE0D]19[-], 99 Cỏ May Mắn x[FFFE0D]19[-], đạt [FFFE0D]Kiếm Hiệp 12[-] trở lên	80000	1	1	1000	6	1	0	99999											
6233	Hộp Quà Pháo Hoa	WeddingFireworkBag	34	2518	2518		RandomItem	1	Dùng ngẫu nhiên nhận 1 Pháo Hoa		1	1	1000	4	1	0	99999	6233	1									
6214	Thái Phong Quan (1 Ngày) 	Official_Title_Item1	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu: Thái Phong Quan\n\nThời hạn [FFFE0D]1 ngày[-]		1	1	1000	6	1	0	99999	10000	86400									
7325	Ký Giả Chính Thức	Official_Title_Item2	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu: [FFFE0D]Ký Giả Chính Thức[-]\n\nThời hạn: [FFFE0D]Vĩnh viễn[-]		1	1	1000	5	1	0	99999	10001										
6229	Đỉnh Phong Chí Tôn	XM_Title_Item16	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Đỉnh Phong Chí Tôn[-]		1	1	1000	6	1	0	99999	4515										
6230	Khung Đại Diện-Hội Viên Chí Tôn	HeadFrame_17	34	30026	30026		ChatTheme	11	Dùng nhận khung đại diện và khung chat màu [FFFE0D]Hội Viên Chí Tôn[-]		1	1	1000	6	1	1	99999	17										
6232	Tín Vật Sư Đồ	TeacherStudentItem	34	62320	62320		TeacherStudentToken	1	Tín vật tượng trưng cho tình sư đồ, dùng tham gia phó bản hoạt động Lễ Sư Đồ [FFFE0D]【Thí Luyện Sư Đồ】[-]		1	1	1000	6	1	0	99999											
6263	Danh hiệu Phu Thê	Wedding_Title_1and2	34	790	790			11	Kết hôn xong nhận danh hiệu phu thê [ff8f06]Cam[-]		1	1	1000	6	1	0	99999											
6264	Danh hiệu Phu Thê	Wedding_Title_3	34	790	790			11	Kết hôn xong nhận danh hiệu phu thê [e6d012]Vàng[-]		1	1	1000	7	1	0	99999											
6266	Tiệc Cưới	Wedding1_Table	34	4881	4881		RandomItem	1	[FF69B4]Hôn lễ「Trang Viên-Tình Nồng」[-]-Thưởng Tiệc	80000	1	1	1000	6	1	0	99999	6266	1									
6267	Tiệc Cưới	Wedding2_Table	34	4881	4881		RandomItem	1	[FF69B4]Hôn lễ「Hải Tân-Lãm Nguyệt」[-]-Thưởng Tiệc	80000	1	1	1000	6	1	0	99999	6267	1									
6268	Tiệc Cưới	Wedding3_Table	34	4881	4881		RandomItem	1	[FF69B4]Hôn lễ「Thuyền-Long Phụng」[-]-Thưởng Tiệc	80000	1	1	1000	6	1	0	99999	6268	1									
6269	Kẹo Hỉ	Wedding1_Candy	34	4881	4881		RandomItem	1	[FF69B4]Hôn lễ「Trang Viên-Tình Nồng」[-]-Thưởng Kẹo Hỷ	80000	1	1	1000	6	1	0	99999	6269	1									
6270	Kẹo Hỉ	Wedding2_Candy	34	4881	4881		RandomItem	1	[FF69B4]Hôn lễ「Hải Tân-Lãm Nguyệt」[-]-Thưởng Kẹo Hỷ	80000	1	1	1000	6	1	0	99999	6270	1									
6271	Kẹo Hỉ	Wedding3_Candy	34	4881	4881		RandomItem	1	[FF69B4]Hôn lễ「Thuyền-Long Phụng」[-]-Thưởng Kẹo Hỷ	80000	1	1	1000	6	1	0	99999	6271	1									
6272	Pháo Hoa Vui Vẻ	Wedding1_Firecracker	34	4881	4881		RandomItem	1	[FF69B4]Hôn lễ「Trang Viên-Tình Nồng」[-]-Thưởng Pháo Hoa Vui Vẻ	80000	1	1	1000	6	1	0	99999	6272	1									
6273	Pháo Hoa Vui Vẻ	Wedding2_Firecracker	34	4881	4881		RandomItem	1	[FF69B4]Hôn lễ「Hải Tân-Lãm Nguyệt」[-]-Thưởng Pháo Hoa Vui Vẻ	80000	1	1	1000	6	1	0	99999	6273	1									
6274	Pháo Hoa Vui Vẻ	Wedding3_Firecracker	34	4881	4881		RandomItem	1	[FF69B4]Hôn lễ「Thuyền-Long Phụng」[-]-Thưởng Pháo Hoa Vui Vẻ	80000	1	1	1000	6	1	0	99999	6274	1									
6275	Tân Nhân Chúc Phúc	Wedding_buff	34	3950	3950		AddBuffItem	1	Chúc phúc từ phu thê tân hôn, dùng nhận thuộc tính sau, duy trì [FFFE0D]2 giờ[-]: \nSát thương thuộc tính +50\nSinh lực +1000\nKháng tất cả +50		1	1	1000	5	1	0	99999	3551	1	108000	1							
6440	Tình Vân Thu Nguyệt	hd_zhongqiu_qyqy	34	64400	64400		ZhongQiu_QYQY	1	Bánh Trung Thu tinh xảo thơm ngon, tặng cho người khác để nói lời chúc phúc. Tặng cho hảo hữu xong, hai bên tăng [FFFE0D]50 điểm[-] thân mật, kèm lời chúc Trung Thu ấm áp (Bên nhận quà được 60 điểm tế nguyệt) 	500000	1	1	1000	4	1	0	99999											
6441	Hoa Hảo Nguyệt Viên	hd_zhongqiu_hhyy	34	64410	64410		ZhongQiu_HHYY	1	Bánh Trung Thu cao sang hấp dẫn, hầu hết chưa ai từng được nếm thử. Dùng nhận [FFFE0D]1000 điểm[-] cống hiến bang, đồng thời ngỏ lời chúc phúc đến toàn thể thành viên bang hội.	500000	1	1	1000	5	1	0	99999											
6806	Quà Kiếm Ảnh Sinh Nhật	AnniversaryBag_XM_1	34	3694	3694		RandomItem	1	Quà Mừng Sinh Nhật\nDùng nhận: [FFFE0D]Thủy Tinh Tím x2, 300 Nguyên Bảo, Hộp Chọn 3000 Cống Hiến/Nguyên Khí, 50000 Bạc, Rương Hoàng Kim x10[-]		1	1	1000	6	1	0	99999	6806										
6444	Thiên Lý Nguyệt Minh	hd_zhongqiu_xcyzy	34	64440	64440		AddPlayerAttributeItem	1	Bánh Trung Thu trong truyền thuyết, nghe nói vốn chỉ dành cho thần tiên. Dùng sẽ tăng vĩnh viễn [FFFE0D]5 điểm sức mạnh, 5 điểm thể chất, 5 điểm nhanh nhẹn, 5 điểm linh hoạt[-], tối đa được dùng [FFFE0D]5[-] lần	100000	1	1	1000	4	1	0	99999											
6442	Hộp Bánh Tinh Xảo	hd_zhongqiu_jmyblh	34	2153	2153		ZhongQiu_MoonCakeBox	1	Hộp quà có Bánh Trung Thu quý, dùng nhận [FFFE0D]Tình Vân Thu Nguyệt, Hoa Hảo Nguyệt Viên, Điểm tế nguyệt[-], có cơ hội nhận [FFFE0D]Trâm Tinh Duệ Nguyệt, Thiên Lý Nguyệt Minh, Thương Hải Nguyệt Minh[-]	500000	1	1	1000	6	1	0	99999											
6468	Hộp Thu Thập Thần Châu Bảo Quyển	CollectAndRobClueBox	34	64680	64680		CollectAndRobClueBox	1	Hộp Thu Thập tinh xảo, vật phẩm không thể thiếu trong quá trình thăm dò Thần Châu Đại Địa Quyển	500000	1	1	1000	6	1	0	1											
6386	Thần Châu Đại Địa Quyển	Guoqing_Supercangbaotu	34	63860	63860		CangBaoTu	1	Bí quyển ghi nhớ các nơi chứa báu vật ở Thần Châu Đại Địa, dùng nhận thưởng phong phú	200000	1	1	1000	6	1	0	99999	142	3									
6553	Thần Châu Đại Địa Quyển	Guoqing_Supercangbaotu_S	34	63860	63860		CangBaoTu	1	Bí quyển ghi nhớ các nơi chứa báu vật ở Thần Châu Đại Địa, dùng nhận thưởng phong phú	200000	1	1	1000	6	1	0	99999	143	3									
6387	Manh Mối Bảo Quyển	Guoqing_Xiansuo	34	63870	63870		CollectAndRobClue	1	Manh Mối Bảo Quyển ghi nhận thông tin và truyền thuyết liên quan đến Thần Châu Đại Địa Quyển	10000	1	1	1000	3	1	0	99999											
6388	Càn Khôn Phân Quyển	Guoqing_Qiankun1	34	63880	63880		NeedChooseItem	1	Bản mẫu phân quyển hiếm có, dùng nhận 1 phân quyển.	30000	1	1	1000	4	1	0	99999	1										
6389	Vong Ưu Đảo Phân Quyển	Guoqing_Wangyoudao1	34	63890	63890		RandomItem	1	Ghi nhận phong thủy xung quanh Vong Ưu Đảo, thu thập đủ 25 phân quyển có thể ghép [ff8f06]Thần Châu Đại Địa Quyển[-]	30000	1	1	1000	4	1	0	99999	6389	1									
6390	Tương Dương Phân Quyển	Guoqing_Xiangyang1	34	63900	63900		RandomItem	1	Ghi nhận phong thủy xung quanh Tương Dương, thu thập đủ 25 phân quyển có thể ghép [ff8f06]Thần Châu Đại Địa Quyển[-]	30000	1	1	1000	4	1	0	99999	6390	1									
6391	Tỏa Vân Uyên Phân Quyển	Guoqing_Suoyunyuan1	34	63910	63910		RandomItem	1	Ghi nhận phong thủy xung quanh Tỏa Vân Uyên, thu thập đủ 25 phân quyển có thể ghép [ff8f06]Thần Châu Đại Địa Quyển[-]	30000	1	1	1000	4	1	0	99999	6391	1									
6392	Võ Di Sơn Phân Quyển	Guoqing_Wuyishan1	34	63920	63920		RandomItem	1	Ghi nhận phong thủy xung quanh Võ Di Sơn, thu thập đủ 25 phân quyển có thể ghép [ff8f06]Thần Châu Đại Địa Quyển[-]	30000	1	1	1000	4	1	0	99999	6392	1									
6393	Nhạn Đãng Sơn Phân Quyển	Guoqing_Yandangshan1	34	63930	63930		RandomItem	1	Ghi nhận phong thủy xung quanh Nhạn Đãng Sơn, thu thập đủ 25 phân quyển có thể ghép [ff8f06]Thần Châu Đại Địa Quyển[-]	30000	1	1	1000	4	1	0	99999	6393	1									
6394	Điểm Thương Sơn Phân Quyển	Guoqing_Diancangshan1	34	63940	63940		RandomItem	1	Ghi nhận phong thủy xung quanh Điểm Thương Sơn, thu thập đủ 25 phân quyển có thể ghép [ff8f06]Thần Châu Đại Địa Quyển[-]	30000	1	1	1000	4	1	0	99999	6394	1									
6395	Miêu Lĩnh Phân Quyển	Guoqing_Mianling1	34	63950	63950		RandomItem	1	Ghi nhận phong thủy xung quanh Miêu Lĩnh, thu thập đủ 25 phân quyển có thể ghép [ff8f06]Thần Châu Đại Địa Quyển[-]	30000	1	1	1000	4	1	0	99999	6395	1									
6396	Động Đình Hồ Phân Quyển	Guoqing_Dongtinghupan1	34	63960	63960		RandomItem	1	Ghi nhận phong thủy xung quanh Động Đình hồ, thu thập đủ 25 phân quyển có thể ghép [ff8f06]Thần Châu Đại Địa Quyển[-]	30000	1	1	1000	4	1	0	99999	6396	1									
6397	Phế Tích Dạ Lang Phân Quyển	Guoqing_Yelangfeixu1	34	63970	63970		RandomItem	1	Ghi nhận phong thủy xung quanh Phế Tích Dạ Lang, thu thập đủ 25 phân quyển có thể ghép [ff8f06]Thần Châu Đại Địa Quyển[-]	30000	1	1	1000	4	1	0	99999	6397	1									
6398	Hưởng Thủy Động Phân Quyển	Guoqing_Xiangshuidong1	34	63980	63980		RandomItem	1	Ghi nhận phong thủy xung quanh Hưởng Thủy Động, thu thập đủ 25 phân quyển có thể ghép [ff8f06]Thần Châu Đại Địa Quyển[-]	30000	1	1	1000	4	1	0	99999	6398	1									
6399	Kiến Tính Phong Phân Quyển	Guoqing_Jianxingfeng1	34	63990	63990		RandomItem	1	Ghi nhận phong thủy xung quanh Kiến Tính Phong, thu thập đủ 25 phân quyển có thể ghép [ff8f06]Thần Châu Đại Địa Quyển[-]	30000	1	1	1000	4	1	0	99999	6399	1									
6400	Kiếm Môn Quan Phân Quyển	Guoqing_Jianmenguan1	34	64000	64000		RandomItem	1	Ghi nhận phong thủy xung quanh Kiếm Môn Quan, thu thập đủ 25 phân quyển có thể ghép [ff8f06]Thần Châu Đại Địa Quyển[-]	30000	1	1	1000	4	1	0	99999	6400	1									
6401	Phong Lăng Độ Phân Quyển	Guoqing_Fenglingdu1	34	64010	64010		RandomItem	1	Ghi nhận phong thủy xung quanh Phong Lăng Độ, thu thập đủ 25 phân quyển có thể ghép [ff8f06]Thần Châu Đại Địa Quyển[-]	30000	1	1	1000	4	1	0	99999	6401	1									
6402	Tiến Cúc Động Phân Quyển	Guoqing_Jianjudong1	34	64020	64020		RandomItem	1	Ghi nhận phong thủy xung quanh Tiến Cúc Động, thu thập đủ 25 phân quyển có thể ghép [ff8f06]Thần Châu Đại Địa Quyển[-]	30000	1	1	1000	4	1	0	99999	6402	1									
6403	Phục Ngưu Sơn Phân Quyển	Guoqing_Funiushan1	34	64030	64030		RandomItem	1	Ghi nhận phong thủy xung quanh Phục Ngưu Sơn, thu thập đủ 25 phân quyển có thể ghép [ff8f06]Thần Châu Đại Địa Quyển[-]	30000	1	1	1000	4	1	0	99999	6403	1									
6404	Chiến Trường Cổ Phân Quyển	Guoqing_Guzhanchang1	34	64040	64040		RandomItem	1	Ghi nhận phong thủy xung quanh Chiến Trường Cổ, thu thập đủ 25 phân quyển có thể ghép [ff8f06]Thần Châu Đại Địa Quyển[-]	30000	1	1	1000	4	1	0	99999	6404	1									
6405	Thái Hành Cổ Kính Phân Quyển	Guoqing_Taihanggujing1	34	64050	64050		RandomItem	1	Ghi nhận phong thủy xung quanh Thái Hành Cổ Kính, thu thập đủ 25 phân quyển có thể ghép [ff8f06]Thần Châu Đại Địa Quyển[-]	30000	1	1	1000	4	1	0	99999	6405	1									
6406	Kỳ Liên Sơn Phân Quyển	Guoqing_Qilianshan1	34	64060	64060		RandomItem	1	Ghi nhận phong thủy xung quanh Kỳ Liên Sơn, thu thập đủ 25 phân quyển có thể ghép [ff8f06]Thần Châu Đại Địa Quyển[-]	30000	1	1	1000	4	1	0	99999	6406	1									
