TemplateId	NextTemplateId	Name	Debris	InsetType	FightPower	Weapon	Helm	Cuff	Armor	Belt	Boots	Necklace	Ring	Pendant	Amulet	AttribType1	Value11	Value21	Value31	AttribType2	Value12	Value22	Value32
3222		Đá Hồn Triệu Vân-Cao		55	12000								1			ignore_defense_v	336						
3223		Đá Hồn Lý Quảng-Cao		57	12000			1								energy_v	168						
3377		Đá Hồn Doãn Hàm Yên-Cao 		58	12000					1						lifemax_v	6050						
3378		Đá Hồn Tuyền Cơ Tử-Cao 		59	12000		1									basic_damage_v	210		210				
3379		Đá Hồn Huyền Thiên Đạo Nhân-Cao 		60	12000	1										deadlystrike_v	168						
3711		Đá Hồn Niên Thú-Cao		61	12000						1					all_series_resist_v	84						
3860		Đá Hồn Hắc Diện Lang Quân-Cao		63	12000	1										strength_v	112			attackrate_v	224		
3861		Đá Hồn Hà Nhân Ngã-Cao		65	12000									1		weaken_deadlystrike_damage_p	12						
3862		Đá Hồn Đường Cừu-Cao		64	12000							1				add_seriesstate_rate_v	84						
3899		Đá Hồn Đường Giản-Cao		62	36000								1			strength_v	160			dexterity_v	80		
4055		Đá Hồn Hoàn Nhan Hồng Liệt-Cao (Chân)		66	36000				1							all_series_resist_p	45						
4546		Đá Hồn Băng Lân Tích Hoàng-Cao		67	12000										1	meleedamagereturn_p	12			recover_life_v	280	75	
4547		Đá Hồn Ngân Câu Hạt Hoàng-Cao		68	12000										1	defense_p	12			lifemax_v	2000		
4548		Đá Hồn Cuồng Tông Ngao Hoàng-Cao		69	12000										1	rangedamagereturn_p	12			recover_life_v	280	75	
4597		Đá Hồn Hạng Vũ-Cao		70	36000	1										enhance_final_damage_p	12						
4851		Đá Hồn Đường Hiểu-Cao		71	36000							1				deadlystrike_p	45						
4877		Đá Hồn Tống Thu Thạch-Cao		73	12000								1			basic_damage_v	168		168	earth_resist_v	84		
4878		Đá Hồn Cổ Yên Nhiên-Cao		74	12000				1							lifemax_v	4800			resist_allseriesstate_time_v	56		
5436		Đá Hồn Doãn Tiêu Vũ-Cao		75	12000		1									ignore_defense_vp	20						
5437		Đá Hồn Thạch Hiên Viên-Cao		72	12000					1						ignore_all_resist_vp	35						
6075		Đá Hồn Diệp Thanh Dương-Cao		76	12000							1				weaken_deadlystrike_v	135			lifemax_v	2000		
6076		Đá Hồn Băng Nghi-Cao		77	12000						1					dexterity_v	112			lifemax_v	2000		
6077		Đá Hồn Dương Tái Hưng-Cao		78	12000								1			ignore_defense_v	224			basic_damage_v	105		105
6078		Đá Hồn Hoàn Nhan Lâu Thất-Cao		79	12000									1		weaken_deadlystrike_damage_p	7			lifemax_v	2000		
6104		Đá Hồn Tiêu Ngọc Trúc-Cao		80	12000		1									resist_allseriesstate_rate_v	56			lifemax_v	2000		
6105		Đá Hồn Kim Ngột Thuật-Cao		81	12000					1						all_series_resist_v	56			add_seriesstate_time_v	56		
6114		Đá Hồn Ngu Cơ Tuyệt Thế-Cao		82	36000						1					reduce_final_damage_p	12						
6136		Đá Hồn Võ Tắc Thiên-Cao (Âm)		83	36000										1	steallife_resist_p	20			basic_damage_v	120		120
6137		Đá Hồn Võ Tắc Thiên-Cao (Dương)		84	36000									1		steallife_resist_p	20			lifemax_p	18		
6138		Đá Hồn Địch Nhân Kiệt-Cao 		85	12000	1										basic_damage_v	210		210				
6139		Đá Hồn Lý Nguyên Phương-Cao		86	12000			1								all_series_resist_v	56			lifemax_v	2000		
6140		Đá Hồn Vô Tự Bi-Cao 		87	12000				1							add_seriesstate_rate_v	56			recover_life_v	280	75	
6287		Đá Hồn Hàn Mông-Cao		88	12000					1						lifemax_p	27			ignore_defense_v	112		
7376		Đá Hồn Hà Linh Phiêu-Cao		89	12000			1								energy_v	112			lifemax_v	2000		
7379		Đá Hồn Ngu Doãn Văn-Cao		90	36000			1								physics_potentialdamage_p	13			resist_allseriesstate_time_v	80		
7431		Đá Hồn Long Văn Sư Vương-Cao		91	12000									1		ignore_deadlystrike_vp	22			state_palsy_resisttime	84		
7434		Đá Hồn Cự Ngao Phong Hậu-Cao		92	12000							1				ignore_defense_vp	12			lifemax_v	2000		
7654		Đá Hồn Vương Đằng-Cao		93	36000				1							vitality_v	160			energy_v	80		
7655		Đá Hồn Vương Vân Tiêu-Cao		94	12000		1									resist_allseriesstate_time_v	120						
7656		Đá Hồn Kinh Tuyết-Cao		95	12000								1			deadlystrike_damage_p	7			lifemax_v	2000		
7743		Đá Hồn Không Tướng-Cao		96	12000	1										ignore_all_resist_v	100	56		strength_v	56		
9400		Đá Hồn Lâm Thanh Vũ-Cao		97	12000				1							meleedamagereturn_p	12			resist_allseriesstate_rate_v	56		
9403		Đá Hồn Mạnh Thương Lam-Cao		98	36000		1									dexterity_v	160			energy_v	80		
9973		Đá Hồn Phong Hành Chu-Cao		99	12000						1					lifemax_v	4850			ignore_all_resist_v	100	56	
9979		Đá Hồn Quỷ Cốc Tử-Cao (Âm)		100	36000					1						return_resist_p	20			deadlystrike_v	84		
9982		Đá Hồn Quỷ Cốc Tử-Cao (Dương)		101	36000			1								return_resist_p	20			all_series_resist_v	42		
9976		Đá Hồn Phương Công Vọng-Cao		102	36000										1	reduce_final_damage_p	12						
10132		Đá Hồn Huyền Băng Điêu Hoàng-Cao		103	36000							1				lifemax_p	45						
10133		Đá Hồn Vạn Độc Cúc Hoàng-Cao		104	36000						1					ignore_all_resist_vp	45						
10134		Đá Hồn Hoàn Nhan Tông Hàn-Cao		105	36000								1			ignore_defense_vp	15			physics_potentialdamage_p	7		
10151		Đá Hồn Diệp Vô Tâm-Cao		106	36000									1		defense_p	15			add_seriesstate_rate_v	80		
10451		Đá Hồn Thiên Âm-Cao		107	36000				1							defense_v	720			resist_allseriesstate_time_v	115		
10477		Đá Hồn Vân Hạo Nhiên-Cao		108	36000								1			energy_v	160			ignore_defense_v	160		
10630		Đá Hồn Bản Trần-Cao		109	36000	1										deadlystrike_damage_p	15						
10631		Đá Hồn Đoàn Trí Hưng-Cao		110	36000		1									ignore_all_resist_v	100	200		resist_allseriesstate_rate_v	80		
10914		Đá Hồn Bản Nhân-Cao		111	36000					1						add_allspecialstate_rate_v	112			rangedamagereturn_p	9		
10948		Đá Hồn Bản Quan-Cao		112	36000			1								add_allspecialstate_time_v	112			meleedamagereturn_p	9		
11063		Đá Hồn Bản Tướng-Cao		113	36000										1	lifemax_p	36			dexterity_v	80		
