szHelpKey	szBigTitle	nHead	nIndex	szTitle	Function	FunParam	szContent
ImperialTombEmperorHelp	Hướng dẫn Thủy Hoàng Giáng Thế		3	Hoàng Lăng Thủ Lĩnh			Trong thời gian Thủy Hoàng Giáng Thế, mỗi tầng Hoàng Lăng đều tạo mới mật thất của 3 thủ lĩnh, Huyền Thiên Võ Cơ, Sát Thần Bạch Khởi, Thừa Tướng Lý Tư sẽ xuất hiện trong mật thất!
ImperialTombEmperorHelp	Hướng dẫn Thủy Hoàng Giáng Thế		4	Thiên Cổ Nhất Đế			Tiêu diệt tất cả thủ lĩnh hoặc sau một thời gian nhất định, ba tầng sẽ xuất hiện ba cổng, [FFFE0D]mỗi lần hoạt động chỉ cho phép vào một phòng[-], diệt Tần Thủy Hoàng sẽ phát thưởng dựa vào Top 3 sát thương, Top 20 bang hội. Người gây sát thương đầu tiên và cuối cùng sẽ nhận được thêm thưởng.
ImperialTombEmperorHelp	Hướng dẫn Thủy Hoàng Giáng Thế		5	Cửu Thiên Nghi Chủng			Khi sinh lực Tần Thủy Hoàng giảm đến mức nhất định sẽ chuyển tất cả người chơi đến khiêu chiến Nghi Chủng Ngụy Đế, sát thương Nghi Chủng Ngụy Đế cũng gây sát thương Tần Thủy Hoàng. Khi sinh lực giảm đến tỉ lệ nhất định hoặc quá thời gian, tất cả người chơi sẽ trở về Vĩnh Sinh Đài tiếp tục khiêu chiến Tần Thủy Hoàng.
ImperialTombFemaleHelp	Nữ Đế Nghi Chủng		1	Quy tắc tham gia			Sau khi mở cấp tối đa Lv129, vào [FFFE0D]22:00 chủ nhật[-] Nữ Đế Hồi Sinh sẽ xuất hiện thay thế Thủy Hoàng, người chơi cấp ≥80 và [FFFE0D]vào bang hội[-] được tham gia. Thời gian Nữ Đế Hồi Sinh, không ảnh hưởng Tần Lăng.
ImperialTombFemaleHelp	Nữ Đế Nghi Chủng		2	Đại Chu Hồi Sinh			Vào 21:55, đại hiệp dùng [FFFE0D]2 Dạ Minh Châu[-] vào Nữ Đế Nghi Chủng, 10:00 Nghi Chủng sẽ tạo mới 6 thủ lĩnh: 2 Địch Nhân Kiệt, 2 Vô Tự Bi, 2 Nguyên Phương, cổng vào sẽ xuất hiện ngẫu nhiên tại 4 khu vực trong bản đồ, cùng 1 khu vực sẽ không xuất hiện 2 cổng thủ lĩnh giống nhau.
ImperialTombFemaleHelp	Nữ Đế Nghi Chủng		3	Chuyện Lạ Nghi Chủng			Đại hiệp thông qua [FFFE0D]Giao Diện Chính-Loa[-] vào [FFFE0D]「Khu Bạch Hổ」[-], cổng của các thủ lĩnh và Võ Tắc Thiên các đại hiệp phải tự tìm, sau khi vào phòng thủ lĩnh, khi ra ngoài sẽ đến khu an toàn gần nhất.
ImperialTombFemaleHelp	Nữ Đế Nghi Chủng		4	Thiên Hậu Nữ Đế			Diệt tất cả thủ lĩnh hoặc sau thời gian nhất định sẽ xuất hiện ngẫu nhiên 3 cổng Nữ Đế, chú ý [FFFE0D]mỗi trận chỉ được vào 1 phòng[-], xếp hạng diệt Võ Tắc Thiên theo tổng sát thương gây ra cho 3 Nữ Đế, bang hội Top 20 cùng chia thưởng, bang hội có đại hiệp gây sát thương đầu tiên và người diệt Nữ Đế sẽ nhận thêm sát thương.
ImperialTombFemaleHelp	Nữ Đế Nghi Chủng		5	Ngụy Đế Loan Cung			Khi sinh lực của Võ Tắc Thiên thấp đến mức chỉ định, truyền tống ngẫu nhiên toàn bộ người chơi đến Ngụy Đế Loan Cung, gây sát thương lên Loan Cơ, Võ Tắc Thiên cũng sẽ chịu sát thương, sinh lực Võ Tắc Thiên dưới tỉ lệ nhất định hoặc quá thời gian, tất cả người chơi sẽ quay lại tiếp tục khiêu chiến Võ Tắc Thiên.
InDifferBattleHelp	Giới thiệu Tâm Ma Ảo Cảnh		1	Thi đấu không cách biệt			Tất cả đại hiệp vào Tâm Ma Ảo Cảnh, [FFFE0D]đạt Lv80, không đem theo Đồng Hành, lực chiến ban đầu ngang bằng[-], Quân Hàm [FFFE0D]tự tăng[-] theo lực chiến trong Ảo Cảnh, sau khi bắt đầu Ảo Cảnh sẽ chọn 1 phái trong [FFFE0D]6 phái ngẫu nhiên[-].
InDifferBattleHelp	Giới thiệu Tâm Ma Ảo Cảnh		2	Quy trình hoạt động			Trong Ảo Cảnh có [FFFE0D]25 khu vực[-], chia thành [FFFE0D]4 giai đoạn[-], kết thúc mỗi giai đoạn có [FFFE0D]90 giây nghỉ ngơi[-] và đóng vài khu vực, giai đoạt 4 là khu vực quyết đấu cuối cùng!\n[FFFE0D](Nếu không kịp thoát khi đóng khu vực, sẽ bị sát thương bằng 10% sinh lực hiện tai)[-]
InDifferBattleHelp	Giới thiệu Tâm Ma Ảo Cảnh		3	Nhận tài nguyên			Nhận tài nguyên từ [FFFE0D]mở bảo rương, diệt quái nhỏ, diệt đại hiệp khác[-], tăng lực chiến trong ảo cảnh. Mỗi đại hiệp trong ảo cảnh chỉ có [FFFE0D]1 mạng[-]!\n[FFFE0D](Tài nguyên nhận được trong đội sẽ chia cho các thành viên) [-]
InDifferBattleHelp	Giới thiệu Tâm Ma Ảo Cảnh		4	Sự kiện đặc biệt			Trong Ảo Cảnh, vào thời gian chỉ định sẽ xuất hiện: [FFFE0D]Thương Nhân Thần Bí, Tâm Ma Ảo Thú , Tâm Ma Ảo Tượng[-]\nThương Nhân Thần Bí bán các vật phẩm đặc biệt trong Ảo Cảnh ([FFFE0D]Huyễn Ngọc[-] dùng tiêu hao trong Ảo Cảnh), đại hiệp [FFFE0D]diệt Tâm Ma Ảo Thú [-] và [FFFE0D]mở Tâm Ma Ảo Tượng[-] nhận nhiều tài nguyên Ảo Cảnh.
InDifferBattleHelp	Giới thiệu Tâm Ma Ảo Cảnh		5	Hạn chế ảo cảnh			[FFFE0D]Cấm: [-]Cấm ngồi thiền trong Ảo Cảnh, giai đoạn 4 (Quyết đấu) cấm cưỡi ngựa.\n[FFFE0D]Nặc danh: [-]Trong Ảo Cảnh, ngoài đồng đội, đại hiệp khác đều hiện nặc danh là Người Bí Ẩn.\n[FFFE0D]Vật phẩm: [-]Tất cả vật phẩm nhận trong Ảo Cảnh đều mất sau khi thoát Ảo Cảnh
InDifferBattleHelp	Giới thiệu Tâm Ma Ảo Cảnh		6	Nhận điểm			Diệt đại hiệp khác [FFFE0D](Thành viên chưa tử trận sẽ nhận điểm) [-]. Khi kết thúc giai đoạn nếu còn sống hoặc chiến thắng sẽ nhận thêm điểm\n[FFFE0D]Nhắc nhở: Điểm cá nhân càng cao thưởng hoạt động càng nhiều![-]
InDifferBattleHelp	Giới thiệu Tâm Ma Ảo Cảnh		7	Quy tắc chiến thắng			Dựa vào [FFFE0D]số người sinh tồn, tổng điểm đội, tổng lực chiến thành viên sinh tồn[-] để quyết định đội chiến thắng.
InDifferBattleHelp	Giới thiệu Tâm Ma Ảo Cảnh		8	Điểm/Đánh giá			[92D2FF]Điểm: [-]0-5        [92D2FF]Đánh giá: [-][FFFFFF]Tạm[-]        [92D2FF]Điểm: [-]6-15      [92D2FF]Đánh giá: [-][64db00]Thường[-]\n[92D2FF]Điểm: [-]16-31    [92D2FF]Đánh giá: [-][11adf6]Tốt[-]        [92D2FF]Điểm: [-]32-47    [92D2FF]Đánh giá: [-][aa62fc]Ưu Tú[-]\n[92D2FF]Điểm: [-]48-95    [92D2FF]Đánh giá: [-][ff578c]Trác Việt[-]        [92D2FF]Điểm: [-]96+        [92D2FF]Đánh giá: [-][ff8f06]Hoàn Mỹ[-]
InDifferBattleHelp	Giới thiệu Tâm Ma Ảo Cảnh		9	Thời gian mở Chuỗi Thi Đấu			Sau khi mở cấp tối đa [FFFE0D]Lv109[-] sẽ mở Chuỗi Thi Đấu Tâm Ma Ảo Cảnh.
InDifferBattleHelp	Giới thiệu Tâm Ma Ảo Cảnh		10	Tư cách dự giải			Tư cách đấu tháng: Trước khi thi đấu nhận được đánh giá [FFFE0D]Tâm Ma Ảo Cảnh-Tốt[-] trở lên\nTư cách đấu quý:  Trước khi thi đấu nhận được đánh giá [FFFE0D]Tâm Ma Ảo Cảnh-Tốt (Tháng)[-] trở lên
InDifferBattleContestHelp	Chuỗi Thi Đấu Tâm Ma Ảo Cảnh		1	Thời gian mở			Sau khi mở cấp tối đa [FFFE0D]Lv109[-] sẽ mở Chuỗi Thi Đấu Tâm Ma Ảo Cảnh.
InDifferBattleContestHelp	Chuỗi Thi Đấu Tâm Ma Ảo Cảnh		2	Tư cách dự giải			Tư cách đấu tháng: Trước khi thi đấu nhận được đánh giá [FFFE0D]Tâm Ma Ảo Cảnh-Tốt[-] trở lên\nTư cách đấu quý:  Trước khi thi đấu nhận được đánh giá [FFFE0D]Tâm Ma Ảo Cảnh-Tốt (Tháng)[-] trở lên
InDifferBattleScoreHelp	Điểm/Thắng Thua		1	Nhận điểm			Diệt đại hiệp khác [FFFE0D](Thành viên chưa tử trận sẽ nhận điểm) [-]. Khi kết thúc giai đoạn nếu còn sống hoặc chiến thắng sẽ nhận thêm điểm\n[FFFE0D]Nhắc nhở: Điểm cá nhân càng cao thưởng hoạt động càng nhiều![-]
InDifferBattleScoreHelp	Điểm/Thắng Thua		2	Quy tắc chiến thắng			Dựa vào [FFFE0D]số người sinh tồn, tổng điểm đội, tổng lực chiến thành viên sinh tồn[-] để quyết định đội chiến thắng.
InDifferBattleScoreHelp	Điểm/Thắng Thua		3	Điểm/Đánh giá			[92D2FF]Điểm: [-]0-5        [92D2FF]Đánh giá: [-][FFFFFF]Tạm[-]        [92D2FF]Điểm: [-]6-15      [92D2FF]Đánh giá: [-][64db00]Thường[-]\n[92D2FF]Điểm: [-]16-31    [92D2FF]Đánh giá: [-][11adf6]Tốt[-]        [92D2FF]Điểm: [-]32-47    [92D2FF]Đánh giá: [-][aa62fc]Ưu Tú[-]\n[92D2FF]Điểm: [-]48-95    [92D2FF]Đánh giá: [-][ff578c]Trác Việt[-]        [92D2FF]Điểm: [-]96+        [92D2FF]Đánh giá: [-][ff8f06]Hoàn Mỹ[-]
DaXueZhang	Ném Tuyết Cần Biết		1	Giới thiệu			Thời gian hoạt động: [FFFE0D]4:00 20/12/2018 đến 24:00 3/1/2019[-]. 
DaXueZhang	Ném Tuyết Cần Biết		2	Tham gia hoạt động			Mỗi ngày mở vào: [FFFE0D]13:30[-], [FFFE0D]16:00[-] và [FFFE0D]20:00[-], mỗi lần mở 3 trận, mỗi trận chuẩn bị trong [FFFE0D]5 phút [-]. Đạt Lv20 thông qua [FFFE0D]Hoạt động ngày[-], cá nhân tham gia thi đấu.
DaXueZhang	Ném Tuyết Cần Biết		3	Số lần hoạt động			Mỗi ngày được tham gia Ném Tuyết [FFFE0D]1 lần[-], được tích lũy [FFFE0D]3 lần[-]. Dùng đạo cụ【[FFFE0D]Liệt Diệm Phi Tuyết[-]】tăng số lần Ném Tuyết, mỗi ngày tối đa dùng [FFFE0D]1[-] lần.
DaXueZhang	Ném Tuyết Cần Biết		4	Cách chơi			Vào khu vực thi đấu, biến thành Đứa Bé thi đấu ném tuyết. Có thể thu thập các kỹ năng từ Đống Tuyết và Người Tuyết để tấn công đối thủ, nhưng phải chú ý né tránh kỹ năng mạnh mẽ của Niên Thú. 
DaXueZhang	Ném Tuyết Cần Biết		5	Quy tắc			Thi đấu tiến hành [FFFE0D]3 vòng[-], đánh bại đối thủ sẽ tăng điểm cá nhân, cuối cùng người chơi nhiều điểm sẽ thắng. 
GiftSystemHelp	Tặng cần biết		1	Quy tắc tặng Hộp Quà Tăng Cấp Đơn 1			Tặng hộp quà cần [FFFE0D]thân mật 2 bên đạt Lv15[-] trở lên và [FFFE0D]đều đang online[-], quà dùng để tặng cho hảo hữu!
GiftSystemHelp	Tặng cần biết		2	Quy tắc tặng Hộp Quà Tăng Cấp Đơn 2			Đại hiệp nhận chỉ có thể nhận từ một người, một khi nhận sẽ không thể nhận thêm từ người khác nữa; Người tặng cũng chỉ có thể tặng cho một đại hiệp, sau khi tặng sẽ không thể tặng cho đại hiệp khác nữa.\n    Mọi người hãy thao tác cẩn thận.
BuyLevelUpHelp	Cách tăng cấp		1	Quy tắc mua Hộp Quà Tăng Cấp Đơn			Dùng 6000 Nguyên Bảo để mua, Kiếm Hiệp 6 được nhận miễn phí, hoặc nhờ người khác tặng. [FFFE0D]Chỉ được mua 1[-], mua miễn phí hoặc dùng Nguyên Bảo mua đều dùng chung số lần.
BuyLevelUpHelp	Cách tăng cấp		2	Quy tắc sử dụng Hộp Quà Tăng Cấp Đơn			Giúp nhân vật tăng đến cấp chỉ định, còn được tăng thêm căn cứ theo [FFFE0D]thời gian mở máy chủ[-] hoặc [FFFE0D]Kiếm Hiệp[-], Tăng Cấp Đơn khác nhau có giới hạn tăng cấp tối đa khác nhau.
BuyLevelUpHelp	Cách tăng cấp		3	Quy tắc tặng Hộp Quà Tăng Cấp Đơn			Tặng hộp quà cần [FFFE0D]thân mật đạt Lv15[-] trở lên và [FFFE0D]2 người phải cùng online[-]; [FFFE0D]tặng hay nhận đều chỉ có 1 lần[-], dùng để tặng cho hảo hữu!
DanGiveHelp	Cách tặng và nhận		1	Cách dùng			Giúp nhân vật tăng đến cấp chỉ định, còn được tăng thêm căn cứ theo [FFFE0D]thời gian mở máy chủ[-] hoặc [FFFE0D]Kiếm Hiệp[-], Tăng Cấp Đơn khác nhau có giới hạn tăng cấp tối đa khác nhau.
DanGiveHelp	Cách tặng và nhận		2	Cách tặng			Tặng hộp quà cần [FFFE0D]thân mật đạt Lv15[-] trở lên và [FFFE0D]2 người phải cùng online[-]; [FFFE0D]tặng hay nhận đều chỉ có 1 lần[-], hãy tặng cho hảo hữu!
ExpUpHelp	Hướng dẫn Tân Tú		1	Quy tắc Tân Tú 1			Nhân vật dưới cấp đã định nhận thêm EXP Tân Tú và Kỳ Trân Các ưu đãi Thủy Tinh, dựa vào cấp máy chủ mở giới hạn.
ExpUpHelp	Hướng dẫn Tân Tú		2	Quy tắc Tân Tú 2			Đại hiệp đủ điều kiện khi nhận EXP sẽ được nhận thêm, giúp tăng cấp nhanh hơn!
PartnersBack	Hướng dẫn Tái Xuất Giang Hồ		1	Quy tắc Quay về			Chỉ được kêu gọi 5 lần, hãy cẩn thận lựa chọn
PartnersBack	Hướng dẫn Tái Xuất Giang Hồ		2	Trạng thái tăng lợi ích			Tổ đội với người chơi được kêu gọi sẽ nhận trạng thái「Tái Xuất Giang Hồ」, được tăng thêm thuộc tính, tăng độ thân mật sẽ nhận được 100% tăng thêm, hiệu quả 30 ngày
PartnerAwarenessHelp	Hướng dẫn thức tỉnh Đồng Hành		1	Thức tỉnh tiêu hao 			Đồng hành [e6d012]Cấp SSS[-][FFFE0D] thức tỉnh: [-]5 đồng hành [ff8f06]Cấp SS[-] chỉ định và Vũ Khí Bổn Mạng tương ứng, 300 Tư Chất Đơn\nĐồng hành [FFFE0D][ff8f06]Cấp SS[-] thức tỉnh: [-]5 đồng hành [ff578c]Cấp S[-] chỉ định và Vũ Khí Bổn Mạng tương ứng, 75 Tư Chất Đơn\nĐồng hành [FFFE0D][ff578c]Cấp S[-] thức tỉnh: [-]5 đồng hành [aa62fc]Cấp A[-] chỉ định, 25 Tư Chất Đơn
PartnerAwarenessHelp	Hướng dẫn thức tỉnh Đồng Hành		2	Thức tỉnh tiềm năng			Đồng hành thức tỉnh sẽ tăng tiềm năng vĩnh viễn.\nPhẩm chất tương đồng [FFFE0D](Ví dụ đều là「Độc Cô Kiếm」và「Dương Ảnh Phong」[ff8f06]Cấp SS[-]) [-] sẽ tăng tiềm năng cùng loại, phẩm chất đồng hành càng cao thì tiềm năng tăng càng cao.
PartnerAwarenessHelp	Hướng dẫn thức tỉnh Đồng Hành		3	Thức tỉnh vĩnh viễn			● Đồng hành đã thức tỉnh, sau khi Tẩy Tủy không ảnh hưởng đến tiềm năng.\n● Đồng hành đã thức tỉnh là vĩnh viễn, sau này nhận được Đồng hành này cũng là đã thức tỉnh.
PartnerAwarenessHelp	Hướng dẫn thức tỉnh Đồng Hành		4	Quy tắc hoàn trả			[FFFE0D]Hoàn trả đồng hành tiêu hao khi thức tỉnh:[-]\n● Hoàn trả tất cả Tư Chất Đơn đồng hành bị tiêu hao đã từng sử dụng\n● Sách kỹ năng đã dùng sẽ hoàn trả thành Tẩy Tủy Đơn
FriendImpressionHelp	Ấn tượng cần biết		1	Cách nhận			Nam đại hiệp hoàn thành mỗi giai đoạn Mục Tiêu Ngày được nhận Thẻ Ấn Tượng, dùng tăng ấn tượng cho [FFFE0D]nữ đại hiệp[-]; Có thể dùng Nguyên Bảo giúp [FFFE0D]đại hiệp bất kỳ [-]tăng [FFFE0D]ấn tượng[-];
FriendImpressionHelp	Ấn tượng cần biết		2	Yêu cầu			Hai bên phải online và cấp thân mật ≥ Lv5. Đối phương cần có số ô ấn tượng, mỗi người tối đa nhận 15 ấn tượng.
FriendImpressionHelp	Ấn tượng cần biết		3	Giới hạn ấn tượng			1 nhân vật chỉ được thêm 1 ấn tượng cố định cùng loại và 1 ấn tượng tự đặt cùng loại. Ấn tượng tự đặt tối đa không quá 14 ký tự. Ấn tượng tự đặt chỉ hiện tên 5 Đại hiệp thêm đầu tiên.
FriendImpressionHelp	Ấn tượng cần biết		4	Thưởng Ấn Tượng			Sau khi thêm ấn tượng cố định hay tự thiết lập, thân mật 2 bên tăng 100 điểm, đều được nhận 1 Hộp Quà Ấn Tượng. Mỗi ngày mỗi người tối đa nhận [FFFE0D]5[-] hộp, [FFFE0D]4:00[-] sáng tái lập; Nữ hiệp nhận 15 ấn tượng khác nhau sẽ nhận được 1 Hộp Quà Nữ Thần.
HouseHelp	Hướng dẫn		1	Tăng cấp Gia Viên			Dùng Nguyên Bảo để tăng cấp Gia Viên giúp [FFFE0D]mở thêm diện tích, đẹp hơn, tăng độ thoải mái Gia Viên, tăng lực chiến nhân vật, tăng số lượng đạo cụ giúp tăng độ thoải mái, tăng số Gian Phòng có thể ở[-]
HouseHelp	Hướng dẫn		2	Độ thoải mái			[FFFE0D]Đặt gia cụ có thể tăng độ thoải mái gia viên[-]\nCấp gia cụ càng cao tăng càng nhiều độ thoải mái, gia cụ khác loại sẽ tăng độ thoải mái khác nhau\nLực chiến gia viên tăng cho nhân vật= Độ thoải mái gia viên x10
HouseHelp	Hướng dẫn		3	Tịnh Tâm Gia Viên			Sau Lv60, có thể nhận nguyên khí trong Tịnh Tâm Gia Viên#945, nguyên khí dùng để ngưng tụ chân nguyên.\nMỗi ngày có1 lần tịnh tâm, 4:00 hằng ngày tái lập số lần.
HouseHelp	Hướng dẫn		4	Kết Quả Tịnh Tâm			Số Nguyên Khí nhận có liên quan đến kết quả tịnh tâm.\nKết quả Tịnh Tâm tăng thêm từ cao đến thấp là: [e6d012]Giai Không[-], [ff8f06]Vô Ngã[-], [ff578c]Khai Ngộ[-], [aa62fc]Ý Động[-], [11adf6]Nhập Định[-]
HouseHelp	Hướng dẫn		5	Khách Thuê Gia Viên			·Có thể mời hảo hữu [FFFE0D]cấp ≥50[-] và [FFFE0D]cấp thân mật ≥20[-] vào gia viên\n·Mỗi đại hiệp tối đa chỉ được vào gia viên của 1 hảo hữu\n[FFFE0D]Khách thuê dọn đi: Vào gia viên thuê -> Nhấp nút gia viên -> Nhấp nút dọn khỏi gia viên[-]
HouseHelp	Hướng dẫn		6	Quyền Khách Thuê			Cấp thoải mái của Gia Viên cao hơn Gia Viên Thuê là 5 sẽ không hưởng tăng ích. Để được hưởng tăng ích thì cấp thoải mái của Gia Viên phải không cao hơn cấp thoải mái Gia Viên Thuê 5 cấp. [FFFE0D]Gợi ý: Sau khi vào Gia Viên, Quyền Khách Thuê sẽ hiệu lực lúc 4:00 hôm sau[-]
HouseHelp	Hướng dẫn		7	G.Viên Bạn Đời			-Sau khi kết hôn sẽ tự vào gia viên đối phương\n-Có quyền tương tự Quyền Khách Thuê và Gia Viên Thuê, được hưởng [FFFE0D]hiệu quả cao nhất của Gia Viên Thuê và Gia Viên Bạn Đời (Quyền Khách Thuê Gia Viên Bạn Đời có hiệu lực ngay)[-]
HouseHelp	Hướng dẫn		8	Quyền Hạn Khách Thuê			Chủ nhân Gia Viên có thể giao quyền sửa chữa Gia Viên cho Khách Thuê, Khách Thuê có thể thay đổi vị trí gia cụ đã đặt trong Gia Viên.
HouseHelp	Hướng dẫn		9	Trồng Cây Gia Viên			Có thể trồng cây tại Vườn Ươm của Gia Viên, [FFFE0D]thu hoạch sẽ nhận nguyên liệu chế tạo gia cụ[-]. Thời gian trưởng thành là 7 ngày, mỗi ngày ngẫu nhiên có trạng thái khác thường, xóa trạng thái này sẽ tăng tốc trưởng thành.
HouseHelp	Hướng dẫn		10	Chăm Sóc Cây Trồng			Mỗi ngày có [FFFE0D]1 lần[-] chăm sóc cây của mình và [FFFE0D]10 lần[-] giúp hảo hữu, [FFFE0D]cùng 1 hảo hữu mỗi ngày chỉ được giúp 1 lần[-], 4:00 mỗi ngày tạo mới.
RoomeHelp	Gian Phòng Gia Viên		1	Khách Thuê Gia Viên			·Có thể mời hảo hữu [FFFE0D]cấp ≥50[-] và [FFFE0D]cấp thân mật ≥20[-] vào gia viên\n·Mỗi đại hiệp tối đa chỉ được vào gia viên của 1 hảo hữu\n[FFFE0D]Khách thuê dọn đi: Vào gia viên thuê -> Nhấp nút gia viên -> Nhấp nút dọn khỏi gia viên[-]
RoomeHelp	Gian Phòng Gia Viên		2	Quyền Khách Thuê			Cấp thoải mái của Gia Viên cao hơn Gia Viên Thuê là 5 sẽ không hưởng tăng ích. Để được hưởng tăng ích thì cấp thoải mái của Gia Viên phải không cao hơn cấp thoải mái Gia Viên Thuê 5 cấp. [FFFE0D]Gợi ý: Sau khi vào Gia Viên, Quyền Khách Thuê sẽ hiệu lực lúc 4:00 hôm sau[-]
RoomeHelp	Gian Phòng Gia Viên		3	G.Viên Bạn Đời			-Sau khi kết hôn sẽ tự vào gia viên đối phương\n-Có quyền tương tự Quyền Khách Thuê và Gia Viên Thuê, được hưởng [FFFE0D]hiệu quả cao nhất của Gia Viên Thuê và Gia Viên Bạn Đời (Quyền Khách Thuê Gia Viên Bạn Đời có hiệu lực ngay)[-]
RoomeHelp	Gian Phòng Gia Viên		4	Quyền Hạn Khách Thuê			Chủ nhân Gia Viên có thể giao quyền sửa chữa Gia Viên cho Khách Thuê, Khách Thuê có thể thay đổi vị trí gia cụ đã đặt trong Gia Viên.
PlantHelp	Giúp chăm sóc		1	Quy tắc			Mỗi ngày có [FFFE0D]1 lần[-] chăm sóc cây của mình và [FFFE0D]10 lần[-] giúp hảo hữu, [FFFE0D]cùng 1 hảo hữu mỗi ngày chỉ được giúp 1 lần[-], 4:00 mỗi ngày tạo mới.
MuseHelp	Ngồi Thiền Tịnh Tâm		1	Tịnh Tâm Gia Viên			Tịnh tâm có thể nhận Nguyên Khí #945, Nguyên Khí dùng ngưng tụ Chân Nguyên.\nMỗi ngày có 1 lần tịnh tâm, 4:00 mỗi ngày tạo mới số lần.
MuseHelp	Ngồi Thiền Tịnh Tâm		2	Kết Quả Tịnh Tâm			Số Nguyên Khí nhận có liên quan đến kết quả tịnh tâm.\nKết quả Tịnh Tâm tăng thêm từ cao đến thấp là: [e6d012]Giai Không[-], [ff8f06]Vô Ngã[-], [ff578c]Khai Ngộ[-], [aa62fc]Ý Động[-], [11adf6]Nhập Định[-]
QYHHelp	Quần Anh Hội		1	Giới thiệu Quần Anh Hội			Quần Anh Hội là ghép đấu 2V2 Liên SV, tất cả đại hiệp [FFFE0D]sẽ có cùng cấp, không mang theo Đồng Hành, lúc đầu sẽ có lực chiến giống nhau[-]. Có thể chọn môn phái [FFFE0D]ngẫu nhiên từ 8 môn phái[-] sau khi báo danh.
QYHHelp	Quần Anh Hội		2	Quy tắc tham gia			Đại hiệp có thể báo danh cá nhân, khi đối chiến sẽ tự ghép đồng đội, cũng có thể tổ đội 2 người báo danh\nĐạt [FFFE0D]Lv70[-] được tham gia.
QYHHelp	Quần Anh Hội		3	Quy trình hoạt động			Mở hoạt động sẽ tự động ghép (Có thể chọn ghép thủ công). Sau khi ghép xong sẽ vào khu thi đấu bắt đầu chiến đấu. Khi kết thúc chiến đấu sẽ tổng kết, sau đó [FFFE0D]tự động chuyển về Sảnh Chờ[-], đồng thời bắt đầu ghép trận kế.
QYHHelp	Quần Anh Hội		4	Phân Thắng Thua			Nếu tất cả đại hiệp của một phe tử vong sẽ thua, phe còn lại thắng. Nếu khi kết thúc, hai phe đều có đại hiệp còn sống thì phe có số người sống sót nhiều hơn sẽ thắng. Nếu số người bằng nhau thì phe có tổng sát thương nhiều nhất thắng.
QYHHelp	Quần Anh Hội		5	Thưởng giai đoạn			Đại hiệp giành thắng lợi trận đầu tiên sẽ nhận [FFFE0D]thưởng thắng lần đầu[-]. Hoàn thành 10 trận đấu sẽ được nhận [FFFE0D]thưởng đấu 10 trận[-], thưởng sẽ gửi qua thư.
QYHHelp	Quần Anh Hội		6	Thưởng tổng kết			Mỗi trận thắng sẽ nhận được thưởng thắng, thua nhận thưởng khuyến khích, tổng kết được nhận thưởng hạng. Khi hoạt động kết thúc sẽ phát thưởng theo [FFFE0D]tổng trận thắng/thua và hạng sau cùng[-].
AthleticsHonorHelp	Vinh Dự Võ Lâm		1	Vinh Dự Võ Lâm			Dựa vào thành tích hoạt động để xếp hạng từ cao đến thấp: Bạch Kim→Hoàng Kim→Bạch Ngân→Thanh Đồng→Hắc Thiết, hoạt động khác nhau thì điều kiện tăng cấp khác nhau, nhấn vào hình Vinh Dự để xem chi tiết. [FFFE0D]0:00[-] ngày đầu tiên mỗi tháng sẽ dựa vào [FFFE0D]cấp bậc tối đa mỗi hoạt động[-] để phát thưởng và [FFFE0D]xóa vinh dự của tháng đó[-].
AthleticsHonorHelp	Vinh Dự Võ Lâm		2	Quyền Tham Dự Võ Lâm Trục Lộc			Quyền tham dự Võ Lâm Trục Lộc không liên quan đến Vinh Dự Võ Lâm, hoạt động khác nhau sẽ có cách nhận khác nhau. Nhấn vào hình tương ứng để xem chi tiết.
WeatherHelp	Thời gian Gia Viên		1	Gia Viên Ngày Đêm			[FFFE0D]Ngày: [-]Mão, Thìn, Tị, Ngọ, Mùi, Thân\n[FFFE0D]Đêm: [-]Dậu, Tuất, Hợi, Tí, Sửu, Dần\n[FFFE0D]Gợi ý: Mỗi giờ duy trì 3 phút[-]
WeatherHelp	Thời gian Gia Viên		2	Thời tiết Gia Viên			Gia Viên sẽ ngẫu nhiên có mưa sét hoặc trời trong xanh
WLDHHelp	Về Đại Hội Võ Lâm		1	Sơ lược Đại Hội			Dạng thử nghiệm
BattleMobaHelp	Công Phòng Chiến		1	Giới thiệu			Vào thời gian chỉ định [FFFE0D]thứ 2 mỗi tuần[-], Lv nhân vật ≥24 có thể báo danh, sau khi báo danh, toàn bộ người chơi ngẫu nhiên chia 「Tống」hoặc「Kim」để chiến đấu, không cần tổ đội trước, mục tiêu là diệt [FFFE0D]phe địch[-].
BattleMobaHelp	Công Phòng Chiến		2	Phân Thắng Thua			● Phá hủy đại doanh phe địch sẽ chiến thắng\n● Khi kết thúc vẫn chưa phá hủy đại doanh, phe hủy nhiều kiến trúc hơn sẽ thắng, nếu số lượng giống nhau, phe có sinh lực kiến trúc nhiều hơn sẽ thắng, nếu sinh lực bằng nhau, phe có số lần diệt nhiều hơn sẽ thắng
BattleMobaHelp	Công Phòng Chiến		3	Yếu Tố Chiến Trường			Chiến trường sẽ ngẫu nhiên tạo mới [FFFE0D]sinh vật hoang dã, BUFF tăng lợi ích[-], diệt [FFFE0D]sinh vật hoang dã[-] hoặc nhặt [FFFE0D]BUFF tăng lợi ích[-] sẽ nhận hiệu quả tăng ích.
