AttribType	Level	Value1	Value2	Value3
add_seriesstate_time_v	249	1794		
add_seriesstate_time_v	250	1805		
add_seriesstate_time_v	251	1816		
add_seriesstate_time_v	252	1827		
add_seriesstate_time_v	253	1838		
add_seriesstate_time_v	254	1849		
add_seriesstate_time_v	255	1860		
add_seriesstate_time_v	256	1871		
add_seriesstate_time_v	257	1882		
add_seriesstate_time_v	258	1893		
add_seriesstate_time_v	259	1904		
add_seriesstate_time_v	260	1915		
add_seriesstate_time_v	261	1926		
add_seriesstate_time_v	262	1937		
add_seriesstate_time_v	263	1948		
add_seriesstate_time_v	264	1959		
add_seriesstate_time_v	265	1970		
add_seriesstate_time_v	266	1981		
add_seriesstate_time_v	267	1992		
add_seriesstate_time_v	268	2003		
add_seriesstate_time_v	269	2014		
add_seriesstate_time_v	270	2025		
add_seriesstate_time_v	271	2036		
add_seriesstate_time_v	272	2047		
add_seriesstate_time_v	273	2058		
add_seriesstate_time_v	274	2069		
add_seriesstate_time_v	275	2080		
add_seriesstate_time_v	276	2091		
add_seriesstate_time_v	277	2102		
add_seriesstate_time_v	278	2113		
add_seriesstate_time_v	279	2124		
add_seriesstate_time_v	280	2135		
add_seriesstate_time_v	281	2146		
add_seriesstate_time_v	282	2157		
add_seriesstate_time_v	283	2168		
add_seriesstate_time_v	284	2179		
add_seriesstate_time_v	285	2190		
add_seriesstate_time_v	286	2201		
add_seriesstate_time_v	287	2212		
add_seriesstate_time_v	288	2223		
add_seriesstate_time_v	289	2234		
add_seriesstate_time_v	290	2245		
add_seriesstate_time_v	291	2256		
add_seriesstate_time_v	292	2267		
add_seriesstate_time_v	293	2278		
add_seriesstate_time_v	294	2289		
add_seriesstate_time_v	295	2300		
add_seriesstate_time_v	296	2311		
add_seriesstate_time_v	297	2322		
add_seriesstate_time_v	298	2333		
add_seriesstate_time_v	299	2344		
add_seriesstate_time_v	300	2355		
add_seriesstate_time_v	301	2366		
add_seriesstate_time_v	302	2377		
add_seriesstate_time_v	303	2388		
add_seriesstate_time_v	304	2399		
add_seriesstate_time_v	305	2410		
add_seriesstate_time_v	306	2421		
add_seriesstate_time_v	307	2432		
add_seriesstate_time_v	308	2443		
add_seriesstate_time_v	309	2454		
add_seriesstate_time_v	310	2465		
add_seriesstate_time_v	311	2476		
add_seriesstate_time_v	312	2487		
add_seriesstate_time_v	313	2498		
add_seriesstate_time_v	314	2509		
add_seriesstate_time_v	315	2520		
add_seriesstate_time_v	316	2531		
add_seriesstate_time_v	317	2542		
add_seriesstate_time_v	318	2553		
add_seriesstate_time_v	319	2564		
add_seriesstate_time_v	320	2575		
add_seriesstate_time_v	321	2586		
add_seriesstate_time_v	322	2597		
add_seriesstate_time_v	323	2608		
add_seriesstate_time_v	324	2619		
add_seriesstate_time_v	325	2630		
add_seriesstate_time_v	326	2641		
add_seriesstate_time_v	327	2652		
add_seriesstate_time_v	328	2663		
add_seriesstate_time_v	329	2674		
add_seriesstate_time_v	330	2685		
add_seriesstate_time_v	331	2696		
add_seriesstate_time_v	332	2707		
add_seriesstate_time_v	333	2718		
add_seriesstate_time_v	334	2729		
add_seriesstate_time_v	335	2740		
add_seriesstate_time_v	336	2751		
add_seriesstate_time_v	337	2762		
add_seriesstate_time_v	338	2773		
add_seriesstate_time_v	339	2784		
add_seriesstate_time_v	340	2795		
add_seriesstate_time_v	341	2806		
add_seriesstate_time_v	342	2817		
add_seriesstate_time_v	343	2828		
add_seriesstate_time_v	344	2839		
add_seriesstate_time_v	345	2850		
add_seriesstate_time_v	346	2861		
add_seriesstate_time_v	347	2872		
add_seriesstate_time_v	348	2883		
add_seriesstate_time_v	349	2894		
add_seriesstate_time_v	350	2905		
add_seriesstate_time_v	351	2916		
add_seriesstate_time_v	352	2927		
add_seriesstate_time_v	353	2938		
add_seriesstate_time_v	354	2949		
add_seriesstate_time_v	355	2960		
add_seriesstate_time_v	356	2971		
add_seriesstate_time_v	357	2982		
add_seriesstate_time_v	358	2993		
add_seriesstate_time_v	359	3004		
add_seriesstate_time_v	360	3015		
add_seriesstate_time_v	361	3026		
add_seriesstate_time_v	362	3037		
add_seriesstate_time_v	363	3048		
add_seriesstate_time_v	364	3059		
add_seriesstate_time_v	365	3070		
add_seriesstate_time_v	366	3081		
add_seriesstate_time_v	367	3092		
add_seriesstate_time_v	368	3103		
add_seriesstate_time_v	369	3114		
add_seriesstate_time_v	370	3125		
add_seriesstate_time_v	371	3136		
add_seriesstate_time_v	372	3147		
add_seriesstate_time_v	373	3158		
add_seriesstate_time_v	374	3169		
add_seriesstate_time_v	375	3180		
add_seriesstate_time_v	376	3191		
add_seriesstate_time_v	377	3202		
add_seriesstate_time_v	378	3213		
add_seriesstate_time_v	379	3224		
add_seriesstate_time_v	380	3235		
add_seriesstate_time_v	381	3246		
add_seriesstate_time_v	382	3257		
add_seriesstate_time_v	383	3268		
add_seriesstate_time_v	384	3279		
add_seriesstate_time_v	385	3290		
add_seriesstate_time_v	386	3301		
add_seriesstate_time_v	387	3312		
add_seriesstate_time_v	388	3323		
add_seriesstate_time_v	389	3334		
add_seriesstate_time_v	390	3345		
add_seriesstate_time_v	391	3356		
add_seriesstate_time_v	392	3367		
add_seriesstate_time_v	393	3378		
add_seriesstate_time_v	394	3389		
add_seriesstate_time_v	395	3400		
add_seriesstate_time_v	396	3411		
add_seriesstate_time_v	397	3422		
add_seriesstate_time_v	398	3433		
add_seriesstate_time_v	399	3444		
add_seriesstate_time_v	400	3455		
add_seriesstate_time_v	401	3466		
add_seriesstate_time_v	402	3477		
add_seriesstate_time_v	403	3488		
add_seriesstate_time_v	404	3499		
add_seriesstate_time_v	405	3510		
add_seriesstate_time_v	406	3521		
add_seriesstate_time_v	407	3532		
add_seriesstate_time_v	408	3543		
add_seriesstate_time_v	409	3554		
add_seriesstate_time_v	410	3565		
add_seriesstate_time_v	411	3576		
add_seriesstate_time_v	412	3587		
add_seriesstate_time_v	413	3598		
add_seriesstate_time_v	414	3609		
add_seriesstate_time_v	415	3620		
add_seriesstate_time_v	416	3631		
add_seriesstate_time_v	417	3642		
add_seriesstate_time_v	418	3653		
add_seriesstate_time_v	419	3664		
add_seriesstate_time_v	420	3675		
add_seriesstate_time_v	421	3686		
add_seriesstate_time_v	422	3697		
add_seriesstate_time_v	423	3708		
add_seriesstate_time_v	424	3719		
add_seriesstate_time_v	425	3730		
add_seriesstate_time_v	426	3741		
add_seriesstate_time_v	427	3752		
add_seriesstate_time_v	428	3763		
add_seriesstate_time_v	429	3774		
add_seriesstate_time_v	430	3785		
add_seriesstate_time_v	431	3796		
add_seriesstate_time_v	432	3807		
add_seriesstate_time_v	433	3818		
add_seriesstate_time_v	434	3829		
add_seriesstate_time_v	435	3840		
add_seriesstate_time_v	436	3851		
add_seriesstate_time_v	437	3862		
add_seriesstate_time_v	438	3873		
add_seriesstate_time_v	439	3884		
add_seriesstate_time_v	440	3895		
add_seriesstate_time_v	441	3906		
add_seriesstate_time_v	442	3917		
add_seriesstate_time_v	443	3928		
add_seriesstate_time_v	444	3939		
add_seriesstate_time_v	445	3950		
add_seriesstate_time_v	446	3961		
add_seriesstate_time_v	447	3972		
add_seriesstate_time_v	448	3983		
add_seriesstate_time_v	449	3994		
add_seriesstate_time_v	450	4005		
add_seriesstate_time_v	451	4016		
add_seriesstate_time_v	452	4027		
add_seriesstate_time_v	453	4038		
add_seriesstate_time_v	454	4049		
add_seriesstate_time_v	455	4060		
add_seriesstate_time_v	456	4071		
add_seriesstate_time_v	457	4082		
add_seriesstate_time_v	458	4093		
add_seriesstate_time_v	459	4104		
add_seriesstate_time_v	460	4115		
add_seriesstate_time_v	461	4126		
add_seriesstate_time_v	462	4137		
add_seriesstate_time_v	463	4148		
add_seriesstate_time_v	464	4159		
add_seriesstate_time_v	465	4170		
add_seriesstate_time_v	466	4181		
add_seriesstate_time_v	467	4192		
add_seriesstate_time_v	468	4203		
add_seriesstate_time_v	469	4214		
add_seriesstate_time_v	470	4225		
add_seriesstate_time_v	471	4236		
add_seriesstate_time_v	472	4247		
add_seriesstate_time_v	473	4258		
add_seriesstate_time_v	474	4269		
add_seriesstate_time_v	475	4280		
add_seriesstate_time_v	476	4291		
add_seriesstate_time_v	477	4302		
add_seriesstate_time_v	478	4313		
add_seriesstate_time_v	479	4324		
add_seriesstate_time_v	480	4335		
add_seriesstate_time_v	481	4346		
add_seriesstate_time_v	482	4357		
add_seriesstate_time_v	483	4368		
add_seriesstate_time_v	484	4379		
add_seriesstate_time_v	485	4390		
add_seriesstate_time_v	486	4401		
add_seriesstate_time_v	487	4412		
add_seriesstate_time_v	488	4423		
add_seriesstate_time_v	489	4434		
add_seriesstate_time_v	490	4445		
add_seriesstate_time_v	491	4456		
add_seriesstate_time_v	492	4467		
add_seriesstate_time_v	493	4478		
add_seriesstate_time_v	494	4489		
add_seriesstate_time_v	495	4500		
add_seriesstate_time_v	496	4511		
add_seriesstate_time_v	497	4522		
add_seriesstate_time_v	498	4533		
add_seriesstate_time_v	499	4544		
add_seriesstate_time_v	500	4555		
add_seriesstate_rate_v	1	1		
add_seriesstate_rate_v	2	3		
add_seriesstate_rate_v	3	4		
add_seriesstate_rate_v	4	6		
add_seriesstate_rate_v	5	7		
add_seriesstate_rate_v	6	9		
add_seriesstate_rate_v	7	10		
add_seriesstate_rate_v	8	12		
add_seriesstate_rate_v	9	13		
add_seriesstate_rate_v	10	15		
add_seriesstate_rate_v	11	16		
add_seriesstate_rate_v	12	18		
add_seriesstate_rate_v	13	19		
add_seriesstate_rate_v	14	21		
add_seriesstate_rate_v	15	22		
add_seriesstate_rate_v	16	24		
add_seriesstate_rate_v	17	25		
add_seriesstate_rate_v	18	27		
add_seriesstate_rate_v	19	28		
add_seriesstate_rate_v	20	30		
add_seriesstate_rate_v	21	31		
add_seriesstate_rate_v	22	33		
add_seriesstate_rate_v	23	34		
add_seriesstate_rate_v	24	36		
add_seriesstate_rate_v	25	37		
add_seriesstate_rate_v	26	39		
add_seriesstate_rate_v	27	40		
add_seriesstate_rate_v	28	42		
add_seriesstate_rate_v	29	43		
add_seriesstate_rate_v	30	45		
add_seriesstate_rate_v	31	46		
add_seriesstate_rate_v	32	48		
add_seriesstate_rate_v	33	49		
add_seriesstate_rate_v	34	51		
add_seriesstate_rate_v	35	52		
add_seriesstate_rate_v	36	54		
add_seriesstate_rate_v	37	55		
add_seriesstate_rate_v	38	57		
add_seriesstate_rate_v	39	58		
add_seriesstate_rate_v	40	60		
add_seriesstate_rate_v	41	61		
add_seriesstate_rate_v	42	63		
add_seriesstate_rate_v	43	64		
add_seriesstate_rate_v	44	66		
add_seriesstate_rate_v	45	67		
add_seriesstate_rate_v	46	69		
add_seriesstate_rate_v	47	70		
add_seriesstate_rate_v	48	72		
add_seriesstate_rate_v	49	73		
add_seriesstate_rate_v	50	75		
add_seriesstate_rate_v	51	76		
add_seriesstate_rate_v	52	78		
add_seriesstate_rate_v	53	79		
add_seriesstate_rate_v	54	81		
add_seriesstate_rate_v	55	82		
add_seriesstate_rate_v	56	84		
add_seriesstate_rate_v	57	85		
add_seriesstate_rate_v	58	87		
add_seriesstate_rate_v	59	88		
add_seriesstate_rate_v	60	90		
add_seriesstate_rate_v	61	91		
add_seriesstate_rate_v	62	93		
add_seriesstate_rate_v	63	94		
add_seriesstate_rate_v	64	96		
add_seriesstate_rate_v	65	97		
add_seriesstate_rate_v	66	99		
add_seriesstate_rate_v	67	100		
add_seriesstate_rate_v	68	102		
add_seriesstate_rate_v	69	103		
add_seriesstate_rate_v	70	105		
add_seriesstate_rate_v	71	106		
add_seriesstate_rate_v	72	108		
add_seriesstate_rate_v	73	109		
add_seriesstate_rate_v	74	111		
add_seriesstate_rate_v	75	112		
add_seriesstate_rate_v	76	114		
add_seriesstate_rate_v	77	115		
add_seriesstate_rate_v	78	117		
add_seriesstate_rate_v	79	118		
add_seriesstate_rate_v	80	120		
add_seriesstate_rate_v	81	123		
add_seriesstate_rate_v	82	126		
add_seriesstate_rate_v	83	129		
add_seriesstate_rate_v	84	132		
add_seriesstate_rate_v	85	135		
add_seriesstate_rate_v	86	138		
add_seriesstate_rate_v	87	141		
add_seriesstate_rate_v	88	144		
add_seriesstate_rate_v	89	147		
add_seriesstate_rate_v	90	150		
add_seriesstate_rate_v	91	153		
add_seriesstate_rate_v	92	157		
add_seriesstate_rate_v	93	161		
add_seriesstate_rate_v	94	165		
add_seriesstate_rate_v	95	168		
add_seriesstate_rate_v	96	172		
add_seriesstate_rate_v	97	176		
add_seriesstate_rate_v	98	180		
add_seriesstate_rate_v	99	183		
add_seriesstate_rate_v	100	187		
add_seriesstate_rate_v	101	195		
add_seriesstate_rate_v	102	202		
add_seriesstate_rate_v	103	210		
add_seriesstate_rate_v	104	217		
add_seriesstate_rate_v	105	225		
add_seriesstate_rate_v	106	232		
add_seriesstate_rate_v	107	240		
add_seriesstate_rate_v	108	247		
add_seriesstate_rate_v	109	255		
add_seriesstate_rate_v	110	263		
add_seriesstate_rate_v	111	274		
add_seriesstate_rate_v	112	285		
add_seriesstate_rate_v	113	296		
add_seriesstate_rate_v	114	308		
add_seriesstate_rate_v	115	319		
add_seriesstate_rate_v	116	330		
add_seriesstate_rate_v	117	341		
add_seriesstate_rate_v	118	353		
add_seriesstate_rate_v	119	364		
add_seriesstate_rate_v	120	375		
add_seriesstate_rate_v	121	386		
add_seriesstate_rate_v	122	397		
add_seriesstate_rate_v	123	408		
add_seriesstate_rate_v	124	419		
add_seriesstate_rate_v	125	430		
add_seriesstate_rate_v	126	441		
add_seriesstate_rate_v	127	452		
add_seriesstate_rate_v	128	463		
add_seriesstate_rate_v	129	474		
add_seriesstate_rate_v	130	485		
add_seriesstate_rate_v	131	496		
add_seriesstate_rate_v	132	507		
add_seriesstate_rate_v	133	518		
add_seriesstate_rate_v	134	529		
add_seriesstate_rate_v	135	540		
add_seriesstate_rate_v	136	551		
add_seriesstate_rate_v	137	562		
add_seriesstate_rate_v	138	573		
add_seriesstate_rate_v	139	584		
add_seriesstate_rate_v	140	595		
add_seriesstate_rate_v	141	606		
add_seriesstate_rate_v	142	617		
add_seriesstate_rate_v	143	628		
add_seriesstate_rate_v	144	639		
add_seriesstate_rate_v	145	650		
add_seriesstate_rate_v	146	661		
add_seriesstate_rate_v	147	672		
add_seriesstate_rate_v	148	683		
add_seriesstate_rate_v	149	694		
add_seriesstate_rate_v	150	705		
add_seriesstate_rate_v	151	716		
add_seriesstate_rate_v	152	727		
add_seriesstate_rate_v	153	738		
add_seriesstate_rate_v	154	749		
add_seriesstate_rate_v	155	760		
add_seriesstate_rate_v	156	771		
add_seriesstate_rate_v	157	782		
add_seriesstate_rate_v	158	793		
add_seriesstate_rate_v	159	804		
add_seriesstate_rate_v	160	815		
add_seriesstate_rate_v	161	826		
add_seriesstate_rate_v	162	837		
add_seriesstate_rate_v	163	848		
add_seriesstate_rate_v	164	859		
add_seriesstate_rate_v	165	870		
add_seriesstate_rate_v	166	881		
add_seriesstate_rate_v	167	892		
add_seriesstate_rate_v	168	903		
add_seriesstate_rate_v	169	914		
add_seriesstate_rate_v	170	925		
add_seriesstate_rate_v	171	936		
add_seriesstate_rate_v	172	947		
add_seriesstate_rate_v	173	958		
add_seriesstate_rate_v	174	969		
add_seriesstate_rate_v	175	980		
add_seriesstate_rate_v	176	991		
add_seriesstate_rate_v	177	1002		
add_seriesstate_rate_v	178	1013		
add_seriesstate_rate_v	179	1024		
add_seriesstate_rate_v	180	1035		
add_seriesstate_rate_v	181	1046		
add_seriesstate_rate_v	182	1057		
add_seriesstate_rate_v	183	1068		
add_seriesstate_rate_v	184	1079		
add_seriesstate_rate_v	185	1090		
add_seriesstate_rate_v	186	1101		
add_seriesstate_rate_v	187	1112		
add_seriesstate_rate_v	188	1123		
add_seriesstate_rate_v	189	1134		
add_seriesstate_rate_v	190	1145		
add_seriesstate_rate_v	191	1156		
add_seriesstate_rate_v	192	1167		
add_seriesstate_rate_v	193	1178		
add_seriesstate_rate_v	194	1189		
add_seriesstate_rate_v	195	1200		
add_seriesstate_rate_v	196	1211		
add_seriesstate_rate_v	197	1222		
add_seriesstate_rate_v	198	1233		
add_seriesstate_rate_v	199	1244		
add_seriesstate_rate_v	200	1255		
add_seriesstate_rate_v	201	1266		
add_seriesstate_rate_v	202	1277		
add_seriesstate_rate_v	203	1288		
add_seriesstate_rate_v	204	1299		
add_seriesstate_rate_v	205	1310		
add_seriesstate_rate_v	206	1321		
add_seriesstate_rate_v	207	1332		
add_seriesstate_rate_v	208	1343		
add_seriesstate_rate_v	209	1354		
add_seriesstate_rate_v	210	1365		
add_seriesstate_rate_v	211	1376		
add_seriesstate_rate_v	212	1387		
add_seriesstate_rate_v	213	1398		
add_seriesstate_rate_v	214	1409		
add_seriesstate_rate_v	215	1420		
add_seriesstate_rate_v	216	1431		
add_seriesstate_rate_v	217	1442		
add_seriesstate_rate_v	218	1453		
add_seriesstate_rate_v	219	1464		
add_seriesstate_rate_v	220	1475		
add_seriesstate_rate_v	221	1486		
add_seriesstate_rate_v	222	1497		
add_seriesstate_rate_v	223	1508		
add_seriesstate_rate_v	224	1519		
add_seriesstate_rate_v	225	1530		
add_seriesstate_rate_v	226	1541		
add_seriesstate_rate_v	227	1552		
add_seriesstate_rate_v	228	1563		
add_seriesstate_rate_v	229	1574		
add_seriesstate_rate_v	230	1585		
add_seriesstate_rate_v	231	1596		
add_seriesstate_rate_v	232	1607		
add_seriesstate_rate_v	233	1618		
add_seriesstate_rate_v	234	1629		
add_seriesstate_rate_v	235	1640		
add_seriesstate_rate_v	236	1651		
add_seriesstate_rate_v	237	1662		
add_seriesstate_rate_v	238	1673		
add_seriesstate_rate_v	239	1684		
add_seriesstate_rate_v	240	1695		
add_seriesstate_rate_v	241	1706		
add_seriesstate_rate_v	242	1717		
add_seriesstate_rate_v	243	1728		
add_seriesstate_rate_v	244	1739		
add_seriesstate_rate_v	245	1750		
add_seriesstate_rate_v	246	1761		
add_seriesstate_rate_v	247	1772		
add_seriesstate_rate_v	248	1783		
add_seriesstate_rate_v	249	1794		
add_seriesstate_rate_v	250	1805		
add_seriesstate_rate_v	251	1816		
add_seriesstate_rate_v	252	1827		
add_seriesstate_rate_v	253	1838		
add_seriesstate_rate_v	254	1849		
add_seriesstate_rate_v	255	1860		
add_seriesstate_rate_v	256	1871		
add_seriesstate_rate_v	257	1882		
add_seriesstate_rate_v	258	1893		
add_seriesstate_rate_v	259	1904		
add_seriesstate_rate_v	260	1915		
add_seriesstate_rate_v	261	1926		
add_seriesstate_rate_v	262	1937		
add_seriesstate_rate_v	263	1948		
add_seriesstate_rate_v	264	1959		
add_seriesstate_rate_v	265	1970		
add_seriesstate_rate_v	266	1981		
add_seriesstate_rate_v	267	1992		
add_seriesstate_rate_v	268	2003		
add_seriesstate_rate_v	269	2014		
add_seriesstate_rate_v	270	2025		
add_seriesstate_rate_v	271	2036		
add_seriesstate_rate_v	272	2047		
add_seriesstate_rate_v	273	2058		
add_seriesstate_rate_v	274	2069		
add_seriesstate_rate_v	275	2080		
add_seriesstate_rate_v	276	2091		
add_seriesstate_rate_v	277	2102		
add_seriesstate_rate_v	278	2113		
add_seriesstate_rate_v	279	2124		
add_seriesstate_rate_v	280	2135		
add_seriesstate_rate_v	281	2146		
add_seriesstate_rate_v	282	2157		
add_seriesstate_rate_v	283	2168		
add_seriesstate_rate_v	284	2179		
add_seriesstate_rate_v	285	2190		
add_seriesstate_rate_v	286	2201		
add_seriesstate_rate_v	287	2212		
add_seriesstate_rate_v	288	2223		
add_seriesstate_rate_v	289	2234		
add_seriesstate_rate_v	290	2245		
add_seriesstate_rate_v	291	2256		
add_seriesstate_rate_v	292	2267		
add_seriesstate_rate_v	293	2278		
add_seriesstate_rate_v	294	2289		
add_seriesstate_rate_v	295	2300		
add_seriesstate_rate_v	296	2311		
add_seriesstate_rate_v	297	2322		
add_seriesstate_rate_v	298	2333		
add_seriesstate_rate_v	299	2344		
add_seriesstate_rate_v	300	2355		
add_seriesstate_rate_v	301	2366		
add_seriesstate_rate_v	302	2377		
add_seriesstate_rate_v	303	2388		
add_seriesstate_rate_v	304	2399		
add_seriesstate_rate_v	305	2410		
add_seriesstate_rate_v	306	2421		
add_seriesstate_rate_v	307	2432		
add_seriesstate_rate_v	308	2443		
add_seriesstate_rate_v	309	2454		
add_seriesstate_rate_v	310	2465		
add_seriesstate_rate_v	311	2476		
add_seriesstate_rate_v	312	2487		
add_seriesstate_rate_v	313	2498		
add_seriesstate_rate_v	314	2509		
add_seriesstate_rate_v	315	2520		
add_seriesstate_rate_v	316	2531		
add_seriesstate_rate_v	317	2542		
add_seriesstate_rate_v	318	2553		
add_seriesstate_rate_v	319	2564		
add_seriesstate_rate_v	320	2575		
add_seriesstate_rate_v	321	2586		
add_seriesstate_rate_v	322	2597		
add_seriesstate_rate_v	323	2608		
add_seriesstate_rate_v	324	2619		
add_seriesstate_rate_v	325	2630		
add_seriesstate_rate_v	326	2641		
add_seriesstate_rate_v	327	2652		
add_seriesstate_rate_v	328	2663		
add_seriesstate_rate_v	329	2674		
add_seriesstate_rate_v	330	2685		
add_seriesstate_rate_v	331	2696		
add_seriesstate_rate_v	332	2707		
add_seriesstate_rate_v	333	2718		
add_seriesstate_rate_v	334	2729		
add_seriesstate_rate_v	335	2740		
add_seriesstate_rate_v	336	2751		
add_seriesstate_rate_v	337	2762		
add_seriesstate_rate_v	338	2773		
add_seriesstate_rate_v	339	2784		
add_seriesstate_rate_v	340	2795		
add_seriesstate_rate_v	341	2806		
add_seriesstate_rate_v	342	2817		
add_seriesstate_rate_v	343	2828		
add_seriesstate_rate_v	344	2839		
add_seriesstate_rate_v	345	2850		
add_seriesstate_rate_v	346	2861		
add_seriesstate_rate_v	347	2872		
add_seriesstate_rate_v	348	2883		
add_seriesstate_rate_v	349	2894		
add_seriesstate_rate_v	350	2905		
add_seriesstate_rate_v	351	2916		
add_seriesstate_rate_v	352	2927		
add_seriesstate_rate_v	353	2938		
add_seriesstate_rate_v	354	2949		
add_seriesstate_rate_v	355	2960		
add_seriesstate_rate_v	356	2971		
add_seriesstate_rate_v	357	2982		
add_seriesstate_rate_v	358	2993		
add_seriesstate_rate_v	359	3004		
add_seriesstate_rate_v	360	3015		
add_seriesstate_rate_v	361	3026		
add_seriesstate_rate_v	362	3037		
add_seriesstate_rate_v	363	3048		
add_seriesstate_rate_v	364	3059		
add_seriesstate_rate_v	365	3070		
add_seriesstate_rate_v	366	3081		
add_seriesstate_rate_v	367	3092		
add_seriesstate_rate_v	368	3103		
add_seriesstate_rate_v	369	3114		
add_seriesstate_rate_v	370	3125		
add_seriesstate_rate_v	371	3136		
add_seriesstate_rate_v	372	3147		
add_seriesstate_rate_v	373	3158		
add_seriesstate_rate_v	374	3169		
add_seriesstate_rate_v	375	3180		
add_seriesstate_rate_v	376	3191		
add_seriesstate_rate_v	377	3202		
add_seriesstate_rate_v	378	3213		
add_seriesstate_rate_v	379	3224		
add_seriesstate_rate_v	380	3235		
add_seriesstate_rate_v	381	3246		
add_seriesstate_rate_v	382	3257		
add_seriesstate_rate_v	383	3268		
add_seriesstate_rate_v	384	3279		
add_seriesstate_rate_v	385	3290		
add_seriesstate_rate_v	386	3301		
add_seriesstate_rate_v	387	3312		
add_seriesstate_rate_v	388	3323		
add_seriesstate_rate_v	389	3334		
add_seriesstate_rate_v	390	3345		
add_seriesstate_rate_v	391	3356		
add_seriesstate_rate_v	392	3367		
add_seriesstate_rate_v	393	3378		
add_seriesstate_rate_v	394	3389		
add_seriesstate_rate_v	395	3400		
add_seriesstate_rate_v	396	3411		
add_seriesstate_rate_v	397	3422		
add_seriesstate_rate_v	398	3433		
add_seriesstate_rate_v	399	3444		
add_seriesstate_rate_v	400	3455		
add_seriesstate_rate_v	401	3466		
add_seriesstate_rate_v	402	3477		
add_seriesstate_rate_v	403	3488		
add_seriesstate_rate_v	404	3499		
add_seriesstate_rate_v	405	3510		
add_seriesstate_rate_v	406	3521		
add_seriesstate_rate_v	407	3532		
add_seriesstate_rate_v	408	3543		
add_seriesstate_rate_v	409	3554		
add_seriesstate_rate_v	410	3565		
add_seriesstate_rate_v	411	3576		
add_seriesstate_rate_v	412	3587		
add_seriesstate_rate_v	413	3598		
add_seriesstate_rate_v	414	3609		
add_seriesstate_rate_v	415	3620		
add_seriesstate_rate_v	416	3631		
add_seriesstate_rate_v	417	3642		
add_seriesstate_rate_v	418	3653		
add_seriesstate_rate_v	419	3664		
add_seriesstate_rate_v	420	3675		
add_seriesstate_rate_v	421	3686		
add_seriesstate_rate_v	422	3697		
add_seriesstate_rate_v	423	3708		
add_seriesstate_rate_v	424	3719		
add_seriesstate_rate_v	425	3730		
add_seriesstate_rate_v	426	3741		
add_seriesstate_rate_v	427	3752		
add_seriesstate_rate_v	428	3763		
add_seriesstate_rate_v	429	3774		
add_seriesstate_rate_v	430	3785		
add_seriesstate_rate_v	431	3796		
add_seriesstate_rate_v	432	3807		
add_seriesstate_rate_v	433	3818		
add_seriesstate_rate_v	434	3829		
add_seriesstate_rate_v	435	3840		
add_seriesstate_rate_v	436	3851		
add_seriesstate_rate_v	437	3862		
add_seriesstate_rate_v	438	3873		
add_seriesstate_rate_v	439	3884		
add_seriesstate_rate_v	440	3895		
add_seriesstate_rate_v	441	3906		
add_seriesstate_rate_v	442	3917		
add_seriesstate_rate_v	443	3928		
add_seriesstate_rate_v	444	3939		
add_seriesstate_rate_v	445	3950		
add_seriesstate_rate_v	446	3961		
add_seriesstate_rate_v	447	3972		
add_seriesstate_rate_v	448	3983		
add_seriesstate_rate_v	449	3994		
add_seriesstate_rate_v	450	4005		
add_seriesstate_rate_v	451	4016		
add_seriesstate_rate_v	452	4027		
add_seriesstate_rate_v	453	4038		
add_seriesstate_rate_v	454	4049		
add_seriesstate_rate_v	455	4060		
add_seriesstate_rate_v	456	4071		
add_seriesstate_rate_v	457	4082		
add_seriesstate_rate_v	458	4093		
add_seriesstate_rate_v	459	4104		
add_seriesstate_rate_v	460	4115		
add_seriesstate_rate_v	461	4126		
add_seriesstate_rate_v	462	4137		
add_seriesstate_rate_v	463	4148		
add_seriesstate_rate_v	464	4159		
add_seriesstate_rate_v	465	4170		
add_seriesstate_rate_v	466	4181		
add_seriesstate_rate_v	467	4192		
add_seriesstate_rate_v	468	4203		
add_seriesstate_rate_v	469	4214		
add_seriesstate_rate_v	470	4225		
add_seriesstate_rate_v	471	4236		
add_seriesstate_rate_v	472	4247		
add_seriesstate_rate_v	473	4258		
add_seriesstate_rate_v	474	4269		
add_seriesstate_rate_v	475	4280		
add_seriesstate_rate_v	476	4291		
add_seriesstate_rate_v	477	4302		
add_seriesstate_rate_v	478	4313		
add_seriesstate_rate_v	479	4324		
add_seriesstate_rate_v	480	4335		
add_seriesstate_rate_v	481	4346		
add_seriesstate_rate_v	482	4357		
add_seriesstate_rate_v	483	4368		
add_seriesstate_rate_v	484	4379		
add_seriesstate_rate_v	485	4390		
add_seriesstate_rate_v	486	4401		
add_seriesstate_rate_v	487	4412		
add_seriesstate_rate_v	488	4423		
add_seriesstate_rate_v	489	4434		
add_seriesstate_rate_v	490	4445		
add_seriesstate_rate_v	491	4456		
add_seriesstate_rate_v	492	4467		
add_seriesstate_rate_v	493	4478		
add_seriesstate_rate_v	494	4489		
add_seriesstate_rate_v	495	4500		
add_seriesstate_rate_v	496	4511		
add_seriesstate_rate_v	497	4522		
add_seriesstate_rate_v	498	4533		
add_seriesstate_rate_v	499	4544		
add_seriesstate_rate_v	500	4555		
resist_allseriesstate_rate_v	1	1		
resist_allseriesstate_rate_v	2	3		
resist_allseriesstate_rate_v	3	4		
resist_allseriesstate_rate_v	4	6		
resist_allseriesstate_rate_v	5	7		
resist_allseriesstate_rate_v	6	9		
